Messstelle:                ;Winklern
26.02.1963 12:00:00;  1,88
01.03.1963 12:00:00;  1,64
04.04.1963 12:00:00;  2,32
06.05.1963 12:00:00;  5,56
18.06.1963 12:00:00;  15,3
31.07.1963 12:00:00;  13,0
13.08.1963 12:00:00;  9,80
30.09.1963 12:00:00;  6,40
31.10.1963 12:00:00;  4,28
01.11.1963 12:00:00;  4,28
31.12.1963 12:00:00;  3,60
31.01.1964 12:00:00;  2,32
16.02.1964 12:00:00;  2,00
24.03.1964 12:00:00;  2,55
09.04.1964 12:00:00;  2,92
03.05.1964 12:00:00;  4,90
01.06.1964 12:00:00;  13,9
31.07.1964 12:00:00;  10,6
18.08.1964 12:00:00;  7,56
30.09.1964 12:00:00;  5,15
07.10.1964 12:00:00;  4,90
17.11.1964 12:00:00;  4,90
29.12.1964 12:00:00;  3,48
21.01.1965 12:00:00;  2,92
10.02.1965 12:00:00;  2,74
13.03.1965 12:00:00;  2,41
30.04.1965 12:00:00;  4,03
02.05.1965 12:00:00;  4,03
02.06.1965 12:00:00;  16,3
11.07.1965 12:00:00;  22,1
31.08.1965 12:00:00;  14,3
26.09.1965 12:00:00;  13,7
31.10.1965 12:00:00;  7,78
30.11.1965 12:00:00;  6,40
31.12.1965 12:00:00;  4,90
31.01.1966 12:00:00;  4,22
20.02.1966 12:00:00;  4,22
31.03.1966 12:00:00;  4,03
03.04.1966 12:00:00;  4,03
01.05.1966 12:00:00;  9,54
03.06.1966 12:00:00;  7,78
02.07.1966 12:00:00;  14,3
01.08.1966 12:00:00;  18,4
30.09.1966 12:00:00;  9,34
08.10.1966 12:00:00;  8,08
30.11.1966 12:00:00;  6,24
31.12.1966 12:00:00;  4,49
31.01.1967 12:00:00;  3,78
28.02.1967 12:00:00;  3,20
01.03.1967 12:00:00;  3,20
09.04.1967 12:00:00;  3,68
01.05.1967 12:00:00;  5,95
18.06.1967 12:00:00;  14,1
30.07.1967 12:00:00;  23,4
30.08.1967 12:00:00;  15,0
30.09.1967 12:00:00;  10,6
31.10.1967 12:00:00;  5,34
26.11.1967 12:00:00;  4,38
31.12.1967 12:00:00;  4,01
31.01.1968 12:00:00;  2,87
29.02.1968 12:00:00;  2,41
12.03.1968 12:00:00;  1,39
14.04.1968 12:00:00;  4,14
03.05.1968 12:00:00;  7,52
14.06.1968 12:00:00;  17,5
30.07.1968 12:00:00;  8,36
28.08.1968 12:00:00;  9,64
30.09.1968 12:00:00;  9,38
30.10.1968 12:00:00;  5,34
16.11.1968 12:00:00;  3,56
31.12.1968 12:00:00;  3,56
29.01.1969 12:00:00;  3,17
28.02.1969 12:00:00;  3,02
10.03.1969 12:00:00;  2,87
07.04.1969 12:00:00;  3,02
02.05.1969 12:00:00;  10,6
09.06.1969 12:00:00;  12,0
15.07.1969 12:00:00;  10,6
13.08.1969 12:00:00;  9,78
30.09.1969 12:00:00;  7,17
31.10.1969 12:00:00;  4,14
28.11.1969 12:00:00;  3,17
25.12.1969 12:00:00;  3,17
23.01.1970 12:00:00;  2,29
28.02.1970 12:00:00;  2,56
22.03.1970 12:00:00;  2,56
08.04.1970 12:00:00;  2,56
03.05.1970 12:00:00;  3,56
01.06.1970 12:00:00;  9,38
19.07.1970 12:00:00;  13,5
28.08.1970 12:00:00;  11,1
30.09.1970 12:00:00;  7,17
29.10.1970 12:00:00;  4,86
30.11.1970 12:00:00;  3,95
31.12.1970 12:00:00;  2,71
12.01.1971 12:00:00;  2,41
28.02.1971 12:00:00;  2,41
16.03.1971 12:00:00;  1,72
05.04.1971 12:00:00;  2,02
01.05.1971 12:00:00;  4,08
02.06.1971 12:00:00;  8,97
24.07.1971 12:00:00;  8,97
24.08.1971 12:00:00;  7,52
24.09.1971 12:00:00;  4,62
31.10.1971 12:00:00;  3,17
23.11.1971 12:00:00;  2,41
09.12.1971 12:00:00;  2,18
15.01.1972 12:00:00;  1,74
16.02.1972 12:00:00;  1,25
08.03.1972 12:00:00;  1,57
01.04.1972 12:00:00;  2,50
01.05.1972 12:00:00;  2,94
03.06.1972 12:00:00;  13,0
31.07.1972 12:00:00;  14,6
25.08.1972 12:00:00;  6,52
29.09.1972 12:00:00;  3,95
25.10.1972 12:00:00;  3,36
27.11.1972 12:00:00;  2,02
30.12.1972 12:00:00;  1,72
26.01.1973 12:00:00;  1,57
28.02.1973 12:00:00;  1,36
11.03.1973 12:00:00;  1,36
05.04.1973 12:00:00;  1,57
01.05.1973 12:00:00;  2,50
10.06.1973 12:00:00;  10,2
31.07.1973 12:00:00;  8,07
20.08.1973 12:00:00;  6,48
14.09.1973 12:00:00;  4,86
30.10.1973 12:00:00;  5,65
29.11.1973 12:00:00;  2,87
10.12.1973 12:00:00;  2,41
27.01.1974 12:00:00;  2,29
28.02.1974 12:00:00;  2,41
12.03.1974 12:00:00;  1,95
03.04.1974 12:00:00;  3,75
03.05.1974 12:00:00;  4,14
14.06.1974 12:00:00;  7,17
23.07.1974 12:00:00;  10,7
25.08.1974 12:00:00;  6,82
30.09.1974 12:00:00;  4,86
31.10.1974 12:00:00;  2,87
30.11.1974 12:00:00;  2,41
27.12.1974 12:00:00;  2,06
29.01.1975 12:00:00;  2,06
22.02.1975 12:00:00;  1,57
19.03.1975 12:00:00;  1,95
05.04.1975 12:00:00;  2,74
06.05.1975 12:00:00;  10,7
10.06.1975 12:00:00;  16,1
31.07.1975 12:00:00;  15,6
29.08.1975 12:00:00;  8,40
30.09.1975 12:00:00;  6,48
31.10.1975 12:00:00;  3,42
24.11.1975 12:00:00;  1,92
21.12.1975 12:00:00;  1,80
25.01.1976 11:00:00;  1,89
01.02.1976 16:00:00;  1,82
12.03.1976 10:00:00;  1,83
01.04.1976 10:00:00;  3,05
01.05.1976 16:00:00;  3,42
06.06.1976 14:00:00;  7,58
15.07.1976 16:00:00;  6,32
26.08.1976 22:00:00;  4,71
08.09.1976 03:00:00;  5,57
09.10.1976 19:00:00;  5,70
30.11.1976 17:00:00;  4,07
31.12.1976 05:00:00;  2,53
19.01.1977 08:00:00;  2,44
03.02.1977 04:00:00;  2,01
01.03.1977 09:00:00;  2,37
17.04.1977 07:00:00;  3,57
11.05.1977 13:00:00;  8,40
06.06.1977 11:00:00;  13,7
30.07.1977 11:00:00;  10,7
17.08.1977 13:00:00;  9,88
30.09.1977 23:59:55;  5,75
31.10.1977 23:59:55;  3,87
21.11.1977 14:00:00;  1,94
30.12.1977 10:00:00;  1,98
24.01.1978 07:00:00;  1,92
15.02.1978 19:00:00;  1,77
23.03.1978 09:00:00;  1,98
17.04.1978 11:00:00;  2,39
01.05.1978 07:00:00;  5,39
30.06.1978 14:00:00;  10,8
23.07.1978 14:00:00;  11,1
30.08.1978 17:00:00;  6,53
26.09.1978 23:00:00;  4,80
31.10.1978 23:59:55;  5,18
30.11.1978 03:00:00;  3,33
31.12.1978 18:00:00;  2,97
31.01.1979 23:59:55;  2,47
25.02.1979 12:00:00;  2,37
01.03.1979 09:00:00;  2,43
01.04.1979 00:00:00;  2,64
04.05.1979 06:00:00;  3,19
25.06.1979 14:00:00;  18,9
29.07.1979 17:00:00;  11,2
31.08.1979 19:00:00;  10,2
20.09.1979 19:00:00;  6,56
31.10.1979 11:00:00;  6,93
24.11.1979 10:00:00;  4,53
22.12.1979 20:00:00;  3,54
28.01.1980 12:00:00;  3,17
22.02.1980 12:00:00;  2,97
21.03.1980 01:00:00;  3,08
11.04.1980 15:00:00;  3,45
02.05.1980 14:00:00;  4,22
30.06.1980 23:59:55;  8,96
05.07.1980 16:00:00;  7,00
27.08.1980 19:00:00;  7,67
30.09.1980 08:00:00;  4,80
01.10.1980 03:00:00;  4,62
30.11.1980 11:00:00;  4,59
25.12.1980 13:00:00;  3,92
26.01.1981 11:00:00;  3,23
05.02.1981 13:00:00;  3,34
19.03.1981 13:00:00;  3,26
30.04.1981 17:00:00;  5,15
06.05.1981 13:00:00;  5,02
27.06.1981 19:00:00;  8,41
17.07.1981 14:00:00;  10,8
31.08.1981 20:00:00;  7,41
21.09.1981 17:00:00;  7,70
25.10.1981 05:00:00;  5,68
26.11.1981 08:00:00;  4,45
21.12.1981 04:00:00;  3,51
26.01.1982 09:00:00;  1,93
03.02.1982 10:00:00;  1,79
15.03.1982 06:00:00;  1,81
30.04.1982 12:00:00;  2,30
02.05.1982 16:00:00;  2,26
16.06.1982 17:00:00;  10,3
21.07.1982 16:00:00;  7,91
27.08.1982 12:00:00;  7,85
21.09.1982 18:00:00;  5,56
05.10.1982 18:00:00;  6,05
26.11.1982 11:00:00;  2,94
30.12.1982 10:00:00;  2,15
21.01.1983 08:00:00;  1,77
23.02.1983 10:00:00;  1,41
04.03.1983 08:00:00;  1,79
02.04.1983 03:00:00;  2,99
06.05.1983 16:00:00;  6,32
19.06.1983 14:00:00;  10,4
31.07.1983 17:00:00;  9,11
24.08.1983 19:00:00;  5,56
29.09.1983 21:00:00;  4,98
10.10.1983 13:00:00;  3,99
23.11.1983 19:00:00;  3,00
14.12.1983 16:00:00;  2,84
26.01.1984 16:30:00;  2,71
21.02.1984 06:00:00;  2,37
11.03.1984 05:30:00;  2,37
06.04.1984 10:30:00;  2,74
02.05.1984 03:00:00;  3,74
08.06.1984 15:30:00;  7,43
28.07.1984 13:00:00;  7,88
31.08.1984 21:00:00;  6,15
03.09.1984 23:00:00;  5,61
31.10.1984 12:30:00;  5,11
28.11.1984 00:00:00;  3,86
31.12.1984 23:30:00;  3,00
07.01.1985 09:30:00;  2,62
19.02.1985 06:30:00;  2,69
25.03.1985 20:00:00;  2,87
02.04.1985 11:30:00;  3,13
01.05.1985 15:00:00;  4,34
26.06.1985 15:00:00;  11,6
25.07.1985 15:30:00;  10,2
03.08.1985 18:30:00;  9,82
30.09.1985 13:00:00;  4,27
26.10.1985 13:30:00;  3,46
28.11.1985 12:30:00;  2,59
24.12.1985 13:00:00;  2,57
27.01.1986 11:45:00;  1,95
28.02.1986 08:00:00;  1,87
03.03.1986 05:15:00;  2,24
01.04.1986 11:00:00;  2,74
01.05.1986 14:15:00;  10,4
09.06.1986 17:15:00;  10,4
28.07.1986 22:00:00;  6,03
09.08.1986 15:45:00;  6,12
30.09.1986 23:59:55;  4,68
31.10.1986 16:30:00;  2,72
28.11.1986 11:45:00;  1,88
22.12.1986 07:00:00;  1,46
30.01.1987 07:45:00; 0,963
01.02.1987 08:30:00;  1,05
04.03.1987 06:15:00;  1,05
01.04.1987 00:00:00;  1,71
09.05.1987 20:30:00;  5,80
22.06.1987 11:00:00;  10,4
16.07.1987 11:00:00;  17,0
11.08.1987 13:45:00;  14,4
22.09.1987 15:45:00;  6,39
09.10.1987 23:15:00;  4,92
23.11.1987 14:45:00;  3,64
10.12.1987 11:30:00;  2,63
09.01.1988 11:00:00;  2,45
14.02.1988 08:00:00;  1,84
10.03.1988 04:45:00;  1,71
01.04.1988 00:00:00;  2,29
01.05.1988 00:00:00;  6,72
28.06.1988 16:30:00;  10,8
27.07.1988 17:15:00;  9,97
29.08.1988 10:45:00;  7,35
30.09.1988 23:59:55;  6,70
12.10.1988 12:30:00;  4,64
23.11.1988 10:00:00;  2,29
16.12.1988 10:30:00;  1,98
24.01.1989 11:45:00;  1,84
01.02.1989 00:00:00;  1,98
01.03.1989 10:15:00;  1,84
20.04.1989 19:30:00;  3,01
02.05.1989 17:15:00;  3,90
07.06.1989 17:30:00;  8,41
30.07.1989 16:45:00;  8,78
31.08.1989 23:59:55;  6,40
08.09.1989 16:45:00;  5,21
26.10.1989 02:30:00;  3,20
24.11.1989 11:00:00;  2,63
28.12.1989 11:45:00;  1,85
20.01.1990 02:00:00;  1,58
13.02.1990 05:15:00;  1,46
05.03.1990 01:45:00;  1,58
01.04.1990 10:45:00;  2,45
01.05.1990 00:00:00;  3,19
01.06.1990 13:15:00;  8,04
29.07.1990 17:15:00;  6,70
31.08.1990 23:59:55;  4,65
16.09.1990 17:15:00;  3,20
28.10.1990 15:00:00;  3,20
20.11.1990 13:30:00;  2,45
07.12.1990 08:45:00;  2,45
31.01.1991 23:59:55;  1,84
14.02.1991 10:45:00;  1,25
01.03.1991 00:00:00;  1,99
25.04.1991 05:00:00;  1,83
06.05.1991 21:15:00;  4,14
01.06.1991 13:00:00;  12,5
31.07.1991 14:30:00;  18,9
31.08.1991 23:59:55;  6,31
22.09.1991 20:45:00;  4,38
31.10.1991 10:30:00;  3,13
18.11.1991 10:45:00;  2,63
10.12.1991 09:30:00;  1,71
28.01.1992 07:45:00;  1,83
19.02.1992 04:00:00;  1,41
01.03.1992 00:00:00;  1,95
01.04.1992 00:00:00;  2,20
01.05.1992 15:15:00;  5,42
30.06.1992 17:00:00;  11,4
29.07.1992 13:30:00;  7,16
25.08.1992 15:00:00;  5,80
27.09.1992 16:15:00;  4,14
02.10.1992 12:45:00;  4,38
27.11.1992 12:00:00;  4,38
26.12.1992 10:15:00;  2,63
31.01.1993 10:45:00;  2,29
23.02.1993 05:15:00;  1,78
05.03.1993 07:00:00;  1,90
01.04.1993 00:00:00;  2,29
01.05.1993 00:15:00;  5,59
15.06.1993 14:30:00;  6,09
04.07.1993 16:15:00;  7,78
19.08.1993 10:45:00;  7,50
08.09.1993 14:30:00;  5,59
02.10.1993 09:00:00;  6,50
29.11.1993 03:00:00;  4,92
29.12.1993 03:15:00;  2,63
19.01.1994 06:30:00;  2,29
18.02.1994 11:15:00;  1,90
05.03.1994 07:15:00;  2,29
12.04.1994 14:15:00;  2,75
07.05.1994 13:30:00;  7,50
15.06.1994 15:15:00;  7,23
27.07.1994 19:00:00;  6,09
01.08.1994 17:30:00;  5,80
08.09.1994 11:30:00;  7,02
26.10.1994 19:45:00;  4,64
26.11.1994 00:00:00;  3,42
16.12.1994 00:00:00;  2,63
05.01.1995 09:45:00;  1,86
01.02.1995 04:00:00;  2,02
31.03.1995 08:00:00;  1,78
01.04.1995 23:30:00;  2,17
01.05.1995 19:30:00;  5,59
09.06.1995 14:30:00;  10,4
31.07.1995 15:00:00;  7,99
06.08.1995 18:15:00;  6,27
02.09.1995 13:30:00;  6,09
31.10.1995 23:59:55;  3,66
21.11.1995 11:00:00;  2,29
28.12.1995 11:15:00;  1,66
21.01.1996 12:30:00;  1,78
07.02.1996 09:30:00;  1,35
04.03.1996 11:00:00;  1,26
01.04.1996 18:15:00;  1,90
06.05.1996 19:00:00;  4,31
18.06.1996 18:30:00;  5,11
23.07.1996 14:45:00;  6,09
01.08.1996 17:00:00;  5,52
21.09.1996 17:15:00;  5,52
01.10.1996 23:30:00;  5,25
13.11.1996 13:45:00;  6,10
27.12.1996 02:15:00;  2,59
30.01.1997 04:20:00;  2,75
03.02.1997 06:02:00;  2,44
01.03.1997 00:00:00;  2,75
01.04.1997 00:00:00;  3,09
01.05.1997 00:00:00;  4,31
03.06.1997 05:27:00;  10,8
14.07.1997 17:03:00;  10,5
25.08.1997 16:06:00;  6,79
29.09.1997 11:00:00;  4,79
26.10.1997 11:37:55;  3,30
04.11.1997 07:31:00;  3,27
29.12.1997 11:12:00;  2,44
28.01.1998 11:54:50;  1,64
05.02.1998 10:50:10;  1,75
19.03.1998 20:11:00;  1,78
19.04.1998 15:37:00;  2,59
03.05.1998 15:56:00;  4,54
19.06.1998 14:35:00;  9,17
23.07.1998 17:59:00;  8,37
31.08.1998 23:59:55;  4,85
01.09.1998 17:09:00;  4,54
23.10.1998 00:46:00;  5,75
19.11.1998 09:42:15;  3,56
26.12.1998 08:44:45;  2,70
30.01.1999 12:51:25;  1,76
26.02.1999 09:08:45;  1,70
08.03.1999 13:17:50;  1,69
22.04.1999 01:53:35;  2,58
02.05.1999 12:26:25;  7,75
24.06.1999 18:32:35;  7,63
20.07.1999 15:54:55;  6,69
12.08.1999 17:10:50;  8,79
20.09.1999 00:04:40;  6,44
23.10.1999 12:10:00;  6,06
21.11.1999 05:59:30;  3,40
17.12.1999 09:52:10;  2,53
25.01.2000 04:01:30;  1,73
22.02.2000 09:01:05;  1,41
06.03.2000 10:54:45;  1,69
12.04.2000 00:16:25;  2,67
23.05.2000 14:22:00;  12,3
30.06.2000 14:36:00;  9,12
17.07.2000 06:36:00;  6,09
02.08.2000 18:50:35;  7,48
19.09.2000 14:04:00;  4,52
30.10.2000 13:38:00;  7,15
13.11.2000 16:51:30;  7,30
23.12.2000 11:26:10;  5,55
31.01.2001 23:59:55;  3,54
25.02.2001 10:26:20;  2,20
01.03.2001 09:35:55;  2,68
23.04.2001 13:34:30;  3,45
01.05.2001 12:52:10;  6,99
07.06.2001 15:17:15;  13,3
31.07.2001 09:34:20;  11,5
29.08.2001 19:10:00;  5,45
21.09.2001 20:10:10;  4,71
31.10.2001 23:59:55;  4,07
24.11.2001 00:08:20;  2,49
14.12.2001 09:20:25;  1,32
04.01.2002 05:41:15;  1,51
22.02.2002 09:07:00;  1,53
05.03.2002 19:56:45;  1,87
07.04.2002 17:48:15;  2,48
01.05.2002 00:00:00;  4,90
01.06.2002 12:19:00;  9,95
28.07.2002 17:51:40;  5,85
04.08.2002 17:10:20;  6,39
20.09.2002 20:24:55;  4,33
10.10.2002 22:19:20;  3,96
13.11.2002 23:34:45;  3,11
31.12.2002 23:59:55;  2,05
06.01.2003 12:47:10;  1,90
02.02.2003 07:57:45;  1,80
26.03.2003 11:05:25;  2,48
08.04.2003 06:40:35;  1,85
19.05.2003 04:16:30;  8,34
30.06.2003 16:12:05;  8,97
15.07.2003 17:33:20;  5,49
27.08.2003 18:18:45;  4,09
28.09.2003 07:55:50;  2,95
31.10.2003 06:51:05;  2,87
01.11.2003 00:00:00;  3,62
24.12.2003 04:47:45;  1,25
23.01.2004 22:25:00;  2,04
26.02.2004 06:09:00;  1,81
01.03.2004 03:09:00;  1,81
01.04.2004 00:00:00;  2,59
11.05.2004 12:52:00;  6,00
05.06.2004 11:37:00;  14,1
31.07.2004 23:59:55;  10,0
29.08.2004 17:43:25;  6,41
29.09.2004 12:23:10;  4,39
07.10.2004 18:54:55;  4,02
21.11.2004 09:45:00;  4,12
21.12.2004 05:15:00;  2,25
15.01.2005 08:39:45;  1,73
28.02.2005 07:34:10;  1,48
02.03.2005 06:02:05;  1,52
11.04.2005 10:52:30;  3,01
11.05.2005 12:07:30;  5,80
11.06.2005 21:35:05;  6,21
04.07.2005 15:37:30;  7,54
11.08.2005 15:37:30;  4,54
17.09.2005 02:58:05;  5,44
30.10.2005 07:07:30;  5,81
28.11.2005 11:52:30;  3,41
30.12.2005 11:07:30;  2,45
22.01.2006 22:07:30;  2,45
28.02.2006 10:07:30;  1,84
13.03.2006 03:07:30;  1,58
07.04.2006 06:07:30;  2,63
01.05.2006 09:22:30;  5,11
08.06.2006 16:07:30;  6,79
23.07.2006 12:37:30;  5,75
24.08.2006 13:37:30;  7,93
29.09.2006 16:07:30;  4,80
03.10.2006 11:52:30;  4,56
30.11.2006 03:07:30;  3,01
22.12.2006 08:07:30;  1,98
27.01.2007 03:07:30;  1,46
19.02.2007 06:22:30;  1,58
22.03.2007 07:52:30;  1,98
01.04.2007 08:52:30;  2,29
07.05.2007 14:22:30;  7,93
01.06.2007 11:52:30;  7,16
27.07.2007 12:22:30;  7,93
07.08.2007 19:22:30;  5,42
15.09.2007 22:16:00;  6,11
25.10.2007 07:22:30;  4,92
16.11.2007 09:52:30;  3,64
26.12.2007 11:37:30;  2,45
02.01.2008 08:37:30;  1,98
11.02.2008 09:37:30;  1,84
06.03.2008 06:52:30;  1,98
02.04.2008 04:22:30;  2,29
02.05.2008 09:07:30;  4,37
17.06.2008 08:37:30;  7,50
10.07.2008 17:37:30;  8,71
31.08.2008 16:37:30;  5,75
25.09.2008 18:13:25;  4,60
28.10.2008 06:22:30;  3,41
30.11.2008 11:37:30;  4,38
29.12.2008 05:37:30;  2,99
26.01.2009 09:07:30;  2,42
19.02.2009 08:52:30;  1,78
07.03.2009 11:22:30;  2,25
01.04.2009 00:00:00;  3,64
06.05.2009 18:52:30;  4,80
29.06.2009 10:22:30;  4,45
13.07.2009 13:22:30;  5,89
01.08.2009 10:22:30;  3,17
02.09.2009 21:52:30;  3,43
16.10.2009 08:22:30;  3,87
07.11.2009 11:37:30;  2,99
18.12.2009 06:07:30;  1,78
04.01.2010 08:37:30;  2,45
16.02.2010 09:30:00;  1,84
08.03.2010 07:45:00;  1,35
04.04.2010 16:15:05;  2,45
20.05.2010 13:37:30;  7,49
24.06.2010 17:07:30;  7,08
28.07.2010 12:22:30;  2,61
08.08.2010 16:37:30;  2,61
14.09.2010 18:07:30;  6,79
27.10.2010 14:07:30;  3,87
27.11.2010 23:22:30;  3,87
17.12.2010 13:07:30;  1,93
23.01.2011 08:07:30;  2,45
24.02.2011 05:37:30;  1,71
08.03.2011 09:52:30;  1,98
05.04.2011 19:07:30;  2,79
01.05.2011 14:22:30;  4,92
22.06.2011 14:30:05;  12,6
08.07.2011 02:00:05;  6,37
29.08.2011 13:00:05;  5,50
16.09.2011 15:30:05;  4,38
04.10.2011 07:00:00;  5,20
29.11.2011 08:00:05;  3,42
13.12.2011 13:15:00;  2,63
30.01.2012 11:40:20;  2,28
26.02.2012 04:00:05;  1,46
09.03.2012 13:00:00;  2,29
18.04.2012 19:00:00;  1,98
18.05.2012 02:00:05;  7,35
07.06.2012 12:30:05;  10,9
07.07.2012 07:00:05;  4,96
20.08.2012 01:30:00;  2,58
11.09.2012 17:15:00;  6,43
15.10.2012 06:00:00;  6,09
26.11.2012 16:15:00;  5,81
29.12.2012 23:15:00;  4,78
26.01.2013 09:15:00;  3,01
11.02.2013 04:45:05;  2,45
01.03.2013 00:15:00;  2,29
01.04.2013 03:15:05;  2,81
30.05.2013 12:45:05;  11,0
01.06.2013 12:45:00;  10,5
