Messstelle:                ;Gloggnitz (Adlerbrücke)
13.02.1972 12:00:00;  1,40
24.03.1972 12:00:00;  2,05
02.04.1972 12:00:00;  1,60
06.05.1972 12:00:00;  3,12
29.06.1972 12:00:00;  2,58
10.07.1972 12:00:00;  1,96
31.08.1972 12:00:00;  9,72
10.09.1972 12:00:00;  4,85
18.10.1972 12:00:00;  6,44
11.11.1972 12:00:00;  2,58
22.12.1972 12:00:00;  2,58
29.01.1973 12:00:00;  2,22
18.02.1973 12:00:00;  2,22
03.03.1973 12:00:00;  2,40
22.04.1973 12:00:00;  4,27
19.05.1973 12:00:00;  3,89
16.06.1973 12:00:00;  3,41
20.07.1973 12:00:00;  2,79
31.08.1973 12:00:00;  1,87
16.09.1973 12:00:00;  1,87
23.10.1973 12:00:00;  2,79
10.11.1973 12:00:00;  2,01
21.12.1973 12:00:00;  3,20
03.01.1974 12:00:00;  3,20
01.02.1974 12:00:00;  4,46
16.03.1974 12:00:00;  2,79
20.04.1974 12:00:00;  3,89
18.05.1974 12:00:00;  4,17
22.06.1974 12:00:00;  5,40
04.07.1974 12:00:00;  2,30
24.08.1974 12:00:00;  2,01
20.09.1974 12:00:00;  2,16
19.10.1974 12:00:00;  1,37
04.11.1974 12:00:00;  2,94
02.12.1974 12:00:00;  4,06
20.01.1975 12:00:00;  3,58
25.02.1975 12:00:00;  2,46
15.03.1975 12:00:00;  2,78
12.04.1975 12:00:00;  4,30
30.05.1975 12:00:00;  4,60
29.06.1975 12:00:00;  3,10
27.07.1975 12:00:00;  7,22
31.08.1975 12:00:00;  2,79
27.09.1975 12:00:00;  2,59
05.10.1975 12:00:00;  2,30
10.11.1975 12:00:00;  2,59
26.12.1975 12:00:00;  1,77
01.01.1976 00:00:00; Lücke
18.01.1977 07:30:00;  2,81
28.02.1977 09:00:00;  4,44
28.03.1977 06:30:00;  5,76
16.04.1977 11:00:00;  4,97
28.05.1977 23:00:00;  3,23
26.06.1977 07:00:00;  2,71
27.07.1977 20:00:00;  2,21
09.08.1977 14:30:00;  5,08
23.09.1977 20:30:00;  2,16
31.10.1977 16:30:00;  1,57
01.11.1977 18:30:00;  1,81
01.12.1977 08:30:00;  1,67
11.01.1978 13:00:00;  2,31
10.02.1978 08:00:00;  2,13
10.03.1978 07:30:00;  2,51
29.04.1978 10:30:00;  3,08
04.05.1978 11:00:00;  3,25
24.06.1978 13:00:00;  2,54
16.07.1978 12:00:00;  2,01
02.08.1978 15:30:00;  2,19
02.09.1978 10:30:00;  1,91
21.10.1978 13:00:00;  2,56
22.11.1978 22:30:00;  2,50
29.12.1978 13:30:00;  2,08
07.01.1979 10:30:00;  2,16
08.02.1979 16:00:00;  2,70
01.03.1979 16:00:00;  2,98
03.04.1979 06:30:00;  6,22
31.05.1979 23:59:55;  9,66
27.06.1979 14:00:00;  5,64
26.07.1979 07:00:00;  3,09
16.08.1979 11:00:00;  2,84
24.09.1979 12:30:00;  2,64
16.10.1979 16:30:00;  2,11
13.11.1979 05:00:00;  2,73
23.12.1979 16:00:00;  5,34
26.01.1980 08:00:00;  3,38
02.02.1980 18:30:00;  3,73
20.03.1980 15:00:00;  3,50
09.04.1980 07:30:00;  6,38
16.05.1980 06:30:00;  9,64
18.06.1980 07:30:00;  2,79
30.07.1980 11:30:00;  3,08
12.08.1980 11:00:00;  3,55
30.09.1980 15:30:00;  3,00
05.10.1980 12:30:00;  2,94
06.11.1980 17:00:00;  2,31
06.12.1980 12:00:00;  2,61
28.01.1981 11:00:00;  2,98
19.02.1981 05:15:00;  2,31
05.03.1981 07:45:00;  3,46
17.04.1981 19:30:00;  2,22
30.05.1981 10:45:00;  2,55
16.06.1981 15:15:00;  2,61
11.07.1981 07:15:00;  2,53
13.08.1981 08:30:00;  2,87
28.09.1981 11:45:00;  2,65
12.10.1981 07:00:00;  2,65
09.11.1981 06:15:00;  3,90
13.12.1981 07:00:00;  3,78
14.01.1982 13:15:00;  3,10
16.02.1982 12:15:00;  3,68
15.03.1982 17:45:00;  4,28
16.04.1982 11:45:00;  6,70
01.05.1982 10:00:00;  7,01
23.06.1982 13:15:00;  3,50
05.07.1982 05:30:00;  2,71
02.08.1982 05:00:00;  3,15
23.09.1982 08:15:00;  2,21
30.10.1982 15:45:00;  3,62
18.11.1982 17:45:00;  2,32
27.12.1982 06:15:00;  3,09
02.01.1983 20:15:00;  3,30
26.02.1983 11:15:00;  3,08
25.03.1983 15:30:00;  2,92
08.04.1983 18:45:00;  5,71
31.05.1983 16:15:00;  2,55
15.06.1983 11:30:00;  2,15
18.07.1983 04:45:00;  2,00
10.08.1983 15:45:00;  2,05
28.09.1983 07:45:00;  2,15
03.10.1983 10:00:00;  1,85
27.11.1983 07:00:00;  1,48
03.12.1983 11:45:00;  1,88
06.01.1984 10:45:00;  2,11
20.02.1984 18:30:00;  2,37
07.03.1984 19:30:00;  1,95
05.04.1984 15:15:00;  3,15
12.05.1984 12:00:00;  3,61
27.06.1984 03:45:00;  2,27
22.07.1984 12:00:00;  2,05
25.08.1984 15:45:00;  2,40
10.09.1984 07:15:00;  2,44
20.10.1984 11:00:00;  3,00
21.11.1984 19:45:00;  2,57
28.12.1984 18:30:00;  2,66
03.01.1985 02:45:00;  2,75
21.02.1985 06:45:00;  2,22
11.03.1985 16:45:00;  2,35
29.04.1985 07:45:00;  5,44
29.05.1985 12:30:00;  5,60
29.06.1985 05:15:00;  8,38
20.07.1985 05:15:00;  2,61
04.08.1985 10:15:00;  3,52
16.09.1985 18:15:00;  3,82
30.10.1985 12:45:00;  2,59
22.11.1985 08:30:00; 0,734
28.12.1985 10:00:00;  2,56
05.01.1986 13:30:00;  1,00
15.02.1986 14:45:00;  2,41
02.03.1986 09:45:00;  3,28
21.04.1986 15:45:00;  5,60
10.05.1986 16:00:00;  3,55
29.06.1986 12:15:00;  2,83
19.07.1986 11:15:00;  2,39
04.08.1986 05:15:00;  1,81
05.09.1986 12:15:00;  2,77
21.10.1986 08:45:00;  1,00
10.11.1986 22:00:00; 0,746
20.12.1986 08:15:00;  1,36
09.01.1987 20:00:00;  1,33
06.02.1987 11:15:00;  2,87
16.03.1987 15:30:00;  2,09
03.04.1987 07:00:00;  8,26
13.05.1987 07:30:00;  11,1
14.06.1987 18:30:00;  4,37
24.07.1987 13:30:00;  1,93
04.08.1987 04:30:00;  3,33
15.09.1987 12:00:00;  2,09
27.10.1987 14:45:00;  1,76
12.11.1987 10:15:00;  2,09
17.12.1987 08:30:00;  2,66
24.01.1988 08:15:00;  1,93
01.02.1988 05:00:00;  1,76
02.03.1988 17:15:00;  2,09
25.04.1988 07:15:00;  8,69
25.05.1988 15:15:00;  7,43
15.06.1988 07:00:00;  5,27
11.07.1988 08:15:00;  2,28
20.08.1988 19:30:00;  2,66
30.09.1988 21:45:00;  3,10
12.10.1988 20:00:00;  3,10
29.11.1988 18:45:00;  1,76
02.12.1988 09:00:00;  4,09
30.01.1989 02:00:00;  5,27
17.02.1989 23:30:00;  4,96
27.03.1989 16:00:00;  5,94
26.04.1989 15:45:00;  7,04
01.05.1989 02:15:00;  7,84
14.06.1989 22:30:00;  5,27
24.07.1989 13:45:00;  7,04
16.08.1989 08:00:00;  6,29
23.09.1989 18:15:00;  5,27
20.10.1989 10:30:00;  3,33
30.11.1989 07:45:00;  3,83
11.12.1989 14:45:00;  1,76
15.01.1990 07:45:00;  1,33
08.02.1990 08:45:00;  2,66
01.03.1990 05:45:00;  4,37
18.04.1990 21:45:00;  4,09
21.05.1990 13:45:00;  5,27
07.06.1990 06:30:00;  2,28
24.07.1990 07:00:00;  4,37
24.08.1990 11:30:00;  1,93
10.09.1990 07:30:00;  1,61
24.10.1990 06:45:00;  3,10
13.11.1990 06:30:00;  2,28
29.12.1990 10:30:00;  2,87
24.01.1991 16:30:00;  2,28
11.02.1991 13:30:00;  1,76
03.03.1991 04:45:00;  2,28
06.04.1991 15:15:00;  1,76
15.05.1991 09:00:00;  3,83
22.06.1991 19:00:00;  6,66
03.07.1991 16:45:00;  4,09
30.08.1991 12:45:00;  6,66
30.09.1991 08:00:00;  4,09
21.10.1991 08:30:00;  3,10
11.11.1991 01:30:00;  3,33
04.12.1991 21:30:00;  3,83
04.01.1992 09:00:00;  3,57
02.02.1992 01:45:00;  4,96
16.03.1992 22:30:00;  4,66
13.04.1992 09:00:00;  6,66
20.05.1992 06:00:00;  6,29
03.06.1992 13:15:00;  5,27
31.07.1992 10:30:00;  3,57
17.08.1992 19:15:00;  2,28
11.09.1992 23:15:00;  2,66
01.10.1992 17:00:00;  3,10
01.11.1992 21:15:00;  4,09
29.12.1992 08:30:00;  5,27
28.01.1993 07:00:00;  4,66
23.02.1993 12:15:00;  4,37
10.03.1993 09:30:00;  4,09
13.04.1993 05:45:00;  7,84
15.05.1993 10:15:00;  4,96
10.06.1993 12:45:00;  3,33
19.07.1993 08:30:00;  4,66
23.08.1993 21:00:00;  3,57
29.09.1993 11:45:00;  4,37
16.10.1993 18:45:00;  4,09
24.11.1993 17:30:00;  4,37
01.12.1993 00:00:00;  4,37
18.01.1994 09:30:00;  3,57
20.02.1994 22:00:00;  3,33
15.03.1994 07:15:00;  4,96
08.04.1994 06:45:00;  5,27
18.05.1994 07:45:00;  5,94
29.06.1994 09:30:00;  4,37
26.07.1994 07:45:00;  3,10
11.08.1994 07:00:00;  2,28
26.09.1994 07:45:00;  2,46
17.10.1994 18:15:00;  1,76
25.11.1994 18:30:00;  2,09
02.12.1994 08:30:00;  2,66
03.01.1995 13:30:00;  2,66
17.02.1995 11:00:00;  4,09
07.03.1995 07:45:00;  3,83
01.04.1995 11:00:00;  7,84
22.05.1995 15:15:00;  3,33
12.06.1995 09:15:00;  3,83
18.07.1995 10:30:00;  3,83
02.08.1995 14:30:00;  2,87
21.09.1995 11:45:00;  5,27
24.10.1995 00:00:00;  2,87
03.11.1995 00:00:00;  4,09
17.12.1995 00:00:00;  4,96
30.01.1996 07:15:00;  3,57
19.02.1996 06:30:00;  2,87
15.03.1996 13:45:00;  3,33
01.04.1996 14:45:00;  4,09
12.05.1996 11:45:00;  13,9
11.06.1996 16:00:00;  5,60
31.07.1996 11:30:00;  5,94
02.08.1996 16:30:00;  2,66
02.09.1996 04:30:00;  4,96
10.10.1996 10:30:00;  7,43
28.11.1996 12:15:00;  5,94
27.12.1996 08:15:00;  4,09
23.01.1997 16:34:20;  3,32
05.02.1997 17:22:25;  2,92
13.03.1997 17:06:30;  3,99
10.04.1997 09:49:30;  8,34
12.05.1997 11:03:05;  9,03
05.06.1997 10:09:35;  4,94
04.07.1997 17:18:35;  6,34
25.08.1997 11:43:45;  2,19
16.09.1997 08:48:10;  2,22
24.10.1997 06:44:20;  1,16
21.11.1997 14:13:45;  1,48
06.12.1997 23:01:55;  3,28
14.01.1998 12:45:00;  1,46
09.02.1998 06:30:00;  2,51
03.03.1998 07:00:00;  2,87
26.04.1998 14:56:25;  1,84
15.05.1998 05:36:05;  2,17
02.06.1998 07:54:00;  1,81
03.07.1998 05:48:50;  2,40
28.08.1998 18:48:50;  2,31
03.09.1998 13:22:50;  3,47
01.10.1998 10:47:35;  4,16
06.11.1998 14:22:30;  4,17
10.12.1998 07:39:55;  3,45
12.01.1999 13:29:30;  1,64
12.02.1999 13:45:00; 0,753
22.03.1999 15:55:10;  7,29
22.04.1999 02:37:05;  9,27
29.05.1999 11:10:25;  8,47
11.06.1999 08:21:05;  2,59
01.07.1999 12:51:45;  3,67
07.08.1999 16:21:20;  8,25
17.09.1999 21:33:40;  6,52
21.10.1999 10:21:30;  2,71
21.11.1999 02:29:10;  4,40
23.12.1999 05:49:05;  4,12
26.01.2000 15:22:40;  3,36
23.02.2000 10:36:20;  5,45
07.03.2000 12:57:00;  5,85
13.04.2000 17:00:20;  14,4
30.05.2000 09:42:25;  3,53
13.06.2000 17:24:25;  4,32
03.07.2000 15:27:35;  3,93
31.08.2000 14:12:20;  2,36
29.09.2000 06:43:30;  2,19
31.10.2000 12:12:05;  3,12
14.11.2000 12:48:30;  3,02
06.12.2000 18:20:45;  2,92
24.01.2001 19:57:55;  2,92
03.02.2001 05:34:05;  3,07
03.03.2001 05:21:35;  3,82
03.04.2001 17:50:10;  5,77
07.05.2001 12:44:05;  1,46
08.06.2001 10:22:05;  3,16
26.07.2001 05:10:40;  2,59
15.08.2001 16:05:00;  2,46
27.09.2001 10:59:15;  2,64
25.10.2001 15:01:55;  2,59
22.11.2001 13:43:10;  1,89
24.12.2001 12:25:45;  2,33
07.01.2002 10:45:00;  2,30
22.02.2002 11:00:00;  4,42
04.03.2002 15:30:00;  4,52
24.04.2002 00:30:00;  5,25
29.05.2002 06:00:00;  4,48
02.06.2002 22:45:00;  2,76
06.07.2002 19:45:00;  3,01
01.08.2002 15:15:00;  5,90
12.09.2002 15:45:00;  1,99
28.10.2002 16:30:00;  4,33
27.11.2002 13:45:00;  8,38
13.12.2002 10:15:00;  6,51
19.01.2003 13:15:00;  2,96
26.02.2003 16:15:00;  2,41
20.03.2003 11:15:00;  3,85
07.04.2003 12:45:00;  4,24
28.05.2003 07:45:00;  3,41
17.06.2003 07:25:00;  1,32
20.07.2003 09:40:00;  1,78
23.08.2003 13:05:00;  2,46
26.09.2003 12:15:00;  1,56
01.10.2003 12:50:00;  1,13
03.11.2003 12:30:00;  1,60
29.12.2003 11:55:00;  2,15
26.01.2004 12:05:00;  1,77
02.02.2004 18:48:30;  3,27
01.03.2004 13:38:50;  3,86
15.04.2004 22:13:10;  8,15
12.05.2004 06:57:40;  3,81
14.06.2004 17:51:25;  6,25
25.07.2004 07:04:05;  3,89
20.08.2004 03:05:00;  4,36
28.09.2004 05:46:00;  1,22
09.10.2004 01:48:55; 0,959
15.11.2004 09:50:50;  1,91
13.12.2004 14:54:10;  1,16
31.01.2005 09:25:00;  1,51
03.02.2005 10:05:00;  1,73
10.03.2005 10:40:00;  1,61
11.04.2005 05:30:00;  9,67
28.05.2005 20:05:00;  4,79
21.06.2005 09:35:00;  1,92
29.07.2005 11:05:00;  3,39
30.08.2005 11:20:00;  2,00
23.09.2005 14:25:00;  4,26
29.10.2005 12:40:00;  3,08
18.11.2005 13:05:00;  2,02
01.12.2005 14:40:00;  3,19
31.01.2006 12:05:00;  2,08
06.02.2006 12:20:00;  1,91
21.03.2006 14:05:00;  2,32
24.04.2006 12:04:55;  7,51
18.05.2006 13:45:00;  9,08
26.06.2006 17:45:00;  9,58
31.07.2006 19:30:00;  5,83
20.08.2006 05:05:00;  5,32
14.09.2006 11:45:00;  2,14
16.10.2006 15:50:00;  3,51
04.11.2006 23:25:00;  3,20
22.12.2006 07:30:00;  2,50
03.01.2007 16:30:00;  3,53
23.02.2007 15:35:00;  2,31
22.03.2007 15:30:00;  6,34
30.04.2007 12:40:00;  4,25
22.05.2007 11:40:00;  2,51
10.06.2007 12:40:00;  2,82
09.07.2007 18:25:00;  2,28
07.08.2007 08:00:00;  1,46
03.09.2007 14:55:00;  3,48
22.10.2007 17:35:00;  3,65
14.11.2007 15:35:00;  11,0
31.12.2007 22:20:00;  7,59
02.01.2008 07:10:00;  5,94
13.02.2008 10:00:00;  4,93
19.03.2008 12:35:00;  6,53
21.04.2008 11:55:00;  8,37
29.05.2008 14:40:00;  5,43
26.06.2008 14:05:00;  3,41
10.07.2008 10:10:00;  5,62
31.08.2008 06:30:00;  6,48
10.09.2008 16:20:00;  4,69
17.10.2008 06:15:00;  3,14
21.11.2008 00:15:00;  2,04
03.12.2008 13:30:00;  3,75
22.01.2009 16:50:00;  2,17
01.02.2009 17:30:00;  3,53
02.03.2009 10:40:00;  6,21
24.04.2009 08:30:00;  17,7
28.05.2009 08:05:00;  9,15
19.06.2009 07:55:00;  5,37
31.07.2009 23:45:00; 10,00
26.08.2009 08:40:00;  7,29
28.09.2009 06:45:00;  3,46
29.10.2009 10:40:00;  3,13
30.11.2009 10:50:00;  3,64
22.12.2009 11:35:00;  1,70
27.01.2010 18:20:00;  2,14
12.02.2010 20:55:00;  2,46
12.03.2010 04:05:00;  3,02
23.04.2010 12:50:00;  8,15
18.05.2010 11:15:00;  7,99
30.06.2010 20:40:00;  7,98
19.07.2010 08:02:35;  2,28
13.08.2010 11:31:25;  2,24
17.09.2010 15:00:00;  1,94
24.10.2010 14:10:00;  3,03
02.11.2010 11:50:00;  2,10
05.12.2010 16:20:00;  2,04
05.01.2011 16:20:00;  3,34
21.02.2011 11:35:00;  2,34
10.03.2011 13:15:00;  2,88
27.04.2011 08:30:05;  2,47
10.05.2011 16:25:00;  2,88
03.06.2011 11:45:00;  3,50
21.07.2011 06:50:00;  2,43
08.08.2011 06:40:00;  3,58
30.09.2011 22:00:00;  3,47
03.10.2011 18:45:00;  3,53
28.11.2011 12:00:00;  2,34
22.12.2011 20:25:00;  2,68
01.01.2012 03:00:00;  3,75
22.02.2012 09:40:00;  2,66
11.03.2012 17:40:00;  9,35
25.04.2012 19:55:00;  9,50
30.05.2012 13:45:00;  6,07
22.06.2012 07:10:00;  4,56
08.07.2012 14:55:00;  4,76
29.08.2012 10:40:00;  4,29
11.09.2012 19:10:00;  4,33
25.10.2012 22:50:00;  3,72
29.11.2012 11:50:00;  3,84
11.12.2012 08:40:00; 0,490
22.01.2013 15:45:00;  3,49
25.02.2013 08:05:00;  2,11
04.03.2013 12:55:00;  3,95
03.04.2013 09:25:00;  4,80
29.05.2013 19:50:00;  7,32
19.06.2013 17:10:00;  7,09
24.07.2013 13:00:00;  3,05
02.08.2013 13:45:00;  2,60
10.09.2013 21:40:00;  3,26
27.10.2013 16:00:00;  3,36
02.11.2013 02:10:00;  5,36
25.12.2013 02:55:00;  3,56
27.01.2014 10:50:00;  2,88
01.02.2014 09:30:00;  4,45
05.03.2014 19:30:00;  3,41
13.04.2014 10:25:00;  4,68
10.05.2014 23:05:00;  5,74
23.06.2014 21:55:00;  4,43
07.07.2014 15:00:00;  4,64
10.08.2014 23:30:00;  5,09
