Messstelle:                ;Dobersdorf
18.05.1956 12:00:00;  6,82
08.06.1956 12:00:00;  6,46
10.07.1956 12:00:00;  5,42
31.08.1956 12:00:00;  5,42
22.09.1956 12:00:00;  3,46
24.10.1956 12:00:00;  3,46
25.11.1956 12:00:00;  4,40
23.12.1956 12:00:00;  4,40
18.01.1957 12:00:00;  2,68
01.02.1957 12:00:00;  4,03
28.03.1957 12:00:00;  3,25
29.04.1957 12:00:00;  4,51
23.05.1957 12:00:00;  2,68
24.06.1957 12:00:00;  1,56
09.07.1957 12:00:00;  1,76
26.08.1957 12:00:00;  3,55
12.09.1957 12:00:00;  3,87
19.10.1957 12:00:00;  3,25
30.11.1957 12:00:00;  3,25
02.12.1957 12:00:00;  1,98
06.01.1958 12:00:00;  1,98
01.02.1958 12:00:00;  2,95
26.03.1958 12:00:00;  3,87
14.04.1958 12:00:00;  3,87
31.05.1958 12:00:00;  2,44
19.06.1958 12:00:00;  1,98
20.07.1958 12:00:00;  2,20
01.08.1958 12:00:00;  3,25
21.09.1958 12:00:00;  3,55
10.10.1958 12:00:00;  5,15
08.11.1958 12:00:00;  5,50
05.12.1958 12:00:00;  4,19
31.01.1959 12:00:00;  5,08
16.02.1959 12:00:00;  3,76
26.03.1959 12:00:00;  4,74
07.04.1959 12:00:00;  5,42
29.05.1959 12:00:00;  4,74
09.06.1959 12:00:00;  4,40
31.07.1959 12:00:00;  5,90
29.08.1959 12:00:00;  4,20
30.09.1959 12:00:00;  2,35
26.10.1959 12:00:00;  2,05
28.11.1959 12:00:00;  2,05
07.12.1959 12:00:00;  2,65
25.01.1960 12:00:00;  2,64
16.02.1960 12:00:00;  2,92
11.03.1960 12:00:00;  4,06
29.04.1960 12:00:00;  3,76
30.05.1960 12:00:00;  2,92
27.06.1960 12:00:00;  2,36
31.07.1960 12:00:00;  2,64
02.08.1960 12:00:00;  2,64
19.09.1960 12:00:00;  3,20
07.10.1960 12:00:00;  5,04
27.11.1960 12:00:00;  4,38
06.12.1960 12:00:00;  4,70
28.01.1961 12:00:00;  2,92
01.02.1961 12:00:00;  4,06
31.03.1961 12:00:00;  3,48
26.04.1961 12:00:00;  2,64
27.05.1961 12:00:00;  3,20
04.06.1961 12:00:00;  4,70
28.07.1961 12:00:00;  3,48
08.08.1961 12:00:00;  2,64
30.09.1961 12:00:00;  1,90
15.10.1961 12:00:00;  2,11
03.11.1961 12:00:00;  6,09
11.12.1961 12:00:00;  6,90
31.01.1962 12:00:00;  5,50
26.02.1962 12:00:00;  4,51
02.03.1962 12:00:00;  4,83
29.04.1962 12:00:00;  4,51
09.05.1962 12:00:00;  4,19
17.06.1962 12:00:00;  3,55
28.07.1962 12:00:00;  3,87
31.08.1962 12:00:00;  3,48
15.09.1962 12:00:00;  2,92
27.10.1962 12:00:00;  2,36
06.11.1962 12:00:00;  4,06
31.12.1962 12:00:00;  3,48
31.01.1963 12:00:00;  3,90
28.02.1963 12:00:00;  3,20
07.03.1963 12:00:00;  3,20
30.04.1963 12:00:00;  11,7
24.05.1963 12:00:00;  6,90
07.06.1963 12:00:00;  6,20
31.07.1963 12:00:00;  4,20
10.08.1963 12:00:00;  3,58
30.09.1963 12:00:00;  4,88
29.10.1963 12:00:00;  2,65
26.11.1963 12:00:00;  3,58
31.12.1963 12:00:00;  3,43
31.01.1964 12:00:00;  3,27
02.02.1964 12:00:00;  3,27
16.03.1964 12:00:00;  3,58
24.04.1964 12:00:00;  5,56
31.05.1964 12:00:00;  4,20
12.06.1964 12:00:00;  1,45
31.07.1964 12:00:00;  3,20
31.08.1964 12:00:00;  1,70
15.09.1964 12:00:00;  1,90
01.10.1964 12:00:00;  1,76
28.11.1964 12:00:00;  6,90
16.12.1964 12:00:00;  6,20
29.01.1965 12:00:00;  5,50
28.02.1965 12:00:00;  4,19
01.03.1965 12:00:00;  4,19
17.04.1965 12:00:00;  5,85
20.05.1965 12:00:00;  10,9
30.06.1965 12:00:00;  10,2
01.07.1965 12:00:00;  9,86
22.08.1965 12:00:00;  9,86
22.09.1965 12:00:00;  5,85
31.10.1965 12:00:00;  6,20
10.11.1965 12:00:00;  5,50
31.12.1965 12:00:00;  6,90
23.01.1966 12:00:00;  4,51
01.02.1966 12:00:00;  5,50
28.03.1966 12:00:00;  3,87
30.04.1966 12:00:00;  4,51
30.05.1966 12:00:00;  2,78
07.06.1966 12:00:00;  2,20
14.07.1966 12:00:00;  6,23
16.08.1966 12:00:00;  9,52
30.09.1966 12:00:00;  7,84
15.10.1966 12:00:00;  5,02
16.11.1966 12:00:00;  7,84
27.12.1966 12:00:00;  5,92
11.01.1967 12:00:00;  5,92
16.02.1967 12:00:00;  5,02
27.03.1967 12:00:00;  7,18
30.04.1967 12:00:00;  6,54
30.05.1967 12:00:00;  5,30
27.06.1967 12:00:00;  4,74
23.07.1967 12:00:00;  4,74
29.08.1967 12:00:00;  3,40
07.09.1967 12:00:00;  3,14
31.10.1967 12:00:00;  4,18
01.11.1967 12:00:00;  4,18
21.12.1967 12:00:00;  3,90
13.01.1968 12:00:00;  4,46
21.02.1968 12:00:00;  5,30
16.03.1968 12:00:00;  3,90
30.04.1968 12:00:00;  2,86
31.05.1968 12:00:00;  2,36
20.06.1968 12:00:00;  2,36
31.07.1968 12:00:00;  2,13
01.08.1968 12:00:00;  2,36
27.09.1968 12:00:00;  4,46
31.10.1968 12:00:00;  3,40
01.11.1968 12:00:00;  3,65
16.12.1968 12:00:00;  3,14
11.01.1969 12:00:00;  4,18
16.02.1969 12:00:00;  4,18
31.03.1969 12:00:00;  10,2
30.04.1969 12:00:00;  5,30
31.05.1969 12:00:00;  3,15
04.06.1969 12:00:00;  3,40
29.07.1969 12:00:00;  3,74
14.08.1969 12:00:00;  3,97
10.09.1969 12:00:00;  5,33
24.10.1969 12:00:00;  3,97
11.11.1969 12:00:00;  3,97
31.12.1969 12:00:00;  4,77
27.01.1970 12:00:00;  5,05
01.02.1970 12:00:00;  5,05
03.03.1970 12:00:00;  5,91
16.04.1970 12:00:00;  14,3
29.05.1970 12:00:00;  6,50
07.06.1970 12:00:00;  5,91
09.07.1970 12:00:00;  6,50
02.08.1970 12:00:00;  8,08
30.09.1970 12:00:00;  6,20
20.10.1970 12:00:00;  4,77
15.11.1970 12:00:00;  4,50
28.12.1970 12:00:00;  4,77
20.01.1971 12:00:00;  4,77
28.02.1971 12:00:00;  4,23
14.03.1971 12:00:00;  3,72
29.04.1971 12:00:00;  4,77
27.05.1971 12:00:00;  3,72
19.06.1971 12:00:00;  3,24
29.07.1971 12:00:00;  2,40
27.08.1971 12:00:00;  2,40
27.09.1971 12:00:00;  2,40
31.10.1971 12:00:00;  2,60
03.11.1971 12:00:00;  2,40
31.12.1971 12:00:00;  3,01
19.01.1972 12:00:00;  2,60
06.02.1972 12:00:00;  2,80
31.03.1972 12:00:00;  5,05
12.04.1972 12:00:00;  4,50
07.05.1972 12:00:00;  8,41
23.06.1972 12:00:00;  8,92
10.07.1972 12:00:00;  6,62
28.08.1972 12:00:00;  6,00
30.09.1972 12:00:00;  5,41
31.10.1972 12:00:00;  4,27
11.11.1972 12:00:00;  3,73
31.12.1972 12:00:00;  3,47
26.01.1973 12:00:00;  3,47
28.02.1973 12:00:00;  4,00
19.03.1973 12:00:00;  3,22
16.04.1973 12:00:00;  3,22
31.05.1973 12:00:00;  2,10
04.06.1973 12:00:00;  1,90
31.07.1973 12:00:00;  2,51
25.08.1973 12:00:00;  2,10
09.09.1973 12:00:00;  1,72
31.10.1973 12:00:00;  3,22
25.11.1973 12:00:00;  3,22
05.12.1973 12:00:00;  2,85
15.01.1974 12:00:00;  2,96
28.02.1974 12:00:00;  4,27
01.03.1974 12:00:00;  4,27
24.04.1974 12:00:00;  4,00
31.05.1974 12:00:00;  3,22
05.06.1974 12:00:00;  3,22
31.07.1974 12:00:00;  2,10
01.08.1974 12:00:00;  2,10
19.09.1974 12:00:00;  2,13
31.10.1974 12:00:00;  4,08
24.11.1974 12:00:00;  2,90
06.12.1974 12:00:00;  2,90
20.01.1975 12:00:00;  3,72
28.02.1975 12:00:00;  3,24
05.03.1975 12:00:00;  3,24
30.04.1975 12:00:00;  4,77
03.05.1975 12:00:00;  3,97
07.06.1975 12:00:00;  4,77
30.07.1975 12:00:00;  12,9
24.08.1975 12:00:00;  7,02
30.09.1975 12:00:00;  6,06
10.10.1975 12:00:00;  5,45
26.11.1975 12:00:00;  6,37
26.12.1975 12:00:00;  5,75
30.01.1976 08:00:00;  4,85
01.02.1976 00:00:00;  4,85
29.03.1976 08:00:00;  4,85
20.04.1976 08:00:00;  4,30
19.05.1976 08:00:00;  5,13
30.06.1976 08:00:00;  2,80
09.07.1976 08:00:00;  2,36
07.08.1976 08:00:00;  2,58
29.09.1976 08:00:00;  2,80
16.10.1976 08:00:00;  2,69
12.11.1976 08:00:00;  4,07
01.12.1976 02:00:00;  4,35
18.01.1977 08:00:00;  3,52
05.02.1977 08:00:00;  8,73
25.03.1977 08:00:00;  7,11
30.04.1977 08:00:00;  5,91
28.05.1977 08:00:00;  4,26
12.06.1977 08:00:00;  4,01
14.07.1977 08:00:00;  4,04
07.08.1977 08:00:00;  3,53
17.09.1977 08:00:00;  2,80
11.10.1977 08:00:00;  2,58
09.11.1977 08:00:00;  2,58
01.12.1977 00:00:00;  2,58
28.01.1978 08:00:00;  2,14
07.02.1978 08:00:00;  2,36
30.03.1978 12:00:00;  2,36
03.04.1978 08:00:00;  2,58
06.05.1978 08:00:00;  2,58
03.06.1978 08:00:00;  3,11
29.07.1978 08:00:00;  5,91
23.08.1978 10:00:00;  3,05
21.09.1978 08:00:00;  2,40
17.10.1978 08:00:00;  2,61
05.11.1978 08:00:00;  2,61
06.12.1978 08:00:00;  2,40
04.01.1979 08:00:00;  3,05
12.02.1979 08:00:00;  4,26
01.03.1979 00:00:00;  4,79
23.04.1979 08:00:00;  5,06
31.05.1979 08:00:00;  4,01
04.06.1979 08:00:00;  3,52
20.07.1979 08:00:00;  8,07
19.08.1979 08:00:00;  6,20
15.09.1979 08:00:00;  4,52
19.10.1979 08:00:00;  4,01
04.11.1979 08:00:00;  4,01
18.12.1979 08:00:00;  4,30
16.01.1980 08:00:00;  5,15
26.02.1980 08:00:00;  4,81
31.03.1980 08:00:00;  4,48
01.04.1980 00:00:00;  4,48
26.05.1980 08:00:00;  3,86
04.06.1980 08:00:00;  3,56
26.07.1980 08:00:00;  3,56
30.08.1980 08:00:00;  2,75
05.09.1980 08:00:00;  3,01
04.10.1980 08:00:00;  3,01
25.11.1980 08:00:00;  6,46
30.12.1980 08:00:00;  5,51
10.01.1981 08:00:00;  4,48
27.02.1981 08:00:00;  3,01
01.03.1981 00:00:00;  3,56
18.04.1981 08:00:00;  3,28
01.05.1981 02:00:00;  3,56
05.06.1981 08:00:00;  3,28
10.07.1981 08:00:00;  3,43
28.08.1981 08:00:00;  2,90
08.09.1981 08:00:00;  2,90
10.10.1981 08:00:00;  4,30
29.11.1981 08:00:00;  4,00
20.12.1981 08:00:00;  3,43
15.01.1982 00:01:00;  5,01
15.02.1982 08:00:00;  4,69
01.03.1982 00:00:00;  4,69
27.04.1982 08:00:00;  5,31
05.05.1982 08:00:00;  4,70
19.06.1982 08:00:00;  4,56
15.07.1982 08:00:00;  5,31
03.08.1982 08:00:00;  6,63
20.09.1982 08:00:00;  4,70
01.10.1982 00:00:00;  4,70
13.11.1982 08:00:00;  6,57
17.12.1982 08:00:00;  6,07
14.01.1983 08:00:00;  6,45
12.02.1983 08:00:00;  6,68
29.03.1983 08:00:00;  6,21
30.04.1983 08:00:00;  4,79
21.05.1983 08:00:00;  2,66
10.06.1983 08:00:00;  3,81
19.07.1983 08:00:00;  1,92
31.08.1983 23:59:55;  1,03
03.09.1983 08:00:00; 0,505
08.10.1983 08:00:00;  1,47
18.11.1983 08:00:00;  1,92
15.12.1983 08:00:00;  1,93
10.01.1984 08:00:00;  2,41
11.02.1984 00:00:00;  2,66
22.03.1984 08:00:00;  3,77
28.04.1984 10:00:00;  4,96
20.05.1984 10:00:00;  4,62
19.06.1984 10:00:00;  4,96
26.07.1984 10:00:00;  3,07
30.08.1984 08:00:00;  2,66
02.09.1984 10:00:00;  2,53
14.10.1984 08:00:00;  3,81
01.11.1984 02:00:00;  3,51
08.12.1984 08:00:00;  2,67
02.01.1985 08:00:00;  2,66
24.02.1985 08:00:00;  4,29
01.03.1985 02:00:00;  4,62
21.04.1985 10:00:00;  2,66
01.05.1985 00:00:00;  3,20
25.06.1985 10:00:00;  4,30
27.07.1985 10:00:00;  2,71
01.08.1985 00:00:00;  3,30
22.09.1985 10:00:00;  2,18
01.10.1985 00:00:00;  2,18
01.11.1985 02:00:00;  2,53
01.12.1985 02:00:00;  3,36
08.01.1986 08:00:00;  3,66
07.02.1986 08:00:00;  3,66
04.03.1986 14:00:00;  4,46
26.04.1986 10:00:00;  9,13
14.05.1986 10:00:00;  5,90
27.06.1986 10:00:00;  7,60
23.07.1986 10:00:00;  3,07
09.08.1986 10:00:00;  3,36
25.09.1986 14:00:00;  2,40
26.10.1986 08:00:00;  2,44
03.11.1986 08:00:00;  2,44
09.12.1986 12:00:00;  2,53
01.01.1987 00:00:05;  3,36
01.02.1987 00:00:00;  3,66
16.03.1987 08:00:00;  3,97
28.04.1987 10:00:00;  5,00
01.05.1987 02:00:00;  5,00
13.06.1987 10:00:00;  5,00
22.07.1987 10:00:00;  3,65
03.08.1987 10:00:00;  3,30
24.09.1987 10:00:00;  3,96
04.10.1987 08:00:00;  3,96
10.11.1987 14:00:00;  4,13
18.12.1987 08:00:00;  5,36
14.01.1988 08:00:00;  5,00
07.02.1988 08:00:00;  6,22
16.03.1988 08:00:00;  4,29
28.04.1988 14:00:00;  3,97
16.05.1988 16:00:00;  3,21
04.06.1988 10:00:00;  3,97
27.07.1988 10:00:00;  3,34
16.08.1988 10:00:00;  2,03
02.09.1988 08:00:00;  3,22
06.10.1988 08:00:00;  3,81
30.11.1988 08:00:00;  3,22
01.12.1988 00:00:00;  3,22
31.01.1989 10:30:00;  1,97
01.02.1989 00:15:00;  2,92
13.03.1989 09:30:00;  2,54
01.04.1989 00:00:00;  3,53
31.05.1989 10:00:00;  4,39
01.06.1989 00:00:00;  4,88
24.07.1989 09:30:00;  4,90
06.08.1989 11:15:00;  7,77
19.09.1989 13:15:00;  3,96
27.10.1989 13:30:00;  4,42
21.11.1989 13:00:00;  2,77
22.12.1989 09:45:00;  2,61
06.01.1990 00:01:00;  2,59
07.02.1990 18:45:00;  2,75
09.03.1990 14:00:00;  1,81
19.04.1990 10:15:00;  2,30
21.05.1990 18:15:00;  2,44
01.06.1990 22:15:00;  4,65
31.07.1990 23:59:55;  3,73
15.08.1990 10:30:00;  2,75
19.09.1990 18:00:00;  2,59
19.10.1990 07:45:00;  2,75
18.11.1990 09:45:00;  3,73
05.12.1990 16:45:00;  3,52
17.01.1991 12:30:00;  3,10
02.02.1991 00:01:00;  2,30
20.03.1991 18:15:00;  1,81
05.04.1991 21:30:00;  3,31
03.05.1991 13:00:00;  1,92
23.06.1991 10:00:00;  3,52
07.07.1991 20:30:00;  3,52
30.08.1991 12:30:00;  3,69
12.09.1991 09:45:00;  2,94
08.10.1991 01:15:00;  4,79
01.11.1991 01:45:00;  5,26
28.12.1991 12:30:00;  5,50
22.01.1992 09:30:00;  4,79
20.02.1992 16:30:00;  2,94
04.03.1992 13:00:00;  4,11
23.04.1992 07:30:00;  4,79
30.05.1992 10:45:00;  2,33
01.06.1992 00:00:00;  3,49
29.07.1992 17:45:00;  1,84
25.08.1992 09:00:00;  1,73
08.09.1992 11:45:00;  1,54
29.10.1992 08:30:00;  1,95
15.11.1992 08:30:00;  2,33
26.12.1992 07:15:00;  3,90
21.01.1993 22:45:00;  2,78
23.02.1993 10:45:00;  2,47
06.03.1993 07:00:00;  2,33
28.04.1993 08:00:00;  2,94
26.05.1993 15:45:00;  2,20
20.06.1993 00:45:00;  1,95
30.07.1993 13:15:00;  1,54
04.08.1993 21:15:00;  1,84
23.09.1993 19:30:00;  1,73
02.10.1993 13:00:00;  2,62
30.11.1993 14:45:00;  3,90
03.12.1993 11:45:00;  4,56
23.01.1994 11:30:00;  4,11
15.02.1994 01:45:00;  3,92
21.03.1994 14:00:00;  3,49
28.04.1994 06:45:00;  2,78
18.05.1994 23:30:00;  3,11
03.06.1994 12:00:00;  2,47
31.07.1994 19:45:00;  2,53
08.08.1994 21:30:00;  2,00
25.09.1994 18:30:00;  2,85
18.10.1994 06:45:00;  1,78
10.11.1994 21:15:00;  3,20
02.12.1994 11:30:00;  1,78
03.01.1995 13:15:00;  2,39
13.02.1995 07:00:00;  2,39
18.03.1995 00:15:00;  5,46
21.04.1995 20:30:00;  4,55
30.05.1995 00:00:00;  3,57
04.06.1995 07:30:00;  3,94
28.07.1995 09:45:00;  3,84
05.08.1995 00:15:00;  3,40
11.09.1995 13:00:00;  4,34
27.10.1995 11:00:00;  2,53
10.11.1995 14:30:00;  2,25
05.12.1995 14:15:00;  2,12
31.01.1996 00:00:05;  3,60
24.02.1996 00:01:00;  3,20
10.03.1996 09:30:00;  2,69
02.04.1996 04:30:00;  10,7
08.05.1996 08:45:00;  9,41
19.06.1996 16:30:00;  5,34
27.07.1996 23:30:00;  4,59
03.08.1996 15:15:00;  4,59
12.09.1996 20:15:00;  5,59
16.10.1996 00:00:00;  8,60
29.11.1996 13:30:00;  5,92
27.12.1996 00:01:00;  4,91
27.01.1997 14:02:25;  3,14
04.02.1997 14:22:00;  3,04
12.03.1997 11:56:55;  3,29
04.04.1997 18:36:45;  3,14
30.05.1997 22:45:10;  2,18
12.06.1997 23:42:50;  2,84
09.07.1997 07:39:35;  4,12
27.08.1997 22:22:35;  5,43
26.09.1997 09:58:00;  4,31
31.10.1997 12:27:45;  2,61
04.11.1997 14:44:25;  2,74
18.12.1997 20:42:55;  3,72
27.01.1998 16:38:05;  2,89
03.02.1998 16:24:15;  2,89
13.03.1998 12:35:05;  2,98
03.04.1998 06:41:10;  3,37
16.05.1998 07:08:20;  2,51
08.06.1998 09:57:30;  2,67
07.07.1998 18:37:05;  3,61
20.08.1998 17:30:20;  3,94
04.09.1998 11:20:25;  5,01
31.10.1998 13:03:45;  5,88
22.11.1998 13:13:05;  5,65
26.12.1998 16:39:35;  5,18
31.01.1999 15:27:50;  3,52
12.02.1999 17:45:40;  3,43
26.03.1999 14:51:25;  3,34
06.04.1999 18:19:10;  2,72
20.05.1999 15:26:00;  5,88
27.06.1999 19:07:55;  4,64
03.07.1999 12:23:25;  3,36
06.08.1999 02:32:15;  4,57
30.09.1999 23:59:55;  5,29
18.10.1999 07:44:30;  4,25
23.11.1999 22:28:40;  3,72
23.12.1999 17:08:15;  3,31
15.01.2000 08:44:55;  1,83
29.02.2000 23:59:55;  4,10
01.03.2000 23:24:10;  4,06
26.04.2000 01:08:55;  4,87
26.05.2000 20:48:20;  2,86
19.06.2000 19:29:25;  2,21
08.07.2000 02:53:25;  1,93
01.08.2000 11:05:30;  1,78
14.09.2000 03:48:50;  1,95
01.10.2000 12:16:35;  2,58
01.11.2000 00:00:00;  3,74
24.12.2000 06:57:15;  3,56
25.01.2001 19:57:05;  4,21
28.02.2001 23:56:50;  3,30
01.03.2001 00:00:00;  3,31
30.04.2001 05:45:40;  3,37
12.05.2001 16:27:25;  2,03
28.06.2001 15:38:05;  1,64
31.07.2001 17:38:10; 0,868
31.08.2001 08:32:05; 0,480
03.09.2001 15:57:00; 0,562
10.10.2001 17:01:45;  1,51
09.11.2001 14:11:30;  1,49
10.12.2001 03:29:15; 0,491
05.01.2002 12:29:10; 0,971
26.02.2002 16:29:00;  1,22
14.03.2002 16:08:50;  1,33
09.04.2002 09:57:10;  1,22
06.05.2002 11:55:25;  1,21
01.06.2002 15:05:00; 0,578
14.07.2002 06:44:30;  1,11
01.08.2002 00:00:00;  1,38
21.09.2002 02:18:50;  2,17
10.10.2002 13:43:25;  2,22
03.11.2002 18:05:10;  2,63
23.12.2002 13:28:30;  3,97
13.01.2003 14:56:55;  4,08
13.02.2003 13:02:15;  1,87
01.03.2003 00:58:15;  2,68
28.04.2003 13:29:10;  1,58
10.05.2003 10:57:15;  1,66
14.06.2003 13:32:50;  1,04
31.07.2003 10:58:05;  1,37
28.08.2003 22:59:50; 0,540
15.09.2003 13:22:25; 0,756
03.10.2003 06:29:45;  1,28
23.11.2003 14:30:25;  1,87
24.12.2003 15:43:05;  1,02
23.01.2004 14:51:45;  2,12
01.02.2004 12:10:15;  2,29
02.03.2004 12:00:50;  2,03
29.04.2004 04:09:55;  3,45
01.05.2004 10:55:00;  3,53
01.06.2004 10:42:45;  4,11
22.07.2004 09:45:00;  4,96
19.08.2004 14:30:00;  3,07
29.09.2004 15:45:00;  1,21
07.10.2004 14:00:00;  2,06
05.11.2004 12:30:00;  2,86
21.12.2004 11:30:00;  2,25
17.01.2005 14:15:00;  2,45
28.02.2005 14:45:00;  1,21
01.03.2005 12:15:00;  2,06
07.04.2005 12:15:00;  4,40
30.05.2005 11:30:00;  3,29
21.06.2005 15:00:00;  2,42
04.07.2005 13:00:00;  2,63
10.08.2005 17:45:00;  3,06
26.09.2005 16:15:00;  3,52
28.10.2005 16:30:00;  2,86
16.11.2005 12:15:00;  2,06
12.12.2005 11:30:00;  2,45
10.01.2006 13:15:00;  2,65
07.02.2006 12:00:00;  2,86
17.03.2006 19:30:00;  3,52
21.04.2006 15:00:00;  3,99
12.05.2006 07:45:00;  4,24
27.06.2006 03:46:40;  4,24
29.07.2006 14:11:20;  3,06
01.08.2006 00:13:10;  3,06
10.09.2006 23:00:00;  2,65
16.10.2006 18:30:00;  2,25
08.11.2006 01:45:00;  2,45
28.12.2006 13:45:00;  1,52
05.01.2007 12:00:00;  2,25
21.02.2007 17:08:00;  2,65
05.03.2007 16:38:00;  2,86
30.04.2007 05:25:00;  2,06
26.05.2007 00:26:00;  1,87
16.06.2007 15:27:15;  2,06
24.07.2007 19:28:15;  1,36
08.08.2007 00:28:35;  1,36
03.09.2007 16:14:20;  3,52
15.10.2007 12:15:00;  4,24
16.11.2007 15:00:00;  3,99
31.12.2007 12:30:00;  3,06
09.01.2008 11:35:05;  3,07
17.02.2008 13:07:00;  1,70
01.03.2008 00:00:00;  2,86
14.04.2008 20:09:25;  2,45
31.05.2008 22:00:00;  2,03
01.06.2008 06:30:00;  1,81
13.07.2008 14:45:00;  2,65
31.08.2008 14:19:35;  3,98
25.09.2008 20:20:25;  2,45
10.10.2008 03:05:55;  2,65
04.11.2008 05:00:00;  2,86
01.12.2008 00:00:00;  3,29
09.01.2009 13:55:10;  2,65
19.02.2009 11:12:00;  4,24
01.03.2009 01:57:00;  4,99
25.04.2009 10:14:00;  4,99
29.05.2009 12:15:00;  3,75
18.06.2009 21:15:00;  3,29
31.07.2009 16:15:00;  6,34
26.08.2009 17:30:00;  4,96
02.09.2009 09:15:00;  5,75
30.10.2009 22:30:00;  4,99
01.11.2009 01:15:00;  4,99
19.12.2009 13:00:00;  4,24
27.01.2010 14:00:00;  3,52
14.02.2010 14:00:00;  3,99
30.03.2010 13:00:00;  4,71
28.04.2010 13:00:00;  3,52
01.05.2010 00:00:00;  3,52
06.06.2010 11:15:00;  4,22
28.07.2010 16:15:00;  3,52
02.08.2010 16:15:00;  3,75
15.09.2010 03:30:00;  5,79
23.10.2010 19:30:00;  6,62
04.11.2010 21:45:00;  6,06
17.12.2010 14:15:00;  6,90
29.01.2011 12:45:00;  4,99
24.02.2011 11:00:00;  3,52
08.03.2011 20:30:00;  3,99
23.04.2011 18:15:00;  3,75
27.05.2011 17:00:00;  3,06
01.06.2011 06:00:00;  3,29
22.07.2011 09:30:00;  3,75
26.08.2011 15:45:00;  2,65
08.09.2011 17:15:00;  2,45
02.10.2011 23:15:00;  2,45
21.11.2011 00:15:00;  2,45
08.12.2011 18:45:00;  2,45
27.01.2012 10:15:00;  1,52
05.02.2012 04:15:00;  1,21
29.03.2012 12:30:00;  2,25
01.04.2012 19:45:00;  2,25
21.05.2012 02:00:00;  1,87
21.06.2012 13:00:00;  1,09
03.07.2012 21:30:00;  2,06
30.08.2012 17:30:00;  3,29
10.09.2012 21:45:00;  3,29
09.10.2012 11:30:00;  3,98
01.11.2012 00:00:00;  6,30
13.12.2012 13:30:00;  3,74
27.01.2013 13:30:00;  4,22
12.02.2013 04:45:00;  5,75
28.03.2013 14:45:00;  10,8
30.04.2013 05:15:00;  9,30
30.05.2013 14:00:00;  8,38
