Messstelle:                ;Obertraun
28.11.1996 15:00:00;  6,30
31.12.1996 23:59:55;  4,39
29.01.1997 21:52:25;  1,22
21.02.1997 19:39:50;  2,13
02.03.1997 14:45:35;  7,66
24.04.1997 09:00:45;  8,12
31.05.1997 15:22:25;  26,0
29.06.1997 18:06:30;  18,7
04.07.1997 13:00:00;  13,5
28.08.1997 10:00:00;  5,78
30.09.1997 13:15:00;  1,98
01.10.1997 00:00:00;  2,94
06.11.1997 10:45:00;  5,04
07.12.1997 10:45:00;  5,22
31.01.1998 17:00:00;  3,54
09.02.1998 16:15:00;  2,68
03.03.1998 13:00:00;  5,18
21.04.1998 19:30:00;  10,7
26.05.1998 12:15:00;  28,4
30.06.1998 01:30:00;  17,1
23.07.1998 22:30:00;  10,9
10.08.1998 14:00:00;  4,00
03.09.1998 14:45:00;  6,77
12.10.1998 12:30:00;  6,15
30.11.1998 19:00:00;  6,55
11.12.1998 18:00:00;  4,79
25.01.1999 10:45:00;  3,60
24.02.1999 02:00:00; 0,287
01.03.1999 15:15:00;  7,15
20.04.1999 14:15:00;  14,5
17.05.1999 13:45:00;  50,2
29.06.1999 11:45:00;  15,0
20.07.1999 20:00:00;  9,65
09.08.1999 23:30:00;  3,84
30.09.1999 18:15:00;  3,54
27.10.1999 18:00:00;  2,29
08.11.1999 15:15:00;  1,96
25.12.1999 22:15:00;  2,76
12.01.2000 21:15:00;  1,84
19.02.2000 21:30:00;  2,17
05.03.2000 09:45:00;  5,04
03.04.2000 15:15:00;  14,7
23.05.2000 12:00:00;  35,8
30.06.2000 12:06:50;  12,8
26.07.2000 07:15:00;  9,44
25.08.2000 16:15:00;  4,55
30.09.2000 09:45:00;  7,87
31.10.2000 20:45:00;  5,22
24.11.2000 14:30:00;  4,52
25.12.2000 13:00:00;  4,75
24.01.2001 15:15:00;  1,87
23.02.2001 13:00:00;  2,19
02.03.2001 13:45:00;  4,21
23.04.2001 13:45:00;  9,12
22.05.2001 11:00:00;  28,3
28.06.2001 13:30:00;  12,1
16.07.2001 09:15:00;  5,07
30.08.2001 12:00:00;  3,81
29.09.2001 22:30:00;  10,7
18.10.2001 10:30:00;  2,57
04.11.2001 12:15:00;  3,75
26.12.2001 03:45:00;  3,89
09.01.2002 16:45:00;  3,78
25.02.2002 14:45:00;  3,40
05.03.2002 11:45:00;  9,37
11.04.2002 15:45:00;  10,5
26.05.2002 13:00:00;  34,7
27.06.2002 21:30:00;  13,0
14.07.2002 02:30:00;  8,75
31.08.2002 18:15:00;  9,87
15.09.2002 02:45:00;  6,34
30.10.2002 22:10:30;  10,7
30.11.2002 23:59:55;  11,6
20.12.2002 17:30:00;  2,59
24.01.2003 16:00:00;  3,71
19.02.2003 04:15:00;  3,14
01.03.2003 20:30:00;  3,87
11.04.2003 13:15:00;  7,88
31.05.2003 12:15:00;  21,6
30.06.2003 22:45:00;  6,82
17.07.2003 15:00:00;  4,77
29.08.2003 12:00:00;  2,11
09.09.2003 20:15:00;  4,38
03.10.2003 19:30:00;  3,67
19.11.2003 21:15:00;  4,44
10.12.2003 12:15:00;  3,08
31.01.2004 19:11:00;  3,87
17.02.2004 12:28:10;  3,51
04.03.2004 20:14:25;  3,70
15.04.2004 13:06:45;  10,5
10.05.2004 20:03:30;  20,2
30.06.2004 23:59:55;  27,6
08.07.2004 16:18:15;  13,0
13.08.2004 00:07:05;  4,88
14.09.2004 12:36:25;  5,53
28.10.2004 15:00:30;  3,68
05.11.2004 01:22:55;  2,90
22.12.2004 11:15:00;  3,74
20.01.2005 12:30:00;  3,52
03.02.2005 07:15:00; 0,240
09.03.2005 18:45:00; 0,921
12.04.2005 16:00:00;  22,0
12.05.2005 16:00:00;  25,3
11.06.2005 13:45:00;  26,6
31.07.2005 19:45:00;  11,9
03.08.2005 15:45:00;  8,67
16.09.2005 22:30:00;  3,06
31.10.2005 17:30:00;  2,76
30.11.2005 17:45:00;  2,28
02.12.2005 05:00:00;  2,40
03.01.2006 06:13:40;  1,56
11.02.2006 08:41:55;  1,82
09.03.2006 12:35:40;  1,03
08.04.2006 16:15:00;  18,1
02.05.2006 13:15:00;  33,3
27.06.2006 18:00:00;  31,2
24.07.2006 17:00:00;  6,50
03.08.2006 08:45:00;  9,85
15.09.2006 05:15:00;  5,87
15.10.2006 12:30:00;  3,37
29.11.2006 11:45:00;  7,29
31.12.2006 12:30:00;  3,14
01.01.2007 11:00:00;  2,72
05.02.2007 17:00:00;  5,24
28.03.2007 13:00:00;  8,57
06.04.2007 09:00:00;  10,3
29.05.2007 13:30:00;  14,3
20.06.2007 11:15:00;  10,5
28.07.2007 08:30:00;  6,04
07.08.2007 12:45:00;  5,47
30.09.2007 23:59:55;  8,94
16.10.2007 14:00:00;  4,49
21.11.2007 10:15:00;  8,47
31.12.2007 11:45:00;  4,18
06.01.2008 10:00:00;  4,06
10.02.2008 03:00:00;  4,56
28.03.2008 09:30:00;  5,72
09.04.2008 09:00:00;  9,12
06.05.2008 13:30:00;  31,2
30.06.2008 23:59:55;  14,3
11.07.2008 10:46:25;  6,70
13.08.2008 14:40:45;  5,34
11.09.2008 21:21:35;  3,44
29.10.2008 14:30:00;  1,55
18.11.2008 05:30:00;  1,80
10.12.2008 14:30:00;  3,34
30.01.2009 13:45:00;  2,15
24.02.2009 03:15:00; 0,355
12.03.2009 07:45:00;  1,43
01.04.2009 07:45:00;  12,8
06.05.2009 06:15:00;  39,8
19.06.2009 10:00:00;  22,1
31.07.2009 21:30:00;  9,30
26.08.2009 07:45:00;  6,20
26.09.2009 09:15:00;  4,33
05.10.2009 14:45:00;  2,63
30.11.2009 13:45:00;  5,95
22.12.2009 16:30:00;  4,23
24.01.2010 07:30:00;  1,84
16.02.2010 06:30:00;  1,56
16.03.2010 09:45:00;  1,47
16.04.2010 12:30:00;  11,8
20.05.2010 14:45:00;  19,6
30.06.2010 08:15:25;  9,46
03.07.2010 09:33:45;  8,10
23.08.2010 15:45:00;  4,94
25.09.2010 01:15:00;  6,04
15.10.2010 12:15:00;  2,92
28.11.2010 14:30:00;  3,20
06.12.2010 10:00:00;  2,97
08.01.2011 00:15:00;  3,14
07.02.2011 14:30:00;  3,23
08.03.2011 11:45:00;  4,00
18.04.2011 14:00:00;  14,4
06.05.2011 15:15:00;  12,7
08.06.2011 15:30:00;  9,05
17.07.2011 23:00:00;  3,04
27.08.2011 10:45:00;  5,69
04.09.2011 09:30:00;  3,77
04.10.2011 22:45:00;  3,29
29.11.2011 14:00:00;  1,56
02.12.2011 18:00:00;  1,38
10.01.2012 09:15:00;  2,35
14.02.2012 13:00:00;  2,35
11.03.2012 10:00:00;  10,2
23.04.2012 08:30:00;  12,1
18.05.2012 11:30:00;  23,7
30.06.2012 08:00:00;  19,6
08.07.2012 20:15:00;  12,0
21.08.2012 12:30:00;  2,67
12.09.2012 08:30:00;  7,69
06.10.2012 10:00:00;  4,61
28.11.2012 10:15:00;  3,80
14.12.2012 21:30:00;  3,23
28.01.2013 20:45:00;  3,77
27.02.2013 10:15:00;  4,16
01.03.2013 08:45:00;  4,58
04.04.2013 07:45:00;  6,90
26.05.2013 15:15:00;  20,1
23.06.2013 13:15:00;  18,0
30.07.2013 13:15:00;  5,26
09.08.2013 10:00:00;  4,87
