Messstelle:                ;Selzthal
17.01.1984 14:30:00;  3,36
18.02.1984 08:30:00;  2,85
13.03.1984 12:00:00;  2,59
01.04.1984 13:30:00;  4,54
02.05.1984 06:30:00;  7,78
27.06.1984 16:30:00;  11,0
24.07.1984 17:30:00;  6,00
05.08.1984 17:00:00;  6,07
03.09.1984 20:30:00;  5,77
31.10.1984 10:00:00;  4,07
26.11.1984 22:00:00;  2,87
31.12.1984 23:50:00;  2,17
01.01.1985 00:00:00;  2,54
12.02.1985 15:00:00;  2,64
03.03.1985 04:00:00;  1,56
01.04.1985 00:30:00;  2,27
03.05.1985 08:00:00;  4,79
06.06.1985 17:00:00;  10,3
18.07.1985 23:30:00;  3,56
02.08.1985 12:30:00;  5,56
18.09.1985 12:30:00;  6,55
03.10.1985 12:30:00;  3,26
15.11.1985 09:00:00;  2,26
14.12.1985 05:00:00;  3,79
28.01.1986 01:15:00;  2,67
09.02.1986 21:00:00;  2,76
27.03.1986 13:15:00;  3,54
01.04.1986 00:00:00;  4,65
28.05.1986 22:30:00;  11,6
24.06.1986 10:45:00;  8,08
22.07.1986 11:00:00;  3,11
13.08.1986 10:30:00;  2,36
19.09.1986 14:45:00;  4,64
07.10.1986 21:30:00;  1,88
15.11.1986 20:15:00;  2,19
04.12.1986 21:30:00;  2,39
21.01.1987 03:45:00;  1,85
25.02.1987 20:45:00;  2,94
22.03.1987 11:00:00;  3,52
04.04.1987 20:30:00;  3,37
26.05.1987 06:45:00;  17,5
30.06.1987 05:30:00;  13,3
21.07.1987 17:15:00;  6,99
12.08.1987 12:15:00;  3,02
17.09.1987 06:15:00;  1,35
14.10.1987 06:45:00;  1,08
04.11.1987 11:15:00;  1,02
13.12.1987 01:45:00;  1,28
20.01.1988 08:30:00;  3,45
20.02.1988 12:15:00;  2,13
08.03.1988 14:45:00;  2,78
03.04.1988 17:45:00;  6,25
24.05.1988 09:00:00;  14,8
21.06.1988 10:45:00;  10,5
24.07.1988 21:15:00;  4,39
08.08.1988 19:45:00;  4,16
12.09.1988 16:00:00;  5,72
14.10.1988 08:00:00;  4,65
28.11.1988 11:15:00;  4,65
18.12.1988 05:15:00;  4,65
26.01.1989 09:15:00;  2,57
01.02.1989 14:15:00;  4,20
10.03.1989 09:00:00;  4,99
30.04.1989 23:59:55;  11,4
10.05.1989 05:00:00;  10,3
21.06.1989 00:00:00;  8,90
23.07.1989 11:30:00;  10,9
17.08.1989 19:30:00;  9,89
27.09.1989 09:15:00;  9,22
27.10.1989 17:00:00;  5,98
02.11.1989 23:30:00;  6,52
29.12.1989 09:15:00;  5,72
18.01.1990 22:00:00;  5,47
13.02.1990 23:30:00;  2,51
04.03.1990 14:30:00;  4,73
06.04.1990 12:30:00;  7,66
01.05.1990 00:00:00;  8,57
02.06.1990 21:00:00;  8,44
30.07.1990 11:00:00;  7,92
20.08.1990 20:45:00;  4,27
17.09.1990 12:00:00;  1,93
23.10.1990 23:30:00;  3,45
14.11.1990 08:00:00;  2,95
20.12.1990 21:45:00;  3,64
29.01.1991 12:00:00;  2,77
01.02.1991 12:00:00;  3,33
05.03.1991 09:30:00;  2,90
25.04.1991 09:30:00;  4,35
20.05.1991 18:30:00;  5,78
26.06.1991 06:45:00;  5,81
07.07.1991 11:45:00;  5,55
27.08.1991 06:30:00;  5,15
26.09.1991 15:00:00;  2,14
21.10.1991 10:00:00;  1,93
28.11.1991 12:30:00;  1,93
04.12.1991 21:15:00;  2,26
21.01.1992 18:30:00;  1,70
27.02.1992 03:30:00;  1,91
10.03.1992 15:45:00;  2,02
15.04.1992 12:30:00;  3,02
30.05.1992 13:45:00;  15,6
10.06.1992 09:00:00;  6,98
31.07.1992 14:45:00;  2,81
19.08.1992 06:00:00;  2,94
29.09.1992 10:00:00;  1,93
26.10.1992 13:30:00;  1,80
16.11.1992 13:15:00;  2,14
31.12.1992 23:59:55;  3,45
26.01.1993 08:30:00;  2,38
24.02.1993 11:00:00;  2,79
11.03.1993 12:15:00;  2,65
02.04.1993 07:15:00;  4,75
30.05.1993 16:00:00;  8,27
17.06.1993 19:45:00;  3,28
09.07.1993 13:45:00;  6,41
20.08.1993 12:00:00;  6,69
25.09.1993 09:30:00;  5,47
20.10.1993 13:00:00;  5,22
27.11.1993 09:45:00;  4,50
09.12.1993 17:15:00;  1,93
05.01.1994 17:45:00;  2,38
05.02.1994 13:00:00;  2,94
01.03.1994 12:15:00;  4,20
15.04.1994 07:45:00;  6,25
29.05.1994 00:30:00;  13,1
29.06.1994 03:15:00;  9,55
14.07.1994 03:45:00;  3,81
11.08.1994 08:00:00;  3,04
28.09.1994 13:00:00;  2,65
02.10.1994 19:15:00;  3,98
10.11.1994 03:30:00;  3,30
16.12.1994 11:00:00;  5,07
26.01.1995 09:15:00;  3,22
01.02.1995 02:15:00;  3,37
18.03.1995 14:15:00;  3,52
01.04.1995 12:30:00;  4,78
24.05.1995 15:15:00;  13,2
20.06.1995 12:30:00;  10,3
19.07.1995 10:30:00;  3,68
23.08.1995 12:45:00;  3,68
27.09.1995 14:15:00;  4,99
10.10.1995 16:15:00;  3,85
08.11.1995 09:00:00;  3,37
29.12.1995 11:15:00;  2,57
07.01.1996 13:00:00;  2,45
24.02.1996 03:15:00;  1,94
05.03.1996 08:00:00;  1,94
01.04.1996 06:30:00;  3,69
07.05.1996 09:45:00;  14,4
19.06.1996 05:00:00;  4,17
31.07.1996 23:59:55;  6,36
10.08.1996 15:15:00;  3,70
01.09.1996 21:00:00;  7,20
01.10.1996 14:45:00;  9,95
25.11.1996 00:00:00;  6,57
28.12.1996 00:45:00;  3,93
29.01.1997 09:43:40;  2,71
08.02.1997 10:16:55;  2,50
15.03.1997 19:47:05;  2,89
02.04.1997 09:09:10;  4,68
02.05.1997 13:38:05;  10,6
11.06.1997 20:47:45;  11,6
05.07.1997 04:24:20;  8,97
29.08.1997 00:31:10;  5,12
30.09.1997 23:59:55;  3,06
01.10.1997 01:24:50;  3,04
12.11.1997 13:34:30;  2,10
07.12.1997 08:06:15;  3,79
28.01.1998 20:03:35;  2,82
02.02.1998 05:18:00;  3,45
03.03.1998 14:34:40;  3,80
01.04.1998 13:41:05;  7,37
26.05.1998 21:44:40;  11,8
26.06.1998 06:38:00;  7,35
23.07.1998 21:54:05;  6,03
31.08.1998 23:59:55;  7,62
03.09.1998 14:52:05;  7,07
30.10.1998 19:27:05;  9,76
30.11.1998 23:59:55;  7,48
29.12.1998 04:40:35;  5,99
18.01.1999 09:54:00;  3,29
01.02.1999 07:07:25;  5,02
10.03.1999 02:42:35;  5,22
01.04.1999 01:42:35;  9,45
31.05.1999 14:42:35;  17,0
20.06.1999 18:00:00;  11,2
05.07.1999 11:30:00;  5,37
07.08.1999 06:45:00;  5,41
18.09.1999 07:15:00;  10,6
28.10.1999 13:30:00;  6,41
30.11.1999 10:30:00;  4,54
30.12.1999 18:15:00;  3,18
13.01.2000 10:30:00;  2,90
23.02.2000 23:00:00;  4,35
01.03.2000 10:30:00;  4,54
09.04.2000 12:45:00;  11,0
25.05.2000 10:15:00;  11,4
21.06.2000 07:15:00;  8,87
01.07.2000 18:45:00;  7,08
26.08.2000 15:45:00;  6,00
11.09.2000 16:00:00;  5,51
05.10.2000 08:15:00;  6,57
15.11.2000 15:00:00;  5,75
29.12.2000 10:30:00;  4,46
24.01.2001 15:00:00;  3,92
05.02.2001 12:00:00;  3,76
02.03.2001 06:15:00;  4,65
18.04.2001 11:15:00;  8,45
28.05.2001 19:15:00;  10,8
10.06.2001 17:00:00;  9,34
11.07.2001 06:45:00;  6,30
05.08.2001 00:47:40;  5,77
04.09.2001 03:57:30;  8,26
30.10.2001 13:00:00;  5,74
28.11.2001 07:30:00;  4,93
31.12.2001 11:30:00;  4,09
19.01.2002 11:15:00;  3,31
07.02.2002 04:15:00;  3,91
06.03.2002 03:15:00;  4,43
18.04.2002 12:00:00;  6,39
31.05.2002 21:45:00;  12,1
29.06.2002 23:00:00;  5,04
31.07.2002 15:45:00;  5,27
05.08.2002 06:30:00;  5,57
13.09.2002 21:45:00;  7,01
02.10.2002 10:30:00;  7,42
16.11.2002 12:00:00;  6,94
12.12.2002 08:30:00;  6,86
31.01.2003 06:15:00;  5,09
28.02.2003 23:59:55;  4,27
26.03.2003 12:16:00;  4,14
08.04.2003 11:19:55;  4,56
11.05.2003 17:47:30;  7,76
30.06.2003 10:00:40;  5,12
31.07.2003 19:04:10;  4,58
29.08.2003 00:52:00;  4,24
29.09.2003 07:22:00;  4,63
27.10.2003 11:22:00;  4,87
19.11.2003 04:52:00;  4,31
24.12.2003 06:37:00;  4,54
23.01.2004 05:52:00;  3,64
25.02.2004 09:07:00;  3,87
10.03.2004 11:52:00;  3,59
01.04.2004 09:37:00;  6,84
12.05.2004 09:22:00;  14,0
19.06.2004 15:52:00;  13,6
18.07.2004 06:07:00;  6,82
18.08.2004 12:07:00;  4,88
20.09.2004 02:11:45;  7,11
31.10.2004 02:13:20;  6,47
22.11.2004 09:53:40;  5,51
22.12.2004 11:48:30;  3,72
28.01.2005 09:03:30;  3,17
08.02.2005 10:03:30;  3,16
01.03.2005 08:48:30;  2,94
12.04.2005 15:09:00;  9,00
13.05.2005 11:17:20;  14,0
27.06.2005 12:44:20;  7,14
30.07.2005 18:56:00;  6,04
14.08.2005 16:24:05;  10,2
29.09.2005 13:22:35;  7,78
25.10.2005 14:17:40;  5,24
25.11.2005 07:35:00;  3,25
17.12.2005 05:20:00;  1,91
03.01.2006 07:35:00;  1,55
28.02.2006 07:05:00;  2,31
02.03.2006 13:20:00;  2,24
09.04.2006 14:35:00;  2,30
11.05.2006 16:05:00;  13,2
27.06.2006 12:35:00;  13,9
22.07.2006 08:05:00;  4,54
02.08.2006 13:20:00;  5,06
19.09.2006 14:05:00;  3,76
19.10.2006 11:50:00;  3,38
04.11.2006 23:20:00;  2,04
28.12.2006 05:20:00;  4,62
19.01.2007 05:50:00;  3,90
07.02.2007 12:50:00;  3,94
05.03.2007 03:05:00;  4,70
01.04.2007 01:46:00;  6,46
21.05.2007 16:16:00;  8,59
22.06.2007 09:31:00;  4,88
01.07.2007 06:16:00;  5,35
28.08.2007 10:13:00;  3,06
04.09.2007 13:13:00;  6,77
11.10.2007 12:28:00;  5,04
20.11.2007 05:43:00;  6,54
07.12.2007 11:13:00;  4,58
27.01.2008 09:58:00;  4,01
12.02.2008 08:43:00;  2,90
01.03.2008 13:13:00;  4,41
06.04.2008 09:02:00;  3,39
03.05.2008 10:02:00;  14,6
11.06.2008 07:02:00;  7,78
03.07.2008 21:17:00;  7,17
25.08.2008 08:47:00;  9,55
11.09.2008 04:02:00;  7,23
01.10.2008 12:17:00;  5,34
24.11.2008 09:02:00;  3,78
13.12.2008 12:32:00;  4,36
30.01.2009 13:32:00;  4,10
25.02.2009 17:17:00;  3,36
01.03.2009 05:02:00;  4,59
01.04.2009 00:47:00;  8,56
28.05.2009 23:48:00;  19,1
19.06.2009 11:48:00;  11,6
31.07.2009 07:48:00;  10,4
26.08.2009 17:48:00;  6,06
30.09.2009 18:18:00;  6,49
18.10.2009 09:53:00;  3,81
15.11.2009 07:23:00;  3,81
19.12.2009 04:53:00;  3,66
27.01.2010 14:08:00;  3,77
16.02.2010 07:53:00;  3,59
08.03.2010 07:08:00;  3,39
09.04.2010 10:23:00;  5,65
02.05.2010 14:53:00;  10,1
30.06.2010 12:53:00;  9,99
04.07.2010 01:23:00;  6,89
07.08.2010 07:53:00;  4,68
28.09.2010 09:23:00;  9,07
22.10.2010 11:53:00;  3,36
03.11.2010 12:53:00;  5,12
17.12.2010 04:23:00;  4,22
06.01.2011 03:53:00;  4,06
24.02.2011 13:20:00;  3,59
08.03.2011 08:05:00;  3,59
01.04.2011 00:35:00;  5,77
20.05.2011 16:35:00;  5,13
07.06.2011 12:50:00;  5,89
11.07.2011 07:35:00;  3,90
30.08.2011 17:05:00;  3,86
18.09.2011 18:50:00;  4,33
05.10.2011 10:20:00;  4,47
30.11.2011 15:20:00;  3,00
08.12.2011 02:35:00;  2,34
08.01.2012 18:16:00;  2,36
16.02.2012 01:16:00;  2,33
11.03.2012 10:35:00;  6,94
26.04.2012 07:50:00;  9,96
19.05.2012 17:35:00;  14,7
19.06.2012 10:35:00;  11,1
06.07.2012 06:05:00;  14,2
24.08.2012 06:05:00;  6,36
11.09.2012 06:05:00;  7,32
25.10.2012 07:50:00;  6,36
26.11.2012 13:05:00;  8,55
13.12.2012 09:05:00;  6,42
27.01.2013 06:20:00;  5,64
11.02.2013 09:20:00;  5,32
03.03.2013 09:05:00;  5,42
07.04.2013 11:50:00;  4,00
29.05.2013 13:51:00;  10,3
29.06.2013 19:06:00;  13,1
31.07.2013 07:06:25;  6,37
30.08.2013 11:06:25;  4,44
09.09.2013 02:36:25;  3,77
