Messstelle:                ;Dobersdorf
27.05.1956 12:00:00;  44,8
02.06.1956 12:00:00;  44,0
23.07.1956 12:00:00;  25,2
01.08.1956 12:00:00;  11,9
02.09.1956 12:00:00;  5,42
29.10.1956 12:00:00;  12,2
01.11.1956 12:00:00;  10,8
10.12.1956 12:00:00;  6,10
08.01.1957 12:00:00;  8,01
22.02.1957 12:00:00;  25,9
30.03.1957 12:00:00;  6,20
12.04.1957 12:00:00;  34,1
07.05.1957 12:00:00;  5,50
01.06.1957 12:00:00;  4,83
29.07.1957 12:00:00;  27,0
09.08.1957 12:00:00;  11,3
15.09.1957 12:00:00;  11,0
01.10.1957 12:00:00;  4,83
12.11.1957 12:00:00;  7,27
03.12.1957 12:00:00;  4,83
20.01.1958 12:00:00;  3,87
28.02.1958 12:00:00;  11,3
31.03.1958 12:00:00;  10,2
16.04.1958 12:00:00;  8,38
12.05.1958 12:00:00;  4,83
29.06.1958 12:00:00;  10,2
05.07.1958 12:00:00;  13,3
14.08.1958 12:00:00;  14,1
24.09.1958 12:00:00;  20,8
14.10.1958 12:00:00;  38,7
20.11.1958 12:00:00;  9,12
25.12.1958 12:00:00;  42,5
01.01.1959 12:00:00;  11,1
20.02.1959 12:00:00;  6,10
09.03.1959 12:00:00;  9,70
12.04.1959 12:00:00;  29,0
02.05.1959 12:00:00;  10,8
30.06.1959 12:00:00;  73,0
01.07.1959 12:00:00;  59,6
17.08.1959 12:00:00;  19,7
01.09.1959 12:00:00;  5,56
30.10.1959 12:00:00;  4,88
17.11.1959 12:00:00;  5,90
14.12.1959 12:00:00;  20,2
01.01.1960 12:00:00;  5,90
21.02.1960 12:00:00;  8,99
13.03.1960 12:00:00;  16,2
15.04.1960 12:00:00;  8,99
10.05.1960 12:00:00;  5,38
30.06.1960 12:00:00;  4,70
24.07.1960 12:00:00;  6,45
13.08.1960 12:00:00;  12,0
30.09.1960 12:00:00;  6,09
17.10.1960 12:00:00;  30,0
30.11.1960 12:00:00;  9,36
15.12.1960 12:00:00;  14,4
05.01.1961 12:00:00;  12,4
15.02.1961 12:00:00;  7,89
01.03.1961 12:00:00;  5,73
06.04.1961 12:00:00;  3,76
08.05.1961 12:00:00;  19,0
09.06.1961 12:00:00;  35,0
05.07.1961 12:00:00;  8,02
21.08.1961 12:00:00;  4,38
13.09.1961 12:00:00;  4,06
23.10.1961 12:00:00;  19,9
14.11.1961 12:00:00;  35,0
14.12.1961 12:00:00;  13,7
13.01.1962 12:00:00;  17,1
15.02.1962 12:00:00;  6,90
12.03.1962 12:00:00;  29,2
06.04.1962 12:00:00;  9,49
21.05.1962 12:00:00;  9,86
27.06.1962 12:00:00;  6,90
16.07.1962 12:00:00;  9,49
05.08.1962 12:00:00;  18,0
18.09.1962 12:00:00;  6,81
30.10.1962 12:00:00;  3,48
21.11.1962 12:00:00;  45,0
01.12.1962 12:00:00;  10,1
08.01.1963 12:00:00;  10,1
15.02.1963 12:00:00;  3,90
13.03.1963 12:00:00;  60,0
01.04.1963 12:00:00;  61,0
05.05.1963 12:00:00;  14,3
24.06.1963 12:00:00;  44,7
11.07.1963 12:00:00;  13,7
31.08.1963 12:00:00;  22,7
01.09.1963 12:00:00;  23,7
06.10.1963 12:00:00;  5,56
30.11.1963 12:00:00;  15,0
01.12.1963 12:00:00;  9,22
23.01.1964 12:00:00;  3,43
06.02.1964 12:00:00;  7,89
23.03.1964 12:00:00;  30,6
05.04.1964 12:00:00;  41,5
15.05.1964 12:00:00;  15,9
23.06.1964 12:00:00;  15,0
01.07.1964 12:00:00;  7,17
10.08.1964 12:00:00;  4,70
19.09.1964 12:00:00;  4,38
25.10.1964 12:00:00;  71,0
01.11.1964 12:00:00;  14,5
20.12.1964 12:00:00;  23,8
03.01.1965 12:00:00;  8,38
02.02.1965 12:00:00;  7,27
07.03.1965 12:00:00;  28,1
22.04.1965 12:00:00;  91,3
24.05.1965 12:00:00;  41,7
06.06.1965 12:00:00;  80,0
21.07.1965 12:00:00;  62,1
02.08.1965 12:00:00;   105
30.09.1965 12:00:00;  27,0
01.10.1965 12:00:00;  13,3
28.11.1965 12:00:00;  17,5
01.12.1965 12:00:00;  32,2
03.01.1966 12:00:00;  6,90
13.02.1966 12:00:00;  19,4
26.03.1966 12:00:00;  6,90
18.04.1966 12:00:00;  24,8
26.05.1966 12:00:00;  8,38
21.06.1966 12:00:00;  47,1
29.07.1966 12:00:00;  26,4
23.08.1966 12:00:00;  68,0
07.09.1966 12:00:00;  36,5
23.10.1966 12:00:00;  24,8
25.11.1966 12:00:00;  21,4
14.12.1966 12:00:00;  21,4
05.01.1967 12:00:00;  8,50
23.02.1967 12:00:00;  13,1
29.03.1967 12:00:00;  17,8
07.04.1967 12:00:00;  12,8
31.05.1967 12:00:00;  12,0
01.06.1967 12:00:00;  64,0
10.07.1967 12:00:00;  8,50
07.08.1967 12:00:00;  8,50
23.09.1967 12:00:00;  12,4
05.10.1967 12:00:00;  21,8
07.11.1967 12:00:00;  21,8
02.12.1967 12:00:00;  6,23
28.01.1968 12:00:00;  6,08
17.02.1968 12:00:00;  9,52
25.03.1968 12:00:00;  5,61
09.04.1968 12:00:00;  5,02
23.05.1968 12:00:00;  6,23
22.06.1968 12:00:00;  8,50
18.07.1968 12:00:00;  6,85
08.08.1968 12:00:00;  43,0
06.09.1968 12:00:00;  13,9
10.10.1968 12:00:00;  12,0
21.11.1968 12:00:00;  12,0
19.12.1968 12:00:00;  5,02
18.01.1969 12:00:00;  10,2
28.02.1969 12:00:00;  24,8
17.03.1969 12:00:00;  51,0
02.04.1969 12:00:00;  12,8
08.05.1969 12:00:00;  6,85
08.06.1969 12:00:00;  39,8
09.07.1969 12:00:00;  7,68
01.08.1969 12:00:00;  14,7
17.09.1969 12:00:00;  23,3
02.10.1969 12:00:00;  7,12
27.11.1969 12:00:00;  18,1
06.12.1969 12:00:00;  7,43
18.01.1970 12:00:00;  7,75
07.02.1970 12:00:00;  14,3
20.03.1970 12:00:00;  24,8
03.04.1970 12:00:00;  25,4
01.05.1970 12:00:00;  14,7
19.06.1970 12:00:00;  33,0
17.07.1970 12:00:00;  36,2
10.08.1970 12:00:00;  73,0
05.09.1970 12:00:00;  10,5
22.10.1970 12:00:00;  8,08
23.11.1970 12:00:00;  21,3
03.12.1970 12:00:00;  6,20
26.01.1971 12:00:00;  7,75
04.02.1971 12:00:00;  7,12
24.03.1971 12:00:00;  7,75
06.04.1971 12:00:00;  13,5
03.05.1971 12:00:00;  5,33
09.06.1971 12:00:00;  5,05
18.07.1971 12:00:00;  9,77
28.08.1971 12:00:00;  5,05
30.09.1971 12:00:00;  4,50
01.10.1971 12:00:00;  4,50
14.11.1971 12:00:00;  3,97
04.12.1971 12:00:00;  6,20
05.01.1972 12:00:00;  3,97
13.02.1972 12:00:00;  18,1
01.03.1972 12:00:00;  17,2
23.04.1972 12:00:00;  24,8
28.05.1972 12:00:00;  87,0
03.06.1972 12:00:00;  48,5
15.07.1972 12:00:00;  66,5
02.08.1972 12:00:00;  34,4
11.09.1972 12:00:00;  11,1
10.10.1972 12:00:00;  7,91
19.11.1972 12:00:00;  8,58
10.12.1972 12:00:00;  6,00
03.01.1973 12:00:00;  4,27
11.02.1973 12:00:00;  7,58
08.03.1973 12:00:00;  5,70
20.04.1973 12:00:00;  5,12
08.05.1973 12:00:00;  4,00
24.06.1973 12:00:00;  17,1
08.07.1973 12:00:00;  9,60
05.08.1973 12:00:00;  5,70
26.09.1973 12:00:00;  36,0
19.10.1973 12:00:00;  8,92
08.11.1973 12:00:00;  5,12
28.12.1973 12:00:00;  3,73
21.01.1974 12:00:00;  14,6
07.02.1974 12:00:00;  7,58
07.03.1974 12:00:00;  29,4
26.04.1974 12:00:00;  6,00
15.05.1974 12:00:00;  5,70
19.06.1974 12:00:00;  7,25
19.07.1974 12:00:00;  4,83
28.08.1974 12:00:00;  11,6
26.09.1974 12:00:00;  9,86
21.10.1974 12:00:00;  32,0
26.11.1974 12:00:00;  6,82
13.12.1974 12:00:00;  5,92
02.01.1975 12:00:00;  5,33
20.02.1975 12:00:00;  4,23
21.03.1975 12:00:00;  19,4
02.04.1975 12:00:00;  13,1
24.05.1975 12:00:00;  9,42
30.06.1975 12:00:00;  76,3
01.07.1975 12:00:00;  86,0
26.08.1975 12:00:00;  48,3
08.09.1975 12:00:00;  12,3
18.10.1975 12:00:00;  31,5
19.11.1975 12:00:00;  18,0
02.12.1975 12:00:00;  15,1
13.01.1976 08:00:00;  19,7
29.02.1976 08:00:00;  10,7
02.03.1976 08:00:00;  13,7
26.04.1976 08:00:00;  38,4
01.05.1976 00:00:00;  10,7
01.06.1976 00:00:00;  8,57
28.07.1976 08:00:00;  11,1
02.08.1976 08:00:00;  7,25
05.09.1976 08:00:00;  7,57
31.10.1976 08:00:00;  11,5
15.11.1976 08:00:00;  11,8
03.12.1976 08:00:00;  83,8
30.01.1977 08:00:00;  31,1
13.02.1977 08:00:00;  44,5
05.03.1977 08:00:00;  15,5
10.04.1977 08:00:00;  14,3
16.05.1977 08:00:00;  8,07
23.06.1977 08:00:00;  21,3
01.07.1977 02:00:00;  27,1
14.08.1977 08:00:00;  6,31
04.09.1977 08:00:00;  4,30
23.10.1977 08:00:00;  3,78
14.11.1977 08:00:00;  4,04
07.12.1977 08:00:00;  4,30
08.01.1978 08:00:00;  3,78
28.02.1978 08:00:00;  14,5
01.03.1978 00:00:00;  14,5
14.04.1978 08:00:00;  6,01
23.05.1978 08:00:00;  9,96
25.06.1978 08:00:00;  26,5
19.07.1978 20:00:00;  42,4
04.08.1978 08:00:00;  9,76
01.09.1978 02:00:00;  3,52
02.10.1978 08:00:00;  5,34
01.11.1978 02:00:00;  3,05
27.12.1978 08:00:00;  3,28
31.01.1979 08:00:00;  7,11
17.02.1979 08:00:00;  46,7
30.03.1979 08:00:00;  24,3
07.04.1979 08:00:00;  33,6
04.05.1979 08:00:00;  28,2
27.06.1979 12:00:00;  80,9
01.07.1979 02:00:00;  62,7
05.08.1979 08:00:00;  38,9
25.09.1979 08:00:00;  7,11
01.10.1979 00:00:00;  5,06
20.11.1979 08:00:00;  28,2
26.12.1979 08:00:00;  6,93
24.01.1980 08:00:00;  6,63
04.02.1980 08:00:00;  8,30
08.03.1980 08:00:00;  5,87
03.04.1980 08:00:00;  7,43
10.05.1980 08:00:00;  7,85
30.06.1980 08:00:00;  9,72
03.07.1980 08:00:00;  10,7
13.08.1980 08:00:00;  9,24
11.09.1980 08:00:00;  10,2
13.10.1980 18:00:00;   148
07.11.1980 08:00:00;  31,8
01.12.1980 00:00:00;  8,73
01.01.1981 00:00:00;  5,87
09.02.1981 00:00:05;  5,51
11.03.1981 08:00:00;  7,85
01.04.1981 00:00:00;  4,17
18.05.1981 08:00:00;  7,43
25.06.1981 08:00:00;  14,2
20.07.1981 08:00:00;  8,60
05.08.1981 08:00:00;  4,92
30.09.1981 08:00:00;  19,7
23.10.1981 08:00:00;  26,9
01.11.1981 00:00:00;  5,93
31.12.1981 08:00:00;  5,25
02.01.1982 08:00:00;  17,1
01.02.1982 02:00:00;  16,3
20.03.1982 08:00:00;  17,5
01.04.1982 00:00:00;  7,73
25.05.1982 08:00:00;  16,9
28.06.1982 08:00:00;  25,5
26.07.1982 08:00:00;  21,9
18.08.1982 08:00:00;  23,3
01.09.1982 00:00:00;  7,35
07.10.1982 12:00:00;   119
15.11.1982 08:00:00;  14,1
19.12.1982 08:00:00;  34,4
17.01.1983 08:00:00;  18,0
02.02.1983 08:00:00; 10,00
04.03.1983 08:00:00;  11,1
04.04.1983 08:00:00;  9,05
28.05.1983 08:00:00;  10,0
27.06.1983 08:00:00;  6,72
29.07.1983 08:00:00;  11,1
04.08.1983 08:00:00;  8,03
04.09.1983 08:00:00;  11,6
18.10.1983 08:00:00;  13,9
30.11.1983 08:00:00;  5,90
22.12.1983 08:00:00;  6,30
16.01.1984 08:00:00;  4,13
28.02.1984 08:00:00;  7,12
07.03.1984 08:00:00;  12,8
04.04.1984 10:00:00;  21,8
30.05.1984 10:00:00;  21,5
01.06.1984 00:00:00;  13,6
01.07.1984 00:00:00;  10,2
02.08.1984 08:00:00;  13,6
25.09.1984 10:00:00;  8,51
05.10.1984 08:00:00;  10,2
22.11.1984 08:00:00;  4,13
20.12.1984 08:00:00;  4,79
26.01.1985 08:00:00;  5,38
04.02.1985 00:00:00;  6,75
23.03.1985 08:00:00;  47,6
02.04.1985 10:00:00;  29,4
08.05.1985 10:00:00;  38,4
01.06.1985 02:00:00;  14,9
09.07.1985 10:00:00;  9,84
07.08.1985 10:00:00;  28,5
04.09.1985 10:00:00;  8,06
09.10.1985 08:00:00;  3,66
25.11.1985 08:00:00;  8,30
30.12.1985 08:00:00;  11,9
01.01.1986 00:00:00;  7,39
02.02.1986 08:00:00;  6,30
25.03.1986 08:00:00;  28,8
06.04.1986 10:00:00;  18,5
30.05.1986 10:00:00;  28,0
01.06.1986 00:00:00;  19,7
01.07.1986 00:00:00;  8,53
02.08.1986 10:00:00;  11,3
11.09.1986 10:00:00;  8,30
24.10.1986 08:00:00;  4,64
24.11.1986 08:00:00;  10,8
30.12.1986 08:00:00;  4,30
01.01.1987 00:00:00;  4,30
21.02.1987 08:00:00;  43,9
29.03.1987 08:00:00;  28,5
01.04.1987 00:00:00;  13,4
14.05.1987 10:00:00;  10,0
05.06.1987 10:00:00;  13,9
27.07.1987 10:00:00;  9,50
05.08.1987 10:00:00;  36,5
07.09.1987 10:00:00;  15,2
27.10.1987 08:00:00;  6,65
30.11.1987 08:00:00;  6,96
01.12.1987 02:00:00;  10,8
26.01.1988 08:00:00;  12,2
13.02.1988 08:00:00;  15,2
01.03.1988 00:00:00;  6,22
09.04.1988 10:00:00;  7,09
21.05.1988 10:00:00;  14,9
07.06.1988 10:00:00;  13,6
01.07.1988 00:00:00;  12,2
22.08.1988 10:00:00;  8,99
14.09.1988 08:00:00;  21,8
08.10.1988 08:00:00;  5,50
17.11.1988 08:00:00;  4,13
03.12.1988 08:00:00;  8,06
07.01.1989 09:30:00;  3,92
27.02.1989 07:00:00;  13,0
02.03.1989 12:15:00;  7,13
02.04.1989 15:30:00;  13,5
20.05.1989 04:30:00;  16,8
03.06.1989 11:15:00;  29,0
12.07.1989 11:30:00;  53,7
20.08.1989 06:45:00;   140
28.09.1989 11:45:00;   138
01.10.1989 00:00:00;  11,0
07.11.1989 14:00:00;  14,4
22.12.1989 09:00:00;  4,90
27.01.1990 04:30:00;  5,40
16.02.1990 16:00:00;  4,42
09.03.1990 10:30:00;  5,15
24.04.1990 01:30:00;  14,8
26.05.1990 02:15:00;  30,5
10.06.1990 09:45:00;  44,0
02.07.1990 03:45:00;  83,8
21.08.1990 21:00:00;  12,2
24.09.1990 19:15:00;  15,2
30.10.1990 05:00:00;  17,7
01.11.1990 20:15:00;  49,2
11.12.1990 03:15:00;  19,4
09.01.1991 10:15:00;  5,66
26.02.1991 02:30:00;  8,52
12.03.1991 07:30:00;  6,46
01.04.1991 00:00:00;  5,66
04.05.1991 16:45:00;  20,3
28.06.1991 10:00:00;  36,7
22.07.1991 03:30:00;  85,9
02.08.1991 05:15:00;  27,4
16.09.1991 07:00:00;  43,3
19.10.1991 03:30:00;  21,2
21.11.1991 06:15:00;  69,1
01.12.1991 00:00:00;  13,8
11.01.1992 16:15:00;  7,62
17.02.1992 11:15:00;  6,79
27.03.1992 19:15:00;  22,6
30.04.1992 17:30:00;  8,50
01.05.1992 00:00:00;  8,28
13.06.1992 06:00:00;  63,3
08.07.1992 06:45:00;  9,41
05.08.1992 02:30:00;  10,0
02.09.1992 05:45:00;  7,34
30.10.1992 23:15:00;  13,1
18.11.1992 04:30:00;  35,0
06.12.1992 09:15:00;  92,8
08.01.1993 01:15:00;  10,0
02.02.1993 00:00:00;  5,02
19.03.1993 18:30:00;  5,02
12.04.1993 21:00:00;  4,79
07.05.1993 14:00:00;  4,56
24.06.1993 20:45:00;  10,7
21.07.1993 16:30:00;  5,75
26.08.1993 04:30:00;  6,26
30.09.1993 12:15:00;  5,75
24.10.1993 11:15:00;  72,9
06.11.1993 22:00:00;  18,2
15.12.1993 14:15:00;  13,5
07.01.1994 08:15:00;  11,4
09.02.1994 21:30:00;  5,26
01.03.1994 00:00:00;  4,56
12.04.1994 18:45:00;  19,4
25.05.1994 08:45:00;  15,7
10.06.1994 03:45:00;  14,2
20.07.1994 10:30:00;  18,2
23.08.1994 16:00:00;  14,6
04.09.1994 04:00:00;  12,1
25.10.1994 12:30:00;  8,22
12.11.1994 03:00:00;  20,3
02.12.1994 08:45:00;  5,21
01.01.1995 00:00:00;  4,26
27.02.1995 10:00:00;  15,4
05.03.1995 05:00:00;  87,1
25.04.1995 21:15:00;  8,16
31.05.1995 09:30:00;  7,30
22.06.1995 05:15:00;  68,4
03.07.1995 01:15:00;  33,9
29.08.1995 00:15:00;  30,2
20.09.1995 16:00:00;  37,9
01.10.1995 00:00:00;  6,24
10.11.1995 13:15:00;  5,46
28.12.1995 22:45:00;  5,98
09.01.1996 20:15:00;  16,6
18.02.1996 09:15:00;  5,21
26.03.1996 02:15:00;  42,3
05.04.1996 06:30:00;   143
21.05.1996 07:45:00;  55,4
23.06.1996 10:45:00;  19,5
03.07.1996 10:30:00;  27,6
26.08.1996 04:45:00;  14,9
24.09.1996 01:30:00;  78,7
22.10.1996 13:15:00;  53,4
19.11.1996 12:45:00;  12,0
21.12.1996 16:30:00;  6,72
01.01.1997 00:00:00;  4,98
14.02.1997 17:54:55;  6,94
18.03.1997 12:58:40;  5,93
07.04.1997 08:20:10;  6,40
22.05.1997 20:50:30;  9,75
23.06.1997 20:13:45;  20,5
24.07.1997 09:29:50;  60,7
01.08.1997 14:25:50;  92,3
08.09.1997 11:54:45;  17,8
03.10.1997 08:13:20;  5,04
14.11.1997 11:56:25;  6,62
21.12.1997 16:42:10;  15,4
01.01.1998 00:00:00;  6,07
01.02.1998 13:29:10;  4,39
18.03.1998 18:19:35;  4,90
17.04.1998 16:35:00;  7,10
19.05.1998 05:18:00;  5,01
27.06.1998 11:09:15;  84,4
01.07.1998 03:20:55;  76,7
01.08.1998 10:08:45;  71,4
06.09.1998 16:54:15;   119
20.10.1998 10:23:40;  22,2
05.11.1998 04:40:10;  15,2
19.12.1998 05:08:50;  6,71
01.01.1999 00:00:00;  5,76
06.02.1999 18:03:20;  6,18
29.03.1999 09:58:15;  6,77
23.04.1999 20:08:30;  14,5
21.05.1999 13:49:00;  98,7
22.06.1999 08:03:40;  10,0
23.07.1999 17:36:55;  15,4
21.08.1999 03:30:40;  53,9
08.09.1999 19:42:30;  27,6
05.10.1999 03:22:20;  6,03
07.11.1999 00:49:30;  5,56
11.12.1999 20:27:40;  10,8
31.01.2000 23:59:55;  7,54
02.02.2000 08:18:05;  10,7
30.03.2000 07:43:00;  28,1
01.04.2000 00:00:00;  12,8
02.05.2000 15:21:15;  6,77
07.06.2000 08:45:20;  15,8
08.07.2000 22:30:15;  5,53
06.08.2000 17:30:35;  15,1
17.09.2000 15:48:20;  8,21
27.10.2000 18:59:45;  9,04
05.11.2000 04:43:55;  22,9
28.12.2000 17:19:30;  27,4
09.01.2001 11:40:25;  15,6
01.02.2001 00:00:00;  4,65
26.03.2001 22:43:40;  8,44
08.04.2001 12:04:40;  7,97
10.05.2001 01:33:05;  4,61
18.06.2001 01:56:05;  4,42
10.07.2001 22:36:10;  24,0
21.08.2001 19:32:40;  2,40
15.09.2001 12:21:05;  7,68
22.10.2001 17:56:25;  3,36
09.11.2001 12:50:25;  2,98
07.12.2001 22:19:30;  2,61
25.01.2002 05:20:05;  2,45
05.02.2002 10:38:15;  2,85
22.03.2002 05:39:10;  2,24
13.04.2002 05:45:30;  2,87
20.05.2002 07:39:45;  13,1
07.06.2002 22:13:25;  11,8
17.07.2002 06:03:50;  7,87
12.08.2002 14:23:50;  46,0
11.09.2002 04:08:10;  5,69
18.10.2002 19:43:45;  18,3
23.11.2002 14:13:00;  12,1
07.12.2002 02:15:35;  23,0
29.01.2003 10:14:05;  6,32
25.02.2003 06:46:50;  5,88
05.03.2003 14:31:30;  3,70
28.04.2003 12:10:00;  4,07
19.05.2003 10:24:50;  7,46
02.06.2003 05:04:20;  4,96
18.07.2003 09:47:45;  4,91
31.08.2003 23:59:55;  3,84
01.09.2003 06:16:35;  4,47
05.10.2003 18:47:35;  7,24
03.11.2003 10:03:55;  4,94
31.12.2003 23:59:55;  6,13
01.01.2004 06:34:55;  9,19
04.02.2004 20:53:10;  5,50
25.03.2004 03:05:40;  32,4
21.04.2004 05:05:30;  6,35
29.05.2004 13:29:20;  7,39
13.06.2004 05:53:35;   102
25.07.2004 00:15:00;  27,0
07.08.2004 00:45:00;  10,6
16.09.2004 07:30:00;  7,15
23.10.2004 04:15:00;  9,29
01.11.2004 09:00:00;  4,96
28.12.2004 02:45:00;  17,6
01.01.2005 00:00:00;  4,71
10.02.2005 08:45:00;  4,71
19.03.2005 10:15:00;  23,6
21.04.2005 02:15:00;  12,6
19.05.2005 09:30:00;  11,9
13.06.2005 07:00:00;  7,19
09.07.2005 13:00:00;  10,6
22.08.2005 10:30:00;  47,5
28.09.2005 11:45:00;  7,45
01.10.2005 00:00:00;  5,22
28.11.2005 00:30:00;  9,29
06.12.2005 20:45:00;  7,45
03.01.2006 05:15:00;  7,15
22.02.2006 03:15:00;  11,9
29.03.2006 22:45:00;  10,3
30.04.2006 02:30:00;  12,6
30.05.2006 02:30:00;  18,5
03.06.2006 22:45:00;  20,1
08.07.2006 21:55:35;  10,9
04.08.2006 13:15:00;  9,95
17.09.2006 20:45:00;  4,71
25.10.2006 17:15:00;  5,49
23.11.2006 00:00:00;  4,71
10.12.2006 17:15:00;  3,52
20.01.2007 15:51:00;  6,30
26.02.2007 17:08:00;  5,49
20.03.2007 05:54:00;  9,93
01.04.2007 00:00:00;  4,22
06.05.2007 04:26:00;  4,71
20.06.2007 04:12:20;  14,8
10.07.2007 17:12:55;  11,6
31.08.2007 11:44:10;  10,6
08.09.2007 18:14:35;  34,6
29.10.2007 06:31:25;  12,3
12.11.2007 20:32:05;  5,79
10.12.2007 15:30:00;  10,6
01.01.2008 07:19:35;  4,46
18.02.2008 07:22:00;  4,46
17.03.2008 14:38:15;  4,96
22.04.2008 09:15:00;  5,49
25.05.2008 13:25:00;  7,15
12.06.2008 02:06:35;  35,5
21.07.2008 10:03:25;  58,6
16.08.2008 13:34:10;  32,5
13.09.2008 12:49:55;  6,58
04.10.2008 09:50:40;  5,49
09.11.2008 01:30:00;  7,45
19.12.2008 08:43:50;  19,4
28.01.2009 07:56:10;  22,0
08.02.2009 21:41:00;  63,0
07.03.2009 00:58:00;  31,6
01.04.2009 00:00:00;  9,00
31.05.2009 04:15:00;  9,31
24.06.2009 22:15:00;   148
16.07.2009 03:15:00;  24,1
14.08.2009 07:15:00;  80,2
05.09.2009 13:15:00;  40,8
12.10.2009 18:00:00;  10,6
09.11.2009 16:30:00;  10,9
26.12.2009 05:00:00;  18,1
10.01.2010 05:00:00;  11,3
27.02.2010 05:00:00;  24,1
01.03.2010 00:15:00;  11,4
02.04.2010 13:15:00;  6,30
27.05.2010 04:15:00;  8,04
16.06.2010 20:30:00;  63,5
18.07.2010 09:30:00;  21,3
15.08.2010 12:45:00;  88,0
26.09.2010 12:30:00;  64,4
01.10.2010 00:45:00;  10,9
22.11.2010 22:00:00;  25,4
25.12.2010 21:00:00;  28,7
20.01.2011 04:45:00;  9,95
01.02.2011 02:00:00;  6,06
17.03.2011 20:45:00;  20,9
05.04.2011 08:45:00;  6,34
15.05.2011 02:15:00;  17,0
24.06.2011 06:30:00;  47,8
29.07.2011 10:15:00;  9,31
20.08.2011 00:35:00;  22,2
20.09.2011 14:30:00;  14,1
08.10.2011 04:00:00;  11,3
01.11.2011 02:00:00;  3,52
17.12.2011 14:15:00;  4,22
23.01.2012 08:45:00;  3,52
25.02.2012 23:30:00;  6,58
01.03.2012 15:15:00;  4,96
12.04.2012 19:30:00;  7,15
04.05.2012 18:45:00;  22,4
22.06.2012 08:15:00;  50,7
22.07.2012 02:15:00;  53,0
04.08.2012 01:45:00;  24,9
13.09.2012 10:45:00;  53,0
16.10.2012 19:00:00;  29,1
06.11.2012 00:00:00;   151
16.12.2012 02:45:00;  7,45
31.01.2013 23:15:00;  8,35
26.02.2013 21:15:00;   114
31.03.2013 11:30:00;  64,3
01.04.2013 00:00:00;  48,7
06.05.2013 15:15:00;  72,9
11.06.2013 16:30:00;  16,2
