Messstelle:                ;Winklern
25.02.1963 12:00:00;  2,32
31.03.1963 12:00:00;  2,64
30.04.1963 12:00:00;  9,80
28.05.1963 12:00:00;  32,0
24.06.1963 12:00:00;   115
02.07.1963 12:00:00;  35,1
18.08.1963 12:00:00;  56,8
05.09.1963 12:00:00;  39,9
04.10.1963 12:00:00;  13,0
16.11.1963 12:00:00;  22,6
04.12.1963 12:00:00;  5,84
01.01.1964 12:00:00;  3,40
29.02.1964 12:00:00;  2,74
31.03.1964 12:00:00;  2,92
30.04.1964 12:00:00;  7,89
14.05.1964 12:00:00;  31,4
08.06.1964 12:00:00;  40,0
28.07.1964 12:00:00;  24,9
27.08.1964 12:00:00;  24,9
18.09.1964 12:00:00;  12,7
09.10.1964 12:00:00;  13,5
01.11.1964 12:00:00;  6,65
01.12.1964 12:00:00;  5,40
26.01.1965 12:00:00;  4,03
02.02.1965 12:00:00;  3,48
31.03.1965 12:00:00;  4,40
19.04.1965 12:00:00;  4,65
19.05.1965 12:00:00;  43,0
23.06.1965 12:00:00;  88,3
31.07.1965 12:00:00;  70,4
01.08.1965 12:00:00;  63,1
02.09.1965 12:00:00;   160
01.10.1965 12:00:00;  21,7
13.11.1965 12:00:00;  7,89
01.12.1965 12:00:00;  6,40
07.01.1966 12:00:00;  5,15
24.02.1966 12:00:00;  4,65
03.03.1966 12:00:00;  4,40
30.04.1966 12:00:00;  10,2
24.05.1966 12:00:00;  37,3
24.06.1966 12:00:00;  47,8
19.07.1966 12:00:00;  54,4
18.08.1966 12:00:00;   280
01.09.1966 12:00:00;  29,9
17.10.1966 12:00:00;  18,0
04.11.1966 12:00:00;  69,2
03.12.1966 12:00:00;  6,57
11.01.1967 12:00:00;  5,27
15.02.1967 12:00:00;  4,23
29.03.1967 12:00:00;  6,25
19.04.1967 12:00:00;  8,73
30.05.1967 12:00:00;  45,8
26.06.1967 12:00:00;  67,0
03.07.1967 12:00:00;  48,2
04.08.1967 12:00:00;  45,4
08.09.1967 12:00:00;  63,2
05.10.1967 12:00:00;  13,5
05.11.1967 12:00:00;  10,6
07.12.1967 12:00:00;  5,37
11.01.1968 12:00:00;  4,43
20.02.1968 12:00:00;  2,87
31.03.1968 12:00:00;  5,10
24.04.1968 12:00:00;  25,0
12.05.1968 12:00:00;  34,7
15.06.1968 12:00:00;  42,7
01.07.1968 12:00:00;  63,0
07.08.1968 12:00:00;  34,7
16.09.1968 12:00:00;  27,2
16.10.1968 12:00:00;  11,1
03.11.1968 12:00:00;  33,0
01.12.1968 12:00:00;  5,64
06.01.1969 12:00:00;  4,14
14.02.1969 12:00:00;  3,56
23.03.1969 12:00:00;  3,56
29.04.1969 12:00:00;  16,3
16.05.1969 12:00:00;  45,0
19.06.1969 12:00:00;  36,4
16.07.1969 12:00:00;  33,8
16.08.1969 12:00:00;  33,8
15.09.1969 12:00:00;  20,7
02.10.1969 12:00:00;  8,97
14.11.1969 12:00:00;  9,38
09.12.1969 12:00:00;  3,75
11.01.1970 12:00:00;  3,17
22.02.1970 12:00:00;  2,71
31.03.1970 12:00:00;  2,71
24.04.1970 12:00:00;  8,97
16.05.1970 12:00:00;  13,5
17.06.1970 12:00:00;  63,5
25.07.1970 12:00:00;  81,0
21.08.1970 12:00:00;  39,1
12.09.1970 12:00:00;  28,8
03.10.1970 12:00:00;  8,56
14.11.1970 12:00:00;  5,64
18.12.1970 12:00:00;  4,38
16.01.1971 12:00:00;  3,17
16.02.1971 12:00:00;  2,87
31.03.1971 12:00:00;  2,79
22.04.1971 12:00:00;  6,56
20.05.1971 12:00:00;  27,2
24.06.1971 12:00:00;  42,7
18.07.1971 12:00:00;  25,0
27.08.1971 12:00:00;  56,0
01.09.1971 12:00:00;  12,5
01.10.1971 12:00:00;  5,34
10.11.1971 12:00:00;  5,93
21.12.1971 12:00:00;  3,36
04.01.1972 12:00:00;  2,41
24.02.1972 12:00:00;  1,80
27.03.1972 12:00:00;  2,79
05.04.1972 12:00:00;  4,33
27.05.1972 12:00:00;  28,8
12.06.1972 12:00:00;   105
10.07.1972 12:00:00;  50,4
02.08.1972 12:00:00;  16,9
01.09.1972 12:00:00;  8,21
29.10.1972 12:00:00;  4,86
10.11.1972 12:00:00;  4,38
21.12.1972 12:00:00;  2,50
12.01.1973 12:00:00;  2,13
28.02.1973 12:00:00;  3,88
01.03.1973 12:00:00;  2,50
30.04.1973 12:00:00;  2,79
07.05.1973 12:00:00;  45,0
23.06.1973 12:00:00;  42,9
22.07.1973 12:00:00;  28,7
31.08.1973 12:00:00;  10,7
26.09.1973 12:00:00;  31,8
02.10.1973 12:00:00;  16,1
01.11.1973 12:00:00;  5,65
12.12.1973 12:00:00;  3,75
19.01.1974 12:00:00;  4,86
04.02.1974 12:00:00;  2,71
31.03.1974 12:00:00;  3,95
16.04.1974 12:00:00;  5,64
31.05.1974 12:00:00;  16,3
27.06.1974 12:00:00;  48,5
18.07.1974 12:00:00;  57,0
03.08.1974 12:00:00;  20,7
04.09.1974 12:00:00;  10,2
01.10.1974 12:00:00;  5,34
19.11.1974 12:00:00;  3,17
29.12.1974 12:00:00;  3,02
13.01.1975 12:00:00;  2,71
11.02.1975 12:00:00;  2,56
31.03.1975 12:00:00;  3,07
30.04.1975 12:00:00;  13,5
20.05.1975 12:00:00;  50,4
25.06.1975 12:00:00;  55,2
24.07.1975 12:00:00;  68,0
13.08.1975 12:00:00;  25,7
12.09.1975 12:00:00;  12,5
01.10.1975 12:00:00;  7,42
03.11.1975 12:00:00;  3,42
01.12.1975 12:00:00;  3,07
26.01.1976 14:00:00;  4,07
09.02.1976 13:00:00;  2,48
31.03.1976 23:59:55;  3,37
07.04.1976 19:00:00;  5,19
18.05.1976 23:00:00;  16,6
15.06.1976 21:00:00;  19,6
22.07.1976 13:00:00;  17,6
01.08.1976 03:00:00;  15,6
14.09.1976 07:00:00;  37,8
13.10.1976 16:00:00;  25,7
07.11.1976 21:00:00;  7,93
02.12.1976 10:00:00;  4,29
14.01.1977 15:00:00;  3,53
25.02.1977 13:00:00;  3,33
27.03.1977 00:00:00;  6,32
30.04.1977 23:59:55;  12,2
20.05.1977 18:00:00;  33,7
14.06.1977 19:00:00;  43,8
31.07.1977 13:00:00;  52,9
01.08.1977 00:00:00;  47,1
01.09.1977 00:00:00;  12,9
01.10.1977 00:00:00;  5,75
29.11.1977 13:00:00;  4,40
01.12.1977 14:00:00;  3,58
31.01.1978 13:00:00;  2,93
04.02.1978 13:00:00;  2,43
31.03.1978 23:00:00;  2,85
30.04.1978 23:59:55;  5,63
22.05.1978 15:00:00;  51,3
11.06.1978 18:00:00;  50,3
05.07.1978 12:00:00;  51,1
08.08.1978 05:00:00;  66,3
13.09.1978 06:00:00;  6,93
03.10.1978 19:00:00;  34,6
02.11.1978 14:00:00;  5,21
03.12.1978 16:00:00;  3,84
05.01.1979 14:00:00;  3,17
28.02.1979 14:00:00;  2,76
16.03.1979 14:00:00;  4,18
15.04.1979 20:00:00;  4,38
31.05.1979 18:00:00;  51,5
01.06.1979 21:00:00;  49,7
10.07.1979 09:00:00;  47,0
04.08.1979 09:00:00;  44,1
22.09.1979 13:00:00;  47,5
15.10.1979 09:00:00;  43,7
10.11.1979 08:00:00;  7,70
22.12.1979 16:00:00;  6,66
04.01.1980 14:00:00;  4,38
01.02.1980 08:00:00;  3,33
29.03.1980 22:00:00;  4,38
17.04.1980 23:00:00;  6,33
31.05.1980 22:00:00;  13,1
14.06.1980 19:00:00;  50,7
09.07.1980 21:00:00;  56,3
08.08.1980 18:00:00;  31,6
23.09.1980 17:00:00;  15,6
17.10.1980 19:00:00;  69,6
01.11.1980 00:00:00;  8,38
29.12.1980 14:00:00;  5,47
03.01.1981 03:00:00;  4,90
24.02.1981 23:00:00;  5,15
31.03.1981 23:59:55;  5,65
16.04.1981 03:00:00;  9,93
27.05.1981 05:00:00;  74,1
04.06.1981 21:00:00;  35,5
19.07.1981 06:00:00;  89,6
04.08.1981 10:00:00;  21,5
25.09.1981 02:00:00;  28,5
01.10.1981 00:00:00;  11,8
04.11.1981 05:00:00;  6,69
11.12.1981 23:00:00;  5,21
09.01.1982 15:00:00;  4,15
05.02.1982 14:00:00;  3,25
29.03.1982 15:00:00;  2,48
07.04.1982 22:00:00;  4,01
31.05.1982 20:00:00;  23,3
12.06.1982 18:00:00;  31,6
17.07.1982 06:00:00;  19,7
21.08.1982 04:00:00;  22,3
23.09.1982 22:00:00;  16,8
06.10.1982 17:00:00;  12,8
14.11.1982 02:00:00;  7,04
11.12.1982 00:00:00;  3,40
05.01.1983 16:00:00;  2,62
01.02.1983 13:00:00;  2,10
23.03.1983 00:00:00;  3,23
27.04.1983 21:00:00;  10,1
24.05.1983 10:00:00;  35,8
09.06.1983 20:00:00;  31,2
06.07.1983 00:00:00;  33,5
03.08.1983 05:00:00;  26,5
11.09.1983 11:00:00;  18,0
11.10.1983 20:00:00;  7,91
03.11.1983 20:00:00;  4,51
24.12.1983 12:00:00;  3,82
05.01.1984 13:00:00;  3,54
17.02.1984 15:00:00;  3,33
28.03.1984 19:00:00;  3,89
26.04.1984 11:00:00;  7,21
21.05.1984 08:30:00;  44,7
28.06.1984 18:30:00;  34,2
12.07.1984 22:00:00;  36,5
06.08.1984 22:00:00;  20,4
06.09.1984 05:30:00;  20,4
02.10.1984 14:00:00;  25,7
01.11.1984 00:00:00;  5,50
04.12.1984 13:00:00;  5,65
12.01.1985 16:00:00;  7,38
19.02.1985 13:00:00;  4,92
01.03.1985 21:30:00;  3,45
27.04.1985 05:30:00;  5,39
27.05.1985 22:00:00;  30,5
08.06.1985 02:00:00;  44,5
21.07.1985 06:30:00;  28,9
06.08.1985 15:30:00;   115
02.09.1985 16:00:00;  17,4
02.10.1985 08:00:00;  5,56
22.11.1985 12:30:00;  4,51
02.12.1985 21:30:00;  4,92
09.01.1986 16:30:00;  4,23
02.02.1986 06:45:00;  4,27
21.03.1986 12:00:00;  3,04
30.04.1986 23:59:55;  10,8
22.05.1986 00:45:00;  65,7
23.06.1986 21:45:00;  33,9
07.07.1986 00:45:00;  31,5
19.08.1986 05:30:00;  22,4
10.09.1986 03:00:00;  15,2
01.10.1986 00:00:00;  4,68
14.11.1986 10:15:00;  2,81
26.12.1986 12:00:00;  2,63
17.01.1987 14:15:00;  2,63
03.02.1987 14:15:00;  2,45
28.03.1987 22:15:00;  2,81
30.04.1987 20:45:00;  10,4
03.05.1987 00:30:00;  14,2
16.06.1987 00:30:00;  56,9
19.07.1987 19:45:00;   184
25.08.1987 09:00:00;  71,3
06.09.1987 09:30:00;  18,9
12.10.1987 03:45:00;  59,1
01.11.1987 00:00:00;  6,09
21.12.1987 04:45:00;  6,70
02.01.1988 06:15:00;  3,64
07.02.1988 19:45:00;  2,81
10.03.1988 13:15:00;  3,01
29.04.1988 10:00:00;  9,16
09.05.1988 19:45:00;  23,0
16.06.1988 01:45:00;  23,0
14.07.1988 12:30:00;  43,3
30.08.1988 02:30:00;  27,4
02.09.1988 16:15:00;  22,3
13.10.1988 05:45:00;  46,6
01.11.1988 00:00:00;  4,91
17.12.1988 13:30:00;  8,41
04.01.1989 20:00:00;  2,63
25.02.1989 01:15:00;  3,01
31.03.1989 23:59:55;  3,86
05.04.1989 09:15:00;  10,8
23.05.1989 20:15:00;  20,5
26.06.1989 23:30:00;  27,8
04.07.1989 21:15:00;  77,8
19.08.1989 00:15:00;  31,8
27.09.1989 21:30:00;  8,04
01.10.1989 00:00:00;  5,80
04.11.1989 19:30:00;  4,37
19.12.1989 00:15:00;  4,37
01.01.1990 00:00:00;  1,98
15.02.1990 18:00:00;  2,63
25.03.1990 14:00:00;  3,64
30.04.1990 23:59:55;  3,19
23.05.1990 23:45:00;  21,6
23.06.1990 18:15:00;  56,9
10.07.1990 17:45:00;  51,7
07.08.1990 04:45:00;  26,6
24.09.1990 14:30:00;  10,8
05.10.1990 04:00:00;  5,80
23.11.1990 04:45:00;  8,41
02.12.1990 12:45:00;  3,87
01.01.1991 00:00:00;  2,63
28.02.1991 23:59:55;  1,99
26.03.1991 00:15:00;  9,88
25.04.1991 06:45:00;  6,97
23.05.1991 23:00:00;  14,5
17.06.1991 22:00:00;   142
17.07.1991 18:30:00;  79,2
01.08.1991 06:45:00;  34,0
30.09.1991 22:00:00;  21,5
01.10.1991 00:00:00;  17,8
04.11.1991 23:45:00;  3,90
11.12.1991 13:30:00;  6,33
29.01.1992 15:00:00;  2,48
19.02.1992 14:30:00;  2,96
02.03.1992 19:45:00;  2,48
29.04.1992 12:15:00;  11,9
16.05.1992 20:00:00;  31,0
03.06.1992 04:00:00;  36,2
05.07.1992 08:30:00;  21,9
15.08.1992 01:15:00;  40,9
01.09.1992 07:30:00;  14,2
05.10.1992 16:30:00;  55,0
03.11.1992 20:30:00;  8,35
04.12.1992 01:45:00;  5,16
07.01.1993 18:15:00;  6,83
01.02.1993 13:00:00;  2,92
18.03.1993 19:45:00;  3,27
27.04.1993 21:30:00;  7,50
27.05.1993 22:00:00;  29,4
23.06.1993 03:30:00;  32,7
20.07.1993 00:30:00;  58,1
08.08.1993 22:15:00;  26,1
14.09.1993 10:30:00;  33,2
02.10.1993 22:15:00;  49,8
01.11.1993 00:00:00;  10,8
01.12.1993 00:00:00;  4,92
08.01.1994 02:15:00;  5,04
02.02.1994 22:00:00;  2,92
25.03.1994 21:45:00;  5,30
30.04.1994 20:30:00;  9,75
25.05.1994 19:45:00;  30,7
25.06.1994 00:15:00;  31,9
07.07.1994 03:45:00;  38,2
25.08.1994 06:15:00;  34,7
14.09.1994 20:00:00;  70,5
04.10.1994 01:15:00;  14,2
20.11.1994 10:45:00;  4,92
11.12.1994 17:30:00;  3,64
18.01.1995 16:15:00;  4,08
01.02.1995 13:00:00;  2,75
27.03.1995 19:15:00;  2,75
30.04.1995 23:59:55;  5,88
31.05.1995 18:15:00;  28,4
07.06.1995 16:45:00;  40,6
03.07.1995 23:15:00;  47,6
09.08.1995 04:15:00;  19,6
14.09.1995 13:30:00;  22,3
02.10.1995 00:00:00;  6,39
07.11.1995 19:15:00;  4,08
29.12.1995 18:30:00;  14,3
18.01.1996 14:00:00;  3,09
24.02.1996 15:00:00;  3,09
25.03.1996 21:30:00;  3,09
26.04.1996 00:00:00;  6,50
19.05.1996 23:45:00;  28,4
22.06.1996 16:15:00;  29,4
08.07.1996 10:15:00;  47,6
28.08.1996 12:15:00;  33,0
06.09.1996 18:00:00;  9,36
16.10.1996 04:30:00;  49,6
18.11.1996 16:30:00;  12,8
01.12.1996 00:00:00;  6,22
01.01.1997 13:26:00;  4,08
02.02.1997 14:37:00;  3,47
19.03.1997 04:46:00;  4,08
29.04.1997 05:49:00;  4,31
21.05.1997 00:52:00;  28,2
18.06.1997 00:10:00;  56,3
17.07.1997 23:00:00;  41,7
29.08.1997 05:09:00;  22,0
07.09.1997 18:04:00;  18,3
11.10.1997 04:24:00;  6,83
07.11.1997 10:03:00;  11,0
01.12.1997 00:00:00;  3,47
28.01.1998 14:51:10;  3,24
06.02.1998 14:27:00;  3,09
31.03.1998 23:59:55;  2,92
29.04.1998 22:48:00;  7,85
13.05.1998 20:10:00;  20,5
11.06.1998 10:24:00;  56,0
14.07.1998 05:46:35;  44,1
01.08.1998 10:58:35;  30,1
05.09.1998 17:24:00;  58,1
07.10.1998 15:38:00;  84,6
08.11.1998 05:54:00;  8,71
10.12.1998 13:36:40;  5,60
12.01.1999 22:44:50;  3,46
02.02.1999 12:57:35;  3,55
15.03.1999 19:15:00;  3,10
30.04.1999 18:24:40;  10,8
14.05.1999 19:16:40;  39,2
02.06.1999 17:29:20;  41,6
22.07.1999 21:19:35;  45,3
20.08.1999 16:28:35;  56,3
21.09.1999 02:01:45;  74,8
01.10.1999 02:13:05;  23,1
04.11.1999 00:46:35;  6,81
25.12.1999 22:48:00;  5,22
17.01.2000 15:01:25;  4,58
01.02.2000 00:00:00;  2,73
09.03.2000 19:01:05;  4,67
28.04.2000 21:48:20;  23,4
11.05.2000 00:24:25;  39,7
24.06.2000 04:33:00;  37,4
11.07.2000 12:30:00;  33,9
06.08.2000 02:43:35;  78,2
21.09.2000 04:53:05;  54,2
13.10.2000 03:56:05;  46,6
17.11.2000 18:07:10;  27,8
09.12.2000 17:15:00;  10,4
08.01.2001 01:31:40;  9,09
01.02.2001 00:00:00;  3,54
25.03.2001 22:28:15;  6,42
30.04.2001 23:59:55;  7,46
30.05.2001 18:55:45;  49,7
10.06.2001 23:06:50;  68,0
07.07.2001 23:09:55;  38,1
05.08.2001 02:09:45;  21,7
01.09.2001 01:10:35;  17,0
04.10.2001 20:29:20;  9,46
12.11.2001 06:51:20;  4,33
16.12.2001 13:41:55;  2,87
05.01.2002 13:58:15;  6,57
28.02.2002 20:42:30;  2,07
20.03.2002 19:03:25;  5,43
27.04.2002 13:48:10;  5,93
27.05.2002 09:19:00;  26,7
06.06.2002 15:08:00;  38,5
17.07.2002 18:29:00;  18,7
12.08.2002 09:06:30;  53,7
02.09.2002 00:35:50;  11,1
17.10.2002 23:33:10;  9,55
16.11.2002 18:35:50;  40,9
01.12.2002 00:00:00;  12,7
22.01.2003 16:22:15;  4,66
18.02.2003 12:01:30;  3,87
12.03.2003 21:18:25;  3,31
30.04.2003 23:18:05;  17,7
31.05.2003 23:17:25;  25,0
06.06.2003 21:11:00;  28,8
28.07.2003 22:33:45;  36,7
31.08.2003 12:43:00;  23,0
01.09.2003 00:00:00;  15,1
13.10.2003 11:31:40;  11,5
01.11.2003 12:52:00;  15,2
01.12.2003 03:29:45;  4,57
01.01.2004 00:00:05;  3,47
03.02.2004 13:55:00;  2,83
21.03.2004 23:24:00;  3,71
30.04.2004 00:22:00;  8,82
21.05.2004 21:07:00;  22,8
12.06.2004 00:37:00;  63,6
09.07.2004 06:36:00;  73,2
31.08.2004 20:18:05;  16,3
01.09.2004 00:00:00;  14,3
31.10.2004 14:45:00;  24,1
01.11.2004 15:00:00;  33,7
23.12.2004 17:45:00;  4,64
17.01.2005 13:19:15;  4,12
08.02.2005 13:55:40;  3,86
19.03.2005 22:44:25;  4,68
30.04.2005 21:52:30;  8,78
31.05.2005 05:05:45;  36,5
01.06.2005 00:00:00;  25,1
12.07.2005 00:37:30;  44,6
14.08.2005 21:22:30;  23,3
09.09.2005 21:03:30;  11,3
05.10.2005 02:52:30;  50,5
01.11.2005 00:00:00;  5,81
12.12.2005 16:22:30;  4,09
01.01.2006 00:00:00;  3,20
04.02.2006 15:22:30;  3,20
28.03.2006 00:37:30;  4,37
26.04.2006 23:52:35;  9,16
19.05.2006 04:37:30;  41,7
29.06.2006 08:07:30;  47,6
28.07.2006 22:52:30;  33,6
03.08.2006 18:07:30;  35,3
17.09.2006 02:37:30;  14,5
05.10.2006 01:22:30;  9,16
01.11.2006 02:22:30;  4,92
09.12.2006 12:52:30;  3,87
20.01.2007 00:07:30;  3,01
28.02.2007 00:52:30;  2,29
19.03.2007 06:52:30;  3,20
25.04.2007 21:07:30;  14,5
27.05.2007 02:07:30;  24,8
21.06.2007 20:37:30;  40,8
09.07.2007 09:22:30;  50,7
17.08.2007 17:14:50;  25,2
18.09.2007 21:04:55;  14,6
06.10.2007 15:37:30;  10,8
24.11.2007 23:22:30;  8,41
01.12.2007 00:00:00;  4,37
03.01.2008 15:22:30;  3,87
17.02.2008 14:22:30;  3,01
01.03.2008 00:07:30;  3,01
28.04.2008 23:37:30;  6,39
29.05.2008 19:52:30;  55,9
03.06.2008 23:37:30;  33,5
20.07.2008 23:22:30;  39,3
15.08.2008 17:24:55;  29,1
13.09.2008 22:07:30;  23,4
30.10.2008 05:22:30;  35,4
05.11.2008 04:52:30;  29,5
02.12.2008 01:07:30;  5,81
10.01.2009 13:37:30;  5,81
20.02.2009 15:37:30;  4,64
29.03.2009 16:37:30;  4,12
15.04.2009 20:07:30;  14,1
25.05.2009 21:52:30;  44,1
20.06.2009 03:07:30;  51,0
18.07.2009 07:22:30;  68,9
03.08.2009 22:52:30;  17,0
04.09.2009 17:37:30;  57,9
22.10.2009 18:52:30;  8,62
30.11.2009 19:52:30;  7,49
20.12.2009 13:52:30;  10,3
05.01.2010 15:07:30;  3,87
01.02.2010 13:15:00;  3,64
25.03.2010 17:00:05;  4,12
30.04.2010 20:37:30;  11,6
06.05.2010 00:37:30;  33,7
13.06.2010 23:52:30;  45,1
24.07.2010 03:37:30;  19,6
15.08.2010 08:37:30;  47,5
18.09.2010 04:22:30;  26,4
05.10.2010 16:37:30;  14,7
03.11.2010 13:52:30;  9,02
24.12.2010 05:37:30;  4,92
06.01.2011 13:07:30;  4,92
01.02.2011 14:37:30;  3,64
16.03.2011 22:22:30;  3,64
26.04.2011 10:07:30;  10,3
27.05.2011 20:00:00;  51,6
18.06.2011 23:00:05;  47,9
16.07.2011 01:30:05;  21,3
03.08.2011 21:45:05;  33,7
19.09.2011 03:30:00;  56,8
10.10.2011 20:15:05;  15,2
07.11.2011 10:00:05;  6,39
02.12.2011 02:15:05;  4,37
03.01.2012 00:15:00;  3,20
29.02.2012 14:00:05;  4,92
29.03.2012 02:45:05;  5,80
29.04.2012 19:45:00;  11,7
25.05.2012 00:15:05;  27,4
23.06.2012 02:30:05;  58,1
21.07.2012 15:30:05;  55,9
31.08.2012 14:15:00;  42,0
01.09.2012 00:00:00;  33,9
01.10.2012 07:15:00;  17,9
05.11.2012 08:15:00;  54,9
01.12.2012 04:15:00;  10,1
05.01.2013 11:15:00;  7,67
25.02.2013 13:30:00;  5,52
09.03.2013 23:30:00;  4,64
29.04.2013 20:30:05;  24,4
03.05.2013 22:30:00;  33,0
24.06.2013 01:00:00;   120
09.07.2013 21:30:10;  26,4
