Messstelle:                ;Grafenstein, Bl 252
HZB-Nummer:                ;354712
HD-Nummer:                 ;
DBMS-Nummer:               ;2002560
PorenGW-Gebiet:            ;442 Klagenfurter Becken
Grundwasserkörper:         ;Klagenfurter Becken [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;Österreichische Bundesbahnen
01.01.2020 00:00:00   ;   413,18 ;     
01.02.2020 00:00:00   ;   413,20 ;     
01.03.2020 00:00:00   ;   413,19 ;     
01.04.2020 00:00:00   ;   413,13 ;     
01.05.2020 00:00:00   ;   413,07 ;     
01.06.2020 00:00:00   ;   413,04 ;     
01.07.2020 00:00:00   ;   413,02 ;     
01.08.2020 00:00:00   ;   413,00 ;     
01.09.2020 00:00:00   ;   413,04 ;     
01.10.2020 00:00:00   ;   413,20 ;     
01.11.2020 00:00:00   ;   413,37 ;     
01.12.2020 00:00:00   ;   413,46 ;     
01.01.2021 00:00:00   ;   413,57 ;     
01.02.2021 00:00:00   ;   413,63 ;     
01.03.2021 00:00:00   ;   413,69 ;     
01.04.2021 00:00:00   ;   413,67 ;     
01.05.2021 00:00:00   ;   413,63 ;     
01.06.2021 00:00:00   ;   413,59 ;     
01.07.2021 00:00:00   ;   413,50 ;     
01.08.2021 00:00:00   ;   413,44 ;     
01.09.2021 00:00:00   ;   413,34 ;     
01.10.2021 00:00:00   ;   413,26 ;     
01.11.2021 00:00:00   ;   413,17 ;     
01.12.2021 00:00:00   ;   413,10 ;     
01.01.2022 00:00:00   ;Lücke         ; 
