Messstelle:                ;Schalchen, Bl GWS2
HZB-Nummer:                ;381202
HD-Nummer:                 ;HD4003320
DBMS-Nummer:               ;4003320
Fremdnummer:               ;GWS2
PorenGW-Gebiet:            ;055 Mattigtal
Grundwasserkörper:         ;Gruppe Zwischen Salzach und Mattig [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Land OÖ, Straßenbau
01.03.2021 00:00:00   ;   447,63 ;     
01.04.2021 00:00:00   ;   447,48 ;     
01.05.2021 00:00:00   ;   447,56 ;     
01.06.2021 00:00:00   ;   447,55 ;     
01.07.2021 00:00:00   ;   447,53 ;     
01.08.2021 00:00:00   ;   448,00 ;     
01.09.2021 00:00:00   ;   448,07 ;     
01.10.2021 00:00:00   ;   447,74 ;     
01.11.2021 00:00:00   ;   447,51 ;     
01.12.2021 00:00:00   ;   447,56 ;     
01.01.2022 00:00:00   ;Lücke         ; 
