Messstelle:                ;Trausdorf, Bl 42
HZB-Nummer:                ;353508
HD-Nummer:                 ;
DBMS-Nummer:               ;1002463
PorenGW-Gebiet:            ;313 Wulkatal
Grundwasserkörper:         ;Gruppe Wulkatal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;Privat
01.11.2011 00:00:00   ;   143,92 ;     
01.12.2011 00:00:00   ;   143,87 ;     
01.01.2012 00:00:00   ;   143,83 ;     
01.02.2012 00:00:00   ;   143,82 ;     
01.03.2012 00:00:00   ;   143,82 ;     
01.04.2012 00:00:00   ;   143,81 ;     
01.05.2012 00:00:00   ;   143,78 ;     
01.06.2012 00:00:00   ;   143,71 ;     
01.07.2012 00:00:00   ;   143,66 ;     
01.08.2012 00:00:00   ;   143,74 ;     
01.09.2012 00:00:00   ;   143,75 ;     
01.10.2012 00:00:00   ;   143,71 ;     
01.11.2012 00:00:00   ;   143,81 ;     
01.12.2012 00:00:00   ;   143,88 ;     
01.01.2013 00:00:00   ;   144,24 ;     
01.02.2013 00:00:00   ;   144,90 ;     
01.03.2013 00:00:00   ;   145,22 ;     
01.04.2013 00:00:00   ;   145,04 ;     
01.05.2013 00:00:00   ;   144,61 ;     
01.06.2013 00:00:00   ;   144,41 ;     
01.07.2013 00:00:00   ;   144,17 ;     
01.08.2013 00:00:00   ;   144,00 ;     
01.09.2013 00:00:00   ;   143,89 ;     
01.10.2013 00:00:00   ;   143,81 ;     
01.11.2013 00:00:00   ;   143,77 ;     
01.12.2013 00:00:00   ;   143,85 ;     
01.01.2014 00:00:00   ;   143,82 ;     
01.02.2014 00:00:00   ;   143,83 ;     
01.03.2014 00:00:00   ;   143,89 ;     
01.04.2014 00:00:00   ;   143,94 ;     
01.05.2014 00:00:00   ;   144,26 ;     
01.06.2014 00:00:00   ;   144,33 ;     
01.07.2014 00:00:00   ;   144,18 ;     
01.08.2014 00:00:00   ;   144,18 ;     
01.09.2014 00:00:00   ;   144,59 ;     
01.10.2014 00:00:00   ;   144,76 ;     
01.11.2014 00:00:00   ;   144,70 ;     
01.12.2014 00:00:00   ;   144,90 ;     
01.01.2015 00:00:00   ;   144,78 ;     
01.02.2015 00:00:00   ;   144,75 ;     
01.03.2015 00:00:00   ;   144,69 ;     
01.04.2015 00:00:00   ;   144,55 ;     
01.05.2015 00:00:00   ;   144,47 ;     
01.06.2015 00:00:00   ;   144,35 ;     
01.07.2015 00:00:00   ;   144,19 ;     
01.08.2015 00:00:00   ;   144,05 ;     
01.09.2015 00:00:00   ;   143,94 ;     
01.10.2015 00:00:00   ;   143,94 ;     
01.11.2015 00:00:00   ;   144,02 ;     
01.12.2015 00:00:00   ;   143,95 ;     
01.01.2016 00:00:00   ;   143,91 ;     
01.02.2016 00:00:00   ;   144,02 ;     
01.03.2016 00:00:00   ;   144,20 ;     
01.04.2016 00:00:00   ;   144,22 ;     
01.05.2016 00:00:00   ;   144,23 ;     
01.06.2016 00:00:00   ;   144,11 ;     
01.07.2016 00:00:00   ;   143,98 ;     
01.08.2016 00:00:00   ;   143,90 ;     
01.09.2016 00:00:00   ;   143,81 ;     
01.10.2016 00:00:00   ;   143,74 ;     
01.11.2016 00:00:00   ;   143,71 ;     
01.12.2016 00:00:00   ;   143,70 ;     
01.01.2017 00:00:00   ;   143,67 ;     
01.02.2017 00:00:00   ;   143,68 ;     
01.03.2017 00:00:00   ;   143,73 ;     
01.04.2017 00:00:00   ;   143,79 ;     
01.05.2017 00:00:00   ;   143,85 ;     
01.06.2017 00:00:00   ;   143,82 ;     
01.07.2017 00:00:00   ;   143,76 ;     
01.08.2017 00:00:00   ;   143,70 ;     
01.09.2017 00:00:00   ;   143,66 ;     
01.10.2017 00:00:00   ;   143,63 ;     
01.11.2017 00:00:00   ;   143,59 ;     
01.12.2017 00:00:00   ;   143,56 ;     
01.01.2018 00:00:00   ;   143,66 ;     
01.02.2018 00:00:00   ;   143,75 ;     
01.03.2018 00:00:00   ;   143,89 ;     
01.04.2018 00:00:00   ;   144,03 ;     
01.05.2018 00:00:00   ;   144,15 ;     
01.06.2018 00:00:00   ;   144,21 ;     
01.07.2018 00:00:00   ;   144,13 ;     
01.08.2018 00:00:00   ;   143,97 ;     
01.09.2018 00:00:00   ;   143,93 ;     
01.10.2018 00:00:00   ;   143,88 ;     
01.11.2018 00:00:00   ;   143,84 ;     
01.12.2018 00:00:00   ;   143,99 ;     
01.01.2019 00:00:00   ;   144,25 ;     
01.02.2019 00:00:00   ;   144,33 ;     
01.03.2019 00:00:00   ;   144,32 ;     
01.04.2019 00:00:00   ;   144,26 ;     
01.05.2019 00:00:00   ;   144,19 ;     
01.06.2019 00:00:00   ;   144,16 ;     
01.07.2019 00:00:00   ;   144,11 ;     
01.08.2019 00:00:00   ;   143,94 ;     
01.09.2019 00:00:00   ;   143,81 ;     
01.10.2019 00:00:00   ;   143,70 ;     
01.11.2019 00:00:00   ;   143,62 ;     
01.12.2019 00:00:00   ;   143,57 ;     
01.01.2020 00:00:00   ;   143,54 ;     
01.02.2020 00:00:00   ;   143,51 ;     
01.03.2020 00:00:00   ;   143,50 ;     
01.04.2020 00:00:00   ;   143,49 ;     
01.05.2020 00:00:00   ;   143,46 ;     
01.06.2020 00:00:00   ;   143,43 ;     
01.07.2020 00:00:00   ;   143,41 ;     
01.08.2020 00:00:00   ;   143,36 ;     
01.09.2020 00:00:00   ;   143,34 ;     
01.10.2020 00:00:00   ;   143,38 ;     
01.11.2020 00:00:00   ;   143,47 ;     
01.12.2020 00:00:00   ;   143,55 ;     
01.01.2021 00:00:00   ;   143,61 ;     
01.02.2021 00:00:00   ;   143,77 ;     
01.03.2021 00:00:00   ;   143,89 ;     
01.04.2021 00:00:00   ;   143,95 ;     
01.05.2021 00:00:00   ;   143,93 ;     
01.06.2021 00:00:00   ;   143,84 ;     
01.07.2021 00:00:00   ;   143,72 ;     
01.08.2021 00:00:00   ;   143,68 ;     
01.09.2021 00:00:00   ;   143,71 ;     
01.10.2021 00:00:00   ;   143,68 ;     
01.11.2021 00:00:00   ;   143,65 ;     
01.12.2021 00:00:00   ;   143,63 ;     
01.01.2022 00:00:00   ;Lücke         ; 
