Messstelle:                ;Neubau, Bl 17:9
HZB-Nummer:                ;344945
HD-Nummer:                 ;W17.9
DBMS-Nummer:               ;4003286
Fremdnummer:               ;31071709
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
01.04.2016 00:00:00   ;   279,97 ;     
01.05.2016 00:00:00   ;   280,11 ;     
01.06.2016 00:00:00   ;   280,34 ;     
01.07.2016 00:00:00   ;   280,25 ;     
01.08.2016 00:00:00   ;   280,25 ;     
01.09.2016 00:00:00   ;   280,23 ;     
01.10.2016 00:00:00   ;   280,08 ;     
01.11.2016 00:00:00   ;   280,06 ;     
01.12.2016 00:00:00   ;   280,05 ;     
01.01.2017 00:00:00   ;   279,92 ;     
01.02.2017 00:00:00   ;   279,89 ;     
01.03.2017 00:00:00   ;   280,09 ;     
01.04.2017 00:00:00   ;   280,19 ;     
01.05.2017 00:00:00   ;   280,42 ;     
01.06.2017 00:00:00   ;   280,35 ;     
01.07.2017 00:00:00   ;   280,28 ;     
01.08.2017 00:00:00   ;   280,33 ;     
01.09.2017 00:00:00   ;   280,23 ;     
01.10.2017 00:00:00   ;   280,20 ;     
01.11.2017 00:00:00   ;   280,23 ;     
01.12.2017 00:00:00   ;   280,21 ;     
01.01.2018 00:00:00   ;   280,46 ;     
01.02.2018 00:00:00   ;   280,23 ;     
01.03.2018 00:00:00   ;   280,10 ;     
01.04.2018 00:00:00   ;   280,27 ;     
01.05.2018 00:00:00   ;   280,28 ;     
01.06.2018 00:00:00   ;   280,24 ;     
01.07.2018 00:00:00   ;   280,21 ;     
01.08.2018 00:00:00   ;   280,24 ;     
01.09.2018 00:00:00   ;   280,19 ;     
01.10.2018 00:00:00   ;   280,17 ;     
01.11.2018 00:00:00   ;   280,12 ;     
01.12.2018 00:00:00   ;   280,05 ;     
01.01.2019 00:00:00   ;   280,10 ;     
01.02.2019 00:00:00   ;   280,23 ;     
01.03.2019 00:00:00   ;   280,02 ;     
01.04.2019 00:00:00   ;   279,97 ;     
01.05.2019 00:00:00   ;   280,09 ;     
01.06.2019 00:00:00   ;   280,18 ;     
01.07.2019 00:00:00   ;   280,15 ;     
01.08.2019 00:00:00   ;   280,21 ;     
01.09.2019 00:00:00   ;   279,78 ;     
01.10.2019 00:00:00   ;   279,52 ;     
01.11.2019 00:00:00   ;   279,43 ;     
01.12.2019 00:00:00   ;   279,42 ;     
01.01.2020 00:00:00   ;   279,42 ;     
01.02.2020 00:00:00   ;   279,58 ;     
01.03.2020 00:00:00   ;   279,56 ;     
01.04.2020 00:00:00   ;   279,49 ;     
01.05.2020 00:00:00   ;   279,49 ;     
01.06.2020 00:00:00   ;   279,64 ;     
01.07.2020 00:00:00   ;   279,81 ;     
01.08.2020 00:00:00   ;   279,80 ;     
01.09.2020 00:00:00   ;   279,77 ;     
01.10.2020 00:00:00   ;   279,83 ;     
01.11.2020 00:00:00   ;   280,07 ;     
01.12.2020 00:00:00   ;   279,78 ;     
01.01.2021 00:00:00   ;   279,74 ;     
01.02.2021 00:00:00   ;   279,92 ;     
01.03.2021 00:00:00   ;   279,83 ;     
01.04.2021 00:00:00   ;   279,80 ;     
01.05.2021 00:00:00   ;   279,89 ;     
01.06.2021 00:00:00   ;   279,80 ;     
01.07.2021 00:00:00   ;   279,94 ;     
01.08.2021 00:00:00   ;   280,18 ;     
01.09.2021 00:00:00   ;   280,04 ;     
01.10.2021 00:00:00   ;   280,01 ;     
01.11.2021 00:00:00   ;   279,96 ;     
01.12.2021 00:00:00   ;   279,69 ;     
01.01.2022 00:00:00   ;Lücke         ; 
