Messstelle:                ;Schalchen, Bl GWS4
HZB-Nummer:                ;381327
HD-Nummer:                 ;HD4003322
DBMS-Nummer:               ;4003322
Fremdnummer:               ;GWS4
PorenGW-Gebiet:            ;055 Mattigtal
Grundwasserkörper:         ;Gruppe Zwischen Salzach und Mattig [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Land OÖ, Straßenbau
01.01.2019 00:00:00   ;   441,35 ;     
01.02.2019 00:00:00   ;   441,29 ;     
01.03.2019 00:00:00   ;   441,57 ;     
01.04.2019 00:00:00   ;   441,39 ;     
01.05.2019 00:00:00   ;   441,64 ;     
01.06.2019 00:00:00   ;   441,73 ;     
01.07.2019 00:00:00   ;   441,58 ;     
01.08.2019 00:00:00   ;   441,50 ;     
01.09.2019 00:00:00   ;   441,44 ;     
01.10.2019 00:00:00   ;   441,34 ;     
01.11.2019 00:00:00   ;   441,17 ;     
01.12.2019 00:00:00   ;   441,08 ;     
01.01.2020 00:00:00   ;   441,01 ;     
01.02.2020 00:00:00   ;   441,46 ;     
01.03.2020 00:00:00   ;   441,31 ;     
01.04.2020 00:00:00   ;   441,09 ;     
01.05.2020 00:00:00   ;   440,96 ;     
01.06.2020 00:00:00   ;   441,06 ;     
01.07.2020 00:00:00   ;   441,54 ;     
01.08.2020 00:00:00   ;   441,75 ;     
01.09.2020 00:00:00   ;   441,52 ;     
01.10.2020 00:00:00   ;   441,48 ;     
01.11.2020 00:00:00   ;   441,48 ;     
01.12.2020 00:00:00   ;   441,28 ;     
01.01.2021 00:00:00   ;   441,23 ;     
01.02.2021 00:00:00   ;   441,47 ;     
01.03.2021 00:00:00   ;   441,29 ;     
01.04.2021 00:00:00   ;   441,19 ;     
01.05.2021 00:00:00   ;   441,32 ;     
01.06.2021 00:00:00   ;   441,27 ;     
01.07.2021 00:00:00   ;   441,34 ;     
01.08.2021 00:00:00   ;   441,68 ;     
01.09.2021 00:00:00   ;   441,60 ;     
01.10.2021 00:00:00   ;   441,34 ;     
01.11.2021 00:00:00   ;   441,20 ;     
01.12.2021 00:00:00   ;   441,32 ;     
01.01.2022 00:00:00   ;Lücke         ; 
