Messstelle:                ;Mils-Au, Bl 3 (127)
HZB-Nummer:                ;346726
HD-Nummer:                 ;
DBMS-Nummer:               ;7004132
Fremdnummer:               ;GW70210007
PorenGW-Gebiet:            ;019 Oberinntal
Grundwasserkörper:         ;Gruppe Nördliche-Kalkalpen [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Tiroler Wasserkraftwerke-AG.
01.09.2010 00:00:00   ;   723,03 ;     
01.10.2010 00:00:00   ;   722,80 ;     
01.11.2010 00:00:00   ;   722,80 ;     
01.12.2010 00:00:00   ;   722,74 ;     
01.01.2011 00:00:00   ;   722,62 ;     
01.02.2011 00:00:00   ;   722,58 ;     
01.03.2011 00:00:00   ;   722,58 ;     
01.04.2011 00:00:00   ;   722,75 ;     
01.05.2011 00:00:00   ;   723,05 ;     
01.06.2011 00:00:00   ;   723,31 ;     
01.07.2011 00:00:00   ;   723,05 ;     
01.08.2011 00:00:00   ;   723,04 ;     
01.09.2011 00:00:00   ;   722,88 ;     
01.10.2011 00:00:00   ;   722,82 ;     
01.11.2011 00:00:00   ;   722,64 ;     
01.12.2011 00:00:00   ;   722,60 ;     
01.01.2012 00:00:00   ;   722,68 ;     
01.02.2012 00:00:00   ;   722,65 ;     
01.03.2012 00:00:00   ;   722,84 ;     
01.04.2012 00:00:00   ;   722,90 ;     
01.05.2012 00:00:00   ;   723,45 ;     
01.06.2012 00:00:00   ;   723,82 ;     
01.07.2012 00:00:00   ;   723,42 ;     
01.08.2012 00:00:00   ;   723,19 ;     
01.09.2012 00:00:00   ;   723,11 ;     
01.10.2012 00:00:00   ;   723,07 ;     
01.11.2012 00:00:00   ;   722,93 ;     
01.12.2012 00:00:00   ;   722,75 ;     
01.01.2013 00:00:00   ;   722,73 ;     
01.02.2013 00:00:00   ;   722,75 ;     
01.03.2013 00:00:00   ;   722,68 ;     
01.04.2013 00:00:00   ;   722,88 ;     
01.05.2013 00:00:00   ;   723,33 ;     
01.06.2013 00:00:00   ;   723,57 ;     
01.07.2013 00:00:00   ;   723,36 ;     
01.08.2013 00:00:00   ;   723,09 ;     
01.09.2013 00:00:00   ;   723,01 ;     
01.10.2013 00:00:00   ;   723,10 ;     
01.11.2013 00:00:00   ;   723,00 ;     
01.12.2013 00:00:00   ;   722,74 ;     
01.01.2014 00:00:00   ;   722,60 ;     
01.02.2014 00:00:00   ;   722,60 ;     
01.03.2014 00:00:00   ;   722,64 ;     
01.04.2014 00:00:00   ;   722,79 ;     
01.05.2014 00:00:00   ;   723,03 ;     
01.06.2014 00:00:00   ;   723,43 ;     
01.07.2014 00:00:00   ;   723,38 ;     
01.08.2014 00:00:00   ;   723,37 ;     
01.09.2014 00:00:00   ;   723,35 ;     
01.10.2014 00:00:00   ;   723,24 ;     
01.11.2014 00:00:00   ;   723,27 ;     
01.12.2014 00:00:00   ;   723,12 ;     
01.01.2015 00:00:00   ;   723,01 ;     
01.02.2015 00:00:00   ;   723,01 ;     
01.03.2015 00:00:00   ;   722,91 ;     
01.04.2015 00:00:00   ;   722,83 ;     
01.05.2015 00:00:00   ;   723,30 ;     
01.06.2015 00:00:00   ;   723,68 ;     
01.07.2015 00:00:00   ;   723,33 ;     
01.08.2015 00:00:00   ;   723,04 ;     
01.09.2015 00:00:00   ;   722,96 ;     
01.10.2015 00:00:00   ;   722,87 ;     
01.11.2015 00:00:00   ;   722,71 ;     
01.12.2015 00:00:00   ;   722,60 ;     
01.01.2016 00:00:00   ;   722,56 ;     
01.02.2016 00:00:00   ;   722,71 ;     
01.03.2016 00:00:00   ;   722,60 ;     
01.04.2016 00:00:00   ;   722,76 ;     
01.05.2016 00:00:00   ;   722,92 ;     
01.06.2016 00:00:00   ;   723,74 ;     
01.07.2016 00:00:00   ;   723,49 ;     
01.08.2016 00:00:00   ;   723,20 ;     
01.09.2016 00:00:00   ;   722,84 ;     
01.10.2016 00:00:00   ;   722,65 ;     
01.11.2016 00:00:00   ;   722,56 ;     
01.12.2016 00:00:00   ;   722,60 ;     
01.01.2017 00:00:00   ;   722,58 ;     
01.02.2017 00:00:00   ;   722,57 ;     
01.03.2017 00:00:00   ;   722,66 ;     
01.04.2017 00:00:00   ;   722,68 ;     
01.05.2017 00:00:00   ;   722,94 ;     
01.06.2017 00:00:00   ;   723,40 ;     
01.07.2017 00:00:00   ;   723,13 ;     
01.08.2017 00:00:00   ;   723,06 ;     
01.09.2017 00:00:00   ;   723,06 ;     
01.10.2017 00:00:00   ;   722,85 ;     
01.11.2017 00:00:00   ;   722,81 ;     
01.12.2017 00:00:00   ;   722,68 ;     
01.01.2018 00:00:00   ;   722,77 ;     
01.02.2018 00:00:00   ;   722,73 ;     
01.03.2018 00:00:00   ;   722,74 ;     
01.04.2018 00:00:00   ;   723,01 ;     
01.05.2018 00:00:00   ;   723,58 ;     
01.06.2018 00:00:00   ;   723,65 ;     
01.07.2018 00:00:00   ;   723,07 ;     
01.08.2018 00:00:00   ;   722,87 ;     
01.09.2018 00:00:00   ;   722,75 ;     
01.10.2018 00:00:00   ;   722,62 ;     
01.11.2018 00:00:00   ;   722,57 ;     
01.12.2018 00:00:00   ;   722,61 ;     
01.01.2019 00:00:00   ;   722,64 ;     
01.02.2019 00:00:00   ;   722,58 ;     
01.03.2019 00:00:00   ;   722,79 ;     
01.04.2019 00:00:00   ;   722,87 ;     
01.05.2019 00:00:00   ;   723,02 ;     
01.06.2019 00:00:00   ;   724,04 ;     
01.07.2019 00:00:00   ;   723,58 ;     
01.08.2019 00:00:00   ;   723,33 ;     
01.09.2019 00:00:00   ;   722,99 ;     
01.10.2019 00:00:00   ;   722,84 ;     
01.11.2019 00:00:00   ;   722,80 ;     
01.12.2019 00:00:00   ;   722,71 ;     
01.01.2020 00:00:00   ;   722,72 ;     
01.02.2020 00:00:00   ;   722,80 ;     
01.03.2020 00:00:00   ;   722,79 ;     
01.04.2020 00:00:00   ;   722,94 ;     
01.05.2020 00:00:00   ;   723,28 ;     
01.06.2020 00:00:00   ;   723,41 ;     
01.07.2020 00:00:00   ;   723,26 ;     
01.08.2020 00:00:00   ;   723,14 ;     
01.09.2020 00:00:00   ;   723,06 ;     
01.10.2020 00:00:00   ;   722,91 ;     
01.11.2020 00:00:00   ;   722,79 ;     
01.12.2020 00:00:00   ;   722,67 ;     
01.01.2021 00:00:00   ;   722,62 ;     
01.02.2021 00:00:00   ;   722,75 ;     
01.03.2021 00:00:00   ;   722,78 ;     
01.04.2021 00:00:00   ;   722,72 ;     
01.05.2021 00:00:00   ;   722,95 ;     
01.06.2021 00:00:00   ;   723,66 ;     
01.07.2021 00:00:00   ;   723,34 ;     
01.08.2021 00:00:00   ;   723,36 ;     
01.09.2021 00:00:00   ;   722,85 ;     
01.10.2021 00:00:00   ;   722,70 ;     
01.11.2021 00:00:00   ;   722,66 ;     
01.12.2021 00:00:00   ;   722,60 ;     
01.01.2022 00:00:00   ;Lücke         ; 
