Messstelle:                ;Orth a.d.D., Bl 1902.5
HZB-Nummer:                ;331041
HD-Nummer:                 ;3HD30025
DBMS-Nummer:               ;10001057
Fremdnummer:               ;1902.005
PorenGW-Gebiet:            ;224 Marchfeld
Grundwasserkörper:         ;Marchfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;via donau (WSD)
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;via donau - Österreichische Wasserstraßen-GmbH
01.08.1992 00:00:00   ;   144,94 ;     
01.09.1992 00:00:00   ;   144,75 ;     
01.10.1992 00:00:00   ;   144,56 ;     
01.11.1992 00:00:00   ;   145,59 ;     
01.12.1992 00:00:00   ;   146,26 ;     
01.01.1993 00:00:00   ;   145,34 ;     
01.02.1993 00:00:00   ;   145,12 ;     
01.03.1993 00:00:00   ;   145,35 ;     
01.04.1993 00:00:00   ;   145,70 ;     
01.05.1993 00:00:00   ;   145,59 ;     
01.06.1993 00:00:00   ;   145,47 ;     
01.07.1993 00:00:00   ;   146,04 ;     
01.08.1993 00:00:00   ;   145,88 ;     
01.09.1993 00:00:00   ;   145,64 ;     
01.10.1993 00:00:00   ;   145,24 ;     
01.11.1993 00:00:00   ;   145,01 ;     
01.12.1993 00:00:00   ;   145,34 ;     
01.01.1994 00:00:00   ;   145,67 ;     
01.02.1994 00:00:00   ;   145,36 ;     
01.03.1994 00:00:00   ;   145,61 ;     
01.04.1994 00:00:00   ;   146,56 ;     
01.05.1994 00:00:00   ;   146,31 ;     
01.06.1994 00:00:00   ;   146,06 ;     
01.07.1994 00:00:00   ;   145,41 ;     
01.08.1994 00:00:00   ;   144,96 ;     
01.09.1994 00:00:00   ;   144,95 ;     
01.10.1994 00:00:00   ;   144,65 ;     
01.11.1994 00:00:00   ;   144,72 ;     
01.12.1994 00:00:00   ;   144,90 ;     
01.01.1995 00:00:00   ;   145,11 ;     
01.02.1995 00:00:00   ;   145,62 ;     
01.03.1995 00:00:00   ;   145,49 ;     
01.04.1995 00:00:00   ;   146,29 ;     
01.05.1995 00:00:00   ;   146,19 ;     
01.06.1995 00:00:00   ;   147,10 ;     
01.07.1995 00:00:00   ;   146,29 ;     
01.08.1995 00:00:00   ;   145,36 ;     
01.09.1995 00:00:00   ;   146,46 ;     
01.10.1995 00:00:00   ;   145,25 ;     
01.11.1995 00:00:00   ;   145,16 ;     
01.12.1995 00:00:00   ;   145,16 ;     
01.01.1996 00:00:00   ;   145,23 ;     
01.02.1996 00:00:00   ;   144,87 ;     
01.03.1996 00:00:00   ;   144,90 ;     
01.04.1996 00:00:00   ;   145,68 ;     
01.05.1996 00:00:00   ;   146,34 ;     
01.06.1996 00:00:00   ;   145,94 ;     
01.07.1996 00:00:00   ;   145,96 ;     
01.08.1996 00:00:00   ;   145,42 ;     
01.09.1996 00:00:00   ;   145,84 ;     
01.10.1996 00:00:00   ;   146,20 ;     
01.11.1996 00:00:00   ;   145,92 ;     
01.12.1996 00:00:00   ;   145,40 ;     
01.01.1997 00:00:00   ;   144,96 ;     
01.02.1997 00:00:00   ;   145,02 ;     
01.03.1997 00:00:00   ;   145,69 ;     
01.04.1997 00:00:00   ;   145,79 ;     
01.05.1997 00:00:00   ;   145,99 ;     
01.06.1997 00:00:00   ;   145,69 ;     
01.07.1997 00:00:00   ;   147,26 ;     
01.08.1997 00:00:00   ;   145,92 ;     
01.09.1997 00:00:00   ;   145,14 ;     
01.10.1997 00:00:00   ;   145,08 ;     
01.11.1997 00:00:00   ;   144,81 ;     
01.12.1997 00:00:00   ;   145,13 ;     
01.01.1998 00:00:00   ;   145,02 ;     
01.02.1998 00:00:00   ;   144,79 ;     
01.03.1998 00:00:00   ;   145,20 ;     
01.04.1998 00:00:00   ;   145,45 ;     
01.05.1998 00:00:00   ;   145,33 ;     
01.06.1998 00:00:00   ;   145,39 ;     
01.07.1998 00:00:00   ;   145,52 ;     
01.08.1998 00:00:00   ;   145,09 ;     
01.09.1998 00:00:00   ;   145,36 ;     
01.10.1998 00:00:00   ;   145,44 ;     
01.11.1998 00:00:00   ;   146,39 ;     
01.12.1998 00:00:00   ;   145,64 ;     
01.01.1999 00:00:00   ;   145,34 ;     
01.02.1999 00:00:00   ;   145,70 ;     
01.03.1999 00:00:00   ;   146,59 ;     
01.04.1999 00:00:00   ;   146,22 ;     
01.05.1999 00:00:00   ;   147,15 ;     
01.06.1999 00:00:00   ;   146,79 ;     
01.07.1999 00:00:00   ;   146,24 ;     
01.08.1999 00:00:00   ;   145,57 ;     
01.09.1999 00:00:00   ;   145,35 ;     
01.10.1999 00:00:00   ;   145,10 ;     
01.11.1999 00:00:00   ;   144,87 ;     
01.12.1999 00:00:00   ;   145,08 ;     
01.01.2000 00:00:00   ;   145,17 ;     
01.02.2000 00:00:00   ;   146,04 ;     
01.03.2000 00:00:00   ;   146,47 ;     
01.04.2000 00:00:00   ;   146,61 ;     
01.05.2000 00:00:00   ;   146,48 ;     
01.06.2000 00:00:00   ;   145,92 ;     
01.07.2000 00:00:00   ;   145,55 ;     
01.08.2000 00:00:00   ;   145,69 ;     
01.09.2000 00:00:00   ;   145,30 ;     
01.10.2000 00:00:00   ;   145,42 ;     
01.11.2000 00:00:00   ;   144,98 ;     
01.12.2000 00:00:00   ;   144,92 ;     
01.01.2001 00:00:00   ;   144,97 ;     
01.02.2001 00:00:00   ;   145,11 ;     
01.03.2001 00:00:00   ;   145,79 ;     
01.04.2001 00:00:00   ;   146,15 ;     
01.05.2001 00:00:00   ;   145,94 ;     
01.06.2001 00:00:00   ;   146,11 ;     
01.07.2001 00:00:00   ;   145,65 ;     
01.08.2001 00:00:00   ;   145,16 ;     
01.09.2001 00:00:00   ;   145,65 ;     
01.10.2001 00:00:00   ;   145,05 ;     
01.11.2001 00:00:00   ;   144,75 ;     
01.12.2001 00:00:00   ;   145,22 ;     
01.01.2002 00:00:00   ;   145,24 ;     
01.02.2002 00:00:00   ;   145,63 ;     
01.03.2002 00:00:00   ;   146,33 ;     
01.04.2002 00:00:00   ;   145,99 ;     
01.05.2002 00:00:00   ;   145,80 ;     
01.06.2002 00:00:00   ;   145,69 ;     
01.07.2002 00:00:00   ;   145,31 ;     
01.08.2002 00:00:00   ;   146,47 ;     
01.09.2002 00:00:00   ;   145,66 ;     
01.10.2002 00:00:00   ;   146,09 ;     
01.11.2002 00:00:00   ;   146,57 ;     
01.12.2002 00:00:00   ;   145,98 ;     
01.01.2003 00:00:00   ;Lücke     ;     
01.02.2003 00:00:00   ;Lücke     ;     
01.03.2003 00:00:00   ;Lücke     ;     
01.04.2003 00:00:00   ;   145,20 ;     
01.05.2003 00:00:00   ;   145,42 ;     
01.06.2003 00:00:00   ;   145,31 ;     
01.07.2003 00:00:00   ;   144,86 ;     
01.08.2003 00:00:00   ;   144,64 ;     
01.09.2003 00:00:00   ;   144,60 ;     
01.10.2003 00:00:00   ;   144,88 ;     
01.11.2003 00:00:00   ;   144,56 ;     
01.12.2003 00:00:00   ;   144,37 ;     
01.01.2004 00:00:00   ;   144,84 ;     
01.02.2004 00:00:00   ;   145,16 ;     
01.03.2004 00:00:00   ;   145,09 ;     
01.04.2004 00:00:00   ;   145,46 ;     
01.05.2004 00:00:00   ;   145,48 ;     
01.06.2004 00:00:00   ;   145,93 ;     
01.07.2004 00:00:00   ;   145,61 ;     
01.08.2004 00:00:00   ;   145,05 ;     
01.09.2004 00:00:00   ;   144,91 ;     
01.10.2004 00:00:00   ;   144,88 ;     
01.11.2004 00:00:00   ;   144,71 ;     
01.12.2004 00:00:00   ;   144,61 ;     
01.01.2005 00:00:00   ;   144,64 ;     
01.02.2005 00:00:00   ;   145,00 ;     
01.03.2005 00:00:00   ;   145,53 ;     
01.04.2005 00:00:00   ;   146,10 ;     
01.05.2005 00:00:00   ;   146,13 ;     
01.06.2005 00:00:00   ;   145,58 ;     
01.07.2005 00:00:00   ;   146,23 ;     
01.08.2005 00:00:00   ;   146,15 ;     
01.09.2005 00:00:00   ;   145,61 ;     
01.10.2005 00:00:00   ;   145,09 ;     
01.11.2005 00:00:00   ;   144,62 ;     
01.12.2005 00:00:00   ;   144,55 ;     
01.01.2006 00:00:00   ;   144,55 ;     
01.02.2006 00:00:00   ;   144,60 ;     
01.03.2006 00:00:00   ;   145,57 ;     
01.04.2006 00:00:00   ;   147,29 ;     
01.05.2006 00:00:00   ;   146,58 ;     
01.06.2006 00:00:00   ;   146,72 ;     
01.07.2006 00:00:00   ;   145,54 ;     
01.08.2006 00:00:00   ;   146,05 ;     
01.09.2006 00:00:00   ;   145,28 ;     
01.10.2006 00:00:00   ;   144,76 ;     
01.11.2006 00:00:00   ;   144,83 ;     
01.12.2006 00:00:00   ;   144,63 ;     
01.01.2007 00:00:00   ;   144,77 ;     
01.02.2007 00:00:00   ;   144,99 ;     
01.03.2007 00:00:00   ;   145,22 ;     
01.04.2007 00:00:00   ;   144,94 ;     
01.05.2007 00:00:00   ;   145,06 ;     
01.06.2007 00:00:00   ;   145,14 ;     
01.07.2007 00:00:00   ;   145,18 ;     
01.08.2007 00:00:00   ;   144,84 ;     
01.09.2007 00:00:00   ;   146,47 ;     
01.10.2007 00:00:00   ;   145,19 ;     
01.11.2007 00:00:00   ;   145,43 ;     
01.12.2007 00:00:00   ;   145,60 ;     
01.01.2008 00:00:00   ;   145,11 ;     
01.02.2008 00:00:00   ;   144,95 ;     
01.03.2008 00:00:00   ;   145,44 ;     
01.04.2008 00:00:00   ;   145,64 ;     
01.05.2008 00:00:00   ;   145,83 ;     
01.06.2008 00:00:00   ;   145,77 ;     
01.07.2008 00:00:00   ;   145,63 ;     
01.08.2008 00:00:00   ;   145,60 ;     
01.09.2008 00:00:00   ;   144,96 ;     
01.10.2008 00:00:00   ;   144,74 ;     
01.11.2008 00:00:00   ;   144,63 ;     
01.12.2008 00:00:00   ;   144,79 ;     
01.01.2009 00:00:00   ;   144,69 ;     
01.02.2009 00:00:00   ;   144,58 ;     
01.03.2009 00:00:00   ;   145,71 ;     
01.04.2009 00:00:00   ;   146,34 ;     
01.05.2009 00:00:00   ;   145,97 ;     
01.06.2009 00:00:00   ;   146,33 ;     
01.07.2009 00:00:00   ;   146,45 ;     
01.08.2009 00:00:00   ;   145,65 ;     
01.09.2009 00:00:00   ;   145,19 ;     
01.10.2009 00:00:00   ;   144,86 ;     
01.11.2009 00:00:00   ;   144,88 ;     
01.12.2009 00:00:00   ;   144,87 ;     
01.01.2010 00:00:00   ;   144,81 ;     
01.02.2010 00:00:00   ;   144,66 ;     
01.03.2010 00:00:00   ;   145,16 ;     
01.04.2010 00:00:00   ;   145,15 ;     
01.05.2010 00:00:00   ;   145,45 ;     
01.06.2010 00:00:00   ;   147,04 ;     
01.07.2010 00:00:00   ;   145,77 ;     
01.08.2010 00:00:00   ;   146,19 ;     
01.09.2010 00:00:00   ;   145,85 ;     
01.10.2010 00:00:00   ;   145,10 ;     
01.11.2010 00:00:00   ;   144,97 ;     
01.12.2010 00:00:00   ;   145,21 ;     
01.01.2011 00:00:00   ;   145,99 ;     
01.02.2011 00:00:00   ;   145,35 ;     
01.03.2011 00:00:00   ;   145,02 ;     
01.04.2011 00:00:00   ;   145,00 ;     
01.05.2011 00:00:00   ;   144,85 ;     
01.06.2011 00:00:00   ;   145,14 ;     
01.07.2011 00:00:00   ;   145,26 ;     
01.08.2011 00:00:00   ;   145,31 ;     
01.09.2011 00:00:00   ;   144,84 ;     
01.10.2011 00:00:00   ;   145,02 ;     
01.11.2011 00:00:00   ;   144,62 ;     
01.12.2011 00:00:00   ;   144,61 ;     
01.01.2012 00:00:00   ;   145,44 ;     
01.02.2012 00:00:00   ;   145,08 ;     
01.03.2012 00:00:00   ;   145,51 ;     
01.04.2012 00:00:00   ;   145,49 ;     
01.05.2012 00:00:00   ;   145,62 ;     
01.06.2012 00:00:00   ;   146,09 ;     
01.07.2012 00:00:00   ;   145,58 ;     
01.08.2012 00:00:00   ;   145,06 ;     
01.09.2012 00:00:00   ;   145,13 ;     
01.10.2012 00:00:00   ;   144,93 ;     
01.11.2012 00:00:00   ;   144,88 ;     
01.12.2012 00:00:00   ;   144,95 ;     
01.01.2013 00:00:00   ;   146,07 ;     
01.02.2013 00:00:00   ;   145,87 ;     
01.03.2013 00:00:00   ;   145,46 ;     
01.04.2013 00:00:00   ;   145,63 ;     
01.05.2013 00:00:00   ;   146,02 ;     
01.06.2013 00:00:00   ;   147,61 ;     
01.07.2013 00:00:00   ;   145,83 ;     
01.08.2013 00:00:00   ;   144,97 ;     
01.09.2013 00:00:00   ;   145,27 ;     
01.10.2013 00:00:00   ;   145,16 ;     
01.11.2013 00:00:00   ;   145,23 ;     
01.12.2013 00:00:00   ;   144,85 ;     
01.01.2014 00:00:00   ;   144,64 ;     
01.02.2014 00:00:00   ;   144,64 ;     
01.03.2014 00:00:00   ;   144,55 ;     
01.04.2014 00:00:00   ;   144,65 ;     
01.05.2014 00:00:00   ;   145,63 ;     
01.06.2014 00:00:00   ;   145,41 ;     
01.07.2014 00:00:00   ;   145,10 ;     
01.08.2014 00:00:00   ;   145,75 ;     
01.09.2014 00:00:00   ;   145,75 ;     
01.10.2014 00:00:00   ;   145,53 ;     
01.11.2014 00:00:00   ;   145,40 ;     
01.12.2014 00:00:00   ;   144,88 ;     
01.01.2015 00:00:00   ;   145,54 ;     
01.02.2015 00:00:00   ;   145,01 ;     
01.03.2015 00:00:00   ;   145,01 ;     
01.04.2015 00:00:00   ;   145,49 ;     
01.05.2015 00:00:00   ;   146,07 ;     
01.06.2015 00:00:00   ;   145,88 ;     
01.07.2015 00:00:00   ;   145,06 ;     
01.08.2015 00:00:00   ;   144,66 ;     
01.09.2015 00:00:00   ;   144,49 ;     
01.10.2015 00:00:00   ;   144,46 ;     
01.11.2015 00:00:00   ;   144,31 ;     
01.12.2015 00:00:00   ;   144,48 ;     
01.01.2016 00:00:00   ;   144,37 ;     
01.02.2016 00:00:00   ;   145,37 ;     
01.03.2016 00:00:00   ;   145,05 ;     
01.04.2016 00:00:00   ;   145,02 ;     
01.05.2016 00:00:00   ;   145,40 ;     
01.06.2016 00:00:00   ;   146,32 ;     
01.07.2016 00:00:00   ;   146,26 ;     
01.08.2016 00:00:00   ;   145,79 ;     
01.09.2016 00:00:00   ;   145,10 ;     
01.10.2016 00:00:00   ;   144,77 ;     
01.11.2016 00:00:00   ;   144,78 ;     
01.12.2016 00:00:00   ;   144,56 ;     
01.01.2017 00:00:00   ;   144,37 ;     
01.02.2017 00:00:00   ;   144,54 ;     
01.03.2017 00:00:00   ;   145,32 ;     
01.04.2017 00:00:00   ;   145,11 ;     
01.05.2017 00:00:00   ;   145,64 ;     
01.06.2017 00:00:00   ;   145,09 ;     
01.07.2017 00:00:00   ;   144,89 ;     
01.08.2017 00:00:00   ;   145,25 ;     
01.09.2017 00:00:00   ;   145,36 ;     
01.10.2017 00:00:00   ;   144,94 ;     
01.11.2017 00:00:00   ;   145,06 ;     
01.12.2017 00:00:00   ;   144,95 ;     
01.01.2018 00:00:00   ;   145,84 ;     
01.02.2018 00:00:00   ;   145,30 ;     
01.03.2018 00:00:00   ;   144,88 ;     
01.04.2018 00:00:00   ;   145,25 ;     
01.05.2018 00:00:00   ;   145,29 ;     
01.06.2018 00:00:00   ;   145,09 ;     
01.07.2018 00:00:00   ;   144,85 ;     
01.08.2018 00:00:00   ;   144,32 ;     
01.09.2018 00:00:00   ;   144,37 ;     
01.10.2018 00:00:00   ;   144,11 ;     
01.11.2018 00:00:00   ;   144,12 ;     
01.12.2018 00:00:00   ;   144,46 ;     
01.01.2019 00:00:00   ;   145,19 ;     
01.02.2019 00:00:00   ;   144,88 ;     
01.03.2019 00:00:00   ;   145,65 ;     
01.04.2019 00:00:00   ;   145,39 ;     
01.05.2019 00:00:00   ;   145,83 ;     
01.06.2019 00:00:00   ;   146,47 ;     
01.07.2019 00:00:00   ;   145,18 ;     
01.08.2019 00:00:00   ;   144,89 ;     
01.09.2019 00:00:00   ;   144,66 ;     
01.10.2019 00:00:00   ;   144,50 ;     
01.11.2019 00:00:00   ;   144,46 ;     
01.12.2019 00:00:00   ;   144,38 ;     
01.01.2020 00:00:00   ;   144,38 ;     
01.02.2020 00:00:00   ;   145,37 ;     
01.03.2020 00:00:00   ;   145,21 ;     
01.04.2020 00:00:00   ;   144,71 ;     
01.05.2020 00:00:00   ;   144,74 ;     
01.06.2020 00:00:00   ;   145,09 ;     
01.07.2020 00:00:00   ;   145,33 ;     
01.08.2020 00:00:00   ;   145,48 ;     
01.09.2020 00:00:00   ;   145,06 ;     
01.10.2020 00:00:00   ;   144,97 ;     
01.11.2020 00:00:00   ;   144,90 ;     
01.12.2020 00:00:00   ;   144,44 ;     
01.01.2021 00:00:00   ;   144,32 ;     
01.02.2021 00:00:00   ;   145,18 ;     
01.03.2021 00:00:00   ;   144,71 ;     
01.04.2021 00:00:00   ;   144,68 ;     
01.05.2021 00:00:00   ;   145,15 ;     
01.06.2021 00:00:00   ;   145,40 ;     
01.07.2021 00:00:00   ;   145,92 ;     
01.08.2021 00:00:00   ;   145,86 ;     
01.09.2021 00:00:00   ;   145,26 ;     
01.10.2021 00:00:00   ;   144,62 ;     
01.11.2021 00:00:00   ;   144,38 ;     
01.12.2021 00:00:00   ;   144,45 ;     
01.01.2022 00:00:00   ;Lücke         ; 
