Messstelle:                ;Leiben, Br 2039.001
HZB-Nummer:                ;322784
HD-Nummer:                 ;
DBMS-Nummer:               ;3002673
PorenGW-Gebiet:            ;188 Pöchlarner Feld
Grundwasserkörper:         ;Gruppe Böhmische Masse [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
01.08.1993 00:00:00   ;   207,29 ;     
01.09.1993 00:00:00   ;   207,27 ;     
01.10.1993 00:00:00   ;   207,40 ;     
01.11.1993 00:00:00   ;   207,41 ;     
01.12.1993 00:00:00   ;   207,41 ;     
01.01.1994 00:00:00   ;   207,30 ;     
01.02.1994 00:00:00   ;   207,27 ;     
01.03.1994 00:00:00   ;   207,34 ;     
01.04.1994 00:00:00   ;   207,54 ;     
01.05.1994 00:00:00   ;   207,39 ;     
01.06.1994 00:00:00   ;   207,29 ;     
01.07.1994 00:00:00   ;   207,34 ;     
01.08.1994 00:00:00   ;   207,36 ;     
01.09.1994 00:00:00   ;   207,34 ;     
01.10.1994 00:00:00   ;   207,32 ;     
01.11.1994 00:00:00   ;   207,34 ;     
01.12.1994 00:00:00   ;   207,29 ;     
01.01.1995 00:00:00   ;   207,21 ;     
01.02.1995 00:00:00   ;   207,27 ;     
01.03.1995 00:00:00   ;   207,34 ;     
01.04.1995 00:00:00   ;   207,46 ;     
01.05.1995 00:00:00   ;   207,43 ;     
01.06.1995 00:00:00   ;   207,39 ;     
01.07.1995 00:00:00   ;   207,43 ;     
01.08.1995 00:00:00   ;   207,47 ;     
01.09.1995 00:00:00   ;   207,48 ;     
01.10.1995 00:00:00   ;   207,22 ;     
01.11.1995 00:00:00   ;   207,31 ;     
01.12.1995 00:00:00   ;   207,27 ;     
01.01.1996 00:00:00   ;   207,26 ;     
01.02.1996 00:00:00   ;   207,22 ;     
01.03.1996 00:00:00   ;   207,29 ;     
01.04.1996 00:00:00   ;   207,57 ;     
01.05.1996 00:00:00   ;   207,62 ;     
01.06.1996 00:00:00   ;   207,56 ;     
01.07.1996 00:00:00   ;   207,45 ;     
01.08.1996 00:00:00   ;   207,41 ;     
01.09.1996 00:00:00   ;   207,39 ;     
01.10.1996 00:00:00   ;   207,43 ;     
01.11.1996 00:00:00   ;   207,45 ;     
01.12.1996 00:00:00   ;   207,30 ;     
01.01.1997 00:00:00   ;   207,21 ;     
01.02.1997 00:00:00   ;   207,27 ;     
01.03.1997 00:00:00   ;   207,42 ;     
01.04.1997 00:00:00   ;   207,48 ;     
01.05.1997 00:00:00   ;   207,42 ;     
01.06.1997 00:00:00   ;   207,39 ;     
01.07.1997 00:00:00   ;   208,04 ;     
01.08.1997 00:00:00   ;   207,36 ;     
01.09.1997 00:00:00   ;   207,24 ;     
01.10.1997 00:00:00   ;   207,25 ;     
01.11.1997 00:00:00   ;   207,30 ;     
01.12.1997 00:00:00   ;   207,32 ;     
01.01.1998 00:00:00   ;   207,19 ;     
01.02.1998 00:00:00   ;   207,18 ;     
01.03.1998 00:00:00   ;   207,29 ;     
01.04.1998 00:00:00   ;   207,38 ;     
01.05.1998 00:00:00   ;   207,39 ;     
01.06.1998 00:00:00   ;   207,40 ;     
01.07.1998 00:00:00   ;   207,34 ;     
01.08.1998 00:00:00   ;   207,32 ;     
01.09.1998 00:00:00   ;   207,35 ;     
01.10.1998 00:00:00   ;   207,29 ;     
01.11.1998 00:00:00   ;   207,39 ;     
01.12.1998 00:00:00   ;   207,25 ;     
01.01.1999 00:00:00   ;   207,27 ;     
01.02.1999 00:00:00   ;   207,44 ;     
01.03.1999 00:00:00   ;   207,36 ;     
01.04.1999 00:00:00   ;   207,42 ;     
01.05.1999 00:00:00   ;   207,71 ;     
01.06.1999 00:00:00   ;   207,45 ;     
01.07.1999 00:00:00   ;   207,43 ;     
01.08.1999 00:00:00   ;   207,34 ;     
01.09.1999 00:00:00   ;   207,31 ;     
01.10.1999 00:00:00   ;   207,29 ;     
01.11.1999 00:00:00   ;   207,22 ;     
01.12.1999 00:00:00   ;   207,14 ;     
01.01.2000 00:00:00   ;   207,17 ;     
01.02.2000 00:00:00   ;   207,33 ;     
01.03.2000 00:00:00   ;   207,42 ;     
01.04.2000 00:00:00   ;   207,46 ;     
01.05.2000 00:00:00   ;   207,33 ;     
01.06.2000 00:00:00   ;   207,32 ;     
01.07.2000 00:00:00   ;   207,28 ;     
01.08.2000 00:00:00   ;   207,35 ;     
01.09.2000 00:00:00   ;   207,28 ;     
01.10.2000 00:00:00   ;   207,26 ;     
01.11.2000 00:00:00   ;   207,30 ;     
01.12.2000 00:00:00   ;   207,19 ;     
01.01.2001 00:00:00   ;   207,12 ;     
01.02.2001 00:00:00   ;   207,19 ;     
01.03.2001 00:00:00   ;   207,44 ;     
01.04.2001 00:00:00   ;   207,41 ;     
01.05.2001 00:00:00   ;   207,31 ;     
01.06.2001 00:00:00   ;   207,43 ;     
01.07.2001 00:00:00   ;   207,23 ;     
01.08.2001 00:00:00   ;   207,23 ;     
01.09.2001 00:00:00   ;   207,32 ;     
01.10.2001 00:00:00   ;   207,25 ;     
01.11.2001 00:00:00   ;   207,20 ;     
01.12.2001 00:00:00   ;   207,15 ;     
01.01.2002 00:00:00   ;   207,27 ;     
01.02.2002 00:00:00   ;   207,51 ;     
01.03.2002 00:00:00   ;   207,64 ;     
01.04.2002 00:00:00   ;   207,35 ;     
01.05.2002 00:00:00   ;   207,36 ;     
01.06.2002 00:00:00   ;   207,33 ;     
01.07.2002 00:00:00   ;   207,31 ;     
01.08.2002 00:00:00   ;   208,46 ;     
01.09.2002 00:00:00   ;   207,46 ;     
01.10.2002 00:00:00   ;   207,48 ;     
01.11.2002 00:00:00   ;   207,64 ;     
01.12.2002 00:00:00   ;   207,30 ;     
01.01.2003 00:00:00   ;   207,35 ;     
01.02.2003 00:00:00   ;   207,22 ;     
01.03.2003 00:00:00   ;   207,35 ;     
01.04.2003 00:00:00   ;   207,44 ;     
01.05.2003 00:00:00   ;   207,39 ;     
01.06.2003 00:00:00   ;   207,39 ;     
01.07.2003 00:00:00   ;   207,35 ;     
01.08.2003 00:00:00   ;   207,31 ;     
01.09.2003 00:00:00   ;   207,31 ;     
01.10.2003 00:00:00   ;   207,35 ;     
01.11.2003 00:00:00   ;   207,23 ;     
01.12.2003 00:00:00   ;   207,12 ;     
01.01.2004 00:00:00   ;   207,18 ;     
01.02.2004 00:00:00   ;   207,27 ;     
01.03.2004 00:00:00   ;   207,32 ;     
01.04.2004 00:00:00   ;   207,47 ;     
01.05.2004 00:00:00   ;   207,38 ;     
01.06.2004 00:00:00   ;   207,45 ;     
01.07.2004 00:00:00   ;   207,33 ;     
01.08.2004 00:00:00   ;   207,44 ;     
01.09.2004 00:00:00   ;   207,31 ;     
01.10.2004 00:00:00   ;   207,34 ;     
01.11.2004 00:00:00   ;   207,37 ;     
01.12.2004 00:00:00   ;   207,20 ;     
01.01.2005 00:00:00   ;   207,21 ;     
01.02.2005 00:00:00   ;   207,27 ;     
01.03.2005 00:00:00   ;   207,37 ;     
01.04.2005 00:00:00   ;   207,40 ;     
01.05.2005 00:00:00   ;   207,52 ;     
01.06.2005 00:00:00   ;   207,37 ;     
01.07.2005 00:00:00   ;   207,79 ;     
01.08.2005 00:00:00   ;   207,74 ;     
01.09.2005 00:00:00   ;   207,36 ;     
01.10.2005 00:00:00   ;   207,30 ;     
01.11.2005 00:00:00   ;   207,26 ;     
01.12.2005 00:00:00   ;   207,18 ;     
01.01.2006 00:00:00   ;   207,20 ;     
01.02.2006 00:00:00   ;   207,24 ;     
01.03.2006 00:00:00   ;   207,62 ;     
01.04.2006 00:00:00   ;   207,70 ;     
01.05.2006 00:00:00   ;   207,51 ;     
01.06.2006 00:00:00   ;   207,59 ;     
01.07.2006 00:00:00   ;   207,45 ;     
01.08.2006 00:00:00   ;   207,54 ;     
01.09.2006 00:00:00   ;   207,33 ;     
01.10.2006 00:00:00   ;   207,30 ;     
01.11.2006 00:00:00   ;   207,32 ;     
01.12.2006 00:00:00   ;   207,12 ;     
01.01.2007 00:00:00   ;   206,90 ;     
01.02.2007 00:00:00   ;   206,82 ;     
01.03.2007 00:00:00   ;   207,16 ;     
01.04.2007 00:00:00   ;   207,21 ;     
01.05.2007 00:00:00   ;   207,19 ;     
01.06.2007 00:00:00   ;   207,21 ;     
01.07.2007 00:00:00   ;   207,22 ;     
01.08.2007 00:00:00   ;   207,18 ;     
01.09.2007 00:00:00   ;   207,34 ;     
01.10.2007 00:00:00   ;   207,22 ;     
01.11.2007 00:00:00   ;   207,39 ;     
01.12.2007 00:00:00   ;   207,27 ;     
01.01.2008 00:00:00   ;   207,18 ;     
01.02.2008 00:00:00   ;   207,15 ;     
01.03.2008 00:00:00   ;   207,24 ;     
01.04.2008 00:00:00   ;   207,32 ;     
01.05.2008 00:00:00   ;   207,33 ;     
01.06.2008 00:00:00   ;   207,28 ;     
01.07.2008 00:00:00   ;   207,28 ;     
01.08.2008 00:00:00   ;   207,22 ;     
01.09.2008 00:00:00   ;   207,21 ;     
01.10.2008 00:00:00   ;   207,18 ;     
01.11.2008 00:00:00   ;   207,09 ;     
01.12.2008 00:00:00   ;   207,10 ;     
01.01.2009 00:00:00   ;   207,05 ;     
01.02.2009 00:00:00   ;   207,10 ;     
01.03.2009 00:00:00   ;   207,33 ;     
01.04.2009 00:00:00   ;   207,36 ;     
01.05.2009 00:00:00   ;   207,28 ;     
01.06.2009 00:00:00   ;   207,49 ;     
01.07.2009 00:00:00   ;   207,42 ;     
01.08.2009 00:00:00   ;   207,29 ;     
01.09.2009 00:00:00   ;   207,26 ;     
01.10.2009 00:00:00   ;   207,21 ;     
01.11.2009 00:00:00   ;   207,19 ;     
01.12.2009 00:00:00   ;   207,12 ;     
01.01.2010 00:00:00   ;   207,08 ;     
01.02.2010 00:00:00   ;   207,11 ;     
01.03.2010 00:00:00   ;   207,24 ;     
01.04.2010 00:00:00   ;   207,36 ;     
01.05.2010 00:00:00   ;   207,31 ;     
01.06.2010 00:00:00   ;   207,41 ;     
01.07.2010 00:00:00   ;   207,20 ;     
01.08.2010 00:00:00   ;   207,33 ;     
01.09.2010 00:00:00   ;   207,40 ;     
01.10.2010 00:00:00   ;   207,16 ;     
01.11.2010 00:00:00   ;   207,09 ;     
01.12.2010 00:00:00   ;   207,09 ;     
01.01.2011 00:00:00   ;   207,13 ;     
01.02.2011 00:00:00   ;   207,12 ;     
01.03.2011 00:00:00   ;   207,11 ;     
01.04.2011 00:00:00   ;   207,23 ;     
01.05.2011 00:00:00   ;   207,25 ;     
01.06.2011 00:00:00   ;   207,19 ;     
01.07.2011 00:00:00   ;   207,20 ;     
01.08.2011 00:00:00   ;   207,17 ;     
01.09.2011 00:00:00   ;   207,15 ;     
01.10.2011 00:00:00   ;   207,17 ;     
01.11.2011 00:00:00   ;   207,08 ;     
01.12.2011 00:00:00   ;   207,03 ;     
01.01.2012 00:00:00   ;   207,12 ;     
01.02.2012 00:00:00   ;   207,06 ;     
01.03.2012 00:00:00   ;   207,10 ;     
01.04.2012 00:00:00   ;   207,16 ;     
01.05.2012 00:00:00   ;   207,15 ;     
01.06.2012 00:00:00   ;   207,28 ;     
01.07.2012 00:00:00   ;   207,18 ;     
01.08.2012 00:00:00   ;   207,13 ;     
01.09.2012 00:00:00   ;   207,16 ;     
01.10.2012 00:00:00   ;   207,13 ;     
01.11.2012 00:00:00   ;   207,06 ;     
01.12.2012 00:00:00   ;   207,06 ;     
01.01.2013 00:00:00   ;   207,15 ;     
01.02.2013 00:00:00   ;   207,16 ;     
01.03.2013 00:00:00   ;   207,13 ;     
01.04.2013 00:00:00   ;   207,25 ;     
01.05.2013 00:00:00   ;   207,30 ;     
01.06.2013 00:00:00   ;   208,53 ;     
01.07.2013 00:00:00   ;   207,41 ;     
01.08.2013 00:00:00   ;   207,19 ;     
01.09.2013 00:00:00   ;   207,28 ;     
01.10.2013 00:00:00   ;   207,17 ;     
01.11.2013 00:00:00   ;   207,18 ;     
01.12.2013 00:00:00   ;   207,12 ;     
01.01.2014 00:00:00   ;   207,03 ;     
01.02.2014 00:00:00   ;   207,04 ;     
01.03.2014 00:00:00   ;   207,02 ;     
01.04.2014 00:00:00   ;   207,08 ;     
01.05.2014 00:00:00   ;   207,19 ;     
01.06.2014 00:00:00   ;   207,19 ;     
01.07.2014 00:00:00   ;   207,26 ;     
01.08.2014 00:00:00   ;   207,44 ;     
01.09.2014 00:00:00   ;   207,18 ;     
01.10.2014 00:00:00   ;   207,20 ;     
01.11.2014 00:00:00   ;   207,10 ;     
01.12.2014 00:00:00   ;   207,09 ;     
01.01.2015 00:00:00   ;   207,13 ;     
01.02.2015 00:00:00   ;   207,08 ;     
01.03.2015 00:00:00   ;   207,09 ;     
01.04.2015 00:00:00   ;   207,13 ;     
01.05.2015 00:00:00   ;   207,11 ;     
01.06.2015 00:00:00   ;   207,18 ;     
01.07.2015 00:00:00   ;   207,10 ;     
01.08.2015 00:00:00   ;   207,19 ;     
01.09.2015 00:00:00   ;   207,15 ;     
01.10.2015 00:00:00   ;   207,16 ;     
01.11.2015 00:00:00   ;   207,05 ;     
01.12.2015 00:00:00   ;   207,04 ;     
01.01.2016 00:00:00   ;   207,03 ;     
01.02.2016 00:00:00   ;   207,09 ;     
01.03.2016 00:00:00   ;   207,06 ;     
01.04.2016 00:00:00   ;   207,14 ;     
01.05.2016 00:00:00   ;   207,21 ;     
01.06.2016 00:00:00   ;   207,14 ;     
01.07.2016 00:00:00   ;   207,31 ;     
01.08.2016 00:00:00   ;   207,24 ;     
01.09.2016 00:00:00   ;   207,12 ;     
01.10.2016 00:00:00   ;   207,12 ;     
01.11.2016 00:00:00   ;   207,02 ;     
01.12.2016 00:00:00   ;   207,02 ;     
01.01.2017 00:00:00   ;   207,03 ;     
01.02.2017 00:00:00   ;   207,11 ;     
01.03.2017 00:00:00   ;   207,11 ;     
01.04.2017 00:00:00   ;   207,15 ;     
01.05.2017 00:00:00   ;   207,11 ;     
01.06.2017 00:00:00   ;   207,08 ;     
01.07.2017 00:00:00   ;   207,09 ;     
01.08.2017 00:00:00   ;   207,08 ;     
01.09.2017 00:00:00   ;   207,06 ;     
01.10.2017 00:00:00   ;   207,08 ;     
01.11.2017 00:00:00   ;   207,03 ;     
01.12.2017 00:00:00   ;   207,02 ;     
01.01.2018 00:00:00   ;   207,09 ;     
01.02.2018 00:00:00   ;   207,02 ;     
01.03.2018 00:00:00   ;   207,01 ;     
01.04.2018 00:00:00   ;   207,16 ;     
01.05.2018 00:00:00   ;   207,17 ;     
01.06.2018 00:00:00   ;   207,17 ;     
01.07.2018 00:00:00   ;   207,10 ;     
01.08.2018 00:00:00   ;   207,05 ;     
01.09.2018 00:00:00   ;   207,07 ;     
01.10.2018 00:00:00   ;   207,09 ;     
01.11.2018 00:00:00   ;   207,03 ;     
01.12.2018 00:00:00   ;   207,02 ;     
01.01.2019 00:00:00   ;   207,04 ;     
01.02.2019 00:00:00   ;   207,04 ;     
01.03.2019 00:00:00   ;   207,09 ;     
01.04.2019 00:00:00   ;   207,11 ;     
01.05.2019 00:00:00   ;   207,32 ;     
01.06.2019 00:00:00   ;   207,13 ;     
01.07.2019 00:00:00   ;   207,08 ;     
01.08.2019 00:00:00   ;   207,07 ;     
01.09.2019 00:00:00   ;   207,06 ;     
01.10.2019 00:00:00   ;   207,05 ;     
01.11.2019 00:00:00   ;   206,96 ;     
01.12.2019 00:00:00   ;   206,94 ;     
01.01.2020 00:00:00   ;   206,95 ;     
01.02.2020 00:00:00   ;   207,05 ;     
01.03.2020 00:00:00   ;   207,02 ;     
01.04.2020 00:00:00   ;   207,07 ;     
01.05.2020 00:00:00   ;   207,07 ;     
01.06.2020 00:00:00   ;   207,12 ;     
01.07.2020 00:00:00   ;   207,11 ;     
01.08.2020 00:00:00   ;   207,28 ;     
01.09.2020 00:00:00   ;   207,13 ;     
01.10.2020 00:00:00   ;   207,12 ;     
01.11.2020 00:00:00   ;   207,00 ;     
01.12.2020 00:00:00   ;   207,00 ;     
01.01.2021 00:00:00   ;   207,02 ;     
01.02.2021 00:00:00   ;   207,06 ;     
01.03.2021 00:00:00   ;   206,98 ;     
01.04.2021 00:00:00   ;   207,07 ;     
01.05.2021 00:00:00   ;   207,10 ;     
01.06.2021 00:00:00   ;   207,08 ;     
01.07.2021 00:00:00   ;   207,10 ;     
01.08.2021 00:00:00   ;   207,13 ;     
01.09.2021 00:00:00   ;   207,06 ;     
01.10.2021 00:00:00   ;   207,06 ;     
01.11.2021 00:00:00   ;   206,97 ;     
01.12.2021 00:00:00   ;   206,99 ;     
01.01.2022 00:00:00   ;Lücke         ; 
