Messstelle:                ;Klagenfurt, Bl 216
HZB-Nummer:                ;318204
HD-Nummer:                 ;
DBMS-Nummer:               ;2002103
PorenGW-Gebiet:            ;442 Klagenfurter Becken
Grundwasserkörper:         ;Klagenfurter Becken [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;keine Information
01.06.2006 00:00:00   ;   436,82 ;     
01.07.2006 00:00:00   ;   436,68 ;     
01.08.2006 00:00:00   ;   436,64 ;     
01.09.2006 00:00:00   ;   436,47 ;     
01.10.2006 00:00:00   ;   436,61 ;     
01.11.2006 00:00:00   ;   436,59 ;     
01.12.2006 00:00:00   ;   436,54 ;     
01.01.2007 00:00:00   ;   436,55 ;     
01.02.2007 00:00:00   ;   436,56 ;     
01.03.2007 00:00:00   ;   436,63 ;     
01.04.2007 00:00:00   ;   436,86 ;     
01.05.2007 00:00:00   ;   436,62 ;     
01.06.2007 00:00:00   ;   436,70 ;     
01.07.2007 00:00:00   ;   436,64 ;     
01.08.2007 00:00:00   ;   436,63 ;     
01.09.2007 00:00:00   ;   436,69 ;     
01.10.2007 00:00:00   ;   436,74 ;     
01.11.2007 00:00:00   ;   436,67 ;     
01.12.2007 00:00:00   ;   436,60 ;     
01.01.2008 00:00:00   ;   436,59 ;     
01.02.2008 00:00:00   ;   436,55 ;     
01.03.2008 00:00:00   ;   436,56 ;     
01.04.2008 00:00:00   ;   436,57 ;     
01.05.2008 00:00:00   ;   436,62 ;     
01.06.2008 00:00:00   ;   436,70 ;     
01.07.2008 00:00:00   ;   436,76 ;     
01.08.2008 00:00:00   ;   436,84 ;     
01.09.2008 00:00:00   ;   436,76 ;     
01.10.2008 00:00:00   ;   436,76 ;     
01.11.2008 00:00:00   ;   436,79 ;     
01.12.2008 00:00:00   ;   437,00 ;     
01.01.2009 00:00:00   ;   436,96 ;     
01.02.2009 00:00:00   ;   436,89 ;     
01.03.2009 00:00:00   ;   436,95 ;     
01.04.2009 00:00:00   ;   437,02 ;     
01.05.2009 00:00:00   ;   436,82 ;     
01.06.2009 00:00:00   ;   436,82 ;     
01.07.2009 00:00:00   ;   436,95 ;     
01.08.2009 00:00:00   ;   436,86 ;     
01.09.2009 00:00:00   ;   437,05 ;     
01.10.2009 00:00:00   ;   436,93 ;     
01.11.2009 00:00:00   ;   436,89 ;     
01.12.2009 00:00:00   ;   436,90 ;     
01.01.2010 00:00:00   ;   436,97 ;     
01.02.2010 00:00:00   ;   436,83 ;     
01.03.2010 00:00:00   ;   436,92 ;     
01.04.2010 00:00:00   ;   436,84 ;     
01.05.2010 00:00:00   ;   436,77 ;     
01.06.2010 00:00:00   ;   436,79 ;     
01.07.2010 00:00:00   ;   436,75 ;     
01.08.2010 00:00:00   ;   436,81 ;     
01.09.2010 00:00:00   ;   436,93 ;     
01.10.2010 00:00:00   ;   437,02 ;     
01.11.2010 00:00:00   ;   437,14 ;     
01.12.2010 00:00:00   ;   437,14 ;     
01.01.2011 00:00:00   ;   437,03 ;     
01.02.2011 00:00:00   ;   436,90 ;     
01.03.2011 00:00:00   ;   436,84 ;     
01.04.2011 00:00:00   ;   436,80 ;     
01.05.2011 00:00:00   ;   436,75 ;     
01.06.2011 00:00:00   ;   436,87 ;     
01.07.2011 00:00:00   ;   436,87 ;     
01.08.2011 00:00:00   ;   436,96 ;     
01.09.2011 00:00:00   ;   436,90 ;     
01.10.2011 00:00:00   ;   436,93 ;     
01.11.2011 00:00:00   ;   436,91 ;     
01.12.2011 00:00:00   ;   436,78 ;     
01.01.2012 00:00:00   ;   436,70 ;     
01.02.2012 00:00:00   ;   436,67 ;     
01.03.2012 00:00:00   ;   436,66 ;     
01.04.2012 00:00:00   ;   436,68 ;     
01.05.2012 00:00:00   ;   436,75 ;     
01.06.2012 00:00:00   ;   436,80 ;     
01.07.2012 00:00:00   ;   436,95 ;     
01.08.2012 00:00:00   ;   437,02 ;     
01.09.2012 00:00:00   ;   437,01 ;     
01.10.2012 00:00:00   ;   437,15 ;     
01.11.2012 00:00:00   ;   437,55 ;     
01.12.2012 00:00:00   ;   437,19 ;     
01.01.2013 00:00:00   ;   437,05 ;     
01.02.2013 00:00:00   ;   437,01 ;     
01.03.2013 00:00:00   ;   437,26 ;     
01.04.2013 00:00:00   ;   437,27 ;     
01.05.2013 00:00:00   ;   437,08 ;     
01.06.2013 00:00:00   ;   437,05 ;     
01.07.2013 00:00:00   ;   436,93 ;     
01.08.2013 00:00:00   ;   436,85 ;     
01.09.2013 00:00:00   ;   436,88 ;     
01.10.2013 00:00:00   ;   436,82 ;     
01.11.2013 00:00:00   ;   437,06 ;     
01.12.2013 00:00:00   ;   437,11 ;     
01.01.2014 00:00:00   ;   437,27 ;     
01.02.2014 00:00:00   ;   437,57 ;     
01.03.2014 00:00:00   ;   437,35 ;     
01.04.2014 00:00:00   ;   437,13 ;     
01.05.2014 00:00:00   ;   437,07 ;     
01.06.2014 00:00:00   ;   437,01 ;     
01.07.2014 00:00:00   ;   437,05 ;     
01.08.2014 00:00:00   ;   437,24 ;     
01.09.2014 00:00:00   ;   437,38 ;     
01.10.2014 00:00:00   ;   437,08 ;     
01.11.2014 00:00:00   ;   437,15 ;     
01.12.2014 00:00:00   ;   437,17 ;     
01.01.2015 00:00:00   ;   436,97 ;     
01.02.2015 00:00:00   ;   436,93 ;     
01.03.2015 00:00:00   ;   437,01 ;     
01.04.2015 00:00:00   ;   437,01 ;     
01.05.2015 00:00:00   ;   437,05 ;     
01.06.2015 00:00:00   ;   437,32 ;     
01.07.2015 00:00:00   ;   437,12 ;     
01.08.2015 00:00:00   ;   437,14 ;     
01.09.2015 00:00:00   ;   437,19 ;     
01.10.2015 00:00:00   ;   437,37 ;     
01.11.2015 00:00:00   ;   437,22 ;     
01.12.2015 00:00:00   ;   437,10 ;     
01.01.2016 00:00:00   ;   437,06 ;     
01.02.2016 00:00:00   ;   437,16 ;     
01.03.2016 00:00:00   ;   437,34 ;     
01.04.2016 00:00:00   ;   437,16 ;     
01.05.2016 00:00:00   ;   437,23 ;     
01.06.2016 00:00:00   ;   437,18 ;     
01.07.2016 00:00:00   ;   437,17 ;     
01.08.2016 00:00:00   ;   437,42 ;     
01.09.2016 00:00:00   ;   437,42 ;     
01.10.2016 00:00:00   ;   437,27 ;     
01.11.2016 00:00:00   ;   437,38 ;     
01.12.2016 00:00:00   ;   437,25 ;     
01.01.2017 00:00:00   ;   437,10 ;     
01.02.2017 00:00:00   ;   437,06 ;     
01.03.2017 00:00:00   ;   437,15 ;     
01.04.2017 00:00:00   ;   437,07 ;     
01.05.2017 00:00:00   ;   437,10 ;     
01.06.2017 00:00:00   ;   437,09 ;     
01.07.2017 00:00:00   ;   437,14 ;     
01.08.2017 00:00:00   ;   437,16 ;     
01.09.2017 00:00:00   ;   437,47 ;     
01.10.2017 00:00:00   ;   437,40 ;     
01.11.2017 00:00:00   ;   437,37 ;     
01.12.2017 00:00:00   ;   437,46 ;     
01.01.2018 00:00:00   ;   437,44 ;     
01.02.2018 00:00:00   ;   437,29 ;     
01.03.2018 00:00:00   ;   437,34 ;     
01.04.2018 00:00:00   ;   437,33 ;     
01.05.2018 00:00:00   ;   437,35 ;     
01.06.2018 00:00:00   ;   437,37 ;     
01.07.2018 00:00:00   ;   437,25 ;     
01.08.2018 00:00:00   ;   437,16 ;     
01.09.2018 00:00:00   ;   437,22 ;     
01.10.2018 00:00:00   ;   437,16 ;     
01.11.2018 00:00:00   ;   437,26 ;     
01.12.2018 00:00:00   ;   437,40 ;     
01.01.2019 00:00:00   ;   437,35 ;     
01.02.2019 00:00:00   ;   437,25 ;     
01.03.2019 00:00:00   ;   437,16 ;     
01.04.2019 00:00:00   ;   437,14 ;     
01.05.2019 00:00:00   ;   437,26 ;     
01.06.2019 00:00:00   ;   437,29 ;     
01.07.2019 00:00:00   ;   437,18 ;     
01.08.2019 00:00:00   ;   437,17 ;     
01.09.2019 00:00:00   ;   437,18 ;     
01.10.2019 00:00:00   ;   437,18 ;     
01.11.2019 00:00:00   ;   437,50 ;     
01.12.2019 00:00:00   ;   437,48 ;     
01.01.2020 00:00:00   ;   437,33 ;     
01.02.2020 00:00:00   ;   437,19 ;     
01.03.2020 00:00:00   ;   437,21 ;     
01.04.2020 00:00:00   ;   437,13 ;     
01.05.2020 00:00:00   ;   437,12 ;     
01.06.2020 00:00:00   ;   437,20 ;     
01.07.2020 00:00:00   ;   437,31 ;     
01.08.2020 00:00:00   ;   437,31 ;     
01.09.2020 00:00:00   ;   437,38 ;     
01.10.2020 00:00:00   ;   437,58 ;     
01.11.2020 00:00:00   ;   437,38 ;     
01.12.2020 00:00:00   ;   437,55 ;     
01.01.2021 00:00:00   ;   437,51 ;     
01.02.2021 00:00:00   ;   437,55 ;     
01.03.2021 00:00:00   ;   437,38 ;     
01.04.2021 00:00:00   ;   437,25 ;     
01.05.2021 00:00:00   ;   437,38 ;     
01.06.2021 00:00:00   ;   437,41 ;     
01.07.2021 00:00:00   ;   437,26 ;     
01.08.2021 00:00:00   ;   437,25 ;     
01.09.2021 00:00:00   ;   437,22 ;     
01.10.2021 00:00:00   ;   437,20 ;     
01.11.2021 00:00:00   ;   437,22 ;     
01.12.2021 00:00:00   ;   437,29 ;     
01.01.2022 00:00:00   ;Lücke         ; 
