Messstelle:                ;Schalchen, Bl GWS5
HZB-Nummer:                ;381335
HD-Nummer:                 ;HD4003323
DBMS-Nummer:               ;4003323
Fremdnummer:               ;GWS5
PorenGW-Gebiet:            ;055 Mattigtal
Grundwasserkörper:         ;Gruppe Zwischen Salzach und Mattig [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Land OÖ, Straßenbau
01.01.2019 00:00:00   ;   436,70 ;     
01.02.2019 00:00:00   ;   436,59 ;     
01.03.2019 00:00:00   ;   436,76 ;     
01.04.2019 00:00:00   ;   436,56 ;     
01.05.2019 00:00:00   ;   436,79 ;     
01.06.2019 00:00:00   ;   436,78 ;     
01.07.2019 00:00:00   ;   436,65 ;     
01.08.2019 00:00:00   ;   436,61 ;     
01.09.2019 00:00:00   ;   436,58 ;     
01.10.2019 00:00:00   ;   436,52 ;     
01.11.2019 00:00:00   ;   436,47 ;     
01.12.2019 00:00:00   ;   436,33 ;     
01.01.2020 00:00:00   ;   436,29 ;     
01.02.2020 00:00:00   ;   436,71 ;     
01.03.2020 00:00:00   ;   436,53 ;     
01.04.2020 00:00:00   ;   436,33 ;     
01.05.2020 00:00:00   ;   436,24 ;     
01.06.2020 00:00:00   ;   436,37 ;     
01.07.2020 00:00:00   ;   436,75 ;     
01.08.2020 00:00:00   ;   436,86 ;     
01.09.2020 00:00:00   ;   436,64 ;     
01.10.2020 00:00:00   ;   436,63 ;     
01.11.2020 00:00:00   ;   436,63 ;     
01.12.2020 00:00:00   ;   436,45 ;     
01.01.2021 00:00:00   ;   436,42 ;     
01.02.2021 00:00:00   ;   436,65 ;     
01.03.2021 00:00:00   ;   436,48 ;     
01.04.2021 00:00:00   ;   436,41 ;     
01.05.2021 00:00:00   ;   436,57 ;     
01.06.2021 00:00:00   ;   436,51 ;     
01.07.2021 00:00:00   ;   436,63 ;     
01.08.2021 00:00:00   ;   437,14 ;     
01.09.2021 00:00:00   ;   436,76 ;     
01.10.2021 00:00:00   ;   436,53 ;     
01.11.2021 00:00:00   ;   436,43 ;     
01.12.2021 00:00:00   ;   436,57 ;     
01.01.2022 00:00:00   ;Lücke         ; 
