Messstelle:                ;Marchtrenk, Br 23.11
HZB-Nummer:                ;375600
HD-Nummer:                 ;W23.11
DBMS-Nummer:               ;4002959
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
01.09.2003 00:00:00   ;   295,53 ;     
01.10.2003 00:00:00   ;   295,37 ;     
01.11.2003 00:00:00   ;   295,32 ;     
01.12.2003 00:00:00   ;   295,22 ;     
01.01.2004 00:00:00   ;   295,20 ;     
01.02.2004 00:00:00   ;   295,36 ;     
01.03.2004 00:00:00   ;   295,69 ;     
01.04.2004 00:00:00   ;   295,90 ;     
01.05.2004 00:00:00   ;   295,81 ;     
01.06.2004 00:00:00   ;   295,73 ;     
01.07.2004 00:00:00   ;   295,71 ;     
01.08.2004 00:00:00   ;   295,59 ;     
01.09.2004 00:00:00   ;   295,43 ;     
01.10.2004 00:00:00   ;   295,27 ;     
01.11.2004 00:00:00   ;   295,19 ;     
01.12.2004 00:00:00   ;   295,15 ;     
01.01.2005 00:00:00   ;   295,09 ;     
01.02.2005 00:00:00   ;   295,17 ;     
01.03.2005 00:00:00   ;   295,36 ;     
01.04.2005 00:00:00   ;   295,51 ;     
01.05.2005 00:00:00   ;   295,82 ;     
01.06.2005 00:00:00   ;   295,99 ;     
01.07.2005 00:00:00   ;   296,13 ;     
01.08.2005 00:00:00   ;   296,14 ;     
01.09.2005 00:00:00   ;   296,05 ;     
01.10.2005 00:00:00   ;   295,98 ;     
01.11.2005 00:00:00   ;   295,79 ;     
01.12.2005 00:00:00   ;   295,60 ;     
01.01.2006 00:00:00   ;   295,47 ;     
01.02.2006 00:00:00   ;   295,35 ;     
01.03.2006 00:00:00   ;   295,45 ;     
01.04.2006 00:00:00   ;   296,17 ;     
01.05.2006 00:00:00   ;   296,76 ;     
01.06.2006 00:00:00   ;   296,59 ;     
01.07.2006 00:00:00   ;   296,37 ;     
01.08.2006 00:00:00   ;   296,16 ;     
01.09.2006 00:00:00   ;   295,92 ;     
01.10.2006 00:00:00   ;   295,63 ;     
01.11.2006 00:00:00   ;   295,43 ;     
01.12.2006 00:00:00   ;   295,35 ;     
01.01.2007 00:00:00   ;   295,38 ;     
01.02.2007 00:00:00   ;   295,59 ;     
01.03.2007 00:00:00   ;   295,96 ;     
01.04.2007 00:00:00   ;   296,15 ;     
01.05.2007 00:00:00   ;   296,01 ;     
01.06.2007 00:00:00   ;   295,86 ;     
01.07.2007 00:00:00   ;   295,63 ;     
01.08.2007 00:00:00   ;   295,45 ;     
01.09.2007 00:00:00   ;   295,54 ;     
01.10.2007 00:00:00   ;   295,56 ;     
01.11.2007 00:00:00   ;   295,63 ;     
01.12.2007 00:00:00   ;   295,87 ;     
01.01.2008 00:00:00   ;   296,04 ;     
01.02.2008 00:00:00   ;   296,02 ;     
01.03.2008 00:00:00   ;   295,95 ;     
01.04.2008 00:00:00   ;   296,06 ;     
01.05.2008 00:00:00   ;   296,06 ;     
01.06.2008 00:00:00   ;   295,93 ;     
01.07.2008 00:00:00   ;   295,76 ;     
01.08.2008 00:00:00   ;   295,62 ;     
01.09.2008 00:00:00   ;   295,52 ;     
01.10.2008 00:00:00   ;   295,42 ;     
01.11.2008 00:00:00   ;   295,30 ;     
01.12.2008 00:00:00   ;   295,33 ;     
01.01.2009 00:00:00   ;   295,38 ;     
01.02.2009 00:00:00   ;   295,20 ;     
01.03.2009 00:00:00   ;   295,73 ;     
01.04.2009 00:00:00   ;   296,38 ;     
01.05.2009 00:00:00   ;   296,37 ;     
01.06.2009 00:00:00   ;   296,24 ;     
01.07.2009 00:00:00   ;   296,85 ;     
01.08.2009 00:00:00   ;   296,80 ;     
01.09.2009 00:00:00   ;   296,57 ;     
01.10.2009 00:00:00   ;   296,32 ;     
01.11.2009 00:00:00   ;   296,06 ;     
01.12.2009 00:00:00   ;   295,95 ;     
01.01.2010 00:00:00   ;   295,87 ;     
01.02.2010 00:00:00   ;   295,76 ;     
01.03.2010 00:00:00   ;   295,86 ;     
01.04.2010 00:00:00   ;   295,99 ;     
01.05.2010 00:00:00   ;   296,07 ;     
01.06.2010 00:00:00   ;   296,33 ;     
01.07.2010 00:00:00   ;   296,37 ;     
01.08.2010 00:00:00   ;   296,36 ;     
01.09.2010 00:00:00   ;   296,19 ;     
01.10.2010 00:00:00   ;   295,89 ;     
01.11.2010 00:00:00   ;   295,68 ;     
01.12.2010 00:00:00   ;   295,52 ;     
01.01.2011 00:00:00   ;   295,45 ;     
01.02.2011 00:00:00   ;   295,49 ;     
01.03.2011 00:00:00   ;   295,68 ;     
01.04.2011 00:00:00   ;   295,65 ;     
01.05.2011 00:00:00   ;   295,53 ;     
01.06.2011 00:00:00   ;   295,52 ;     
01.07.2011 00:00:00   ;   295,48 ;     
01.08.2011 00:00:00   ;   295,45 ;     
01.09.2011 00:00:00   ;   295,41 ;     
01.10.2011 00:00:00   ;   295,41 ;     
01.11.2011 00:00:00   ;   295,44 ;     
01.12.2011 00:00:00   ;   295,32 ;     
01.01.2012 00:00:00   ;   295,43 ;     
01.02.2012 00:00:00   ;   295,76 ;     
01.03.2012 00:00:00   ;   295,61 ;     
01.04.2012 00:00:00   ;   295,61 ;     
01.05.2012 00:00:00   ;   295,58 ;     
01.06.2012 00:00:00   ;   295,56 ;     
01.07.2012 00:00:00   ;   295,67 ;     
01.08.2012 00:00:00   ;   295,71 ;     
01.09.2012 00:00:00   ;   295,66 ;     
01.10.2012 00:00:00   ;   295,54 ;     
01.11.2012 00:00:00   ;   295,42 ;     
01.12.2012 00:00:00   ;   295,37 ;     
01.01.2013 00:00:00   ;   295,71 ;     
01.02.2013 00:00:00   ;   296,25 ;     
01.03.2013 00:00:00   ;   296,52 ;     
01.04.2013 00:00:00   ;   296,53 ;     
01.05.2013 00:00:00   ;   296,37 ;     
01.06.2013 00:00:00   ;   296,79 ;     
01.07.2013 00:00:00   ;   296,80 ;     
01.08.2013 00:00:00   ;   296,36 ;     
01.09.2013 00:00:00   ;   296,10 ;     
01.10.2013 00:00:00   ;   295,90 ;     
01.11.2013 00:00:00   ;   295,76 ;     
01.12.2013 00:00:00   ;   295,75 ;     
01.01.2014 00:00:00   ;   295,65 ;     
01.02.2014 00:00:00   ;   295,56 ;     
01.03.2014 00:00:00   ;   295,48 ;     
01.04.2014 00:00:00   ;   295,38 ;     
01.05.2014 00:00:00   ;   295,34 ;     
01.06.2014 00:00:00   ;   295,57 ;     
01.07.2014 00:00:00   ;   295,57 ;     
01.08.2014 00:00:00   ;   295,58 ;     
01.09.2014 00:00:00   ;   295,68 ;     
01.10.2014 00:00:00   ;   295,87 ;     
01.11.2014 00:00:00   ;   296,04 ;     
01.12.2014 00:00:00   ;   296,01 ;     
01.01.2015 00:00:00   ;   296,07 ;     
01.02.2015 00:00:00   ;   296,12 ;     
01.03.2015 00:00:00   ;   296,03 ;     
01.04.2015 00:00:00   ;   296,06 ;     
01.05.2015 00:00:00   ;   296,13 ;     
01.06.2015 00:00:00   ;   296,23 ;     
01.07.2015 00:00:00   ;   296,10 ;     
01.08.2015 00:00:00   ;   295,82 ;     
01.09.2015 00:00:00   ;   295,47 ;     
01.10.2015 00:00:00   ;   295,36 ;     
01.11.2015 00:00:00   ;   295,28 ;     
01.12.2015 00:00:00   ;   295,20 ;     
01.01.2016 00:00:00   ;   295,12 ;     
01.02.2016 00:00:00   ;   295,29 ;     
01.03.2016 00:00:00   ;   295,52 ;     
01.04.2016 00:00:00   ;   295,53 ;     
01.05.2016 00:00:00   ;   295,59 ;     
01.06.2016 00:00:00   ;   296,06 ;     
01.07.2016 00:00:00   ;   296,15 ;     
01.08.2016 00:00:00   ;   296,13 ;     
01.09.2016 00:00:00   ;   295,89 ;     
01.10.2016 00:00:00   ;   295,63 ;     
01.11.2016 00:00:00   ;   295,46 ;     
01.12.2016 00:00:00   ;   295,37 ;     
01.01.2017 00:00:00   ;   295,24 ;     
01.02.2017 00:00:00   ;   295,08 ;     
01.03.2017 00:00:00   ;   295,10 ;     
01.04.2017 00:00:00   ;   295,30 ;     
01.05.2017 00:00:00   ;   295,63 ;     
01.06.2017 00:00:00   ;   295,73 ;     
01.07.2017 00:00:00   ;   295,64 ;     
01.08.2017 00:00:00   ;   295,72 ;     
01.09.2017 00:00:00   ;   295,73 ;     
01.10.2017 00:00:00   ;   295,58 ;     
01.11.2017 00:00:00   ;   295,45 ;     
01.12.2017 00:00:00   ;   295,51 ;     
01.01.2018 00:00:00   ;   295,91 ;     
01.02.2018 00:00:00   ;   296,26 ;     
01.03.2018 00:00:00   ;   296,14 ;     
01.04.2018 00:00:00   ;   296,01 ;     
01.05.2018 00:00:00   ;   295,84 ;     
01.06.2018 00:00:00   ;   295,62 ;     
01.07.2018 00:00:00   ;   295,48 ;     
01.08.2018 00:00:00   ;   295,30 ;     
01.09.2018 00:00:00   ;   295,17 ;     
01.10.2018 00:00:00   ;   295,06 ;     
01.11.2018 00:00:00   ;   294,95 ;     
01.12.2018 00:00:00   ;   294,96 ;     
01.01.2019 00:00:00   ;   295,32 ;     
01.02.2019 00:00:00   ;   295,58 ;     
01.03.2019 00:00:00   ;   295,62 ;     
01.04.2019 00:00:00   ;   295,53 ;     
01.05.2019 00:00:00   ;   295,45 ;     
01.06.2019 00:00:00   ;   295,56 ;     
01.07.2019 00:00:00   ;   295,46 ;     
01.08.2019 00:00:00   ;   295,32 ;     
01.09.2019 00:00:00   ;   295,20 ;     
01.10.2019 00:00:00   ;   295,08 ;     
01.11.2019 00:00:00   ;   294,99 ;     
01.12.2019 00:00:00   ;   294,92 ;     
01.01.2020 00:00:00   ;   294,92 ;     
01.02.2020 00:00:00   ;   295,08 ;     
01.03.2020 00:00:00   ;   295,31 ;     
01.04.2020 00:00:00   ;   295,30 ;     
01.05.2020 00:00:00   ;   295,18 ;     
01.06.2020 00:00:00   ;   295,14 ;     
01.07.2020 00:00:00   ;   295,40 ;     
01.08.2020 00:00:00   ;   295,68 ;     
01.09.2020 00:00:00   ;   295,70 ;     
01.10.2020 00:00:00   ;   295,64 ;     
01.11.2020 00:00:00   ;   295,63 ;     
01.12.2020 00:00:00   ;   295,56 ;     
01.01.2021 00:00:00   ;   295,56 ;     
01.02.2021 00:00:00   ;   295,87 ;     
01.03.2021 00:00:00   ;   296,00 ;     
01.04.2021 00:00:00   ;   295,90 ;     
01.05.2021 00:00:00   ;   295,76 ;     
01.06.2021 00:00:00   ;   295,64 ;     
01.07.2021 00:00:00   ;   295,58 ;     
01.08.2021 00:00:00   ;   295,81 ;     
01.09.2021 00:00:00   ;   295,90 ;     
01.10.2021 00:00:00   ;   295,74 ;     
01.11.2021 00:00:00   ;   295,53 ;     
01.12.2021 00:00:00   ;   295,46 ;     
01.01.2022 00:00:00   ;Lücke         ; 
