Messstelle:                ;Vöcklabruck, Br 1.1
HZB-Nummer:                ;344754
HD-Nummer:                 ;HD4003265
DBMS-Nummer:               ;4003265
PorenGW-Gebiet:            ;109 Vöckla-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Privat
01.08.2012 00:00:00   ;   424,30 ;     
01.09.2012 00:00:00   ;   424,33 ;     
01.10.2012 00:00:00   ;   424,17 ;     
01.11.2012 00:00:00   ;   424,07 ;     
01.12.2012 00:00:00   ;   424,18 ;     
01.01.2013 00:00:00   ;   425,06 ;     
01.02.2013 00:00:00   ;   425,02 ;     
01.03.2013 00:00:00   ;   424,61 ;     
01.04.2013 00:00:00   ;   424,48 ;     
01.05.2013 00:00:00   ;   424,59 ;     
01.06.2013 00:00:00   ;   425,72 ;     
01.07.2013 00:00:00   ;   425,21 ;     
01.08.2013 00:00:00   ;   424,75 ;     
01.09.2013 00:00:00   ;   424,85 ;     
01.10.2013 00:00:00   ;   424,66 ;     
01.11.2013 00:00:00   ;Lücke     ;     
01.12.2013 00:00:00   ;Lücke     ;     
01.01.2014 00:00:00   ;Lücke     ;     
01.02.2014 00:00:00   ;Lücke     ;     
01.03.2014 00:00:00   ;Lücke     ;     
01.04.2014 00:00:00   ;Lücke     ;     
01.05.2014 00:00:00   ;Lücke     ;     
01.06.2014 00:00:00   ;Lücke     ;     
01.07.2014 00:00:00   ;Lücke     ;     
01.08.2014 00:00:00   ;Lücke     ;     
01.09.2014 00:00:00   ;Lücke     ;     
01.10.2014 00:00:00   ;Lücke     ;     
01.11.2014 00:00:00   ;Lücke     ;     
01.12.2014 00:00:00   ;Lücke     ;     
01.01.2015 00:00:00   ;Lücke     ;     
01.02.2015 00:00:00   ;Lücke     ;     
01.03.2015 00:00:00   ;   423,99 ;     
01.04.2015 00:00:00   ;   423,96 ;     
01.05.2015 00:00:00   ;   423,91 ;     
01.06.2015 00:00:00   ;   423,89 ;     
01.07.2015 00:00:00   ;   423,63 ;     
01.08.2015 00:00:00   ;   423,50 ;     
01.09.2015 00:00:00   ;   423,36 ;     
01.10.2015 00:00:00   ;   423,32 ;     
01.11.2015 00:00:00   ;   423,15 ;     
01.12.2015 00:00:00   ;   423,12 ;     
01.01.2016 00:00:00   ;   423,12 ;     
01.02.2016 00:00:00   ;   423,77 ;     
01.03.2016 00:00:00   ;   423,57 ;     
01.04.2016 00:00:00   ;   423,36 ;     
01.05.2016 00:00:00   ;   423,89 ;     
01.06.2016 00:00:00   ;   423,98 ;     
01.07.2016 00:00:00   ;   424,13 ;     
01.08.2016 00:00:00   ;   424,28 ;     
01.09.2016 00:00:00   ;   423,98 ;     
01.10.2016 00:00:00   ;   423,60 ;     
01.11.2016 00:00:00   ;   423,50 ;     
01.12.2016 00:00:00   ;   423,35 ;     
01.01.2017 00:00:00   ;   423,26 ;     
01.02.2017 00:00:00   ;   423,36 ;     
01.03.2017 00:00:00   ;   423,83 ;     
01.04.2017 00:00:00   ;   423,74 ;     
01.05.2017 00:00:00   ;   423,92 ;     
01.06.2017 00:00:00   ;   423,59 ;     
01.07.2017 00:00:00   ;   423,57 ;     
01.08.2017 00:00:00   ;   423,76 ;     
01.09.2017 00:00:00   ;   423,79 ;     
01.10.2017 00:00:00   ;   423,58 ;     
01.11.2017 00:00:00   ;   423,70 ;     
01.12.2017 00:00:00   ;   423,67 ;     
01.01.2018 00:00:00   ;   424,08 ;     
01.02.2018 00:00:00   ;   423,82 ;     
01.03.2018 00:00:00   ;   423,52 ;     
01.04.2018 00:00:00   ;   423,59 ;     
01.05.2018 00:00:00   ;   423,38 ;     
01.06.2018 00:00:00   ;   423,22 ;     
01.07.2018 00:00:00   ;   423,28 ;     
01.08.2018 00:00:00   ;   423,09 ;     
01.09.2018 00:00:00   ;   423,16 ;     
01.10.2018 00:00:00   ;   423,03 ;     
01.11.2018 00:00:00   ;   422,78 ;     
01.12.2018 00:00:00   ;   422,91 ;     
01.01.2019 00:00:00   ;   423,78 ;     
01.02.2019 00:00:00   ;   423,65 ;     
01.03.2019 00:00:00   ;   424,20 ;     
01.04.2019 00:00:00   ;   423,66 ;     
01.05.2019 00:00:00   ;   424,01 ;     
01.06.2019 00:00:00   ;   423,93 ;     
01.07.2019 00:00:00   ;   423,48 ;     
01.08.2019 00:00:00   ;   423,32 ;     
01.09.2019 00:00:00   ;   423,29 ;     
01.10.2019 00:00:00   ;   423,22 ;     
01.11.2019 00:00:00   ;   423,11 ;     
01.12.2019 00:00:00   ;   423,13 ;     
01.01.2020 00:00:00   ;   423,27 ;     
01.02.2020 00:00:00   ;   423,81 ;     
01.03.2020 00:00:00   ;   423,56 ;     
01.04.2020 00:00:00   ;   423,34 ;     
01.05.2020 00:00:00   ;   423,32 ;     
01.06.2020 00:00:00   ;   423,38 ;     
01.07.2020 00:00:00   ;   423,67 ;     
01.08.2020 00:00:00   ;   423,81 ;     
01.09.2020 00:00:00   ;   423,49 ;     
01.10.2020 00:00:00   ;   423,70 ;     
01.11.2020 00:00:00   ;   423,59 ;     
01.12.2020 00:00:00   ;   423,36 ;     
01.01.2021 00:00:00   ;   423,34 ;     
01.02.2021 00:00:00   ;   423,64 ;     
01.03.2021 00:00:00   ;   423,43 ;     
01.04.2021 00:00:00   ;   423,49 ;     
01.05.2021 00:00:00   ;   423,68 ;     
01.06.2021 00:00:00   ;   423,60 ;     
01.07.2021 00:00:00   ;   423,40 ;     
01.08.2021 00:00:00   ;   423,54 ;     
01.09.2021 00:00:00   ;   423,51 ;     
01.10.2021 00:00:00   ;   423,27 ;     
01.11.2021 00:00:00   ;   423,08 ;     
01.12.2021 00:00:00   ;   423,27 ;     
01.01.2022 00:00:00   ;Lücke         ; 
