Messstelle:                ;Rapperswinkel, Bl 12.6
HZB-Nummer:                ;375451
HD-Nummer:                 ;W12.6
DBMS-Nummer:               ;4002739
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
01.03.2010 00:00:00   ;   268,46 ;     
01.04.2010 00:00:00   ;   268,47 ;     
01.05.2010 00:00:00   ;   268,56 ;     
01.06.2010 00:00:00   ;   268,82 ;     
01.07.2010 00:00:00   ;   268,58 ;     
01.08.2010 00:00:00   ;   268,47 ;     
01.09.2010 00:00:00   ;   268,32 ;     
01.10.2010 00:00:00   ;   268,19 ;     
01.11.2010 00:00:00   ;   268,17 ;     
01.12.2010 00:00:00   ;   268,21 ;     
01.01.2011 00:00:00   ;   268,27 ;     
01.02.2011 00:00:00   ;   268,22 ;     
01.03.2011 00:00:00   ;   268,17 ;     
01.04.2011 00:00:00   ;   268,23 ;     
01.05.2011 00:00:00   ;   268,22 ;     
01.06.2011 00:00:00   ;   268,26 ;     
01.07.2011 00:00:00   ;   268,22 ;     
01.08.2011 00:00:00   ;   268,22 ;     
01.09.2011 00:00:00   ;   268,27 ;     
01.10.2011 00:00:00   ;   268,32 ;     
01.11.2011 00:00:00   ;   268,16 ;     
01.12.2011 00:00:00   ;   268,18 ;     
01.01.2012 00:00:00   ;   268,56 ;     
01.02.2012 00:00:00   ;   268,54 ;     
01.03.2012 00:00:00   ;   268,41 ;     
01.04.2012 00:00:00   ;   268,22 ;     
01.05.2012 00:00:00   ;   268,16 ;     
01.06.2012 00:00:00   ;   268,31 ;     
01.07.2012 00:00:00   ;   268,28 ;     
01.08.2012 00:00:00   ;   268,26 ;     
01.09.2012 00:00:00   ;   268,29 ;     
01.10.2012 00:00:00   ;   268,23 ;     
01.11.2012 00:00:00   ;   268,26 ;     
01.12.2012 00:00:00   ;   268,31 ;     
01.01.2013 00:00:00   ;   268,52 ;     
01.02.2013 00:00:00   ;   268,67 ;     
01.03.2013 00:00:00   ;   268,48 ;     
01.04.2013 00:00:00   ;   268,35 ;     
01.05.2013 00:00:00   ;   268,33 ;     
01.06.2013 00:00:00   ;   269,06 ;     
01.07.2013 00:00:00   ;   268,57 ;     
01.08.2013 00:00:00   ;   268,37 ;     
01.09.2013 00:00:00   ;   268,40 ;     
01.10.2013 00:00:00   ;   268,31 ;     
01.11.2013 00:00:00   ;   268,32 ;     
01.12.2013 00:00:00   ;   268,39 ;     
01.01.2014 00:00:00   ;   268,23 ;     
01.02.2014 00:00:00   ;   268,19 ;     
01.03.2014 00:00:00   ;   268,17 ;     
01.04.2014 00:00:00   ;   268,18 ;     
01.05.2014 00:00:00   ;   268,32 ;     
01.06.2014 00:00:00   ;   268,49 ;     
01.07.2014 00:00:00   ;   268,50 ;     
01.08.2014 00:00:00   ;   268,54 ;     
01.09.2014 00:00:00   ;   268,72 ;     
01.10.2014 00:00:00   ;   268,74 ;     
01.11.2014 00:00:00   ;   268,56 ;     
01.12.2014 00:00:00   ;   268,34 ;     
01.01.2015 00:00:00   ;   268,51 ;     
01.02.2015 00:00:00   ;   268,31 ;     
01.03.2015 00:00:00   ;   268,29 ;     
01.04.2015 00:00:00   ;   268,40 ;     
01.05.2015 00:00:00   ;   268,43 ;     
01.06.2015 00:00:00   ;   268,39 ;     
01.07.2015 00:00:00   ;   268,25 ;     
01.08.2015 00:00:00   ;   268,20 ;     
01.09.2015 00:00:00   ;   268,23 ;     
01.10.2015 00:00:00   ;   268,28 ;     
01.11.2015 00:00:00   ;   268,31 ;     
01.12.2015 00:00:00   ;   268,25 ;     
01.01.2016 00:00:00   ;   268,21 ;     
01.02.2016 00:00:00   ;   268,50 ;     
01.03.2016 00:00:00   ;   268,35 ;     
01.04.2016 00:00:00   ;   268,25 ;     
01.05.2016 00:00:00   ;   268,62 ;     
01.06.2016 00:00:00   ;   268,76 ;     
01.07.2016 00:00:00   ;   268,70 ;     
01.08.2016 00:00:00   ;   268,57 ;     
01.09.2016 00:00:00   ;   268,31 ;     
01.10.2016 00:00:00   ;   268,25 ;     
01.11.2016 00:00:00   ;   268,41 ;     
01.12.2016 00:00:00   ;   268,22 ;     
01.01.2017 00:00:00   ;   268,05 ;     
01.02.2017 00:00:00   ;   268,07 ;     
01.03.2017 00:00:00   ;   268,28 ;     
01.04.2017 00:00:00   ;   268,27 ;     
01.05.2017 00:00:00   ;   268,52 ;     
01.06.2017 00:00:00   ;   268,25 ;     
01.07.2017 00:00:00   ;   268,17 ;     
01.08.2017 00:00:00   ;   268,37 ;     
01.09.2017 00:00:00   ;   268,35 ;     
01.10.2017 00:00:00   ;   268,16 ;     
01.11.2017 00:00:00   ;   268,29 ;     
01.12.2017 00:00:00   ;   268,26 ;     
01.01.2018 00:00:00   ;   268,75 ;     
01.02.2018 00:00:00   ;   268,50 ;     
01.03.2018 00:00:00   ;   268,13 ;     
01.04.2018 00:00:00   ;   268,03 ;     
01.05.2018 00:00:00   ;   268,00 ;     
01.06.2018 00:00:00   ;   267,99 ;     
01.07.2018 00:00:00   ;   268,08 ;     
01.08.2018 00:00:00   ;   268,04 ;     
01.09.2018 00:00:00   ;   268,11 ;     
01.10.2018 00:00:00   ;   268,03 ;     
01.11.2018 00:00:00   ;   268,10 ;     
01.12.2018 00:00:00   ;   268,26 ;     
01.01.2019 00:00:00   ;   268,58 ;     
01.02.2019 00:00:00   ;   268,31 ;     
01.03.2019 00:00:00   ;   268,14 ;     
01.04.2019 00:00:00   ;   268,04 ;     
01.05.2019 00:00:00   ;   268,15 ;     
01.06.2019 00:00:00   ;   268,22 ;     
01.07.2019 00:00:00   ;   268,09 ;     
01.08.2019 00:00:00   ;   268,05 ;     
01.09.2019 00:00:00   ;   268,04 ;     
01.10.2019 00:00:00   ;   268,00 ;     
01.11.2019 00:00:00   ;   268,00 ;     
01.12.2019 00:00:00   ;   268,07 ;     
01.01.2020 00:00:00   ;   268,14 ;     
01.02.2020 00:00:00   ;   268,42 ;     
01.03.2020 00:00:00   ;   268,16 ;     
01.04.2020 00:00:00   ;   267,99 ;     
01.05.2020 00:00:00   ;   267,98 ;     
01.06.2020 00:00:00   ;   268,06 ;     
01.07.2020 00:00:00   ;   268,17 ;     
01.08.2020 00:00:00   ;   268,25 ;     
01.09.2020 00:00:00   ;   268,16 ;     
01.10.2020 00:00:00   ;   268,10 ;     
01.11.2020 00:00:00   ;   268,11 ;     
01.12.2020 00:00:00   ;   268,00 ;     
01.01.2021 00:00:00   ;   267,99 ;     
01.02.2021 00:00:00   ;   268,24 ;     
01.03.2021 00:00:00   ;   268,06 ;     
01.04.2021 00:00:00   ;   267,98 ;     
01.05.2021 00:00:00   ;   268,01 ;     
01.06.2021 00:00:00   ;   268,06 ;     
01.07.2021 00:00:00   ;   268,36 ;     
01.08.2021 00:00:00   ;   268,99 ;     
01.09.2021 00:00:00   ;   268,54 ;     
01.10.2021 00:00:00   ;   268,26 ;     
01.11.2021 00:00:00   ;   268,14 ;     
01.12.2021 00:00:00   ;   268,23 ;     
01.01.2022 00:00:00   ;Lücke         ; 
