Messstelle:                ;Hötting, Bl  5 (42 A)
HZB-Nummer:                ;334102
HD-Nummer:                 ;
DBMS-Nummer:               ;7002089
Fremdnummer:               ;GW70101239
PorenGW-Gebiet:            ;020 Unterinntal
Grundwasserkörper:         ;Inntal [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Innsbrucker Kommunalbetriebe AG
01.09.1999 00:00:00   ;   576,75 ;     
01.10.1999 00:00:00   ;   576,56 ;     
01.11.1999 00:00:00   ;   576,21 ;     
01.12.1999 00:00:00   ;   576,01 ;     
01.01.2000 00:00:00   ;Lücke     ;     
01.02.2000 00:00:00   ;Lücke     ;     
01.03.2000 00:00:00   ;Lücke     ;     
01.04.2000 00:00:00   ;Lücke     ;     
01.05.2000 00:00:00   ;Lücke     ;     
01.06.2000 00:00:00   ;Lücke     ;     
01.07.2000 00:00:00   ;   577,07 ;     
01.08.2000 00:00:00   ;   577,23 ;     
01.09.2000 00:00:00   ;   576,55 ;     
01.10.2000 00:00:00   ;Lücke     ;     
01.11.2000 00:00:00   ;Lücke     ;     
01.12.2000 00:00:00   ;Lücke     ;     
01.01.2001 00:00:00   ;Lücke     ;     
01.02.2001 00:00:00   ;   576,11 ;     
01.03.2001 00:00:00   ;   576,27 ;     
01.04.2001 00:00:00   ;Lücke     ;     
01.05.2001 00:00:00   ;Lücke     ;     
01.06.2001 00:00:00   ;Lücke     ;     
01.07.2001 00:00:00   ;Lücke     ;     
01.08.2001 00:00:00   ;   577,29 ;     
01.09.2001 00:00:00   ;   576,73 ;     
01.10.2001 00:00:00   ;   576,44 ;     
01.11.2001 00:00:00   ;   576,25 ;     
01.12.2001 00:00:00   ;   576,17 ;     
01.01.2002 00:00:00   ;Lücke     ;     
01.02.2002 00:00:00   ;Lücke     ;     
01.03.2002 00:00:00   ;Lücke     ;     
01.04.2002 00:00:00   ;Lücke     ;     
01.05.2002 00:00:00   ;   576,96 ;     
01.06.2002 00:00:00   ;   577,58 ;     
01.07.2002 00:00:00   ;   576,97 ;     
01.08.2002 00:00:00   ;   577,01 ;     
01.09.2002 00:00:00   ;Lücke     ;     
01.10.2002 00:00:00   ;   576,32 ;     
01.11.2002 00:00:00   ;   576,52 ;     
01.12.2002 00:00:00   ;   576,29 ;     
01.01.2003 00:00:00   ;Lücke     ;     
01.02.2003 00:00:00   ;Lücke     ;     
01.03.2003 00:00:00   ;Lücke     ;     
01.04.2003 00:00:00   ;   576,06 ;     
01.05.2003 00:00:00   ;   576,92 ;     
01.06.2003 00:00:00   ;   577,50 ;     
01.07.2003 00:00:00   ;   576,97 ;     
01.08.2003 00:00:00   ;   576,82 ;     
01.09.2003 00:00:00   ;   576,29 ;     
01.10.2003 00:00:00   ;   576,22 ;     
01.11.2003 00:00:00   ;   576,04 ;     
01.12.2003 00:00:00   ;Lücke     ;     
01.01.2004 00:00:00   ;Lücke     ;     
01.02.2004 00:00:00   ;Lücke     ;     
01.03.2004 00:00:00   ;Lücke     ;     
01.04.2004 00:00:00   ;   576,15 ;     
01.05.2004 00:00:00   ;   576,56 ;     
01.06.2004 00:00:00   ;   577,36 ;     
01.07.2004 00:00:00   ;   577,33 ;     
01.08.2004 00:00:00   ;   576,96 ;     
01.09.2004 00:00:00   ;   576,49 ;     
01.10.2004 00:00:00   ;   576,27 ;     
01.11.2004 00:00:00   ;   576,13 ;     
01.12.2004 00:00:00   ;   576,03 ;     
01.01.2005 00:00:00   ;   576,38 ;     
01.02.2005 00:00:00   ;   576,41 ;     
01.03.2005 00:00:00   ;   576,18 ;     
01.04.2005 00:00:00   ;   576,03 ;     
01.05.2005 00:00:00   ;   576,66 ;     
01.06.2005 00:00:00   ;   577,02 ;     
01.07.2005 00:00:00   ;   576,68 ;     
01.08.2005 00:00:00   ;   576,81 ;     
01.09.2005 00:00:00   ;   576,47 ;     
01.10.2005 00:00:00   ;   576,09 ;     
01.11.2005 00:00:00   ;   575,81 ;     
01.12.2005 00:00:00   ;   575,77 ;     
01.01.2006 00:00:00   ;   575,72 ;     
01.02.2006 00:00:00   ;   575,70 ;     
01.03.2006 00:00:00   ;   575,76 ;     
01.04.2006 00:00:00   ;   575,99 ;     
01.05.2006 00:00:00   ;   576,73 ;     
01.06.2006 00:00:00   ;   577,06 ;     
01.07.2006 00:00:00   ;   576,92 ;     
01.08.2006 00:00:00   ;   576,61 ;     
01.09.2006 00:00:00   ;   576,37 ;     
01.10.2006 00:00:00   ;   576,01 ;     
01.11.2006 00:00:00   ;   575,86 ;     
01.12.2006 00:00:00   ;   575,74 ;     
01.01.2007 00:00:00   ;   575,76 ;     
01.02.2007 00:00:00   ;   575,75 ;     
01.03.2007 00:00:00   ;   575,85 ;     
01.04.2007 00:00:00   ;   576,03 ;     
01.05.2007 00:00:00   ;   576,49 ;     
01.06.2007 00:00:00   ;   576,92 ;     
01.07.2007 00:00:00   ;   576,95 ;     
01.08.2007 00:00:00   ;   576,66 ;     
01.09.2007 00:00:00   ;   576,47 ;     
01.10.2007 00:00:00   ;   576,26 ;     
01.11.2007 00:00:00   ;   575,91 ;     
01.12.2007 00:00:00   ;   575,82 ;     
01.01.2008 00:00:00   ;   575,75 ;     
01.02.2008 00:00:00   ;   575,83 ;     
01.03.2008 00:00:00   ;   575,90 ;     
01.04.2008 00:00:00   ;   576,00 ;     
01.05.2008 00:00:00   ;   576,85 ;     
01.06.2008 00:00:00   ;   577,55 ;     
01.07.2008 00:00:00   ;   577,57 ;     
01.08.2008 00:00:00   ;   576,96 ;     
01.09.2008 00:00:00   ;   576,52 ;     
01.10.2008 00:00:00   ;   576,01 ;     
01.11.2008 00:00:00   ;   575,98 ;     
01.12.2008 00:00:00   ;   575,90 ;     
01.01.2009 00:00:00   ;   575,86 ;     
01.02.2009 00:00:00   ;   575,90 ;     
01.03.2009 00:00:00   ;   575,92 ;     
01.04.2009 00:00:00   ;   576,28 ;     
01.05.2009 00:00:00   ;   577,14 ;     
01.06.2009 00:00:00   ;   577,18 ;     
01.07.2009 00:00:00   ;   577,14 ;     
01.08.2009 00:00:00   ;   576,92 ;     
01.09.2009 00:00:00   ;   576,43 ;     
01.10.2009 00:00:00   ;   575,99 ;     
01.11.2009 00:00:00   ;   575,93 ;     
01.12.2009 00:00:00   ;   575,93 ;     
01.01.2010 00:00:00   ;   575,85 ;     
01.02.2010 00:00:00   ;   575,74 ;     
01.03.2010 00:00:00   ;   575,74 ;     
01.04.2010 00:00:00   ;   575,88 ;     
01.05.2010 00:00:00   ;   576,53 ;     
01.06.2010 00:00:00   ;   577,43 ;     
01.07.2010 00:00:00   ;   577,10 ;     
01.08.2010 00:00:00   ;   577,00 ;     
01.09.2010 00:00:00   ;   576,53 ;     
01.10.2010 00:00:00   ;   576,23 ;     
01.11.2010 00:00:00   ;   576,13 ;     
01.12.2010 00:00:00   ;   576,06 ;     
01.01.2011 00:00:00   ;   575,86 ;     
01.02.2011 00:00:00   ;   575,89 ;     
01.03.2011 00:00:00   ;   575,82 ;     
01.04.2011 00:00:00   ;   576,07 ;     
01.05.2011 00:00:00   ;   576,55 ;     
01.06.2011 00:00:00   ;   576,99 ;     
01.07.2011 00:00:00   ;   576,67 ;     
01.08.2011 00:00:00   ;   576,81 ;     
01.09.2011 00:00:00   ;   576,55 ;     
01.10.2011 00:00:00   ;   576,24 ;     
01.11.2011 00:00:00   ;   576,01 ;     
01.12.2011 00:00:00   ;   575,91 ;     
01.01.2012 00:00:00   ;   575,90 ;     
01.02.2012 00:00:00   ;   576,00 ;     
01.03.2012 00:00:00   ;   576,00 ;     
01.04.2012 00:00:00   ;   576,18 ;     
01.05.2012 00:00:00   ;   577,03 ;     
01.06.2012 00:00:00   ;   577,69 ;     
01.07.2012 00:00:00   ;   577,17 ;     
01.08.2012 00:00:00   ;   576,88 ;     
01.09.2012 00:00:00   ;   576,56 ;     
01.10.2012 00:00:00   ;   576,47 ;     
01.11.2012 00:00:00   ;   576,29 ;     
01.12.2012 00:00:00   ;   576,03 ;     
01.01.2013 00:00:00   ;   576,00 ;     
01.02.2013 00:00:00   ;   575,96 ;     
01.03.2013 00:00:00   ;   575,90 ;     
01.04.2013 00:00:00   ;   576,09 ;     
01.05.2013 00:00:00   ;   576,80 ;     
01.06.2013 00:00:00   ;   577,42 ;     
01.07.2013 00:00:00   ;   577,13 ;     
01.08.2013 00:00:00   ;   576,87 ;     
01.09.2013 00:00:00   ;   576,54 ;     
01.10.2013 00:00:00   ;   576,51 ;     
01.11.2013 00:00:00   ;   576,42 ;     
01.12.2013 00:00:00   ;   576,09 ;     
01.01.2014 00:00:00   ;   575,88 ;     
01.02.2014 00:00:00   ;   575,79 ;     
01.03.2014 00:00:00   ;   575,83 ;     
01.04.2014 00:00:00   ;   576,15 ;     
01.05.2014 00:00:00   ;   576,58 ;     
01.06.2014 00:00:00   ;   577,04 ;     
01.07.2014 00:00:00   ;   577,15 ;     
01.08.2014 00:00:00   ;   577,07 ;     
01.09.2014 00:00:00   ;   576,65 ;     
01.10.2014 00:00:00   ;   576,31 ;     
01.11.2014 00:00:00   ;   576,41 ;     
01.12.2014 00:00:00   ;   576,12 ;     
01.01.2015 00:00:00   ;   575,93 ;     
01.02.2015 00:00:00   ;   576,05 ;     
01.03.2015 00:00:00   ;   575,87 ;     
01.04.2015 00:00:00   ;   576,07 ;     
01.05.2015 00:00:00   ;   576,91 ;     
01.06.2015 00:00:00   ;   577,54 ;     
01.07.2015 00:00:00   ;   577,13 ;     
01.08.2015 00:00:00   ;   576,77 ;     
01.09.2015 00:00:00   ;   576,54 ;     
01.10.2015 00:00:00   ;   576,40 ;     
01.11.2015 00:00:00   ;   576,15 ;     
01.12.2015 00:00:00   ;   575,89 ;     
01.01.2016 00:00:00   ;   575,76 ;     
01.02.2016 00:00:00   ;   575,87 ;     
01.03.2016 00:00:00   ;   575,74 ;     
01.04.2016 00:00:00   ;   576,14 ;     
01.05.2016 00:00:00   ;   576,43 ;     
01.06.2016 00:00:00   ;   577,56 ;     
01.07.2016 00:00:00   ;   577,34 ;     
01.08.2016 00:00:00   ;   576,98 ;     
01.09.2016 00:00:00   ;   576,43 ;     
01.10.2016 00:00:00   ;   576,11 ;     
01.11.2016 00:00:00   ;   576,02 ;     
01.12.2016 00:00:00   ;   576,06 ;     
01.01.2017 00:00:00   ;   576,02 ;     
01.02.2017 00:00:00   ;   575,79 ;     
01.03.2017 00:00:00   ;   575,89 ;     
01.04.2017 00:00:00   ;   576,01 ;     
01.05.2017 00:00:00   ;   576,45 ;     
01.06.2017 00:00:00   ;   577,10 ;     
01.07.2017 00:00:00   ;   576,88 ;     
01.08.2017 00:00:00   ;   576,91 ;     
01.09.2017 00:00:00   ;   576,76 ;     
01.10.2017 00:00:00   ;   576,28 ;     
01.11.2017 00:00:00   ;   576,17 ;     
01.12.2017 00:00:00   ;   576,08 ;     
01.01.2018 00:00:00   ;   576,06 ;     
01.02.2018 00:00:00   ;   576,05 ;     
01.03.2018 00:00:00   ;   575,92 ;     
01.04.2018 00:00:00   ;   576,38 ;     
01.05.2018 00:00:00   ;   577,22 ;     
01.06.2018 00:00:00   ;   577,41 ;     
01.07.2018 00:00:00   ;   576,83 ;     
01.08.2018 00:00:00   ;   576,70 ;     
01.09.2018 00:00:00   ;   576,45 ;     
01.10.2018 00:00:00   ;   576,11 ;     
01.11.2018 00:00:00   ;   576,12 ;     
01.12.2018 00:00:00   ;   576,02 ;     
01.01.2019 00:00:00   ;   576,11 ;     
01.02.2019 00:00:00   ;   576,02 ;     
01.03.2019 00:00:00   ;   576,06 ;     
01.04.2019 00:00:00   ;   576,31 ;     
01.05.2019 00:00:00   ;   576,62 ;     
01.06.2019 00:00:00   ;   578,22 ;     
01.07.2019 00:00:00   ;   577,41 ;     
01.08.2019 00:00:00   ;   577,09 ;     
01.09.2019 00:00:00   ;   576,63 ;     
01.10.2019 00:00:00   ;   576,33 ;     
01.11.2019 00:00:00   ;   576,25 ;     
01.12.2019 00:00:00   ;   576,04 ;     
01.01.2020 00:00:00   ;   576,02 ;     
01.02.2020 00:00:00   ;   576,04 ;     
01.03.2020 00:00:00   ;   576,07 ;     
01.04.2020 00:00:00   ;   576,37 ;     
01.05.2020 00:00:00   ;   576,80 ;     
01.06.2020 00:00:00   ;   577,12 ;     
01.07.2020 00:00:00   ;   577,03 ;     
01.08.2020 00:00:00   ;   576,86 ;     
01.09.2020 00:00:00   ;   576,63 ;     
01.10.2020 00:00:00   ;   576,47 ;     
01.11.2020 00:00:00   ;   576,29 ;     
01.12.2020 00:00:00   ;   576,08 ;     
01.01.2021 00:00:00   ;   576,00 ;     
01.02.2021 00:00:00   ;   576,01 ;     
01.03.2021 00:00:00   ;   576,02 ;     
01.04.2021 00:00:00   ;   576,03 ;     
01.05.2021 00:00:00   ;   576,48 ;     
01.06.2021 00:00:00   ;   577,53 ;     
01.07.2021 00:00:00   ;   577,22 ;     
01.08.2021 00:00:00   ;   577,16 ;     
01.09.2021 00:00:00   ;   576,45 ;     
01.10.2021 00:00:00   ;   576,21 ;     
01.11.2021 00:00:00   ;   576,09 ;     
01.12.2021 00:00:00   ;   575,97 ;     
01.01.2022 00:00:00   ;Lücke         ; 
