Messstelle:                ;Ansfelden, Bl 8.4
HZB-Nummer:                ;376913
HD-Nummer:                 ;W8.4
DBMS-Nummer:               ;4002730
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
01.05.2005 00:00:00   ;   261,93 ;     
01.06.2005 00:00:00   ;   261,73 ;     
01.07.2005 00:00:00   ;   261,78 ;     
01.08.2005 00:00:00   ;   261,79 ;     
01.09.2005 00:00:00   ;   261,82 ;     
01.10.2005 00:00:00   ;   261,76 ;     
01.11.2005 00:00:00   ;   261,69 ;     
01.12.2005 00:00:00   ;   261,69 ;     
01.01.2006 00:00:00   ;   261,70 ;     
01.02.2006 00:00:00   ;   261,72 ;     
01.03.2006 00:00:00   ;   261,78 ;     
01.04.2006 00:00:00   ;   261,85 ;     
01.05.2006 00:00:00   ;   261,84 ;     
01.06.2006 00:00:00   ;   261,82 ;     
01.07.2006 00:00:00   ;   261,78 ;     
01.08.2006 00:00:00   ;   261,92 ;     
01.09.2006 00:00:00   ;   261,91 ;     
01.10.2006 00:00:00   ;   261,86 ;     
01.11.2006 00:00:00   ;   261,90 ;     
01.12.2006 00:00:00   ;   261,81 ;     
01.01.2007 00:00:00   ;   261,86 ;     
01.02.2007 00:00:00   ;   261,87 ;     
01.03.2007 00:00:00   ;   261,92 ;     
01.04.2007 00:00:00   ;   261,92 ;     
01.05.2007 00:00:00   ;   261,95 ;     
01.06.2007 00:00:00   ;   261,90 ;     
01.07.2007 00:00:00   ;   261,91 ;     
01.08.2007 00:00:00   ;   261,85 ;     
01.09.2007 00:00:00   ;   262,23 ;     
01.10.2007 00:00:00   ;   261,87 ;     
01.11.2007 00:00:00   ;   261,88 ;     
01.12.2007 00:00:00   ;   261,86 ;     
01.01.2008 00:00:00   ;   261,81 ;     
01.02.2008 00:00:00   ;   261,78 ;     
01.03.2008 00:00:00   ;   261,85 ;     
01.04.2008 00:00:00   ;   261,86 ;     
01.05.2008 00:00:00   ;   261,87 ;     
01.06.2008 00:00:00   ;   261,85 ;     
01.07.2008 00:00:00   ;   261,87 ;     
01.08.2008 00:00:00   ;   261,86 ;     
01.09.2008 00:00:00   ;   261,83 ;     
01.10.2008 00:00:00   ;   261,78 ;     
01.11.2008 00:00:00   ;   261,71 ;     
01.12.2008 00:00:00   ;   261,69 ;     
01.01.2009 00:00:00   ;   261,63 ;     
01.02.2009 00:00:00   ;   261,67 ;     
01.03.2009 00:00:00   ;   261,76 ;     
01.04.2009 00:00:00   ;   261,72 ;     
01.05.2009 00:00:00   ;   261,70 ;     
01.06.2009 00:00:00   ;   261,76 ;     
01.07.2009 00:00:00   ;   261,93 ;     
01.08.2009 00:00:00   ;   261,84 ;     
01.09.2009 00:00:00   ;   261,73 ;     
01.10.2009 00:00:00   ;   261,67 ;     
01.11.2009 00:00:00   ;   261,65 ;     
01.12.2009 00:00:00   ;   261,63 ;     
01.01.2010 00:00:00   ;   261,56 ;     
01.02.2010 00:00:00   ;   261,51 ;     
01.03.2010 00:00:00   ;   261,44 ;     
01.04.2010 00:00:00   ;   261,39 ;     
01.05.2010 00:00:00   ;   261,41 ;     
01.06.2010 00:00:00   ;   261,65 ;     
01.07.2010 00:00:00   ;   261,82 ;     
01.08.2010 00:00:00   ;   261,76 ;     
01.09.2010 00:00:00   ;   261,72 ;     
01.10.2010 00:00:00   ;   261,69 ;     
01.11.2010 00:00:00   ;   261,64 ;     
01.12.2010 00:00:00   ;   261,60 ;     
01.01.2011 00:00:00   ;   261,62 ;     
01.02.2011 00:00:00   ;   261,63 ;     
01.03.2011 00:00:00   ;   261,63 ;     
01.04.2011 00:00:00   ;   261,68 ;     
01.05.2011 00:00:00   ;   261,70 ;     
01.06.2011 00:00:00   ;   261,69 ;     
01.07.2011 00:00:00   ;   261,68 ;     
01.08.2011 00:00:00   ;   261,68 ;     
01.09.2011 00:00:00   ;   261,61 ;     
01.10.2011 00:00:00   ;   261,55 ;     
01.11.2011 00:00:00   ;   261,50 ;     
01.12.2011 00:00:00   ;   261,52 ;     
01.01.2012 00:00:00   ;   261,56 ;     
01.02.2012 00:00:00   ;   261,52 ;     
01.03.2012 00:00:00   ;   261,56 ;     
01.04.2012 00:00:00   ;   261,56 ;     
01.05.2012 00:00:00   ;   261,61 ;     
01.06.2012 00:00:00   ;   261,63 ;     
01.07.2012 00:00:00   ;   261,69 ;     
01.08.2012 00:00:00   ;   261,66 ;     
01.09.2012 00:00:00   ;   261,68 ;     
01.10.2012 00:00:00   ;   261,61 ;     
01.11.2012 00:00:00   ;   261,57 ;     
01.12.2012 00:00:00   ;   261,60 ;     
01.01.2013 00:00:00   ;   261,60 ;     
01.02.2013 00:00:00   ;   261,54 ;     
01.03.2013 00:00:00   ;   261,51 ;     
01.04.2013 00:00:00   ;   261,50 ;     
01.05.2013 00:00:00   ;   261,59 ;     
01.06.2013 00:00:00   ;   262,23 ;     
01.07.2013 00:00:00   ;   261,94 ;     
01.08.2013 00:00:00   ;   261,86 ;     
01.09.2013 00:00:00   ;   262,02 ;     
01.10.2013 00:00:00   ;   261,75 ;     
01.11.2013 00:00:00   ;   261,86 ;     
01.12.2013 00:00:00   ;   261,75 ;     
01.01.2014 00:00:00   ;   261,61 ;     
01.02.2014 00:00:00   ;   261,68 ;     
01.03.2014 00:00:00   ;   261,70 ;     
01.04.2014 00:00:00   ;   261,72 ;     
01.05.2014 00:00:00   ;   261,75 ;     
01.06.2014 00:00:00   ;   261,84 ;     
01.07.2014 00:00:00   ;   261,81 ;     
01.08.2014 00:00:00   ;   261,78 ;     
01.09.2014 00:00:00   ;   261,77 ;     
01.10.2014 00:00:00   ;   261,78 ;     
01.11.2014 00:00:00   ;   261,79 ;     
01.12.2014 00:00:00   ;   261,76 ;     
01.01.2015 00:00:00   ;   261,74 ;     
01.02.2015 00:00:00   ;   261,74 ;     
01.03.2015 00:00:00   ;   261,75 ;     
01.04.2015 00:00:00   ;   261,76 ;     
01.05.2015 00:00:00   ;   261,79 ;     
01.06.2015 00:00:00   ;   261,79 ;     
01.07.2015 00:00:00   ;   261,80 ;     
01.08.2015 00:00:00   ;   261,79 ;     
01.09.2015 00:00:00   ;   261,75 ;     
01.10.2015 00:00:00   ;   261,76 ;     
01.11.2015 00:00:00   ;   261,74 ;     
01.12.2015 00:00:00   ;   261,72 ;     
01.01.2016 00:00:00   ;   261,70 ;     
01.02.2016 00:00:00   ;   261,70 ;     
01.03.2016 00:00:00   ;   261,72 ;     
01.04.2016 00:00:00   ;   261,74 ;     
01.05.2016 00:00:00   ;   261,77 ;     
01.06.2016 00:00:00   ;   261,76 ;     
01.07.2016 00:00:00   ;   261,75 ;     
01.08.2016 00:00:00   ;   261,73 ;     
01.09.2016 00:00:00   ;   261,71 ;     
01.10.2016 00:00:00   ;   261,72 ;     
01.11.2016 00:00:00   ;   261,70 ;     
01.12.2016 00:00:00   ;   261,60 ;     
01.01.2017 00:00:00   ;   261,60 ;     
01.02.2017 00:00:00   ;   261,65 ;     
01.03.2017 00:00:00   ;   261,64 ;     
01.04.2017 00:00:00   ;   261,67 ;     
01.05.2017 00:00:00   ;   261,70 ;     
01.06.2017 00:00:00   ;   261,70 ;     
01.07.2017 00:00:00   ;   261,71 ;     
01.08.2017 00:00:00   ;   261,72 ;     
01.09.2017 00:00:00   ;   261,73 ;     
01.10.2017 00:00:00   ;   261,72 ;     
01.11.2017 00:00:00   ;   261,69 ;     
01.12.2017 00:00:00   ;   261,66 ;     
01.01.2018 00:00:00   ;   261,64 ;     
01.02.2018 00:00:00   ;   261,62 ;     
01.03.2018 00:00:00   ;   261,63 ;     
01.04.2018 00:00:00   ;   261,67 ;     
01.05.2018 00:00:00   ;   261,68 ;     
01.06.2018 00:00:00   ;   261,70 ;     
01.07.2018 00:00:00   ;   261,70 ;     
01.08.2018 00:00:00   ;   261,72 ;     
01.09.2018 00:00:00   ;   261,73 ;     
01.10.2018 00:00:00   ;   261,72 ;     
01.11.2018 00:00:00   ;   261,71 ;     
01.12.2018 00:00:00   ;   261,67 ;     
01.01.2019 00:00:00   ;   261,66 ;     
01.02.2019 00:00:00   ;   261,68 ;     
01.03.2019 00:00:00   ;   261,70 ;     
01.04.2019 00:00:00   ;   261,72 ;     
01.05.2019 00:00:00   ;   261,72 ;     
01.06.2019 00:00:00   ;   261,76 ;     
01.07.2019 00:00:00   ;   261,76 ;     
01.08.2019 00:00:00   ;   261,78 ;     
01.09.2019 00:00:00   ;   261,80 ;     
01.10.2019 00:00:00   ;   261,83 ;     
01.11.2019 00:00:00   ;   261,83 ;     
01.12.2019 00:00:00   ;   261,79 ;     
01.01.2020 00:00:00   ;   261,77 ;     
01.02.2020 00:00:00   ;   261,79 ;     
01.03.2020 00:00:00   ;   261,80 ;     
01.04.2020 00:00:00   ;   261,85 ;     
01.05.2020 00:00:00   ;   261,87 ;     
01.06.2020 00:00:00   ;   261,84 ;     
01.07.2020 00:00:00   ;   261,87 ;     
01.08.2020 00:00:00   ;   261,88 ;     
01.09.2020 00:00:00   ;   261,84 ;     
01.10.2020 00:00:00   ;   261,83 ;     
01.11.2020 00:00:00   ;   261,82 ;     
01.12.2020 00:00:00   ;   261,81 ;     
01.01.2021 00:00:00   ;   261,80 ;     
01.02.2021 00:00:00   ;   261,79 ;     
01.03.2021 00:00:00   ;   261,81 ;     
01.04.2021 00:00:00   ;   261,83 ;     
01.05.2021 00:00:00   ;   261,82 ;     
01.06.2021 00:00:00   ;   261,83 ;     
01.07.2021 00:00:00   ;   261,83 ;     
01.08.2021 00:00:00   ;   261,85 ;     
01.09.2021 00:00:00   ;   261,82 ;     
01.10.2021 00:00:00   ;   261,83 ;     
01.11.2021 00:00:00   ;   261,85 ;     
01.12.2021 00:00:00   ;   261,82 ;     
01.01.2022 00:00:00   ;Lücke         ; 
