Messstelle:                ;Puchberg i.Ml., Bl 2092.023
HZB-Nummer:                ;316646
HD-Nummer:                 ;2092.023
DBMS-Nummer:               ;4002381
PorenGW-Gebiet:            ;177 Nördliches Machland
Grundwasserkörper:         ;Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Wasserverband Naarn
01.06.2006 00:00:00   ;   235,97 ;     
01.07.2006 00:00:00   ;   235,65 ;     
01.08.2006 00:00:00   ;   235,62 ;     
01.09.2006 00:00:00   ;   235,51 ;     
01.10.2006 00:00:00   ;   235,32 ;     
01.11.2006 00:00:00   ;   235,20 ;     
01.12.2006 00:00:00   ;   235,13 ;     
01.01.2007 00:00:00   ;   235,23 ;     
01.02.2007 00:00:00   ;   235,37 ;     
01.03.2007 00:00:00   ;   235,65 ;     
01.04.2007 00:00:00   ;   235,60 ;     
01.05.2007 00:00:00   ;   235,44 ;     
01.06.2007 00:00:00   ;   235,25 ;     
01.07.2007 00:00:00   ;   235,06 ;     
01.08.2007 00:00:00   ;   234,91 ;     
01.09.2007 00:00:00   ;   235,26 ;     
01.10.2007 00:00:00   ;   235,33 ;     
01.11.2007 00:00:00   ;   235,48 ;     
01.12.2007 00:00:00   ;   235,78 ;     
01.01.2008 00:00:00   ;   235,72 ;     
01.02.2008 00:00:00   ;   235,69 ;     
01.03.2008 00:00:00   ;   235,80 ;     
01.04.2008 00:00:00   ;   235,82 ;     
01.05.2008 00:00:00   ;   235,80 ;     
01.06.2008 00:00:00   ;   235,52 ;     
01.07.2008 00:00:00   ;   235,31 ;     
01.08.2008 00:00:00   ;   235,22 ;     
01.09.2008 00:00:00   ;   235,14 ;     
01.10.2008 00:00:00   ;   235,03 ;     
01.11.2008 00:00:00   ;   234,97 ;     
01.12.2008 00:00:00   ;   235,05 ;     
01.01.2009 00:00:00   ;   235,14 ;     
01.02.2009 00:00:00   ;   235,36 ;     
01.03.2009 00:00:00   ;   236,03 ;     
01.04.2009 00:00:00   ;   236,00 ;     
01.05.2009 00:00:00   ;   235,74 ;     
01.06.2009 00:00:00   ;   235,82 ;     
01.07.2009 00:00:00   ;   236,26 ;     
01.08.2009 00:00:00   ;   236,16 ;     
01.09.2009 00:00:00   ;   235,93 ;     
01.10.2009 00:00:00   ;   235,74 ;     
01.11.2009 00:00:00   ;   235,69 ;     
01.12.2009 00:00:00   ;   235,65 ;     
01.01.2010 00:00:00   ;   235,61 ;     
01.02.2010 00:00:00   ;   235,67 ;     
01.03.2010 00:00:00   ;   235,96 ;     
01.04.2010 00:00:00   ;   235,88 ;     
01.05.2010 00:00:00   ;   235,71 ;     
01.06.2010 00:00:00   ;   235,75 ;     
01.07.2010 00:00:00   ;   235,64 ;     
01.08.2010 00:00:00   ;   235,91 ;     
01.09.2010 00:00:00   ;   235,68 ;     
01.10.2010 00:00:00   ;   235,48 ;     
01.11.2010 00:00:00   ;   235,34 ;     
01.12.2010 00:00:00   ;   235,41 ;     
01.01.2011 00:00:00   ;   235,64 ;     
01.02.2011 00:00:00   ;   235,68 ;     
01.03.2011 00:00:00   ;   235,58 ;     
01.04.2011 00:00:00   ;   235,49 ;     
01.05.2011 00:00:00   ;   235,33 ;     
01.06.2011 00:00:00   ;   235,21 ;     
01.07.2011 00:00:00   ;   235,05 ;     
01.08.2011 00:00:00   ;   234,95 ;     
01.09.2011 00:00:00   ;   234,84 ;     
01.10.2011 00:00:00   ;   234,88 ;     
01.11.2011 00:00:00   ;   234,86 ;     
01.12.2011 00:00:00   ;   234,83 ;     
01.01.2012 00:00:00   ;   235,17 ;     
01.02.2012 00:00:00   ;   235,53 ;     
01.03.2012 00:00:00   ;   235,67 ;     
01.04.2012 00:00:00   ;   235,50 ;     
01.05.2012 00:00:00   ;   235,33 ;     
01.06.2012 00:00:00   ;   235,46 ;     
01.07.2012 00:00:00   ;   235,37 ;     
01.08.2012 00:00:00   ;   235,17 ;     
01.09.2012 00:00:00   ;   235,19 ;     
01.10.2012 00:00:00   ;   235,15 ;     
01.11.2012 00:00:00   ;   235,14 ;     
01.12.2012 00:00:00   ;   235,16 ;     
01.01.2013 00:00:00   ;   236,00 ;     
01.02.2013 00:00:00   ;   236,33 ;     
01.03.2013 00:00:00   ;   236,13 ;     
01.04.2013 00:00:00   ;   235,95 ;     
01.05.2013 00:00:00   ;   235,84 ;     
01.06.2013 00:00:00   ;   236,51 ;     
01.07.2013 00:00:00   ;   236,09 ;     
01.08.2013 00:00:00   ;   235,68 ;     
01.09.2013 00:00:00   ;   235,49 ;     
01.10.2013 00:00:00   ;   235,37 ;     
01.11.2013 00:00:00   ;   235,31 ;     
01.12.2013 00:00:00   ;   235,28 ;     
01.01.2014 00:00:00   ;   235,20 ;     
01.02.2014 00:00:00   ;   235,17 ;     
01.03.2014 00:00:00   ;   235,12 ;     
01.04.2014 00:00:00   ;   235,06 ;     
01.05.2014 00:00:00   ;   235,19 ;     
01.06.2014 00:00:00   ;   235,60 ;     
01.07.2014 00:00:00   ;   235,33 ;     
01.08.2014 00:00:00   ;   235,12 ;     
01.09.2014 00:00:00   ;   235,12 ;     
01.10.2014 00:00:00   ;   235,29 ;     
01.11.2014 00:00:00   ;   235,37 ;     
01.12.2014 00:00:00   ;   235,28 ;     
01.01.2015 00:00:00   ;   235,54 ;     
01.02.2015 00:00:00   ;   235,62 ;     
01.03.2015 00:00:00   ;   235,63 ;     
01.04.2015 00:00:00   ;   235,74 ;     
01.05.2015 00:00:00   ;   235,57 ;     
01.06.2015 00:00:00   ;   235,50 ;     
01.07.2015 00:00:00   ;   235,25 ;     
01.08.2015 00:00:00   ;   235,03 ;     
01.09.2015 00:00:00   ;   234,89 ;     
01.10.2015 00:00:00   ;   234,82 ;     
01.11.2015 00:00:00   ;   234,81 ;     
01.12.2015 00:00:00   ;   234,84 ;     
01.01.2016 00:00:00   ;   234,83 ;     
01.02.2016 00:00:00   ;   235,08 ;     
01.03.2016 00:00:00   ;   235,24 ;     
01.04.2016 00:00:00   ;   235,21 ;     
01.05.2016 00:00:00   ;   235,41 ;     
01.06.2016 00:00:00   ;   235,81 ;     
01.07.2016 00:00:00   ;   236,20 ;     
01.08.2016 00:00:00   ;   235,94 ;     
01.09.2016 00:00:00   ;   235,68 ;     
01.10.2016 00:00:00   ;   235,62 ;     
01.11.2016 00:00:00   ;   235,73 ;     
01.12.2016 00:00:00   ;   235,66 ;     
01.01.2017 00:00:00   ;   235,55 ;     
01.02.2017 00:00:00   ;   235,68 ;     
01.03.2017 00:00:00   ;   235,81 ;     
01.04.2017 00:00:00   ;   235,82 ;     
01.05.2017 00:00:00   ;   235,75 ;     
01.06.2017 00:00:00   ;   235,48 ;     
01.07.2017 00:00:00   ;   235,26 ;     
01.08.2017 00:00:00   ;   235,16 ;     
01.09.2017 00:00:00   ;   235,06 ;     
01.10.2017 00:00:00   ;   234,96 ;     
01.11.2017 00:00:00   ;   235,00 ;     
01.12.2017 00:00:00   ;   235,13 ;     
01.01.2018 00:00:00   ;   235,67 ;     
01.02.2018 00:00:00   ;   235,80 ;     
01.03.2018 00:00:00   ;   235,67 ;     
01.04.2018 00:00:00   ;   235,53 ;     
01.05.2018 00:00:00   ;   235,34 ;     
01.06.2018 00:00:00   ;   235,17 ;     
01.07.2018 00:00:00   ;   235,08 ;     
01.08.2018 00:00:00   ;   234,92 ;     
01.09.2018 00:00:00   ;   234,85 ;     
01.10.2018 00:00:00   ;   234,74 ;     
01.11.2018 00:00:00   ;   234,71 ;     
01.12.2018 00:00:00   ;   234,83 ;     
01.01.2019 00:00:00   ;   235,30 ;     
01.02.2019 00:00:00   ;   235,44 ;     
01.03.2019 00:00:00   ;   235,47 ;     
01.04.2019 00:00:00   ;   235,46 ;     
01.05.2019 00:00:00   ;   235,49 ;     
01.06.2019 00:00:00   ;   235,49 ;     
01.07.2019 00:00:00   ;   235,26 ;     
01.08.2019 00:00:00   ;   235,07 ;     
01.09.2019 00:00:00   ;   234,95 ;     
01.10.2019 00:00:00   ;   234,84 ;     
01.11.2019 00:00:00   ;   234,76 ;     
01.12.2019 00:00:00   ;   234,71 ;     
01.01.2020 00:00:00   ;   234,68 ;     
01.02.2020 00:00:00   ;   234,99 ;     
01.03.2020 00:00:00   ;   235,13 ;     
01.04.2020 00:00:00   ;   235,07 ;     
01.05.2020 00:00:00   ;   234,97 ;     
01.06.2020 00:00:00   ;   235,10 ;     
01.07.2020 00:00:00   ;   235,46 ;     
01.08.2020 00:00:00   ;   235,94 ;     
01.09.2020 00:00:00   ;   235,86 ;     
01.10.2020 00:00:00   ;   235,86 ;     
01.11.2020 00:00:00   ;   235,97 ;     
01.12.2020 00:00:00   ;   235,77 ;     
01.01.2021 00:00:00   ;   235,73 ;     
01.02.2021 00:00:00   ;   235,96 ;     
01.03.2021 00:00:00   ;   235,76 ;     
01.04.2021 00:00:00   ;   235,62 ;     
01.05.2021 00:00:00   ;   235,65 ;     
01.06.2021 00:00:00   ;   235,57 ;     
01.07.2021 00:00:00   ;   235,40 ;     
01.08.2021 00:00:00   ;   235,81 ;     
01.09.2021 00:00:00   ;   235,63 ;     
01.10.2021 00:00:00   ;   235,44 ;     
01.11.2021 00:00:00   ;   235,32 ;     
01.12.2021 00:00:00   ;   235,38 ;     
01.01.2022 00:00:00   ;Lücke         ; 
