Messstelle:                ;Lambach, Bl 49.13
HZB-Nummer:                ;374603
HD-Nummer:                 ;V49.13
DBMS-Nummer:               ;4003015
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
01.05.2005 00:00:00   ;   347,40 ;     
01.06.2005 00:00:00   ;   347,31 ;     
01.07.2005 00:00:00   ;   347,50 ;     
01.08.2005 00:00:00   ;   347,43 ;     
01.09.2005 00:00:00   ;   347,28 ;     
01.10.2005 00:00:00   ;   347,21 ;     
01.11.2005 00:00:00   ;   347,17 ;     
01.12.2005 00:00:00   ;   347,21 ;     
01.01.2006 00:00:00   ;   347,21 ;     
01.02.2006 00:00:00   ;   347,23 ;     
01.03.2006 00:00:00   ;   347,46 ;     
01.04.2006 00:00:00   ;   347,67 ;     
01.05.2006 00:00:00   ;   347,47 ;     
01.06.2006 00:00:00   ;   347,42 ;     
01.07.2006 00:00:00   ;   347,25 ;     
01.08.2006 00:00:00   ;   347,43 ;     
01.09.2006 00:00:00   ;   347,20 ;     
01.10.2006 00:00:00   ;   347,15 ;     
01.11.2006 00:00:00   ;   347,27 ;     
01.12.2006 00:00:00   ;   347,16 ;     
01.01.2007 00:00:00   ;   347,17 ;     
01.02.2007 00:00:00   ;   347,23 ;     
01.03.2007 00:00:00   ;   347,26 ;     
01.04.2007 00:00:00   ;   347,17 ;     
01.05.2007 00:00:00   ;   347,23 ;     
01.06.2007 00:00:00   ;   347,17 ;     
01.07.2007 00:00:00   ;   347,17 ;     
01.08.2007 00:00:00   ;   347,15 ;     
01.09.2007 00:00:00   ;   347,46 ;     
01.10.2007 00:00:00   ;   347,17 ;     
01.11.2007 00:00:00   ;   347,40 ;     
01.12.2007 00:00:00   ;   347,28 ;     
01.01.2008 00:00:00   ;   347,21 ;     
01.02.2008 00:00:00   ;   347,18 ;     
01.03.2008 00:00:00   ;   347,30 ;     
01.04.2008 00:00:00   ;   347,24 ;     
01.05.2008 00:00:00   ;   347,22 ;     
01.06.2008 00:00:00   ;   347,21 ;     
01.07.2008 00:00:00   ;   347,18 ;     
01.08.2008 00:00:00   ;   347,21 ;     
01.09.2008 00:00:00   ;   347,14 ;     
01.10.2008 00:00:00   ;   347,14 ;     
01.11.2008 00:00:00   ;   347,18 ;     
01.12.2008 00:00:00   ;   347,25 ;     
01.01.2009 00:00:00   ;   347,16 ;     
01.02.2009 00:00:00   ;   347,20 ;     
01.03.2009 00:00:00   ;   347,50 ;     
01.04.2009 00:00:00   ;   347,47 ;     
01.05.2009 00:00:00   ;   347,34 ;     
01.06.2009 00:00:00   ;   347,53 ;     
01.07.2009 00:00:00   ;   347,47 ;     
01.08.2009 00:00:00   ;   347,30 ;     
01.09.2009 00:00:00   ;   347,20 ;     
01.10.2009 00:00:00   ;   347,17 ;     
01.11.2009 00:00:00   ;   347,17 ;     
01.12.2009 00:00:00   ;   347,18 ;     
01.01.2010 00:00:00   ;   347,15 ;     
01.02.2010 00:00:00   ;   347,16 ;     
01.03.2010 00:00:00   ;   347,22 ;     
01.04.2010 00:00:00   ;   347,18 ;     
01.05.2010 00:00:00   ;   347,26 ;     
01.06.2010 00:00:00   ;   347,41 ;     
01.07.2010 00:00:00   ;   347,32 ;     
01.08.2010 00:00:00   ;   347,25 ;     
01.09.2010 00:00:00   ;   347,19 ;     
01.10.2010 00:00:00   ;   347,15 ;     
01.11.2010 00:00:00   ;   347,16 ;     
01.12.2010 00:00:00   ;   347,19 ;     
01.01.2011 00:00:00   ;   347,34 ;     
01.02.2011 00:00:00   ;   347,21 ;     
01.03.2011 00:00:00   ;   347,18 ;     
01.04.2011 00:00:00   ;   347,18 ;     
01.05.2011 00:00:00   ;   347,17 ;     
01.06.2011 00:00:00   ;   347,18 ;     
01.07.2011 00:00:00   ;   347,20 ;     
01.08.2011 00:00:00   ;   347,22 ;     
01.09.2011 00:00:00   ;   347,17 ;     
01.10.2011 00:00:00   ;   347,26 ;     
01.11.2011 00:00:00   ;   347,17 ;     
01.12.2011 00:00:00   ;   347,19 ;     
01.01.2012 00:00:00   ;   347,43 ;     
01.02.2012 00:00:00   ;   347,23 ;     
01.03.2012 00:00:00   ;   347,32 ;     
01.04.2012 00:00:00   ;   347,25 ;     
01.05.2012 00:00:00   ;   347,25 ;     
01.06.2012 00:00:00   ;   347,39 ;     
01.07.2012 00:00:00   ;   347,21 ;     
01.08.2012 00:00:00   ;   347,18 ;     
01.09.2012 00:00:00   ;   347,23 ;     
01.10.2012 00:00:00   ;   347,19 ;     
01.11.2012 00:00:00   ;   347,20 ;     
01.12.2012 00:00:00   ;   347,30 ;     
01.01.2013 00:00:00   ;   347,47 ;     
01.02.2013 00:00:00   ;   347,43 ;     
01.03.2013 00:00:00   ;   347,28 ;     
01.04.2013 00:00:00   ;   347,30 ;     
01.05.2013 00:00:00   ;   347,36 ;     
01.06.2013 00:00:00   ;   347,82 ;     
01.07.2013 00:00:00   ;   347,32 ;     
01.08.2013 00:00:00   ;   347,20 ;     
01.09.2013 00:00:00   ;   347,35 ;     
01.10.2013 00:00:00   ;   347,21 ;     
01.11.2013 00:00:00   ;   347,29 ;     
01.12.2013 00:00:00   ;   347,22 ;     
01.01.2014 00:00:00   ;   347,19 ;     
01.02.2014 00:00:00   ;   347,22 ;     
01.03.2014 00:00:00   ;   347,18 ;     
01.04.2014 00:00:00   ;   347,19 ;     
01.05.2014 00:00:00   ;   347,44 ;     
01.06.2014 00:00:00   ;   347,28 ;     
01.07.2014 00:00:00   ;   347,22 ;     
01.08.2014 00:00:00   ;   347,39 ;     
01.09.2014 00:00:00   ;   347,44 ;     
01.10.2014 00:00:00   ;   347,40 ;     
01.11.2014 00:00:00   ;   347,25 ;     
01.12.2014 00:00:00   ;   347,19 ;     
01.01.2015 00:00:00   ;   347,37 ;     
01.02.2015 00:00:00   ;   347,19 ;     
01.03.2015 00:00:00   ;   347,21 ;     
01.04.2015 00:00:00   ;   347,34 ;     
01.05.2015 00:00:00   ;   347,36 ;     
01.06.2015 00:00:00   ;   347,29 ;     
01.07.2015 00:00:00   ;   347,18 ;     
01.08.2015 00:00:00   ;   347,15 ;     
01.09.2015 00:00:00   ;   347,17 ;     
01.10.2015 00:00:00   ;   347,20 ;     
01.11.2015 00:00:00   ;   347,18 ;     
01.12.2015 00:00:00   ;   347,21 ;     
01.01.2016 00:00:00   ;   347,21 ;     
01.02.2016 00:00:00   ;   347,45 ;     
01.03.2016 00:00:00   ;   347,24 ;     
01.04.2016 00:00:00   ;   347,21 ;     
01.05.2016 00:00:00   ;   347,43 ;     
01.06.2016 00:00:00   ;   347,44 ;     
01.07.2016 00:00:00   ;   347,45 ;     
01.08.2016 00:00:00   ;   347,31 ;     
01.09.2016 00:00:00   ;   347,26 ;     
01.10.2016 00:00:00   ;   347,24 ;     
01.11.2016 00:00:00   ;   347,26 ;     
01.12.2016 00:00:00   ;   347,19 ;     
01.01.2017 00:00:00   ;   347,18 ;     
01.02.2017 00:00:00   ;   347,31 ;     
01.03.2017 00:00:00   ;   347,42 ;     
01.04.2017 00:00:00   ;   347,30 ;     
01.05.2017 00:00:00   ;   347,42 ;     
01.06.2017 00:00:00   ;   347,19 ;     
01.07.2017 00:00:00   ;   347,23 ;     
01.08.2017 00:00:00   ;   347,27 ;     
01.09.2017 00:00:00   ;   347,36 ;     
01.10.2017 00:00:00   ;   347,27 ;     
01.11.2017 00:00:00   ;   347,36 ;     
01.12.2017 00:00:00   ;   347,32 ;     
01.01.2018 00:00:00   ;   347,57 ;     
01.02.2018 00:00:00   ;   347,31 ;     
01.03.2018 00:00:00   ;   347,25 ;     
01.04.2018 00:00:00   ;   347,32 ;     
01.05.2018 00:00:00   ;   347,23 ;     
01.06.2018 00:00:00   ;   347,23 ;     
01.07.2018 00:00:00   ;   347,21 ;     
01.08.2018 00:00:00   ;   347,14 ;     
01.09.2018 00:00:00   ;   347,16 ;     
01.10.2018 00:00:00   ;   347,16 ;     
01.11.2018 00:00:00   ;   347,15 ;     
01.12.2018 00:00:00   ;   347,33 ;     
01.01.2019 00:00:00   ;   347,46 ;     
01.02.2019 00:00:00   ;   347,34 ;     
01.03.2019 00:00:00   ;   347,55 ;     
01.04.2019 00:00:00   ;   347,27 ;     
01.05.2019 00:00:00   ;   347,52 ;     
01.06.2019 00:00:00   ;   347,30 ;     
01.07.2019 00:00:00   ;   347,15 ;     
01.08.2019 00:00:00   ;   347,06 ;     
01.09.2019 00:00:00   ;   347,08 ;     
01.10.2019 00:00:00   ;   347,18 ;     
01.11.2019 00:00:00   ;   347,21 ;     
01.12.2019 00:00:00   ;   347,27 ;     
01.01.2020 00:00:00   ;   347,23 ;     
01.02.2020 00:00:00   ;   347,47 ;     
01.03.2020 00:00:00   ;   347,25 ;     
01.04.2020 00:00:00   ;   347,16 ;     
01.05.2020 00:00:00   ;   347,15 ;     
01.06.2020 00:00:00   ;   347,22 ;     
01.07.2020 00:00:00   ;   347,29 ;     
01.08.2020 00:00:00   ;   347,29 ;     
01.09.2020 00:00:00   ;   347,20 ;     
01.10.2020 00:00:00   ;   347,26 ;     
01.11.2020 00:00:00   ;   347,25 ;     
01.12.2020 00:00:00   ;   347,25 ;     
01.01.2021 00:00:00   ;   347,31 ;     
01.02.2021 00:00:00   ;   347,42 ;     
01.03.2021 00:00:00   ;   347,36 ;     
01.04.2021 00:00:00   ;   347,34 ;     
01.05.2021 00:00:00   ;   347,44 ;     
01.06.2021 00:00:00   ;   347,26 ;     
01.07.2021 00:00:00   ;   347,27 ;     
01.08.2021 00:00:00   ;   347,32 ;     
01.09.2021 00:00:00   ;   347,23 ;     
01.10.2021 00:00:00   ;   347,18 ;     
01.11.2021 00:00:00   ;   347,21 ;     
01.12.2021 00:00:00   ;   347,36 ;     
01.01.2022 00:00:00   ;Lücke         ; 
