Messstelle:                ;Bürs, Bl 07.28.12 A
HZB-Nummer:                ;352286
HD-Nummer:                 ;07.28.12 A
DBMS-Nummer:               ;8002343
PorenGW-Gebiet:            ;003 Walgau
Grundwasserkörper:         ;Walgau [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Vorarlberger Illwerke-AG.
01.01.1996 00:00:00   ;   557,82 ;     
01.02.1996 00:00:00   ;   557,62 ;     
01.03.1996 00:00:00   ;   557,44 ;     
01.04.1996 00:00:00   ;   557,39 ;     
01.05.1996 00:00:00   ;   557,42 ;     
01.06.1996 00:00:00   ;   557,56 ;     
01.07.1996 00:00:00   ;   557,77 ;     
01.08.1996 00:00:00   ;   557,67 ;     
01.09.1996 00:00:00   ;   557,64 ;     
01.10.1996 00:00:00   ;   557,69 ;     
01.11.1996 00:00:00   ;   557,94 ;     
01.12.1996 00:00:00   ;   558,07 ;     
01.01.1997 00:00:00   ;Lücke     ;     
01.02.1997 00:00:00   ;Lücke     ;     
01.03.1997 00:00:00   ;Lücke     ;     
01.04.1997 00:00:00   ;Lücke     ;     
01.05.1997 00:00:00   ;Lücke     ;     
01.06.1997 00:00:00   ;Lücke     ;     
01.07.1997 00:00:00   ;Lücke     ;     
01.08.1997 00:00:00   ;Lücke     ;     
01.09.1997 00:00:00   ;Lücke     ;     
01.10.1997 00:00:00   ;Lücke     ;     
01.11.1997 00:00:00   ;Lücke     ;     
01.12.1997 00:00:00   ;Lücke     ;     
01.01.1998 00:00:00   ;Lücke     ;     
01.02.1998 00:00:00   ;Lücke     ;     
01.03.1998 00:00:00   ;Lücke     ;     
01.04.1998 00:00:00   ;Lücke     ;     
01.05.1998 00:00:00   ;Lücke     ;     
01.06.1998 00:00:00   ;Lücke     ;     
01.07.1998 00:00:00   ;Lücke     ;     
01.08.1998 00:00:00   ;Lücke     ;     
01.09.1998 00:00:00   ;Lücke     ;     
01.10.1998 00:00:00   ;Lücke     ;     
01.11.1998 00:00:00   ;Lücke     ;     
01.12.1998 00:00:00   ;Lücke     ;     
01.01.1999 00:00:00   ;Lücke     ;     
01.02.1999 00:00:00   ;Lücke     ;     
01.03.1999 00:00:00   ;Lücke     ;     
01.04.1999 00:00:00   ;Lücke     ;     
01.05.1999 00:00:00   ;Lücke     ;     
01.06.1999 00:00:00   ;Lücke     ;     
01.07.1999 00:00:00   ;Lücke     ;     
01.08.1999 00:00:00   ;Lücke     ;     
01.09.1999 00:00:00   ;Lücke     ;     
01.10.1999 00:00:00   ;Lücke     ;     
01.11.1999 00:00:00   ;Lücke     ;     
01.12.1999 00:00:00   ;Lücke     ;     
01.01.2000 00:00:00   ;Lücke     ;     
01.02.2000 00:00:00   ;Lücke     ;     
01.03.2000 00:00:00   ;Lücke     ;     
01.04.2000 00:00:00   ;Lücke     ;     
01.05.2000 00:00:00   ;Lücke     ;     
01.06.2000 00:00:00   ;Lücke     ;     
01.07.2000 00:00:00   ;Lücke     ;     
01.08.2000 00:00:00   ;Lücke     ;     
01.09.2000 00:00:00   ;Lücke     ;     
01.10.2000 00:00:00   ;Lücke     ;     
01.11.2000 00:00:00   ;Lücke     ;     
01.12.2000 00:00:00   ;Lücke     ;     
01.01.2001 00:00:00   ;Lücke     ;     
01.02.2001 00:00:00   ;Lücke     ;     
01.03.2001 00:00:00   ;Lücke     ;     
01.04.2001 00:00:00   ;Lücke     ;     
01.05.2001 00:00:00   ;Lücke     ;     
01.06.2001 00:00:00   ;Lücke     ;     
01.07.2001 00:00:00   ;Lücke     ;     
01.08.2001 00:00:00   ;Lücke     ;     
01.09.2001 00:00:00   ;Lücke     ;     
01.10.2001 00:00:00   ;Lücke     ;     
01.11.2001 00:00:00   ;Lücke     ;     
01.12.2001 00:00:00   ;Lücke     ;     
01.01.2002 00:00:00   ;Lücke     ;     
01.02.2002 00:00:00   ;   558,50 ;     
01.03.2002 00:00:00   ;   558,51 ;     
01.04.2002 00:00:00   ;   558,42 ;     
01.05.2002 00:00:00   ;   558,63 ;     
01.06.2002 00:00:00   ;Lücke     ;     
01.07.2002 00:00:00   ;Lücke     ;     
01.08.2002 00:00:00   ;Lücke     ;     
01.09.2002 00:00:00   ;Lücke     ;     
01.10.2002 00:00:00   ;Lücke     ;     
01.11.2002 00:00:00   ;Lücke     ;     
01.12.2002 00:00:00   ;Lücke     ;     
01.01.2003 00:00:00   ;Lücke     ;     
01.02.2003 00:00:00   ;   558,58 ;     
01.03.2003 00:00:00   ;   558,51 ;     
01.04.2003 00:00:00   ;   558,53 ;     
01.05.2003 00:00:00   ;   558,52 ;     
01.06.2003 00:00:00   ;   558,42 ;     
01.07.2003 00:00:00   ;   558,01 ;     
01.08.2003 00:00:00   ;   557,83 ;     
01.09.2003 00:00:00   ;   557,25 ;     
01.10.2003 00:00:00   ;   557,78 ;     
01.11.2003 00:00:00   ;   557,91 ;     
01.12.2003 00:00:00   ;   557,97 ;     
01.01.2004 00:00:00   ;   558,04 ;     
01.02.2004 00:00:00   ;   558,18 ;     
01.03.2004 00:00:00   ;Lücke     ;     
01.04.2004 00:00:00   ;   558,13 ;     
01.05.2004 00:00:00   ;   558,18 ;     
01.06.2004 00:00:00   ;   558,58 ;     
01.07.2004 00:00:00   ;   558,64 ;     
01.08.2004 00:00:00   ;   558,54 ;     
01.09.2004 00:00:00   ;   558,47 ;     
01.10.2004 00:00:00   ;   558,43 ;     
01.11.2004 00:00:00   ;   558,29 ;     
01.12.2004 00:00:00   ;   558,14 ;     
01.01.2005 00:00:00   ;   558,03 ;     
01.02.2005 00:00:00   ;   557,98 ;     
01.03.2005 00:00:00   ;   558,01 ;     
01.04.2005 00:00:00   ;   558,29 ;     
01.05.2005 00:00:00   ;   558,61 ;     
01.06.2005 00:00:00   ;   558,66 ;     
01.07.2005 00:00:00   ;   558,48 ;     
01.08.2005 00:00:00   ;   558,50 ;     
01.09.2005 00:00:00   ;   559,05 ;     
01.10.2005 00:00:00   ;   558,98 ;     
01.11.2005 00:00:00   ;   558,93 ;     
01.12.2005 00:00:00   ;   558,69 ;     
01.01.2006 00:00:00   ;   558,57 ;     
01.02.2006 00:00:00   ;   558,39 ;     
01.03.2006 00:00:00   ;   558,42 ;     
01.04.2006 00:00:00   ;   558,70 ;     
01.05.2006 00:00:00   ;   558,86 ;     
01.06.2006 00:00:00   ;   559,12 ;     
01.07.2006 00:00:00   ;   558,92 ;     
01.08.2006 00:00:00   ;   558,84 ;     
01.09.2006 00:00:00   ;   558,83 ;     
01.10.2006 00:00:00   ;   558,67 ;     
01.11.2006 00:00:00   ;   558,54 ;     
01.12.2006 00:00:00   ;   558,45 ;     
01.01.2007 00:00:00   ;   558,42 ;     
01.02.2007 00:00:00   ;   558,32 ;     
01.03.2007 00:00:00   ;   558,38 ;     
01.04.2007 00:00:00   ;   558,39 ;     
01.05.2007 00:00:00   ;   558,37 ;     
01.06.2007 00:00:00   ;   558,46 ;     
01.07.2007 00:00:00   ;   558,73 ;     
01.08.2007 00:00:00   ;   558,76 ;     
01.09.2007 00:00:00   ;   558,77 ;     
01.10.2007 00:00:00   ;   558,59 ;     
01.11.2007 00:00:00   ;   558,53 ;     
01.12.2007 00:00:00   ;   558,60 ;     
01.01.2008 00:00:00   ;   558,50 ;     
01.02.2008 00:00:00   ;   558,45 ;     
01.03.2008 00:00:00   ;   558,48 ;     
01.04.2008 00:00:00   ;   558,70 ;     
01.05.2008 00:00:00   ;   558,99 ;     
01.06.2008 00:00:00   ;   559,12 ;     
01.07.2008 00:00:00   ;   559,08 ;     
01.08.2008 00:00:00   ;   559,01 ;     
01.09.2008 00:00:00   ;   558,89 ;     
01.10.2008 00:00:00   ;   558,75 ;     
01.11.2008 00:00:00   ;   558,65 ;     
01.12.2008 00:00:00   ;   558,59 ;     
01.01.2009 00:00:00   ;Lücke     ;     
01.02.2009 00:00:00   ;   558,42 ;     
01.03.2009 00:00:00   ;   558,54 ;     
01.04.2009 00:00:00   ;   558,72 ;     
01.05.2009 00:00:00   ;   558,86 ;     
01.06.2009 00:00:00   ;   558,94 ;     
01.07.2009 00:00:00   ;   558,98 ;     
01.08.2009 00:00:00   ;   558,82 ;     
01.09.2009 00:00:00   ;   558,49 ;     
01.10.2009 00:00:00   ;   558,20 ;     
01.11.2009 00:00:00   ;   557,97 ;     
01.12.2009 00:00:00   ;   558,01 ;     
01.01.2010 00:00:00   ;   557,98 ;     
01.02.2010 00:00:00   ;   557,87 ;     
01.03.2010 00:00:00   ;   557,86 ;     
01.04.2010 00:00:00   ;   558,04 ;     
01.05.2010 00:00:00   ;   558,23 ;     
01.06.2010 00:00:00   ;Lücke     ;     
01.07.2010 00:00:00   ;   558,80 ;     
01.08.2010 00:00:00   ;   559,20 ;     
01.09.2010 00:00:00   ;   559,41 ;     
01.10.2010 00:00:00   ;   558,90 ;     
01.11.2010 00:00:00   ;   558,70 ;     
01.12.2010 00:00:00   ;   558,66 ;     
01.01.2011 00:00:00   ;   558,70 ;     
01.02.2011 00:00:00   ;   558,57 ;     
01.03.2011 00:00:00   ;   558,53 ;     
01.04.2011 00:00:00   ;   558,49 ;     
01.05.2011 00:00:00   ;   558,40 ;     
01.06.2011 00:00:00   ;   558,43 ;     
01.07.2011 00:00:00   ;   558,51 ;     
01.08.2011 00:00:00   ;   558,64 ;     
01.09.2011 00:00:00   ;   558,51 ;     
01.10.2011 00:00:00   ;   558,67 ;     
01.11.2011 00:00:00   ;   558,58 ;     
01.12.2011 00:00:00   ;   558,56 ;     
01.01.2012 00:00:00   ;   558,87 ;     
01.02.2012 00:00:00   ;   558,70 ;     
01.03.2012 00:00:00   ;   558,82 ;     
01.04.2012 00:00:00   ;   558,93 ;     
01.05.2012 00:00:00   ;   559,07 ;     
01.06.2012 00:00:00   ;   559,45 ;     
01.07.2012 00:00:00   ;   559,16 ;     
01.08.2012 00:00:00   ;   558,94 ;     
01.09.2012 00:00:00   ;   558,81 ;     
01.10.2012 00:00:00   ;   559,05 ;     
01.11.2012 00:00:00   ;   559,03 ;     
01.12.2012 00:00:00   ;   559,06 ;     
01.01.2013 00:00:00   ;   559,09 ;     
01.02.2013 00:00:00   ;   559,01 ;     
01.03.2013 00:00:00   ;   558,88 ;     
01.04.2013 00:00:00   ;   558,84 ;     
01.05.2013 00:00:00   ;   558,97 ;     
01.06.2013 00:00:00   ;   559,43 ;     
01.07.2013 00:00:00   ;   559,15 ;     
01.08.2013 00:00:00   ;   558,78 ;     
01.09.2013 00:00:00   ;   558,55 ;     
01.10.2013 00:00:00   ;   558,64 ;     
01.11.2013 00:00:00   ;   558,68 ;     
01.12.2013 00:00:00   ;   558,61 ;     
01.01.2014 00:00:00   ;   558,58 ;     
01.02.2014 00:00:00   ;   558,49 ;     
01.03.2014 00:00:00   ;   558,39 ;     
01.04.2014 00:00:00   ;   558,49 ;     
01.05.2014 00:00:00   ;   558,56 ;     
01.06.2014 00:00:00   ;   558,56 ;     
01.07.2014 00:00:00   ;   558,55 ;     
01.08.2014 00:00:00   ;   558,84 ;     
01.09.2014 00:00:00   ;   558,81 ;     
01.10.2014 00:00:00   ;   558,61 ;     
01.11.2014 00:00:00   ;   558,55 ;     
01.12.2014 00:00:00   ;   558,40 ;     
01.01.2015 00:00:00   ;   558,42 ;     
