Messstelle:                ;Mauthausen, Bl 2113.001
HZB-Nummer:                ;307959
HD-Nummer:                 ;Bl2113.001
DBMS-Nummer:               ;4002138
PorenGW-Gebiet:            ;143 Nördliches Linzer Feld
Grundwasserkörper:         ;Gruppe Böhmische Masse [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
01.06.1994 00:00:00   ;   241,23 ;     
01.07.1994 00:00:00   ;   241,05 ;     
01.08.1994 00:00:00   ;   240,89 ;     
01.09.1994 00:00:00   ;   240,89 ;     
01.10.1994 00:00:00   ;   240,71 ;     
01.11.1994 00:00:00   ;   240,78 ;     
01.12.1994 00:00:00   ;   240,89 ;     
01.01.1995 00:00:00   ;   241,09 ;     
01.02.1995 00:00:00   ;   241,26 ;     
01.03.1995 00:00:00   ;   241,23 ;     
01.04.1995 00:00:00   ;   241,52 ;     
01.05.1995 00:00:00   ;   241,23 ;     
01.06.1995 00:00:00   ;   241,70 ;     
01.07.1995 00:00:00   ;   241,27 ;     
01.08.1995 00:00:00   ;   241,00 ;     
01.09.1995 00:00:00   ;   241,34 ;     
01.10.1995 00:00:00   ;   240,90 ;     
01.11.1995 00:00:00   ;   240,99 ;     
01.12.1995 00:00:00   ;   240,91 ;     
01.01.1996 00:00:00   ;   241,02 ;     
01.02.1996 00:00:00   ;   240,90 ;     
01.03.1996 00:00:00   ;   241,01 ;     
01.04.1996 00:00:00   ;   241,14 ;     
01.05.1996 00:00:00   ;   241,44 ;     
01.06.1996 00:00:00   ;   241,31 ;     
01.07.1996 00:00:00   ;   241,05 ;     
01.08.1996 00:00:00   ;   241,10 ;     
01.09.1996 00:00:00   ;   241,21 ;     
01.10.1996 00:00:00   ;   241,21 ;     
01.11.1996 00:00:00   ;   241,23 ;     
01.12.1996 00:00:00   ;   241,11 ;     
01.01.1997 00:00:00   ;   240,93 ;     
01.02.1997 00:00:00   ;   241,06 ;     
01.03.1997 00:00:00   ;   241,25 ;     
01.04.1997 00:00:00   ;   241,21 ;     
01.05.1997 00:00:00   ;   241,23 ;     
01.06.1997 00:00:00   ;   241,15 ;     
01.07.1997 00:00:00   ;   241,48 ;     
01.08.1997 00:00:00   ;   241,10 ;     
01.09.1997 00:00:00   ;   240,86 ;     
01.10.1997 00:00:00   ;   240,94 ;     
01.11.1997 00:00:00   ;   240,78 ;     
01.12.1997 00:00:00   ;   241,07 ;     
01.01.1998 00:00:00   ;   240,97 ;     
01.02.1998 00:00:00   ;   240,89 ;     
01.03.1998 00:00:00   ;   241,06 ;     
01.04.1998 00:00:00   ;   241,05 ;     
01.05.1998 00:00:00   ;   240,91 ;     
01.06.1998 00:00:00   ;   240,90 ;     
01.07.1998 00:00:00   ;   241,09 ;     
01.08.1998 00:00:00   ;   240,92 ;     
01.09.1998 00:00:00   ;   241,06 ;     
01.10.1998 00:00:00   ;   241,14 ;     
01.11.1998 00:00:00   ;   241,58 ;     
01.12.1998 00:00:00   ;   241,22 ;     
01.01.1999 00:00:00   ;   241,15 ;     
01.02.1999 00:00:00   ;   241,34 ;     
01.03.1999 00:00:00   ;   241,67 ;     
01.04.1999 00:00:00   ;   241,29 ;     
01.05.1999 00:00:00   ;   241,78 ;     
01.06.1999 00:00:00   ;   241,54 ;     
01.07.1999 00:00:00   ;   241,31 ;     
01.08.1999 00:00:00   ;   241,03 ;     
01.09.1999 00:00:00   ;   240,99 ;     
01.10.1999 00:00:00   ;   240,93 ;     
01.11.1999 00:00:00   ;   240,87 ;     
01.12.1999 00:00:00   ;   240,98 ;     
01.01.2000 00:00:00   ;   241,07 ;     
01.02.2000 00:00:00   ;   241,50 ;     
01.03.2000 00:00:00   ;   241,68 ;     
01.04.2000 00:00:00   ;   241,52 ;     
01.05.2000 00:00:00   ;   241,45 ;     
01.06.2000 00:00:00   ;   241,10 ;     
01.07.2000 00:00:00   ;   241,15 ;     
01.08.2000 00:00:00   ;   241,27 ;     
01.09.2000 00:00:00   ;   241,02 ;     
01.10.2000 00:00:00   ;   241,16 ;     
01.11.2000 00:00:00   ;   241,01 ;     
01.12.2000 00:00:00   ;   241,02 ;     
01.01.2001 00:00:00   ;   241,08 ;     
01.02.2001 00:00:00   ;   241,24 ;     
01.03.2001 00:00:00   ;   241,57 ;     
01.04.2001 00:00:00   ;   241,61 ;     
01.05.2001 00:00:00   ;   241,37 ;     
01.06.2001 00:00:00   ;   241,46 ;     
01.07.2001 00:00:00   ;   241,13 ;     
01.08.2001 00:00:00   ;   241,03 ;     
01.09.2001 00:00:00   ;   241,33 ;     
01.10.2001 00:00:00   ;   241,04 ;     
01.11.2001 00:00:00   ;   241,01 ;     
01.12.2001 00:00:00   ;   241,25 ;     
01.01.2002 00:00:00   ;   241,24 ;     
01.02.2002 00:00:00   ;   241,50 ;     
01.03.2002 00:00:00   ;   242,05 ;     
01.04.2002 00:00:00   ;   241,34 ;     
01.05.2002 00:00:00   ;   241,17 ;     
01.06.2002 00:00:00   ;   241,13 ;     
01.07.2002 00:00:00   ;   240,90 ;     
01.08.2002 00:00:00   ;   242,27 ;     
01.09.2002 00:00:00   ;   241,21 ;     
01.10.2002 00:00:00   ;   241,47 ;     
01.11.2002 00:00:00   ;   241,79 ;     
01.12.2002 00:00:00   ;   241,49 ;     
01.01.2003 00:00:00   ;   241,61 ;     
01.02.2003 00:00:00   ;   241,36 ;     
01.03.2003 00:00:00   ;   241,30 ;     
01.04.2003 00:00:00   ;   241,09 ;     
01.05.2003 00:00:00   ;   241,14 ;     
01.06.2003 00:00:00   ;   241,02 ;     
01.07.2003 00:00:00   ;   240,87 ;     
01.08.2003 00:00:00   ;   240,71 ;     
01.09.2003 00:00:00   ;   240,87 ;     
01.10.2003 00:00:00   ;   241,04 ;     
01.11.2003 00:00:00   ;   240,87 ;     
01.12.2003 00:00:00   ;   240,80 ;     
01.01.2004 00:00:00   ;   241,14 ;     
01.02.2004 00:00:00   ;   241,26 ;     
01.03.2004 00:00:00   ;   241,23 ;     
01.04.2004 00:00:00   ;   241,25 ;     
01.05.2004 00:00:00   ;   241,17 ;     
01.06.2004 00:00:00   ;   241,36 ;     
01.07.2004 00:00:00   ;   241,20 ;     
01.08.2004 00:00:00   ;   241,03 ;     
01.09.2004 00:00:00   ;   240,99 ;     
01.10.2004 00:00:00   ;   241,00 ;     
01.11.2004 00:00:00   ;   241,00 ;     
01.12.2004 00:00:00   ;   240,91 ;     
01.01.2005 00:00:00   ;   240,98 ;     
01.02.2005 00:00:00   ;   241,23 ;     
01.03.2005 00:00:00   ;   241,24 ;     
01.04.2005 00:00:00   ;   241,44 ;     
01.05.2005 00:00:00   ;   241,49 ;     
01.06.2005 00:00:00   ;   241,33 ;     
01.07.2005 00:00:00   ;   241,63 ;     
01.08.2005 00:00:00   ;   241,44 ;     
01.09.2005 00:00:00   ;   241,20 ;     
01.10.2005 00:00:00   ;   241,07 ;     
01.11.2005 00:00:00   ;   240,85 ;     
01.12.2005 00:00:00   ;   240,86 ;     
01.01.2006 00:00:00   ;   240,86 ;     
01.02.2006 00:00:00   ;   240,95 ;     
01.03.2006 00:00:00   ;   241,51 ;     
01.04.2006 00:00:00   ;   242,04 ;     
01.05.2006 00:00:00   ;   241,58 ;     
01.06.2006 00:00:00   ;   241,58 ;     
01.07.2006 00:00:00   ;   241,20 ;     
01.08.2006 00:00:00   ;   241,32 ;     
01.09.2006 00:00:00   ;   241,06 ;     
01.10.2006 00:00:00   ;   240,90 ;     
01.11.2006 00:00:00   ;   240,97 ;     
01.12.2006 00:00:00   ;   240,88 ;     
01.01.2007 00:00:00   ;   240,99 ;     
01.02.2007 00:00:00   ;   241,11 ;     
01.03.2007 00:00:00   ;   241,20 ;     
01.04.2007 00:00:00   ;   241,00 ;     
01.05.2007 00:00:00   ;   241,15 ;     
01.06.2007 00:00:00   ;   241,09 ;     
01.07.2007 00:00:00   ;   241,13 ;     
01.08.2007 00:00:00   ;   240,93 ;     
01.09.2007 00:00:00   ;   241,51 ;     
01.10.2007 00:00:00   ;   241,00 ;     
01.11.2007 00:00:00   ;   241,17 ;     
01.12.2007 00:00:00   ;   241,25 ;     
01.01.2008 00:00:00   ;   241,06 ;     
01.02.2008 00:00:00   ;   241,00 ;     
01.03.2008 00:00:00   ;   241,24 ;     
01.04.2008 00:00:00   ;   241,32 ;     
01.05.2008 00:00:00   ;   241,36 ;     
01.06.2008 00:00:00   ;   241,23 ;     
01.07.2008 00:00:00   ;   241,27 ;     
01.08.2008 00:00:00   ;   241,14 ;     
01.09.2008 00:00:00   ;   240,99 ;     
01.10.2008 00:00:00   ;   240,91 ;     
01.11.2008 00:00:00   ;   240,86 ;     
01.12.2008 00:00:00   ;   240,95 ;     
01.01.2009 00:00:00   ;   240,88 ;     
01.02.2009 00:00:00   ;   240,91 ;     
01.03.2009 00:00:00   ;   241,38 ;     
01.04.2009 00:00:00   ;   241,53 ;     
01.05.2009 00:00:00   ;   241,38 ;     
01.06.2009 00:00:00   ;   241,59 ;     
01.07.2009 00:00:00   ;   241,71 ;     
01.08.2009 00:00:00   ;   241,30 ;     
01.09.2009 00:00:00   ;   241,06 ;     
01.10.2009 00:00:00   ;   240,98 ;     
01.11.2009 00:00:00   ;   240,98 ;     
01.12.2009 00:00:00   ;   241,02 ;     
01.01.2010 00:00:00   ;   240,98 ;     
01.02.2010 00:00:00   ;   240,94 ;     
01.03.2010 00:00:00   ;   241,22 ;     
01.04.2010 00:00:00   ;   241,13 ;     
01.05.2010 00:00:00   ;   241,23 ;     
01.06.2010 00:00:00   ;   241,68 ;     
01.07.2010 00:00:00   ;   241,25 ;     
01.08.2010 00:00:00   ;   241,48 ;     
01.09.2010 00:00:00   ;   241,28 ;     
01.10.2010 00:00:00   ;   240,97 ;     
01.11.2010 00:00:00   ;   240,95 ;     
01.12.2010 00:00:00   ;   241,12 ;     
01.01.2011 00:00:00   ;   241,34 ;     
01.02.2011 00:00:00   ;   241,10 ;     
01.03.2011 00:00:00   ;   240,96 ;     
01.04.2011 00:00:00   ;   240,96 ;     
01.05.2011 00:00:00   ;   240,93 ;     
01.06.2011 00:00:00   ;   241,07 ;     
01.07.2011 00:00:00   ;   241,09 ;     
01.08.2011 00:00:00   ;   241,13 ;     
01.09.2011 00:00:00   ;   240,98 ;     
01.10.2011 00:00:00   ;   241,08 ;     
01.11.2011 00:00:00   ;   240,86 ;     
01.12.2011 00:00:00   ;   240,94 ;     
01.01.2012 00:00:00   ;   241,32 ;     
01.02.2012 00:00:00   ;   241,14 ;     
01.03.2012 00:00:00   ;   241,18 ;     
01.04.2012 00:00:00   ;   241,12 ;     
01.05.2012 00:00:00   ;   241,18 ;     
01.06.2012 00:00:00   ;   241,63 ;     
01.07.2012 00:00:00   ;   241,24 ;     
01.08.2012 00:00:00   ;   241,06 ;     
01.09.2012 00:00:00   ;   241,18 ;     
01.10.2012 00:00:00   ;   241,08 ;     
01.11.2012 00:00:00   ;   241,04 ;     
01.12.2012 00:00:00   ;   241,12 ;     
01.01.2013 00:00:00   ;   241,44 ;     
01.02.2013 00:00:00   ;   241,43 ;     
01.03.2013 00:00:00   ;   241,25 ;     
01.04.2013 00:00:00   ;   241,20 ;     
01.05.2013 00:00:00   ;   241,40 ;     
01.06.2013 00:00:00   ;   242,43 ;     
