Messstelle:                ;Marchtrenk, Br 25.5
HZB-Nummer:                ;375923
HD-Nummer:                 ;W25.5
DBMS-Nummer:               ;4002967
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
01.05.1979 00:00:00   ;   298,08 ;     
01.06.1979 00:00:00   ;   298,07 ;     
01.07.1979 00:00:00   ;   298,15 ;     
01.08.1979 00:00:00   ;   297,86 ;     
01.09.1979 00:00:00   ;   297,77 ;     
01.10.1979 00:00:00   ;   297,56 ;     
01.11.1979 00:00:00   ;   297,45 ;     
01.12.1979 00:00:00   ;   297,51 ;     
01.01.1980 00:00:00   ;   297,33 ;     
01.02.1980 00:00:00   ;   297,54 ;     
01.03.1980 00:00:00   ;   297,63 ;     
01.04.1980 00:00:00   ;   297,69 ;     
01.05.1980 00:00:00   ;   297,89 ;     
01.06.1980 00:00:00   ;   297,79 ;     
01.07.1980 00:00:00   ;   297,71 ;     
01.08.1980 00:00:00   ;   297,66 ;     
01.09.1980 00:00:00   ;   297,48 ;     
01.10.1980 00:00:00   ;   297,39 ;     
01.11.1980 00:00:00   ;   297,39 ;     
01.12.1980 00:00:00   ;   297,41 ;     
01.01.1981 00:00:00   ;   297,71 ;     
01.02.1981 00:00:00   ;   297,90 ;     
01.03.1981 00:00:00   ;   297,92 ;     
01.04.1981 00:00:00   ;   297,82 ;     
01.05.1981 00:00:00   ;   297,61 ;     
01.06.1981 00:00:00   ;   297,46 ;     
01.07.1981 00:00:00   ;   297,42 ;     
01.08.1981 00:00:00   ;   297,47 ;     
01.09.1981 00:00:00   ;   297,44 ;     
01.10.1981 00:00:00   ;   297,41 ;     
01.11.1981 00:00:00   ;   297,58 ;     
01.12.1981 00:00:00   ;   298,01 ;     
01.01.1982 00:00:00   ;   298,17 ;     
01.02.1982 00:00:00   ;   298,24 ;     
01.03.1982 00:00:00   ;   298,06 ;     
01.04.1982 00:00:00   ;   297,86 ;     
01.05.1982 00:00:00   ;   297,62 ;     
01.06.1982 00:00:00   ;   297,44 ;     
01.07.1982 00:00:00   ;   297,37 ;     
01.08.1982 00:00:00   ;   297,29 ;     
01.09.1982 00:00:00   ;   297,17 ;     
01.10.1982 00:00:00   ;   297,05 ;     
01.11.1982 00:00:00   ;   296,94 ;     
01.12.1982 00:00:00   ;   296,89 ;     
01.01.1983 00:00:00   ;   297,08 ;     
01.02.1983 00:00:00   ;   297,45 ;     
01.03.1983 00:00:00   ;   297,65 ;     
01.04.1983 00:00:00   ;   297,58 ;     
01.05.1983 00:00:00   ;   297,48 ;     
01.06.1983 00:00:00   ;   297,37 ;     
01.07.1983 00:00:00   ;   297,32 ;     
01.08.1983 00:00:00   ;   297,21 ;     
01.09.1983 00:00:00   ;   297,12 ;     
01.10.1983 00:00:00   ;   297,08 ;     
01.11.1983 00:00:00   ;   296,96 ;     
01.12.1983 00:00:00   ;   296,87 ;     
01.01.1984 00:00:00   ;   296,90 ;     
01.02.1984 00:00:00   ;   297,07 ;     
01.03.1984 00:00:00   ;   297,20 ;     
01.04.1984 00:00:00   ;   297,20 ;     
01.05.1984 00:00:00   ;   297,20 ;     
01.06.1984 00:00:00   ;   297,17 ;     
01.07.1984 00:00:00   ;   297,12 ;     
01.08.1984 00:00:00   ;   297,10 ;     
01.09.1984 00:00:00   ;   297,07 ;     
01.10.1984 00:00:00   ;   297,12 ;     
01.11.1984 00:00:00   ;   297,05 ;     
01.12.1984 00:00:00   ;   296,93 ;     
01.01.1985 00:00:00   ;   296,80 ;     
01.02.1985 00:00:00   ;   296,93 ;     
01.03.1985 00:00:00   ;   297,08 ;     
01.04.1985 00:00:00   ;   297,32 ;     
01.05.1985 00:00:00   ;   297,38 ;     
01.06.1985 00:00:00   ;   297,32 ;     
01.07.1985 00:00:00   ;   297,28 ;     
01.08.1985 00:00:00   ;   297,51 ;     
01.09.1985 00:00:00   ;   297,92 ;     
01.10.1985 00:00:00   ;   297,92 ;     
01.11.1985 00:00:00   ;   297,61 ;     
01.12.1985 00:00:00   ;   297,48 ;     
01.01.1986 00:00:00   ;   297,74 ;     
01.02.1986 00:00:00   ;   298,04 ;     
01.03.1986 00:00:00   ;   297,81 ;     
01.04.1986 00:00:00   ;   297,71 ;     
01.05.1986 00:00:00   ;   297,61 ;     
01.06.1986 00:00:00   ;   297,59 ;     
01.07.1986 00:00:00   ;   297,39 ;     
01.08.1986 00:00:00   ;   297,22 ;     
01.09.1986 00:00:00   ;   297,17 ;     
01.10.1986 00:00:00   ;   297,10 ;     
01.11.1986 00:00:00   ;   297,10 ;     
01.12.1986 00:00:00   ;   296,99 ;     
01.01.1987 00:00:00   ;   297,10 ;     
01.02.1987 00:00:00   ;   297,18 ;     
01.03.1987 00:00:00   ;   297,60 ;     
01.04.1987 00:00:00   ;   297,95 ;     
01.05.1987 00:00:00   ;   298,04 ;     
01.06.1987 00:00:00   ;   298,10 ;     
01.07.1987 00:00:00   ;   297,97 ;     
01.08.1987 00:00:00   ;   297,83 ;     
01.09.1987 00:00:00   ;   297,64 ;     
01.10.1987 00:00:00   ;   297,45 ;     
01.11.1987 00:00:00   ;   297,26 ;     
01.12.1987 00:00:00   ;   297,28 ;     
01.01.1988 00:00:00   ;   297,47 ;     
01.02.1988 00:00:00   ;   297,53 ;     
01.03.1988 00:00:00   ;   297,86 ;     
01.04.1988 00:00:00   ;   298,35 ;     
01.05.1988 00:00:00   ;   298,26 ;     
01.06.1988 00:00:00   ;   297,99 ;     
01.07.1988 00:00:00   ;   297,73 ;     
01.08.1988 00:00:00   ;   297,49 ;     
01.09.1988 00:00:00   ;   297,35 ;     
01.10.1988 00:00:00   ;   297,23 ;     
01.11.1988 00:00:00   ;   297,17 ;     
01.12.1988 00:00:00   ;   297,59 ;     
01.01.1989 00:00:00   ;   297,91 ;     
01.02.1989 00:00:00   ;   297,79 ;     
01.03.1989 00:00:00   ;   297,79 ;     
01.04.1989 00:00:00   ;   297,70 ;     
01.05.1989 00:00:00   ;   297,76 ;     
01.06.1989 00:00:00   ;   297,65 ;     
01.07.1989 00:00:00   ;   297,50 ;     
01.08.1989 00:00:00   ;   297,38 ;     
01.09.1989 00:00:00   ;   297,30 ;     
01.10.1989 00:00:00   ;   297,36 ;     
01.11.1989 00:00:00   ;   297,32 ;     
01.12.1989 00:00:00   ;   297,27 ;     
01.01.1990 00:00:00   ;   297,23 ;     
01.02.1990 00:00:00   ;   297,22 ;     
01.03.1990 00:00:00   ;   297,51 ;     
01.04.1990 00:00:00   ;   297,51 ;     
01.05.1990 00:00:00   ;   297,70 ;     
01.06.1990 00:00:00   ;   297,62 ;     
01.07.1990 00:00:00   ;   297,66 ;     
01.08.1990 00:00:00   ;   297,57 ;     
01.09.1990 00:00:00   ;   297,42 ;     
01.10.1990 00:00:00   ;   297,42 ;     
01.11.1990 00:00:00   ;   297,38 ;     
01.12.1990 00:00:00   ;   297,51 ;     
01.01.1991 00:00:00   ;   297,55 ;     
01.02.1991 00:00:00   ;   297,43 ;     
01.03.1991 00:00:00   ;   297,22 ;     
01.04.1991 00:00:00   ;   297,24 ;     
01.05.1991 00:00:00   ;   297,29 ;     
01.06.1991 00:00:00   ;   297,35 ;     
01.07.1991 00:00:00   ;   297,42 ;     
01.08.1991 00:00:00   ;   297,67 ;     
01.09.1991 00:00:00   ;   297,79 ;     
01.10.1991 00:00:00   ;   297,63 ;     
01.11.1991 00:00:00   ;   297,36 ;     
01.12.1991 00:00:00   ;   297,26 ;     
01.01.1992 00:00:00   ;   297,35 ;     
01.02.1992 00:00:00   ;   297,33 ;     
01.03.1992 00:00:00   ;   297,41 ;     
01.04.1992 00:00:00   ;   297,79 ;     
01.05.1992 00:00:00   ;   297,72 ;     
01.06.1992 00:00:00   ;   297,50 ;     
01.07.1992 00:00:00   ;   297,41 ;     
01.08.1992 00:00:00   ;   297,27 ;     
01.09.1992 00:00:00   ;   297,18 ;     
01.10.1992 00:00:00   ;   297,14 ;     
01.11.1992 00:00:00   ;   297,21 ;     
01.12.1992 00:00:00   ;   297,56 ;     
01.01.1993 00:00:00   ;   297,58 ;     
01.02.1993 00:00:00   ;   297,52 ;     
01.03.1993 00:00:00   ;   297,53 ;     
01.04.1993 00:00:00   ;   297,55 ;     
01.05.1993 00:00:00   ;   297,43 ;     
01.06.1993 00:00:00   ;   297,35 ;     
01.07.1993 00:00:00   ;   297,34 ;     
01.08.1993 00:00:00   ;   297,36 ;     
01.09.1993 00:00:00   ;   297,43 ;     
01.10.1993 00:00:00   ;   297,48 ;     
01.11.1993 00:00:00   ;   297,40 ;     
01.12.1993 00:00:00   ;   297,35 ;     
01.01.1994 00:00:00   ;   297,55 ;     
01.02.1994 00:00:00   ;   297,77 ;     
01.03.1994 00:00:00   ;   297,72 ;     
01.04.1994 00:00:00   ;   298,13 ;     
01.05.1994 00:00:00   ;   298,25 ;     
01.06.1994 00:00:00   ;   298,05 ;     
01.07.1994 00:00:00   ;   297,69 ;     
01.08.1994 00:00:00   ;   297,37 ;     
01.09.1994 00:00:00   ;   297,30 ;     
01.10.1994 00:00:00   ;   297,21 ;     
01.11.1994 00:00:00   ;   297,17 ;     
01.12.1994 00:00:00   ;   297,19 ;     
01.01.1995 00:00:00   ;   297,28 ;     
01.02.1995 00:00:00   ;   297,46 ;     
01.03.1995 00:00:00   ;   297,69 ;     
01.04.1995 00:00:00   ;   297,96 ;     
01.05.1995 00:00:00   ;   297,85 ;     
01.06.1995 00:00:00   ;   297,77 ;     
01.07.1995 00:00:00   ;   297,66 ;     
01.08.1995 00:00:00   ;   297,49 ;     
01.09.1995 00:00:00   ;   297,47 ;     
01.10.1995 00:00:00   ;   297,51 ;     
01.11.1995 00:00:00   ;   297,37 ;     
01.12.1995 00:00:00   ;   297,32 ;     
01.01.1996 00:00:00   ;   297,45 ;     
01.02.1996 00:00:00   ;   297,33 ;     
01.03.1996 00:00:00   ;   297,23 ;     
01.04.1996 00:00:00   ;   297,42 ;     
01.05.1996 00:00:00   ;   297,81 ;     
01.06.1996 00:00:00   ;   298,16 ;     
01.07.1996 00:00:00   ;   298,09 ;     
01.08.1996 00:00:00   ;   297,85 ;     
01.09.1996 00:00:00   ;   297,65 ;     
01.10.1996 00:00:00   ;   297,71 ;     
01.11.1996 00:00:00   ;   297,72 ;     
01.12.1996 00:00:00   ;   297,61 ;     
01.01.1997 00:00:00   ;   297,41 ;     
01.02.1997 00:00:00   ;   297,28 ;     
01.03.1997 00:00:00   ;   297,52 ;     
01.04.1997 00:00:00   ;   297,81 ;     
01.05.1997 00:00:00   ;   297,91 ;     
01.06.1997 00:00:00   ;   297,75 ;     
01.07.1997 00:00:00   ;   297,78 ;     
01.08.1997 00:00:00   ;   297,90 ;     
01.09.1997 00:00:00   ;   297,79 ;     
01.10.1997 00:00:00   ;   297,66 ;     
01.11.1997 00:00:00   ;   297,40 ;     
01.12.1997 00:00:00   ;   297,44 ;     
01.01.1998 00:00:00   ;   297,44 ;     
01.02.1998 00:00:00   ;   297,31 ;     
01.03.1998 00:00:00   ;   297,29 ;     
01.04.1998 00:00:00   ;   297,31 ;     
01.05.1998 00:00:00   ;   297,28 ;     
01.06.1998 00:00:00   ;   297,26 ;     
01.07.1998 00:00:00   ;   297,25 ;     
01.08.1998 00:00:00   ;   297,23 ;     
01.09.1998 00:00:00   ;   297,23 ;     
01.10.1998 00:00:00   ;   297,17 ;     
01.11.1998 00:00:00   ;   297,33 ;     
01.12.1998 00:00:00   ;   297,35 ;     
01.01.1999 00:00:00   ;   297,34 ;     
01.02.1999 00:00:00   ;   297,38 ;     
01.03.1999 00:00:00   ;   297,73 ;     
01.04.1999 00:00:00   ;   297,76 ;     
01.05.1999 00:00:00   ;   297,69 ;     
01.06.1999 00:00:00   ;   297,53 ;     
01.07.1999 00:00:00   ;   297,43 ;     
01.08.1999 00:00:00   ;   297,30 ;     
01.09.1999 00:00:00   ;   297,24 ;     
01.10.1999 00:00:00   ;   297,20 ;     
01.11.1999 00:00:00   ;   297,07 ;     
01.12.1999 00:00:00   ;   296,99 ;     
01.01.2000 00:00:00   ;   297,09 ;     
01.02.2000 00:00:00   ;   297,38 ;     
01.03.2000 00:00:00   ;   297,66 ;     
01.04.2000 00:00:00   ;   297,87 ;     
01.05.2000 00:00:00   ;   297,70 ;     
01.06.2000 00:00:00   ;   297,43 ;     
01.07.2000 00:00:00   ;   297,28 ;     
01.08.2000 00:00:00   ;   297,21 ;     
01.09.2000 00:00:00   ;   297,12 ;     
01.10.2000 00:00:00   ;   297,18 ;     
01.11.2000 00:00:00   ;   297,11 ;     
01.12.2000 00:00:00   ;   297,05 ;     
01.01.2001 00:00:00   ;   297,08 ;     
01.02.2001 00:00:00   ;   297,19 ;     
01.03.2001 00:00:00   ;   297,39 ;     
01.04.2001 00:00:00   ;   297,72 ;     
01.05.2001 00:00:00   ;   297,77 ;     
01.06.2001 00:00:00   ;   297,63 ;     
01.07.2001 00:00:00   ;   297,50 ;     
01.08.2001 00:00:00   ;   297,39 ;     
01.09.2001 00:00:00   ;   297,35 ;     
01.10.2001 00:00:00   ;   297,36 ;     
01.11.2001 00:00:00   ;   297,25 ;     
01.12.2001 00:00:00   ;   297,23 ;     
01.01.2002 00:00:00   ;   297,27 ;     
01.02.2002 00:00:00   ;   297,35 ;     
01.03.2002 00:00:00   ;   297,67 ;     
01.04.2002 00:00:00   ;   297,97 ;     
01.05.2002 00:00:00   ;   297,58 ;     
01.06.2002 00:00:00   ;   297,29 ;     
01.07.2002 00:00:00   ;   297,17 ;     
01.08.2002 00:00:00   ;   297,74 ;     
01.09.2002 00:00:00   ;   297,97 ;     
01.10.2002 00:00:00   ;   297,90 ;     
01.11.2002 00:00:00   ;   298,03 ;     
01.12.2002 00:00:00   ;   298,02 ;     
01.01.2003 00:00:00   ;   298,13 ;     
01.02.2003 00:00:00   ;   298,02 ;     
01.03.2003 00:00:00   ;   297,70 ;     
01.04.2003 00:00:00   ;   297,52 ;     
01.05.2003 00:00:00   ;   297,40 ;     
01.06.2003 00:00:00   ;   297,30 ;     
01.07.2003 00:00:00   ;   297,22 ;     
01.08.2003 00:00:00   ;   297,13 ;     
01.09.2003 00:00:00   ;   297,03 ;     
01.10.2003 00:00:00   ;   297,16 ;     
01.11.2003 00:00:00   ;   297,11 ;     
01.12.2003 00:00:00   ;   296,99 ;     
01.01.2004 00:00:00   ;   297,06 ;     
01.02.2004 00:00:00   ;   297,18 ;     
01.03.2004 00:00:00   ;   297,35 ;     
01.04.2004 00:00:00   ;   297,47 ;     
01.05.2004 00:00:00   ;   297,42 ;     
01.06.2004 00:00:00   ;   297,44 ;     
01.07.2004 00:00:00   ;   297,41 ;     
01.08.2004 00:00:00   ;   297,27 ;     
01.09.2004 00:00:00   ;   297,16 ;     
01.10.2004 00:00:00   ;   297,13 ;     
01.11.2004 00:00:00   ;   297,10 ;     
01.12.2004 00:00:00   ;   297,04 ;     
01.01.2005 00:00:00   ;   296,97 ;     
01.02.2005 00:00:00   ;   297,13 ;     
01.03.2005 00:00:00   ;   297,25 ;     
01.04.2005 00:00:00   ;   297,36 ;     
01.05.2005 00:00:00   ;   297,59 ;     
01.06.2005 00:00:00   ;   297,70 ;     
01.07.2005 00:00:00   ;   297,81 ;     
01.08.2005 00:00:00   ;   297,75 ;     
01.09.2005 00:00:00   ;   297,64 ;     
01.10.2005 00:00:00   ;   297,60 ;     
01.11.2005 00:00:00   ;   297,37 ;     
01.12.2005 00:00:00   ;   297,22 ;     
01.01.2006 00:00:00   ;   297,18 ;     
01.02.2006 00:00:00   ;   297,18 ;     
01.03.2006 00:00:00   ;   297,39 ;     
01.04.2006 00:00:00   ;   298,21 ;     
01.05.2006 00:00:00   ;   298,27 ;     
01.06.2006 00:00:00   ;   298,13 ;     
01.07.2006 00:00:00   ;   297,91 ;     
01.08.2006 00:00:00   ;   297,72 ;     
01.09.2006 00:00:00   ;   297,42 ;     
01.10.2006 00:00:00   ;   297,22 ;     
01.11.2006 00:00:00   ;   297,12 ;     
01.12.2006 00:00:00   ;   297,07 ;     
01.01.2007 00:00:00   ;   297,11 ;     
01.02.2007 00:00:00   ;   297,25 ;     
01.03.2007 00:00:00   ;   297,58 ;     
01.04.2007 00:00:00   ;   297,66 ;     
01.05.2007 00:00:00   ;   297,50 ;     
01.06.2007 00:00:00   ;   297,34 ;     
01.07.2007 00:00:00   ;   297,23 ;     
01.08.2007 00:00:00   ;   297,19 ;     
01.09.2007 00:00:00   ;   297,41 ;     
01.10.2007 00:00:00   ;   297,29 ;     
01.11.2007 00:00:00   ;   297,40 ;     
01.12.2007 00:00:00   ;   297,50 ;     
01.01.2008 00:00:00   ;   297,55 ;     
01.02.2008 00:00:00   ;   297,46 ;     
01.03.2008 00:00:00   ;   297,40 ;     
01.04.2008 00:00:00   ;   297,52 ;     
01.05.2008 00:00:00   ;   297,54 ;     
01.06.2008 00:00:00   ;   297,45 ;     
01.07.2008 00:00:00   ;   297,33 ;     
01.08.2008 00:00:00   ;   297,28 ;     
01.09.2008 00:00:00   ;   297,22 ;     
01.10.2008 00:00:00   ;   297,16 ;     
01.11.2008 00:00:00   ;   297,06 ;     
01.12.2008 00:00:00   ;   297,07 ;     
01.01.2009 00:00:00   ;   297,09 ;     
01.02.2009 00:00:00   ;   297,03 ;     
01.03.2009 00:00:00   ;   297,48 ;     
01.04.2009 00:00:00   ;   298,00 ;     
01.05.2009 00:00:00   ;   297,87 ;     
01.06.2009 00:00:00   ;   297,78 ;     
01.07.2009 00:00:00   ;   298,25 ;     
01.08.2009 00:00:00   ;   298,22 ;     
01.09.2009 00:00:00   ;   298,02 ;     
01.10.2009 00:00:00   ;   297,68 ;     
01.11.2009 00:00:00   ;   297,51 ;     
01.12.2009 00:00:00   ;   297,42 ;     
01.01.2010 00:00:00   ;   297,37 ;     
01.02.2010 00:00:00   ;   297,28 ;     
01.03.2010 00:00:00   ;   297,36 ;     
01.04.2010 00:00:00   ;   297,51 ;     
01.05.2010 00:00:00   ;   297,58 ;     
01.06.2010 00:00:00   ;   297,85 ;     
01.07.2010 00:00:00   ;   297,88 ;     
01.08.2010 00:00:00   ;   297,88 ;     
01.09.2010 00:00:00   ;   297,68 ;     
01.10.2010 00:00:00   ;   297,43 ;     
01.11.2010 00:00:00   ;   297,24 ;     
01.12.2010 00:00:00   ;   297,14 ;     
01.01.2011 00:00:00   ;   297,12 ;     
01.02.2011 00:00:00   ;   297,18 ;     
01.03.2011 00:00:00   ;   297,27 ;     
01.04.2011 00:00:00   ;   297,24 ;     
01.05.2011 00:00:00   ;   297,15 ;     
01.06.2011 00:00:00   ;   297,22 ;     
01.07.2011 00:00:00   ;   297,26 ;     
01.08.2011 00:00:00   ;   297,29 ;     
01.09.2011 00:00:00   ;   297,24 ;     
01.10.2011 00:00:00   ;   297,21 ;     
01.11.2011 00:00:00   ;   297,16 ;     
01.12.2011 00:00:00   ;   297,10 ;     
01.01.2012 00:00:00   ;   297,22 ;     
01.02.2012 00:00:00   ;   297,37 ;     
01.03.2012 00:00:00   ;   297,26 ;     
01.04.2012 00:00:00   ;   297,27 ;     
01.05.2012 00:00:00   ;   297,22 ;     
01.06.2012 00:00:00   ;   297,34 ;     
01.07.2012 00:00:00   ;   297,39 ;     
01.08.2012 00:00:00   ;   297,47 ;     
01.09.2012 00:00:00   ;   297,36 ;     
01.10.2012 00:00:00   ;   297,24 ;     
01.11.2012 00:00:00   ;   297,15 ;     
01.12.2012 00:00:00   ;   297,11 ;     
01.01.2013 00:00:00   ;   297,35 ;     
01.02.2013 00:00:00   ;   297,80 ;     
01.03.2013 00:00:00   ;   297,99 ;     
01.04.2013 00:00:00   ;   297,94 ;     
01.05.2013 00:00:00   ;   297,82 ;     
01.06.2013 00:00:00   ;   298,27 ;     
01.07.2013 00:00:00   ;   298,24 ;     
01.08.2013 00:00:00   ;   297,86 ;     
01.09.2013 00:00:00   ;   297,62 ;     
01.10.2013 00:00:00   ;   297,39 ;     
01.11.2013 00:00:00   ;   297,33 ;     
01.12.2013 00:00:00   ;   297,32 ;     
01.01.2014 00:00:00   ;   297,23 ;     
01.02.2014 00:00:00   ;   297,16 ;     
01.03.2014 00:00:00   ;   297,11 ;     
01.04.2014 00:00:00   ;   297,08 ;     
01.05.2014 00:00:00   ;   297,17 ;     
01.06.2014 00:00:00   ;   297,37 ;     
01.07.2014 00:00:00   ;   297,37 ;     
01.08.2014 00:00:00   ;   297,39 ;     
01.09.2014 00:00:00   ;   297,46 ;     
01.10.2014 00:00:00   ;   297,58 ;     
01.11.2014 00:00:00   ;   297,63 ;     
01.12.2014 00:00:00   ;   297,52 ;     
01.01.2015 00:00:00   ;   297,56 ;     
01.02.2015 00:00:00   ;   297,56 ;     
01.03.2015 00:00:00   ;   297,47 ;     
01.04.2015 00:00:00   ;   297,53 ;     
01.05.2015 00:00:00   ;   297,63 ;     
01.06.2015 00:00:00   ;   297,74 ;     
01.07.2015 00:00:00   ;   297,61 ;     
01.08.2015 00:00:00   ;   297,37 ;     
01.09.2015 00:00:00   ;   297,21 ;     
01.10.2015 00:00:00   ;   297,15 ;     
01.11.2015 00:00:00   ;   297,06 ;     
01.12.2015 00:00:00   ;   297,01 ;     
01.01.2016 00:00:00   ;   296,96 ;     
01.02.2016 00:00:00   ;   297,14 ;     
01.03.2016 00:00:00   ;   297,24 ;     
01.04.2016 00:00:00   ;   297,22 ;     
01.05.2016 00:00:00   ;   297,43 ;     
01.06.2016 00:00:00   ;   297,72 ;     
01.07.2016 00:00:00   ;   297,71 ;     
01.08.2016 00:00:00   ;   297,71 ;     
01.09.2016 00:00:00   ;   297,45 ;     
01.10.2016 00:00:00   ;   297,26 ;     
01.11.2016 00:00:00   ;   297,18 ;     
01.12.2016 00:00:00   ;   297,12 ;     
01.01.2017 00:00:00   ;   297,03 ;     
01.02.2017 00:00:00   ;   296,96 ;     
01.03.2017 00:00:00   ;   297,07 ;     
01.04.2017 00:00:00   ;   297,19 ;     
01.05.2017 00:00:00   ;   297,40 ;     
01.06.2017 00:00:00   ;   297,39 ;     
01.07.2017 00:00:00   ;   297,32 ;     
01.08.2017 00:00:00   ;   297,44 ;     
01.09.2017 00:00:00   ;   297,37 ;     
01.10.2017 00:00:00   ;   297,21 ;     
01.11.2017 00:00:00   ;   297,21 ;     
01.12.2017 00:00:00   ;   297,22 ;     
01.01.2018 00:00:00   ;   297,56 ;     
01.02.2018 00:00:00   ;   297,78 ;     
01.03.2018 00:00:00   ;   297,61 ;     
01.04.2018 00:00:00   ;   297,49 ;     
01.05.2018 00:00:00   ;   297,36 ;     
01.06.2018 00:00:00   ;   297,24 ;     
01.07.2018 00:00:00   ;   297,20 ;     
01.08.2018 00:00:00   ;   297,11 ;     
01.09.2018 00:00:00   ;   297,12 ;     
01.10.2018 00:00:00   ;   297,01 ;     
01.11.2018 00:00:00   ;   296,93 ;     
01.12.2018 00:00:00   ;   297,00 ;     
01.01.2019 00:00:00   ;   297,21 ;     
01.02.2019 00:00:00   ;   297,27 ;     
01.03.2019 00:00:00   ;   297,25 ;     
01.04.2019 00:00:00   ;   297,18 ;     
01.05.2019 00:00:00   ;   297,21 ;     
01.06.2019 00:00:00   ;   297,30 ;     
01.07.2019 00:00:00   ;   297,23 ;     
01.08.2019 00:00:00   ;   297,15 ;     
01.09.2019 00:00:00   ;   297,10 ;     
01.10.2019 00:00:00   ;   297,01 ;     
01.11.2019 00:00:00   ;   296,93 ;     
01.12.2019 00:00:00   ;   296,89 ;     
01.01.2020 00:00:00   ;   296,89 ;     
01.02.2020 00:00:00   ;   297,06 ;     
01.03.2020 00:00:00   ;   297,14 ;     
01.04.2020 00:00:00   ;   297,11 ;     
01.05.2020 00:00:00   ;   297,06 ;     
01.06.2020 00:00:00   ;   297,08 ;     
01.07.2020 00:00:00   ;   297,28 ;     
01.08.2020 00:00:00   ;   297,46 ;     
01.09.2020 00:00:00   ;   297,39 ;     
01.10.2020 00:00:00   ;   297,33 ;     
01.11.2020 00:00:00   ;   297,31 ;     
01.12.2020 00:00:00   ;   297,20 ;     
01.01.2021 00:00:00   ;   297,21 ;     
01.02.2021 00:00:00   ;   297,42 ;     
01.03.2021 00:00:00   ;   297,44 ;     
01.04.2021 00:00:00   ;   297,34 ;     
01.05.2021 00:00:00   ;   297,29 ;     
01.06.2021 00:00:00   ;   297,24 ;     
01.07.2021 00:00:00   ;   297,29 ;     
01.08.2021 00:00:00   ;   297,54 ;     
01.09.2021 00:00:00   ;   297,46 ;     
01.10.2021 00:00:00   ;   297,30 ;     
01.11.2021 00:00:00   ;   297,14 ;     
01.12.2021 00:00:00   ;   297,13 ;     
01.01.2022 00:00:00   ;Lücke         ; 
