Messstelle:                ;Eckartsau, Bl 1894.023
HZB-Nummer:                ;356154
HD-Nummer:                 ;3HD39423
DBMS-Nummer:               ;10001125
Fremdnummer:               ;1894.023
PorenGW-Gebiet:            ;224 Marchfeld
Grundwasserkörper:         ;Marchfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;via donau (WSD)
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;via donau - Österreichische Wasserstraßen-GmbH
01.11.2002 00:00:00   ;Lücke     ;     
01.12.2002 00:00:00   ;Lücke     ;     
01.01.2003 00:00:00   ;Lücke     ;     
01.02.2003 00:00:00   ;Lücke     ;     
01.03.2003 00:00:00   ;Lücke     ;     
01.04.2003 00:00:00   ;   142,61 ;     
01.05.2003 00:00:00   ;   142,56 ;     
01.06.2003 00:00:00   ;   142,42 ;     
01.07.2003 00:00:00   ;   142,19 ;     
01.08.2003 00:00:00   ;   141,95 ;     
01.09.2003 00:00:00   ;   141,74 ;     
01.10.2003 00:00:00   ;   141,69 ;     
01.11.2003 00:00:00   ;   141,74 ;     
01.12.2003 00:00:00   ;   141,63 ;     
01.01.2004 00:00:00   ;   141,71 ;     
01.02.2004 00:00:00   ;   141,99 ;     
01.03.2004 00:00:00   ;   142,01 ;     
01.04.2004 00:00:00   ;   142,19 ;     
01.05.2004 00:00:00   ;   142,30 ;     
01.06.2004 00:00:00   ;   142,44 ;     
01.07.2004 00:00:00   ;   142,43 ;     
01.08.2004 00:00:00   ;   142,18 ;     
01.09.2004 00:00:00   ;   141,96 ;     
01.10.2004 00:00:00   ;   141,86 ;     
01.11.2004 00:00:00   ;   141,81 ;     
01.12.2004 00:00:00   ;   141,78 ;     
01.01.2005 00:00:00   ;   141,72 ;     
01.02.2005 00:00:00   ;   141,85 ;     
01.03.2005 00:00:00   ;   142,15 ;     
01.04.2005 00:00:00   ;   142,63 ;     
01.05.2005 00:00:00   ;   142,67 ;     
01.06.2005 00:00:00   ;   142,54 ;     
01.07.2005 00:00:00   ;   142,65 ;     
01.08.2005 00:00:00   ;Lücke     ;     
01.09.2005 00:00:00   ;   142,90 ;     
01.10.2005 00:00:00   ;   142,52 ;     
01.11.2005 00:00:00   ;   142,24 ;     
01.12.2005 00:00:00   ;   142,02 ;     
01.01.2006 00:00:00   ;   141,93 ;     
01.02.2006 00:00:00   ;   141,88 ;     
01.03.2006 00:00:00   ;Lücke     ;     
01.04.2006 00:00:00   ;   144,07 ;     
01.05.2006 00:00:00   ;   143,33 ;     
01.06.2006 00:00:00   ;   143,36 ;     
01.07.2006 00:00:00   ;   142,90 ;     
01.08.2006 00:00:00   ;   143,67 ;     
01.09.2006 00:00:00   ;   142,95 ;     
01.10.2006 00:00:00   ;   142,48 ;     
01.11.2006 00:00:00   ;   142,21 ;     
01.12.2006 00:00:00   ;   142,09 ;     
01.01.2007 00:00:00   ;   141,97 ;     
01.02.2007 00:00:00   ;   142,04 ;     
01.03.2007 00:00:00   ;   142,13 ;     
01.04.2007 00:00:00   ;   142,25 ;     
01.05.2007 00:00:00   ;   142,19 ;     
01.06.2007 00:00:00   ;   142,11 ;     
01.07.2007 00:00:00   ;   141,99 ;     
01.08.2007 00:00:00   ;   141,84 ;     
01.09.2007 00:00:00   ;   143,26 ;     
01.10.2007 00:00:00   ;   142,92 ;     
01.11.2007 00:00:00   ;   142,71 ;     
01.12.2007 00:00:00   ;   142,75 ;     
01.01.2008 00:00:00   ;   142,61 ;     
01.02.2008 00:00:00   ;   142,51 ;     
01.03.2008 00:00:00   ;   142,48 ;     
01.04.2008 00:00:00   ;   142,57 ;     
01.05.2008 00:00:00   ;   142,60 ;     
01.06.2008 00:00:00   ;   142,68 ;     
01.07.2008 00:00:00   ;   142,55 ;     
01.08.2008 00:00:00   ;   142,62 ;     
01.09.2008 00:00:00   ;   142,40 ;     
01.10.2008 00:00:00   ;   142,21 ;     
01.11.2008 00:00:00   ;   142,05 ;     
01.12.2008 00:00:00   ;   141,98 ;     
01.01.2009 00:00:00   ;   142,04 ;     
01.02.2009 00:00:00   ;   142,04 ;     
01.03.2009 00:00:00   ;   142,32 ;     
01.04.2009 00:00:00   ;   142,87 ;     
01.05.2009 00:00:00   ;   142,82 ;     
01.06.2009 00:00:00   ;   143,26 ;     
01.07.2009 00:00:00   ;   143,93 ;     
01.08.2009 00:00:00   ;   142,98 ;     
01.09.2009 00:00:00   ;   142,57 ;     
01.10.2009 00:00:00   ;   142,30 ;     
01.11.2009 00:00:00   ;   142,19 ;     
01.12.2009 00:00:00   ;   142,14 ;     
01.01.2010 00:00:00   ;   142,15 ;     
01.02.2010 00:00:00   ;   142,10 ;     
01.03.2010 00:00:00   ;   142,23 ;     
01.04.2010 00:00:00   ;   142,38 ;     
01.05.2010 00:00:00   ;   142,46 ;     
01.06.2010 00:00:00   ;   143,82 ;     
01.07.2010 00:00:00   ;   142,98 ;     
01.08.2010 00:00:00   ;   142,90 ;     
01.09.2010 00:00:00   ;   142,95 ;     
01.10.2010 00:00:00   ;   142,73 ;     
01.11.2010 00:00:00   ;   142,53 ;     
01.12.2010 00:00:00   ;   142,50 ;     
01.01.2011 00:00:00   ;   143,28 ;     
01.02.2011 00:00:00   ;   143,18 ;     
01.03.2011 00:00:00   ;   142,78 ;     
01.04.2011 00:00:00   ;   142,62 ;     
01.05.2011 00:00:00   ;   142,42 ;     
01.06.2011 00:00:00   ;   142,26 ;     
01.07.2011 00:00:00   ;   142,18 ;     
01.08.2011 00:00:00   ;   142,17 ;     
01.09.2011 00:00:00   ;   142,01 ;     
01.10.2011 00:00:00   ;   141,99 ;     
01.11.2011 00:00:00   ;   141,96 ;     
01.12.2011 00:00:00   ;   141,82 ;     
01.01.2012 00:00:00   ;   141,95 ;     
01.02.2012 00:00:00   ;   142,23 ;     
01.03.2012 00:00:00   ;   142,22 ;     
01.04.2012 00:00:00   ;   142,31 ;     
01.05.2012 00:00:00   ;   142,29 ;     
01.06.2012 00:00:00   ;   142,36 ;     
01.07.2012 00:00:00   ;   142,29 ;     
01.08.2012 00:00:00   ;   142,08 ;     
01.09.2012 00:00:00   ;   141,89 ;     
01.10.2012 00:00:00   ;   141,84 ;     
01.11.2012 00:00:00   ;   141,86 ;     
01.12.2012 00:00:00   ;   141,84 ;     
01.01.2013 00:00:00   ;   142,45 ;     
01.02.2013 00:00:00   ;   142,74 ;     
01.03.2013 00:00:00   ;   142,78 ;     
01.04.2013 00:00:00   ;   142,82 ;     
01.05.2013 00:00:00   ;   142,82 ;     
01.06.2013 00:00:00   ;   145,35 ;     
01.07.2013 00:00:00   ;   143,32 ;     
01.08.2013 00:00:00   ;   142,59 ;     
01.09.2013 00:00:00   ;   142,30 ;     
01.10.2013 00:00:00   ;   142,32 ;     
01.11.2013 00:00:00   ;   142,24 ;     
01.12.2013 00:00:00   ;   142,18 ;     
01.01.2014 00:00:00   ;   142,09 ;     
01.02.2014 00:00:00   ;   142,00 ;     
01.03.2014 00:00:00   ;   141,93 ;     
01.04.2014 00:00:00   ;   141,88 ;     
01.05.2014 00:00:00   ;   142,03 ;     
01.06.2014 00:00:00   ;   142,40 ;     
01.07.2014 00:00:00   ;   142,11 ;     
01.08.2014 00:00:00   ;   142,30 ;     
01.09.2014 00:00:00   ;   142,51 ;     
01.10.2014 00:00:00   ;   142,62 ;     
01.11.2014 00:00:00   ;   142,77 ;     
01.12.2014 00:00:00   ;   142,55 ;     
01.01.2015 00:00:00   ;   142,60 ;     
01.02.2015 00:00:00   ;   142,68 ;     
01.03.2015 00:00:00   ;   142,56 ;     
01.04.2015 00:00:00   ;   142,54 ;     
01.05.2015 00:00:00   ;   142,57 ;     
01.06.2015 00:00:00   ;   142,64 ;     
01.07.2015 00:00:00   ;   142,33 ;     
01.08.2015 00:00:00   ;   141,99 ;     
01.09.2015 00:00:00   ;   141,77 ;     
01.10.2015 00:00:00   ;   141,66 ;     
01.11.2015 00:00:00   ;   141,64 ;     
01.12.2015 00:00:00   ;   141,63 ;     
01.01.2016 00:00:00   ;   141,59 ;     
01.02.2016 00:00:00   ;   141,89 ;     
01.03.2016 00:00:00   ;   142,11 ;     
01.04.2016 00:00:00   ;   142,10 ;     
01.05.2016 00:00:00   ;   142,15 ;     
01.06.2016 00:00:00   ;   142,38 ;     
01.07.2016 00:00:00   ;   142,68 ;     
01.08.2016 00:00:00   ;   142,68 ;     
01.09.2016 00:00:00   ;   142,39 ;     
01.10.2016 00:00:00   ;   142,14 ;     
01.11.2016 00:00:00   ;   142,02 ;     
01.12.2016 00:00:00   ;   141,95 ;     
01.01.2017 00:00:00   ;   141,83 ;     
01.02.2017 00:00:00   ;   141,75 ;     
01.03.2017 00:00:00   ;   141,93 ;     
01.04.2017 00:00:00   ;   142,15 ;     
01.05.2017 00:00:00   ;   142,20 ;     
01.06.2017 00:00:00   ;   142,15 ;     
01.07.2017 00:00:00   ;   141,85 ;     
01.08.2017 00:00:00   ;   141,79 ;     
01.09.2017 00:00:00   ;   141,85 ;     
01.10.2017 00:00:00   ;   141,87 ;     
01.11.2017 00:00:00   ;   141,84 ;     
01.12.2017 00:00:00   ;   141,89 ;     
01.01.2018 00:00:00   ;   142,09 ;     
01.02.2018 00:00:00   ;   142,27 ;     
01.03.2018 00:00:00   ;   142,17 ;     
01.04.2018 00:00:00   ;   142,13 ;     
01.05.2018 00:00:00   ;   142,16 ;     
01.06.2018 00:00:00   ;   142,05 ;     
01.07.2018 00:00:00   ;   141,89 ;     
01.08.2018 00:00:00   ;   141,63 ;     
01.09.2018 00:00:00   ;   141,49 ;     
01.10.2018 00:00:00   ;   141,42 ;     
01.11.2018 00:00:00   ;   141,35 ;     
01.12.2018 00:00:00   ;   141,36 ;     
01.01.2019 00:00:00   ;   141,71 ;     
01.02.2019 00:00:00   ;   141,85 ;     
01.03.2019 00:00:00   ;   141,99 ;     
01.04.2019 00:00:00   ;   142,18 ;     
01.05.2019 00:00:00   ;   142,21 ;     
01.06.2019 00:00:00   ;   142,63 ;     
01.07.2019 00:00:00   ;   142,36 ;     
01.08.2019 00:00:00   ;   142,01 ;     
01.09.2019 00:00:00   ;   141,82 ;     
01.10.2019 00:00:00   ;   141,67 ;     
01.11.2019 00:00:00   ;   141,61 ;     
01.12.2019 00:00:00   ;   141,59 ;     
01.01.2020 00:00:00   ;   141,59 ;     
01.02.2020 00:00:00   ;   141,87 ;     
01.03.2020 00:00:00   ;   142,05 ;     
01.04.2020 00:00:00   ;   141,96 ;     
01.05.2020 00:00:00   ;   141,78 ;     
01.06.2020 00:00:00   ;   141,76 ;     
01.07.2020 00:00:00   ;   141,92 ;     
01.08.2020 00:00:00   ;   142,08 ;     
01.09.2020 00:00:00   ;   142,00 ;     
01.10.2020 00:00:00   ;   141,93 ;     
01.11.2020 00:00:00   ;   142,02 ;     
01.12.2020 00:00:00   ;   141,91 ;     
01.01.2021 00:00:00   ;   141,81 ;     
01.02.2021 00:00:00   ;   141,94 ;     
01.03.2021 00:00:00   ;   142,06 ;     
01.04.2021 00:00:00   ;   142,00 ;     
01.05.2021 00:00:00   ;   141,99 ;     
01.06.2021 00:00:00   ;   142,08 ;     
01.07.2021 00:00:00   ;   142,13 ;     
01.08.2021 00:00:00   ;   142,50 ;     
01.09.2021 00:00:00   ;   142,36 ;     
01.10.2021 00:00:00   ;   142,09 ;     
01.11.2021 00:00:00   ;   141,88 ;     
01.12.2021 00:00:00   ;   141,74 ;     
01.01.2022 00:00:00   ;Lücke         ; 
