Messstelle:                ;Raudaschlsäge
10.11.1972 12:00:00;  6,68
31.12.1972 12:00:00;  7,16
28.01.1973 12:00:00;  4,76
11.02.1973 12:00:00;  6,20
07.03.1973 12:00:00;  11,6
05.04.1973 12:00:00;  12,3
22.05.1973 12:00:00;  5,12
02.06.1973 12:00:00;  8,96
13.07.1973 12:00:00;  3,15
31.08.1973 12:00:00;  5,84
23.09.1973 12:00:00;  5,12
15.10.1973 12:00:00;  5,12
12.11.1973 12:00:00;  6,20
31.12.1973 12:00:00;  18,6
02.01.1974 12:00:00;  7,88
20.02.1974 12:00:00;  9,50
14.03.1974 12:00:00;  10,1
30.04.1974 12:00:00;  6,80
01.05.1974 12:00:00;  7,34
10.06.1974 12:00:00;  16,9
04.07.1974 12:00:00;  6,38
23.08.1974 12:00:00;  6,38
16.09.1974 12:00:00;  6,38
08.10.1974 12:00:00;  9,50
25.11.1974 12:00:00;  8,92
01.12.1974 12:00:00;  35,6
21.01.1975 12:00:00;  8,92
26.02.1975 12:00:00;  7,34
19.03.1975 12:00:00;  6,88
30.04.1975 12:00:00;  7,34
23.05.1975 12:00:00;  6,38
15.06.1975 12:00:00;  7,34
31.07.1975 12:00:00;  20,3
24.08.1975 12:00:00;  6,38
13.09.1975 12:00:00;  5,96
16.10.1975 12:00:00;  4,70
15.11.1975 12:00:00;  3,77
22.12.1975 12:00:00;  5,54
01.01.1976 00:00:00; Lücke
01.01.1976 00:30:00;  5,91
06.02.1976 08:30:00;  4,62
17.03.1976 16:00:00;  4,30
11.04.1976 04:00:00;  4,73
07.05.1976 15:00:00;  6,78
29.06.1976 08:30:00;  4,46
18.07.1976 17:30:00;  4,79
29.08.1976 06:00:00;  9,26
27.09.1976 16:30:00;  4,07
30.10.1976 16:00:00;  4,95
11.11.1976 09:00:00;  5,38
31.12.1976 02:30:00;  6,03
18.01.1977 09:30:00;  5,18
04.02.1977 15:30:00;  14,6
24.03.1977 16:30:00;  12,4
03.04.1977 16:00:00;  7,74
18.05.1977 14:00:00;  5,86
08.06.1977 14:00:00;  7,25
13.07.1977 16:00:00;  4,88
17.08.1977 08:30:00;  6,78
27.09.1977 14:30:00;  6,52
30.10.1977 16:30:00;  6,34
04.11.1977 10:30:00;  6,16
12.12.1977 11:30:00;  6,52
24.01.1978 20:00:00;  6,70
06.02.1978 04:00:00;  6,79
01.03.1978 00:00:00;  11,4
28.04.1978 20:00:00;  8,78
05.05.1978 13:00:00;  7,95
18.06.1978 21:00:00;  5,74
17.07.1978 20:30:00;  7,25
29.08.1978 19:30:00;  6,21
19.09.1978 16:30:00;  5,99
20.10.1978 07:30:00;  8,05
22.11.1978 11:00:00;  6,03
04.12.1978 06:30:00;  6,34
03.01.1979 11:30:00;  7,30
26.02.1979 05:30:00;  5,18
02.03.1979 14:00:00;  6,61
24.04.1979 06:00:00;  21,1
29.05.1979 13:00:00;  9,42
02.06.1979 15:00:00;  8,04
26.07.1979 14:30:00;  8,00
18.08.1979 18:00:00;  6,08
22.09.1979 17:00:00;  6,08
04.10.1979 04:30:00;  4,88
06.11.1979 11:00:00;  7,95
28.12.1979 20:00:00;  7,16
10.01.1980 10:00:00;  6,65
27.02.1980 17:00:00;  8,52
22.03.1980 17:30:00;  6,88
01.04.1980 02:30:00;  15,7
29.05.1980 16:30:00;  10,6
17.06.1980 17:00:00;  8,84
20.07.1980 20:00:00;  8,57
05.08.1980 21:30:00;  6,93
07.09.1980 13:30:00;  8,98
07.10.1980 10:30:00;  7,74
12.11.1980 10:00:00;  7,35
07.12.1980 11:30:00;  6,70
31.01.1981 23:59:55;  9,12
26.02.1981 19:00:00;  4,98
06.03.1981 12:30:00;  8,04
26.04.1981 15:00:00;  7,69
27.05.1981 12:30:00;  7,74
14.06.1981 21:30:00;  7,69
10.07.1981 05:00:00;  7,60
14.08.1981 02:00:00;  8,15
12.09.1981 22:00:00;  9,99
07.10.1981 05:00:00;  8,77
12.11.1981 07:00:00;  14,1
28.12.1981 12:30:00;  9,65
27.01.1982 14:00:00;  9,76
28.02.1982 01:30:00;  9,99
01.03.1982 17:30:00;  10,3
29.04.1982 06:30:00;  12,5
10.05.1982 09:00:00;  12,7
11.06.1982 19:00:00;  8,77
19.07.1982 00:00:00;  8,04
27.08.1982 01:30:00;  6,93
07.09.1982 13:00:00;  5,95
13.10.1982 13:30:00;  6,47
08.11.1982 08:30:00;  6,69
09.12.1982 10:30:00;  6,56
04.01.1983 05:30:00;  6,61
19.02.1983 12:00:00;  6,52
18.03.1983 08:00:00;  7,84
01.04.1983 21:30:00;  10,4
28.05.1983 16:30:00;  7,21
01.06.1983 13:00:00;  6,93
18.07.1983 00:30:00;  4,89
28.08.1983 18:30:00;  5,79
03.09.1983 13:30:00;  6,00
09.10.1983 06:30:00;  6,70
24.11.1983 00:30:00;  4,78
20.12.1983 04:30:00;  6,13
29.01.1984 08:15:00;  7,54
01.02.1984 10:15:00;  7,25
27.03.1984 04:45:00;  7,07
30.04.1984 16:45:00;  8,24
20.05.1984 18:15:00;  7,30
20.06.1984 21:45:00;  8,14
01.07.1984 04:15:00;  8,09
24.08.1984 10:30:00;  8,98
03.09.1984 00:15:00;  7,74
25.10.1984 15:30:00;  7,07
28.11.1984 05:45:00;  7,45
25.12.1984 13:00:00;  6,74
29.01.1985 13:45:00;  6,83
01.02.1985 00:00:00;  8,14
01.03.1985 00:00:00;  8,24
21.04.1985 18:30:00;  8,81
30.05.1985 05:30:00;  7,54
06.06.1985 22:00:00;  6,61
16.07.1985 20:00:00;  7,59
01.08.1985 11:45:00;  8,92
30.09.1985 13:00:00;  6,97
29.10.1985 08:30:00;  6,52
08.11.1985 09:45:00;  5,67
02.12.1985 04:00:00;  7,74
05.01.1986 15:15:00;  7,84
26.02.1986 12:45:00;  6,74
01.03.1986 00:00:00;  6,83
16.04.1986 21:30:00;  11,5
25.05.1986 15:30:00;  8,60
30.06.1986 23:59:55;  8,04
16.07.1986 18:30:00;  7,69
23.08.1986 04:45:00;  7,84
14.09.1986 08:30:00;  6,34
22.10.1986 10:00:00;  6,30
12.11.1986 13:00:00;  4,85
19.12.1986 05:15:00;  6,43
19.01.1987 07:15:00;  5,54
03.02.1987 12:00:00;  6,88
22.03.1987 04:30:00;  11,4
17.04.1987 13:00:00;  21,3
06.05.1987 20:00:00;  18,9
11.06.1987 19:00:00;  15,5
20.07.1987 00:15:00;  7,45
17.08.1987 10:15:00;  5,70
19.09.1987 17:45:00;  4,91
22.10.1987 10:00:00;  3,62
13.11.1987 08:00:00;  5,22
04.12.1987 12:45:00;  4,24
25.01.1988 05:00:00;  7,30
17.02.1988 10:15:00;  8,30
05.03.1988 02:45:00;  7,30
30.04.1988 23:59:55;  18,5
26.05.1988 18:00:00;  6,34
26.06.1988 11:30:00;  6,78
06.07.1988 08:00:00;  6,34
04.08.1988 06:15:00;  5,70
27.09.1988 10:45:00;  6,78
08.10.1988 21:00:00;  5,91
08.11.1988 21:45:00;  5,91
01.12.1988 00:00:00;  20,1
31.01.1989 21:00:00;  7,69
10.02.1989 12:15:00;  5,88
13.03.1989 06:30:00;  7,84
29.04.1989 14:45:00;  8,30
29.05.1989 06:30:00;  5,55
05.06.1989 06:00:00;  6,39
19.07.1989 13:45:00;  7,30
26.08.1989 08:15:00;  5,83
03.09.1989 04:00:00;  6,93
28.10.1989 23:15:00;  6,22
16.11.1989 08:00:00;  6,22
14.12.1989 13:00:00;  7,49
02.01.1990 07:00:00;  6,88
08.02.1990 15:00:00;  7,35
23.03.1990 11:30:00;  8,35
07.04.1990 09:30:00;  8,04
25.05.1990 11:15:00;  7,45
01.06.1990 12:45:00;  6,74
31.07.1990 11:15:00;  6,83
03.08.1990 11:30:00;  5,45
17.09.1990 18:45:00;  7,26
28.10.1990 13:15:00;  7,40
11.11.1990 13:30:00;  9,99
18.12.1990 06:45:00;  6,52
16.01.1991 07:15:00;  8,82
18.02.1991 16:45:00;  7,45
18.03.1991 07:45:00;  8,51
22.04.1991 14:00:00;  7,35
01.05.1991 09:00:00;  8,40
26.06.1991 05:30:00;  5,95
13.07.1991 11:00:00;  8,45
29.08.1991 06:15:00;  6,61
03.09.1991 09:45:00;  6,43
31.10.1991 08:45:00;  6,16
08.11.1991 05:30:00;  4,55
13.12.1991 09:45:00;  6,93
21.01.1992 08:30:00;  7,16
04.02.1992 14:15:00;  7,40
13.03.1992 06:30:00;  9,17
17.04.1992 19:30:00;  12,1
29.05.1992 08:15:00;  6,97
23.06.1992 06:45:00;  6,29
19.07.1992 07:00:00;  6,43
03.08.1992 06:15:00;  5,91
29.09.1992 12:30:00;  5,91
24.10.1992 14:00:00;  5,10
09.11.1992 08:00:00;  5,10
31.12.1992 23:59:55;  7,25
01.01.1993 19:00:00;  5,91
15.02.1993 05:45:00;  6,78
01.03.1993 23:45:00;  6,78
30.04.1993 23:59:55;  13,1
09.05.1993 08:00:00;  7,25
09.06.1993 05:45:00;  6,78
08.07.1993 11:15:00;  6,78
22.08.1993 13:30:00;  6,34
23.09.1993 16:45:00;  7,25
11.10.1993 09:15:00;  5,91
27.11.1993 06:30:00;  5,49
01.12.1993 00:00:00;  6,78
19.01.1994 07:15:00;  8,68
14.02.1994 07:00:00;  7,71
01.03.1994 00:00:00;  9,19
09.04.1994 11:45:00;  15,2
19.05.1994 05:30:00;  9,72
28.06.1994 19:45:00;  8,68
27.07.1994 09:15:00;  4,10
08.08.1994 13:30:00;  6,37
15.09.1994 20:00:00;  5,95
24.10.1994 07:15:00;  4,10
01.11.1994 00:00:00;  4,10
07.12.1994 11:15:00;  6,37
16.01.1995 07:30:00;  5,39
05.02.1995 08:00:00;  17,7
13.03.1995 10:00:00;  11,3
29.04.1995 04:00:00;  16,9
06.05.1995 19:15:00;  8,53
18.06.1995 04:45:00;  11,3
30.07.1995 18:15:00;  6,97
18.08.1995 09:15:00;  5,74
27.09.1995 10:00:00;  9,50
20.10.1995 07:30:00;  7,95
30.11.1995 23:45:00;  9,05
08.12.1995 08:45:00;  6,85
27.01.1996 09:00:00;  5,55
18.02.1996 21:45:00;  5,83
28.03.1996 04:45:00;  6,42
17.04.1996 07:30:00;  7,98
07.05.1996 19:00:00;  9,27
17.06.1996 13:00:00;  6,94
27.07.1996 16:30:00;  6,08
10.08.1996 07:30:00;  6,54
01.09.1996 04:45:00;  9,22
13.10.1996 10:15:00;  8,53
12.11.1996 08:15:00;  6,49
30.12.1996 07:45:00;  5,52
03.01.1997 10:05:00;  5,93
23.02.1997 12:15:00;  5,68
12.03.1997 07:20:00;  6,31
24.04.1997 05:45:00;  7,54
30.05.1997 19:50:00;  6,12
19.06.1997 10:00:00;  6,33
04.07.1997 12:55:00;  7,12
25.08.1997 13:05:00;  5,20
05.09.1997 10:40:00;  3,64
31.10.1997 07:00:00;  4,03
04.11.1997 06:40:00;  5,09
09.12.1997 17:50:00;  6,14
26.01.1998 10:50:00;  6,31
19.02.1998 13:15:00;  4,43
04.03.1998 10:40:00;  6,85
30.04.1998 14:55:00;  11,5
28.05.1998 00:35:00;  7,12
25.06.1998 09:30:00;  6,06
01.07.1998 22:35:00;  8,96
17.08.1998 05:00:00;  5,52
04.09.1998 19:50:00;  5,97
25.10.1998 01:00:00;  8,45
27.11.1998 07:40:00;  8,20
09.12.1998 16:15:00;  8,00
17.01.1999 07:30:00;  6,70
18.02.1999 13:55:00;  6,52
22.03.1999 07:45:00;  18,1
21.04.1999 06:35:00;  12,6
04.05.1999 20:30:00;  12,7
29.06.1999 13:05:00;  6,94
19.07.1999 07:20:00;  4,72
27.08.1999 05:45:00;  6,85
15.09.1999 06:10:00;  4,04
30.10.1999 08:05:00;  6,63
08.11.1999 12:55:00;  1,96
09.12.1999 07:10:00;  5,39
14.01.2000 06:35:00;  6,90
24.02.2000 07:00:00;  19,1
08.03.2000 08:30:00;  17,4
28.04.2000 10:05:00;  12,7
30.05.2000 23:30:00;  7,65
05.06.2000 17:50:00;  6,27
19.07.2000 11:10:00;  4,54
16.08.2000 05:30:00;  4,94
14.09.2000 05:45:00;  4,94
28.10.2000 15:00:00;  6,14
25.11.2000 15:25:00;  4,91
04.12.2000 11:25:00;  5,52
02.01.2001 07:50:00;  6,27
19.02.2001 11:50:00;  7,94
03.03.2001 07:55:00;  7,31
28.04.2001 07:10:00;  10,3
14.05.2001 18:05:00;  4,43
05.06.2001 22:30:00;  6,80
19.07.2001 15:25:00;  6,89
03.08.2001 18:25:00;  6,89
01.09.2001 00:00:00;  7,67
16.10.2001 15:05:00;  1,38
19.11.2001 23:30:00;  6,71
24.12.2001 16:25:00;  8,41
19.01.2002 17:31:15;  6,01
19.02.2002 08:00:00;  5,93
12.03.2002 06:20:00;  8,38
19.04.2002 13:40:00;  6,59
23.05.2002 07:25:00;  6,79
04.06.2002 05:15:00;  6,65
10.07.2002 05:40:00;  5,90
02.08.2002 17:15:00;  7,07
09.09.2002 07:00:00;  5,15
29.10.2002 19:30:00;  10,0
21.11.2002 13:05:00;  13,3
07.12.2002 09:20:00;  6,98
11.01.2003 16:20:00;  9,85
12.02.2003 08:25:00;  6,25
01.03.2003 00:00:00;  7,50
26.04.2003 15:40:00;  7,70
31.05.2003 03:00:00;  5,19
17.06.2003 06:30:00;  3,60
25.07.2003 06:30:00;  4,12
29.08.2003 09:40:00;  2,47
22.09.2003 06:30:00;  5,05
25.10.2003 07:20:00;  3,82
02.11.2003 07:50:00;  2,45
11.12.2003 22:20:00;  3,09
07.01.2004 07:40:00;  4,31
02.02.2004 07:48:00;  5,52
06.03.2004 09:46:45;  5,13
16.04.2004 12:23:25;  9,49
12.05.2004 14:41:35;  4,14
17.06.2004 09:11:45;  13,1
07.07.2004 23:05:00;  6,98
05.08.2004 16:25:00;  3,82
09.09.2004 07:05:00;  6,02
29.10.2004 16:10:00;  3,60
04.11.2004 15:00:00;  6,71
03.12.2004 13:20:00;  5,79
17.01.2005 09:07:30;  4,95
10.02.2005 07:39:50;  5,24
02.03.2005 09:10:20;  5,21
17.04.2005 12:07:35;  9,30
30.05.2005 06:52:35;  8,29
23.06.2005 11:20:00;  2,98
01.07.2005 05:05:00;  5,91
05.08.2005 13:20:00;  5,71
26.09.2005 19:21:35;  6,75
14.10.2005 11:25:00;  4,31
29.11.2005 12:35:00;  3,01
10.12.2005 06:15:00;  2,22
11.01.2006 13:20:00;  1,54
01.02.2006 13:40:00;  3,90
03.03.2006 15:25:00;  5,40
26.04.2006 21:10:00;  7,22
19.05.2006 16:15:00;  10,4
19.06.2006 10:10:00;  4,38
06.07.2006 08:50:00;  2,26
03.08.2006 10:50:00;  5,16
16.09.2006 20:45:00;  5,06
31.10.2006 10:45:00;  1,67
02.11.2006 18:55:00;  5,76
26.12.2006 11:35:00;  1,47
24.01.2007 08:15:00;  3,43
01.02.2007 02:35:00;  7,64
18.03.2007 11:34:40;  7,26
25.04.2007 13:18:55;  3,02
02.05.2007 11:08:40;  5,47
06.06.2007 04:55:00;  3,89
23.07.2007 15:10:00;  5,17
08.08.2007 06:15:00;  4,40
03.09.2007 17:25:00;  9,17
10.10.2007 11:15:00;  4,09
07.11.2007 16:05:00;  8,49
30.12.2007 06:29:15;  9,01
03.01.2008 18:11:45;  7,04
13.02.2008 10:07:05;  5,54
27.03.2008 12:05:00;  5,91
11.04.2008 21:15:00;  2,95
08.05.2008 09:50:00;  7,12
24.06.2008 12:00:00;  4,51
31.07.2008 06:35:00;  3,76
11.08.2008 07:35:00;  3,79
16.09.2008 09:35:00;  2,73
29.10.2008 17:15:00;  3,60
05.11.2008 15:25:00;  1,65
18.12.2008 12:10:00;  2,56
28.01.2009 19:05:00;  2,82
04.02.2009 16:15:00;  3,71
10.03.2009 22:35:00;  19,4
27.04.2009 05:00:00;  11,3
29.05.2009 12:10:00;  3,73
16.06.2009 00:30:00;  9,54
29.07.2009 20:30:00;  9,60
21.08.2009 10:25:00;  3,60
02.09.2009 17:50:00;  4,12
17.10.2009 08:10:00;  4,26
25.11.2009 11:45:00;  3,42
22.12.2009 20:40:00;  5,23
27.01.2010 20:50:00;  2,15
14.02.2010 01:50:00;  5,03
04.03.2010 17:25:00;  3,73
23.04.2010 06:50:00;  4,08
13.05.2010 14:55:00;  9,38
30.06.2010 22:40:00;  10,3
16.07.2010 04:50:00;  7,84
17.08.2010 05:00:00;  3,77
25.09.2010 00:30:00;  3,30
02.10.2010 10:35:00;  5,83
08.11.2010 14:45:00;  2,51
24.12.2010 16:45:00;  5,31
02.01.2011 03:15:00;  3,59
20.02.2011 16:35:00;  2,97
07.03.2011 18:55:00;  2,95
11.04.2011 05:55:00;  3,86
19.05.2011 09:10:00;  4,49
05.06.2011 01:10:00;  4,18
16.07.2011 10:45:00;  3,09
28.08.2011 15:55:00;  5,64
25.09.2011 18:25:00;  3,23
05.10.2011 08:40:00;  3,38
25.11.2011 22:50:00;  1,81
05.12.2011 04:55:00;  4,23
01.01.2012 00:00:00;  8,10
21.02.2012 10:35:00;  2,85
28.03.2012 10:15:00;  10,7
11.04.2012 00:35:00;  5,79
09.05.2012 16:30:00;  4,76
30.06.2012 01:45:00;  9,71
02.07.2012 16:00:00;  5,51
23.08.2012 06:25:00;  4,58
11.09.2012 19:00:00;  4,34
31.10.2012 08:10:00;  4,43
22.11.2012 02:40:00;  4,25
17.12.2012 12:15:00;  5,92
23.01.2013 12:40:00;  6,18
25.02.2013 06:10:00;  7,19
29.03.2013 00:05:00;  4,70
08.04.2013 11:55:00;  7,39
02.05.2013 13:34:45;  6,64
22.06.2013 14:15:00;  11,6
31.07.2013 12:45:00;  5,20
05.08.2013 14:30:00;  5,79
